CHARGE_CODE,CHARGE_DESCRIPTION,CHARGE,REVENUE_CODE,CPT_CODE,PHARMACY_NDC
3279020,MAGNESIUM-URINE,23.16,301,83735,
3279021,TOBRAMYCIN,54.08,300,80200,
3279022,AMIODRONE,50.26,300,80299,
3279023,LAMICTAL,50.26,300,80299,
3279024,KEPPRA,50.26,300,80299,
3279025,TROPONIN  QUANTITATIVE,100.29,300,84484,
3279026,CALCIUM; IONIZED,83.21,300,82330,
3279027,NEURONTIN,50.26,300,80299,
3279029,ANGIOTENSIN I-CONVERTNG ENZYME,113.49,300,82164,
3279030,PROTEIN S,533.91,305,85306,
3279031,PROTEIN C,107.5,305,85303,
3279032,LUPUS ANTICOAG PROFI,16.81,305,85610,
3279033,CARDIOLIPIN ANTBDY EA LG CLASS,151.23,302,86147,
3279034,FLU TEST,93.2,300,87899,
3279035,ABO AND RH TYPING,103.85,300,86900,
3279036,ANTIBODY; HELICOBACTER PYLORI,76.22,302,86677,
3279037,ACETALDEHYDE,211.88,301,,
3279037,ACETALDEHYDE,211.88,301,82000,
3279038,T CELLS;ABSOLUTE CD4&CD8 COUNT,223.97,302,86360,
3279039,ANTI DNA DA (DOUB ST,93.73,302,86255,
3279040,ALDOLASE,16.34,301,82085,
3279041,CERULOPASMIN,52.19,301,82390,
3279042,TRANSFERRIN,22.8,301,84466,
3279043,ANTI SMOOTH MUS ANTI,93.73,302,86255,
3279044,RECEPTOR ASSAY; NON-ENDOCRINE,284.29,301,84238,
3279045,ANTI JO-1,85.5,302,86235,
3279046,ANTI NERONAL NUC ANT,93.73,302,86255,
3279047,ANTI MITOCHON ANTI,93.73,302,86255,
3279048,ANTI NEUT CYTO ANTI,93.73,302,86255,
3279049,ANTI THROMBIN ACTIV,105.92,300,85300,
3279050,IA TUMOR ANTIGEN QUANT;CA 125,99.84,302,86304,
3279051,IA TUMOR ANTIGEN QUANT;CA 19-9,99.84,302,86301,
3279052,COMPLEMENT C3,89.19,302,86160,
3279053,COMPLEMENT C4,89.19,302,86160,
3279054,ADENOSINE 5-MONOPHOSPHATE CYCLIC,635.55,301,82030,
3279056,EBV CHRONIC ACTIVE,127.13,302,86663,
3279057,ANTI ENA AND DNA,85.5,302,86235,
3279058,ERYTHROPOIETIN,50.26,301,82668,
3279059,ESTRADIOL,105.92,301,82670,
3279060,HEMOSIDERIN; QUALITATIVE,42.33,300,83070,
3279061,HEXAGONAL PHASE PHOS,423.67,305,85732,
3279062,IFE AND PRO ELEC UR,79.88,301,84165,
3279063,IGG SERUM,44.34,301,82784,
3279064,IGM SERUM,44.34,301,82784,
3279065,INSULIN; TOTAL,21.18,301,83525,
3279066,LDH BODY FLUID,19.57,301,83615,
3279067,LEAD,42.33,301,83655,
3279068,IMUNASY ANLYT QUANT NT OTHR SP,91.85,301,83520,
3279069,IGE,45.37,301,82785,
3279070,ORGANIC ACID SINGLE QUANTITATI,550.82,301,83921,
3279071,ANTIBODY; MYCOPLASMA,105.92,302,86738,
3279072,MYOGLOBIN URINE,42.17,301,83874,
3279073,HIV-1 REV TRANSC&QUANTIFICATN,661.57,306,87536,
3279074,SCLERODERMA PROFILE,56.58,302,86038,
3279075,SJOGRENS ANTI ANTI S,85.5,302,86235,
3279076,STRIATIONAL ANTIBODI,93.73,302,86255,
3279077,TETRACYCLINE LEVEL,50.26,300,80299,
3279078,SOMATOMEDIN,127.13,301,84305,
3279079,VITAMIN D 1  25 DIHYDROXY,26.99,301,82652,
3279080,VITAMIN D 25 HYDROXY,211.24,301,82306,
3279081,ALPHA-FETOPROTEIN(AFP); SERUM,48.25,301,82105,
3279082,PROGESTERONE,67.84,301,84144,
3279083,ESTROGENS; TOTAL,296.61,301,82672,
3279084,PREALBUMIN,21.18,301,84134,
3279085,TOPIRAMATE,296.61,300,80201,
3279086,IA TUMOR ANTIGEN QUANT;CA 15-3,84.73,302,86300,
3279087,CRYOGLOBULIN QUAL OR SEMI-QUAN,436.39,301,82595,
3279088,TRILEPTAL,50.26,300,80299,
3279089,AMINO ACIDS;SNGL QUANT EA SPECM,42.33,301,82131,
3279090,PHENOBARBITAL,49.25,300,80184,
3279091,HEPARIN ASSAY,741.45,301,85520,
3279092,PHENYTOIN; FREE,89.86,300,80186,
3279093,RENIN,104.88,301,84244,
3279094,ARSENIC,957.58,300,82175,
3279095,ANTBDY;PROTOZOA NOT ELSWH SPEC,493.64,300,86753,
3279096,CMV PCR QUANT,1213.53,300,87497,
3279097,STREPTOMYCIN LEVEL,50.26,300,80299,
3279098,RUSSELL VIPER VENOM TIME;UNDIL,411.36,300,85612,
3279099,ANTISTREPTOLYSIN O;TITER,41.14,300,86060,
3279100,ANA REFLEX,56.58,300,86038,
3279101,HEP C REV TRANSC&AMPLIF PROBE,1225.83,300,87521,
3279102,ANTI-YO,93.73,300,86255,
3279103,ANTI-HU,93.73,300,86255,
3279104,THIAMINE (VITAMIN B-1),32.4,300,84425,
3279105,MICROSOMAL ANTIBODIES  EACH,53.45,300,86376,
3279106,THYROGLOBULIN ANTIBODY,53.45,300,86800,
3279107,IMMUNOASSAY ANALYTE QUANT RIA,105.08,300,83519,
3279108,VITAMIN A,329.1,300,84590,
3279109,AMINES VAGINAL FLUID QUALITATI,333.22,300,82120,
3279110,RETINOL BINDING PROT,308.53,300,83883,
3279111,ZINC,55.92,300,84630,
3279112,COPPER,59.9,300,82525,
3279113,SELENIUM,575.91,300,84255,
3279114,CHROMIUM,493.64,300,82495,
3279115,MAGANESE,411.36,300,83785,
3279116,KETONE BODY(S); QUALITATIVE,82.27,300,82009,
3279117,C-PEPTIDE,82.27,300,84681,
3279118,PT MIXING STUDY,16.81,300,85610,
3279119,PTT MIXING STUDY,27.8,300,85730,
3279120,URINE CREATININE RAN,21.51,300,82570,
3279121,PLATELET ANITBODY PR,72.78,300,86022,
3279122,FIBRINOGEN; ACTIVITY,63.24,300,85384,
3279123,HEPARIN PLATELET AB,72.78,300,86022,
3279124,ZONEGRAN,399.05,300,82542,
3279125,PLATELET COUNT CITRA,18.02,305,85049,
3279126,HYDROXYINDOLACETIC ACID,267.38,300,83497,
3279127,ANP,252.02,300,83880,
3279128,SIROLIMUS,106.71,300,80195,
3279138,VENIPUNCTURE,5.18,300,36415,
3279900,VITAMIN B12,25.36,301,82607,
3279901,BLD FOLIC ACID SERUM,26.04,301,82746,
3279902,HEPATITIS B CORE ANTIBDY;TOTAL,93.73,302,86704,
3279903,HEPATITIS B CORE ANTIBODY; IGM,91.51,302,86705,
3279904,HEP B SURFACE ANTBDY,79.94,302,86706,
3279905,HEPATITIS BE ANTIBODY,106.18,302,86707,
3279906,HEP BE AG  EIA,38.01,302,87350,
3279907,HEP B SURFACE AG EIA,38.01,302,87340,
3279908,ASSAY URINE CHLORIDE,16.34,301,82436,
3279909,ASSAY URINE POTASSIM,33.47,301,84133,
3279910,ASSAY URINE SODIUM,20.37,301,84300,
3279911,EPSTEIN BARR ANTIBDY,203.15,302,86663,
3279915,BLOOD OCCULT BY PEROXIDASE ACT,18.2,300,82272,
3279916,RHEUMATOID FACTOR; QUANTITATIV,20.37,300,86431,
3279917,DNA AB NATIVE OR DOUBLE,106.82,300,86225,
3279920,SED RATE  ERYTHROCYTE; AUTO,16.34,300,85652,
3279921,URINALYSIS AUTO W/O MICRO,12.34,300,81003,
3279923,OCCULT BLOOD  FECAL  IA QUAL,75.82,300,82274,
3279924,D-DIMER QUANT,71.23,300,85379,
3279925,THYROXINE; FREE,20.37,300,84439,
3279926,CREATINE KINASE; MB FRAC ONLY,29.33,300,82553,
3279928,C DIFF A TOXIN SCRN,62.28,300,87324,
3279929,THYROXINE; TOTAL,16.34,300,84436,
3279930,CULTURE BACT;ANY SOURCE,94.02,300,87075,
3279931,CULTURE BACT;STOOL ADD PATHOGN,70.55,300,87046,
3279933,RENAL FUNCTION PANEL,18.68,300,80069,
3279934,PROTEIN;E-PHORESIS/URINE/CSF,79.88,300,84166,
3279935,ACUTE HEPATITIS PANEL,106.5,300,80074,
3279985,BLOOD COUNT;RETICULOCYTE  AUT,19.57,300,85045,
3279987,ANTINUCLEAR ANTIBODIES(ANA),56.58,300,86038,
3279989,CONCENTRATION INFECTIOUS AGNTS,49.25,300,87015,
3279990,CULT BACT AEROBC ISOLATE EA IS,39.94,300,87077,
3279991,SMEAR FLUORESC.FUNGI/BACT/VIRU,38.61,300,87206,
3331011,AEROSOL MASK,2.99,279,,
3331016,BIPAP CIRCUIT,62.1,279,,
3331017,BIPAP UNIT,52.98,270,,
3331035,02 TUBING,2.99,279,,
3331036,PULSE OX HOURLY,23.37,279,,
3331037,PULSE OX SPOT CHK,23.37,279,94760,
3331040,SPECIMEN TRAP,7.59,279,,
3331044,SUCTION LINER,4.53,279,,
3331047,THERMOMETER,2.99,279,,
3331058,VENTILATOR MGMT  SUBSEQ DAYS,369.7,410,94003,
3331212,RESP. EVALUATION,280.77,460,94060,
3331213,RESP TREATMENT INITL,163.81,460,94664,
3332502,BIPAP MASK,240.83,279,,
3332503,BIPAP HEADGEAR,102.97,279,,
3332507,IPV TREATMENT INIT,207.47,410,94640,
3332508,IPV TREATMENT SUBSEQ,176.26,410,94640,
3332516,RESP TREATMENT SUBSE,124.81,460,94799,
3332517,SPIROMETRY SCREENING,227.78,460,94010,
3332522,VENTILATOR INIT MGMT  1ST DAY,407.1,410,94002,
3332525,CPAP DAILY CHARGE,369.7,410,94660,
3332527,OVERNOC OXIMETRY,107.3,460,94762,
3332530,OXIMETRY WITH EXERCISE,21.56,460,94761,
3332535,INITIAL PEP THERAPY,111.71,410,94667,
3332537,SUBSEQUENT PEP THERAPY,116.02,410,94668,
3516005,SITTER - RN,150.61,220,,
3516006,SITTER - LPN,84.74,220,,
3516007,SITTER - NA,63.14,220,,
3516008,SITTR - RT,122.19,220,,
4150001,DIALYSIS (HEMO),776.8,801,90935,
4150002,DIALYSIS PERITONEAL/OTHER,854.47,802,90945,
4180003,BED FLUID AIR,223.65,270,E0194,
4180014,PNEUMATIC COMPRESSOR,31.95,270,E0652,
4180015,CPM,47.92,270,E0935,
4180022,ADAPTER CATHETER IV,6.66,270,,
4180026,VENTI-COMP,87.87,270,,
4180027,ADAPTER CIRCUIT MINOR  RESP EA,3.07,270,,
4180032,BAG AEROSOL DRAIN,4,270,,
4180033,AMBU W/MASK,59.9,270,,
4180037,BAG DRAIN URINEMETER,41.27,270,,
4180038,BAG ENEMA SOAP/DRAPE,8.28,270,,
4180039,BAG FECAL INCONTINEN,26.62,270,,
4180042,BAG LEG URINE,6.23,270,,
4180047,BANDAGE SELF ADHESIVE LG/MD,6.8,270,,
4180049,BANDAGE ELASTIC,5.59,270,,
4180050,BANDAGE TUBE PER YD,6.9,270,,
4180051,BANDAGES STERI-STRIP,7.18,270,,
4180056,BELT GAIT,35.95,270,,
4180058,BELT PELVIC,51.92,270,,
4180060,BINDER ABDOMINAL,82.55,270,,
4180066,BLANKET HYPO DISP,79.88,270,,
4180071,BOOT-UNNA 3" W/TAPE,414.02,270,,
4180079,CANNISTER SUCT,9.76,270,A7000,
4180080,CANNISTER WOUND VAC 500 CC EA,97.06,270,A7000,
4180087,TRAY CNTL LN SINGLE,163.75,270,,
4180090,MALE CATHETER EXTERNAL EA,5,270,A4349,
4180093,CATHETER FOLEY EA,20.24,270,A4346,
4180095,CATH FOLEY SIL 5CC,27.96,270,A4338,
4180096,CATHETER GROSHONG DL,882.64,270,,
4180097,CATHETER IV PROTECTI,6.66,270,,
4180100,CATH RED RUB ANY FR,4.32,270,A4351,
4180102,CATHETER SUCTION,4.32,270,,
4180105,CATHETER THORACIC,89.19,270,,
4180110,CEMENT SKIN BOND 4OZ,23.97,270,,
4180112,CIRCUIT BREATHING,18.64,270,A4618,
4180113,CIRCUIT IPPB UNIVERS,9.33,270,,
4180114,CIRCUIT VENTILATOR,14.65,270,,
4180116,CLAMP CATH/TUBE,4.32,270,A4356,
4180124,CLEANSER WOUND CARE,59.9,270,,
4180127,CONNECTOR CLAVE,9.33,270,,
4180128,CONNECTOR TUBE 5IN1,4.32,270,,
4180142,DIANEAL ULTRA 1.5% S,108.08,270,,
4180144,DIANEAL ULTRA 4.25%,121.69,270,,
4180148,DRAIN JP RESERVOIR,41.27,270,,
4180151,DRAPE BARIER STERILE,21.3,270,A4649,
4180163,DRESSING DRAIN,4.32,270,A6402,
4180170,DRESSING  HYDROCOLLO,14.65,270,A6234,
4180200,ELECTRODES SET,10.65,270,A4556,
4180211,ENT FLEX ESY FD BG,10.65,270,,
4180212,ENT COMP FDNG SET/BG,23.97,270,,
4180213,ENT FEED PUMP,11.18,270,,
4180214,ENT QUANT SET W/BAG,19.98,270,,
4180215,ENT FEDNG SYRIN BULB,7.18,270,,
4180217,ENTERAL G TUBE,50.6,270,,
4180221,ENTER GAS KIT FLEXIF,134.46,270,,
4180226,ENTERAL SPIKE SET,9.33,270,,
4180228,EYE PATCH,2.67,270,A6411,
4180229,FILTER BACT RESPIRAT,10.65,270,,
4180231,FILTER MICRON,9.33,270,,
4180238,GLOVES SURG STERILE,4.32,270,A4930,
4180240,GOWN STERILE  DISP,4.32,270,,
4180261,IV INJECTION CAPS,6.66,270,,
4180262,IV NEEDLE LOCK DEVIC,4.32,270,,
4180263,IV ST ADMN PUMP N/VN,15.97,270,,
4180264,IV ST ADMN SECONDARY,6.9,270,,
4180265,IV SET EXTENSION SET,17.31,270,,
4180266,IV SET PRIMARY EA,48.33,270,,
4180267,KIT IV START,4.32,270,A4222,
4180270,KIT BLOOD GAS,6.66,270,,
4180274,KIT SUCTION EA,67.9,270,,
4180275,TRAY DEBRIDEMENT DIS,13.32,270,A4550,
4180279,KIT INTRODUCER,127.8,270,,
4180284,KIT PICC SNGL LUMEN,625.83,270,,
4180285,KIT PICC DOUBLE LUMEN,769.35,270,,
4180286,KIT PICC TRIPLE LUMEN,876.65,270,,
4180287,KIT STAPLE REMOVER,14.65,270,,
4180288,KIT SUCT CATH W/GLOV,4.32,270,,
4180294,KNEE IMMOBILIZER,184.79,270,,
4180305,MASK MULTI VENT,7.99,270,A4620,
4180306,MASK NON REBREATHER,7.99,270,,
4180307,MASK OXYGEN/AEROSOL,4.32,270,A4620,
4180308,MASK TRACH,4.32,270,,
4180311,KIT MIDSTREAM URINE,4.32,270,,
4180319,BOOTS MULTI,316.85,270,,
4180320,SOL NAC .9% IRRIG,10.65,270,,
4180324,NEBULIZER HANDHELD,4,270,,
4180327,NEB PREFILL W/O ADPT,5.52,270,,
4180329,NEBUZER ULTRA DISP S,22.63,270,,
4180339,OS POUCH (2PC) BOX,86.53,270,,
4180342,OS STOMAHESIVE PASTE,41.27,270,A4364,
4180344,OS POUCH ONLY 2PC  N,134.46,270,,
4180365,PACK BASIC,41.27,270,A4649,
4180368,PAD GROUNDING,16.55,270,A4649,
4180370,PILLOW ABDUCTION SM,97.18,270,,
4180374,OS POUCH ONLY 2PC WR,53.26,270,,
4180384,BED BARIATRIC,511.21,270,E0290,
4180389,LAL MATTRESS,95.85,270,E0372,
4180398,HYPOTHERMIA UNIT,63.91,270,E0217,
4180401,ISOLATION SUPPLIES,207.05,270,,
4180404,PULSED ELECTROMAG UNIT,177.32,270,E1399,
4180408,PUMP  PCA,66.14,270,E0779,
4180412,WOUND VAC,351.45,270,E2402,
4180417,SCALPEL DISP.,9.89,270,,
4180418,SLEEVE SCD KNEE,239.63,270,E0671,
4180422,SET BLD TYPE PMP EXT,37.27,270,,
4180426,SHEET EXTREMITY,69.23,270,,
4180431,SKIN STAPLER,23.97,270,A4649,
4180440,SPLINT ARM/HAND,91.98,270,,
4180448,SPONGE DISSECTOR,5.32,270,,
4180450,STOCKING ANTIEMB HIG,26.62,270,,
4180451,STOPCOCK,4.32,270,,
4180452,SOL WAT IRRIG 1000CC,4.32,270,,
4180457,SUTURE GENERAL,12.41,270,A4649,
4180470,TAPE HYPOALLERGENIC/,23.97,270,A4450,
4180472,TAPE PAPER,4.32,270,,
4180473,TAPE TRANSPARENT,4.32,270,A4450,
4180486,TRACH HOLDER,13.32,270,,
4180489,TRAP SUCTION ENDO,9.33,270,,
4180490,TRAY ADD A FOLEY DIS,30.62,270,,
4180494,TRAY CATH FOLEY DISP,53.26,270,,
4180495,TRAY CATH STRAIGHT D,11.98,270,,
4180496,TRAY CHEST TUBE DISP,173.08,270,,
4180498,TRAY DIALYSIS DISP,351.45,270,,
4180499,TRAY DRESSING MINOR,26.62,270,,
4180500,TRAY CVP DRESSING DI,18.64,270,,
4180505,TRAY IRRIGATION DISP,6.66,270,,
4180507,TRAY LACERATION DISP,55.92,270,,
4180510,MULTI LUMEN TRAY,190.64,270,,
4180514,TRAY PARACENTESIS DI,165.08,270,,
4180521,TRAY SUTURE REMOVAL,9.33,270,A4649,
4180522,KIT THORACENTESIS DISP EA,252.87,270,,
4180523,TRAY TRACH CARE DISP,9.33,270,,
4180527,GASTROSTOMY/JEJUNOST,5.32,270,B4087,
4180532,TUBE OXYGEN CONNECT,2.67,270,,
4180533,TUBE SALEM SUMP,10.65,270,,
4180535,CATHETER YANKAUER,4.32,270,,
4180537,TUBING OXYGEN,4.32,270,,
4180553,VALVE ANTI-REFLUX,27.96,270,,
4180558,VALVE PEEP FLO/ADJ,34.62,270,,
4180559,OS FLANGE/BARRIER-CO,83.87,270,A4373,
4180560,WATER NEBULIZER,11.98,270,,
4180564,BAG  URINE DRAIN,9.33,270,,
4180566,CANNULA NASAL,2.81,270,,
4180567,CATH RED RUBBER KIT,9.33,270,A4353,
4180569,DIALYZER,138.45,270,,
4180573,PAD HYPOTHERMIA,45.26,270,,
4180575,BED BEAD,264.88,270,E0194,
4180577,BED ROTATING,200.01,270,E0277,
4180578,K-PAD,3.52,270,,
4180579,SLEEVE  SCD THIGH,280.9,270,E0673,
4180583,TRACH  DCFS,193.03,270,,
4180584,TUBE  FEEDING TUBE,65.23,270,,
4180585,TUBE  FEEDING ATTCH,13.32,270,,
4180586,VALVE  SPEAKING,339.48,270,,
4180587,DRESSING  WND VAC SM,126.48,270,,
4180588,DRESSING  WND VAC LG,193.03,270,,
4180589,TRACH  SIC,33.28,270,,
4180590,SUCTION DIVERTR  WND,247.62,270,,
4180591,SUCTION TIP IRRIGATR,331.49,270,,
4180592,G-TUBE HOLDER,70.05,270,,
4180593,ACCESS WINDOW  OS POUCH,43.75,270,,
4180594,CATHETER  INTERMITTENT,11.41,270,,
4180595,SECUREMENT DEVICE  NASAL TUBE,25.05,270,,
4180596,CHAIR CUSH COVER  AIR-CELL  LG,788.62,270,,
4180597,DRESSING  NPWT W/IRRIG SM,374.03,270,,
4180598,DRESSING  NPWT W/IRRIG MD,437.41,270,,
4180599,DRESSING  NPWT W/IRRIG MD,507.15,270,,
4180600,NPWT IRRIG CASSETTE,209.2,270,,
4180601,NPWT DUO TUBE SET,285.27,270,,
4180964,CANNULA NASAL O2 7FT,4.32,270,A4615,
4180965,CIRCUIT VENT HEATED,49.25,270,,
4180966,BOTTLE CONDENSATE,17.31,270,,
4180971,OXY EARS,4.32,270,,
4180987,AEROCHAMBER,39.94,270,,
4180988,TUBE  CORR 6FT,6.66,270,,
4180989,HME 1200 15X15X22,27.96,270,,
4180991,TRACH  DCT,213,270,,
4180992,TRACH  DFEN,227.65,270,,
4180995,NEB W/ADAPT 1070ML,18.64,270,,
4180997,COLUMN CONCHA,61.25,270,,
4180998,TRACH  DIC,15.97,270,,
4181001,CONCHA H2O 1650ML,15.97,270,,
4181010,TRACH  DCFN,203.68,270,,
4181042,SPIKE ADAPTER VENTED,4.32,270,,
4181115,PACKING STRIP IODOFO,16.55,270,,
4185565,DIANEAL LOW CA 2.5%,120.61,270,,
4185570,DRAIN BLAKE,99.84,270,,
4185571,IV SET BUTTERFLY,8.28,270,,
4185573,CATHETER TRIPLE LUME,459.29,270,,
4185578,TRAY CHEST DRAINAGE,276.91,270,,
4185579,CRASH CART,551.15,270,,
4185581,TRACHEOSTOMY CAP,17.31,270,,
4185587,EXERCISER HAND,34.27,270,,
4185596,OXYSENSOR DISPOSABLE  FINGER,65.02,270,A4606,
4186001,BACTERIA FILTER SG PT USE RESP,85.26,270,,
4186002,INCENTIVE SPIROMETER,41.27,270,,
4186003,OS IRRIGATION SET,155.76,270,A4400,
4186005,HOT OR COLD PACK,12.41,270,,
4186008,COMPRESSION GLOVE,15.9,270,,
4186009,OT THERAPY PUTTY PER LB,26.08,270,,
4186010,BED NET,331,270,E0316,
4186012,MASK  REUSABLE PATIE,107.84,270,,
4186013,TUBE  STERILE CONNEC,30.62,270,,
4186015,CLAMP,21.3,270,,
4186017,DRESSING  ALGINATE M,13.32,270,A6197,
4186018,DRESSING  ALGINATE L,25.3,270,A6198,
4186020,BED LOW BED,127.8,270,E0255,
4186021,SLING  BODY DISP,186.38,270,,
4186028,CASTING SUPPLIES,47.92,270,,
4186031,BETADINE OINTMENT,4.32,270,,
4186033,STOMAHESIVE PROTECTI,19.98,270,A4364,
4186035,BETADINE SOLN 237ML,4.55,270,,
4186037,HIBICLENS,17.31,270,,
4186048,BOWEL MGMT SYSTEM,1131.59,270,,
4186050,LAVAGE GUN TIP,85.2,270,,
4186052,DRESSING  ALGINATE R,15.97,270,A6199,
4186054,DRESSING  COMPRESSION SYSTEM,6.66,270,,
4186055,DRESSING  COMPRESSIO,8.44,270,,
4186056,DRESSING  CONTACT LA,8.31,270,A6206,
4186057,DRESSING  CONTACT LA,15.97,270,A6207,
4186058,DRESSING CONTACT LA,26.62,270,A6208,
4186059,DRESSING  FOAM SM,15.97,270,A6209,
4186060,DRESSING  FOAM MD,43.93,270,A6210,
4186061,DRESSING  FOAM LG,59.9,270,A6211,
4186062,DRESSING  HYDROCOLLO,33.28,270,A6235,
4186063,DRESSING  HYDROCOLLO,55.92,270,A6236,
4186064,DRESSING  HYDROGELS,5.9,270,A6242,
4186065,DRESSING  HYDROGELS,7.99,270,A6243,
4186066,DRESSING  HYDROGELS,13.32,270,A6244,
4186067,DRESSING  ANTIFUNGAL CRM 5 OZ,30.62,270,A6248,
4186071,SECUREMENT DEVICE SM,16.12,270,A6251,
4186072,SECUREMENT DEVICE MD,22.63,270,A6252,
4186073,SECUREMENT DEVICE LG-GRIP/HOLD,21.63,270,A6253,
4186074,DRESSNG ABSORPTVE COVER RIBBON,4.32,270,A6216,
4186075,DRESSING  ABSORPTIVE,5.32,270,A6217,
4186076,DRESSING  ABSORPTIVE,5.9,270,A6218,
4186077,DRESSING  TRANSPARENT FILM SM,4.32,270,A6257,
4186078,DRESSING  TRANSPAREN,5.32,270,A6258,
4186079,DRESSING  FILM TRANS,6.66,270,A6259,
4186080,DRESSING  ANTIMICROB,27.96,270,,
4186081,DRESSING  SILVER NON MESH,41.4,270,A6209,
4186085,DRESSING  ANTIMICROB,47.92,270,,
4186086,DRESSING  ANTIMICROB,62.57,270,,
4186087,DRESSING  CONTACT LAYER,117.15,270,A6208,
4186088,BED PULMONARY CARE,1064.56,270,,
4186089,REAGENT STRIP,6.9,270,,
4186090,BANDAGE KERLIX,4.32,270,A6443,
4186096,OXYGEN,165.51,270,,
4186123,,208.47,270,,
4186135,,275.57,270,,
4186136,,315.5,270,,
4186137,DRESSING COMPOSITE SM ADHESIVE,2.2,270,A6203,
4186138,DRESSING COMPOSITE MD ADHESIVE,4.76,270,A6204,
4186139,DRESSING COMPOSITE LG ADHESIVE,10.28,270,A6205,
4186141,MIST THERAPY APPLICATOR KIT,279.58,270,,
4186142,NASAL TUBE  BRIDLE,319.5,270,,
4186143,NEBULIZR MICROPUMP SNGL PT USE,159.76,270,,
4186149,ADAPTR CATH IV MULTI SAMPLE EA,.76,270,,
4186150,BACTERIA FILTER SG P,43.49,270,,
4186151,BAG DRAIN URINEMETR BEDSIDE EA,23.97,270,,
4186152,BAG  URINE DRAIN BEDSIDE EA,7.75,270,,
4186153,CANNISTER WOUND VAC EA,50.31,270,,
4186154,CATHETER TRIPLE LUMEN 7FR EA,200.17,270,,
4186155,CIRCUIT VENT HEATED 60 IN EA,40.89,270,,
4186156,CLAMP CATH/TUBE NASAL EA,1.31,270,,
4186157,CONCHA H20 1650ML W/COLUMN EA,43.77,270,,
4186158,IV SET BUTTERFLY HUBER EA,18.54,270,,
4186159,IV SET EXTENSION SET MICROBORE,30.98,270,,
4186160,PROTECTOR HEEL/ELBOW PREV PR,215.98,270,,
4186161,SLEEVE SCD KNEE LG EA,174.29,270,,
4186162,STOCKING ANTIEMB LG LNG PR,34.58,270,,
4186163,STOCKING ANTIEMB TED PR,14.7,270,,
4186164,TRACH HOLDER TUBE EA,32.59,270,,
4186165,TRACH  DFEN SHILEY EA,234.52,270,,
4186166,TRACH  DIC XLT EA,20.77,270,,
4186167,TRAY THORA/PARACENTSIS DISP EA,159.47,270,,
4186168,KIT THORA/PARACENTESIS DISP EA,90.95,270,,
4186169,TUBE  CORR BLUE 6FT EA,2.71,270,,
4186170,TUBE FEEDING TUBE 36-45 IN EA,29.87,270,,
4186171,CATHETER GROSHONG,1220.23,270,,
4186172,KIT PICC DOUBLE LUMEN SOLO EA,1600.88,270,,
4186174,LUMEN TRAY,200.17,270,,
4186175,NASAL TUBE BRIDL SPARE CLIP PK,80.49,270,,
4186176,OS POUCH(2PC)BOX LOOP LOC BOX,45.21,270,,
4186177,OS POUCH(2PC)BOX POST OP BOX,21.69,270,,
4186178,OS POUCH DOSE KIT,17,270,,
4186179,OS POUCH POST OP KIT,12.57,270,,
4186180,OS FLANGE/BARRIER,6.7,270,,
4186181,PEP DEV-POS.EXP.PRESS HIGH FLO,138.67,270,,
4186182,SHEET EXTREMITY HALF,4.67,270,,
4186183,SUTURE GENERAL PS,16.56,270,,
4186184,TRACH  DCT BIVONA EA,283.21,270,,
4186185,TRACH  DCT PROX/DIST EA,257.52,270,,
4186186,TRACH  DCT SHILEY EA,237.04,270,,
4186187,TRACH  DCT 4-8 DCT EA,176.59,270,,
4186188,TRAY CHEST DRAINGE PLEUR-BLOOD,163.32,270,,
4186189,TRAY CHEST DRAINGE DRY SUCT DI,111.46,270,,
4186191,TRAY LACERATION INC/DRAIN DISP,10.66,270,,
4186192,TRAY TRACH CARE DISP W/SALINE,9.66,270,,
4186193,TUBE SALEM SUMP ANTI/ARV/FUN,17.33,270,,
4186194,WATER NEBULIZER AQUA/INH,8.6,270,,
4186195,BED BARIATRIC BED LAL MATTR,479.26,270,,
4186196,BED LOW BED & LAL MATTRESS,309.6,270,,
4186198,DRESSNG COMPSIT MD ADHESV ACRY,13.78,270,,
4186199,DRESSNG COMPSIT SM ADHESV ACRY,8.71,270,,
4186200,DRESSNG CONTCT LAYR SILICON LG,105.51,270,,
4186201,DRESSNG CONTCT LAYR SILICON MD,37.5,270,,
4186202,DRESSING  CLEAR ACRYLIC EX LG,36.85,270,,
4186203,DRESSING  FOAM SACRUM,140.1,270,,
4186205,DRESSING  CLEAR ACRYLIC MD,17.61,270,,
4186206,DRESSING  SILVER LG,62.55,270,,
4186207,DRESSING  SILVER ROPE,25.77,270,,
4186208,DRESSING  SILVER GEL MD,51.57,270,,
4186209,DRESSING  SILVER MD,33.03,270,,
4186210,DRESSING  SILVER SM,22.53,270,,
4186211,BANDAGE TUBE PER YD LG LEG,123.81,270,,
4186212,BANDAGE TUBE/YD LG ARM/MED LEG,109.43,270,,
4186213,DRESSING CLEAR ACRYLIC LG,23.92,270,,
4186214,DRESSNG ANTIMICRBL SECURMNT SM,24.32,270,,
4186215,DRESSING  CONTACT LAYER TRANS,1,270,,
4186216,ADAPTER CIRCUIT BRONCHOSCOPE,18.85,270,,
4186217,ADAPTER CIRCUIT MAJOR RESP EA,7.42,270,,
4186218,ADAPTER CIRCUIT NEBULIZER,24.87,270,,
4186219,BINDER ABDOMINAL 3-PANEL EA,18.3,270,,
