"EDC00001",,"4300200-EYE FOREIGN BODY W/SLIT LAMP",414.25
"EDC00002",,"4300201-EYE FOREIGN BODY W/O SLIT",414.25
"EDC00003",,"4300202-INTUBATION",290.75
"EDC00004",,"4300206-E/R ENT PROCEDURE",386.25
"EDC00005",,"4300208-CAST/SPLINT UPPER EXT",366.5
"EDC00006",,"4300209-CAST/SPLINT LOWER EXT",366.5
"EDC00007",,"4300210-LACERATION REPAIR SIMPLE",269.5
"EDC00008",,"4300211-LACERATION REPAIR MODERATE",404.5
"EDC00009",,"4300212-LACERATION REPAIR COMPLEX",674.75
"EDC00010",,"4300214-INCISION AND DRAINAGE",269.5
"EDC00011",,"4300216-LUMBAR PUNCTURE/SPINAL FLUID TAP",1012.75
"EDC00012",,"4300220-PLACEMENT INTRAOSSEOUS NEEDLE",308.25
"EDC00013",,"4300224-EXTERNAL PACER",705.75
"EDC00014",,"4300226-GASTRIC INTUBATION (NG TUBE)",264.25
"EDC00015",,"4300228-FOREIGN BODY REMOVAL",308
"EDC00016",,"4300230-ARTHROCENTESIS",285.75
"EDC00017",,"4300236-PARACENTESIS",797.25
"EDC00018",,"4300242-CHEST TUBE",925
"EDC00019",,"4300244-INITIAL BURN CARE",282.5
"EDC00020",,"4300246-BURN CARE WITH DEBRIEDMENT",248
"EDC00021",,"4300248-PERICARDIOCENTESIS",1043
"EDC00022",,"4300250-TRACHEOSTOMY/CRIC",797.25
"EDC00023",,"4300270-APPLICATION OF FINGER SPLINT",252.75
"EDC00024",,"4309021-RED BLOOD CELLS UNIT",461
"EDC00025",,"4311313-SHAVE SKIN LESION",214.5
"EDC00026",,"4311751-INGROWN NAIL",176
"EDC00027",,"4312017-SIMPLE SUPERFICIAL WOUND REPAIR",311.75
"EDC00028",,"4312018-SIMPLE SUPERFICIAL WOUND REPAIR",311.75
"EDC00029",,"4312021-CLOSURE OF SPLIT WOUND",791.25
"EDC00030",,"4312036-INTERMEDIATE WOUND REPAIR",404.5
"EDC00031",,"4312037-INTERMEDIATE WOUND REPAIR",404.5
"EDC00032",,"4312045-INTERMEDIATE WOUND REPAIR",404.5
"EDC00033",,"4312046-INTERMEDIATE WOUND REPAIR",404.5
"EDC00034",,"4312047-INTERMEDIATE WOUND REPAIR",404.5
"EDC00035",,"4312053-INTMD RPR FACE",396.75
"EDC00036",,"4313150-REPAIR WOUND ON LESION",674.75
"EDC00037",,"4320103-EXPLORE WOUND EXTREMITY",3027.5
"EDC00038",,"4320260-INJECT SACROILIAC JOINT",1656.5
"EDC00039",,"4323545-CLOSED TX STERNOCLAVICULER DISLOCATION",1247.5
"EDC00040",,"4323655-TREAT SHOULDER DISLOCATION",3364
"EDC00041",,"4323931-DRAINAGE OF ARM BURSA",2456.5
"EDC00042",,"4324620-ELBOW FRACTURE",2657.25
"EDC00043",,"4324655-CL TX RADIAL HD/NECK FX; W/MANI",3292.5
"EDC00044",,"4325535-TREAT FRACTURE OF ULNA",519.5
"EDC00045",,"4326418-REPAIR EXTENSOR TENDON FINGER",4044.75
"EDC00046",,"4326705-CLOSED TREATMENT KNUCKLE DISLOCATION",398
"EDC00047",,"4326770-TX FINGER DISLOCATION",540.5
"EDC00048",,"4327252-HIP REDUCTION W/ANESTH",3041.75
"EDC00049",,"4328825-PARTIAL AMPUTATION OF TOE",5089.75
"EDC00050",,"4329126-APPLICATION FOREARM SPLINT",366.5
"EDC00051",,"4329131-APPLICATION OF FINGER SPLINT",252.75
"EDC00052",,"4329200-RIB BELT",241.25
"EDC00053",,"4329240-STRAPPING OF SHOULDER",252.75
"EDC00054",,"4329260-STRAPPING OF ELBOW OR WRIST",189.25
"EDC00055",,"4329700-CAST REMOVAL",244
"EDC00056",,"4330905-CONTROL OF NOSEBLEED",351.5
"EDC00057",,"4331605-INCISION OF WINDPIPE",797.25
"EDC00058",,"4332422-THORACENTESIS W/TUBE INSERT",724
"EDC00059",,"4335206-REPAIR BLOOD VESSEL UPPER EXTREMINTY",8189.5
"EDC00060",,"4335226-REPAIR BLOOD VESSEL LESION",2334
"EDC00061",,"4340652-VERMILLION LAC 0-2.5CM",1717.25
"EDC00062",,"4340654-VERMILLION LAC 2.6CM",1888.75
"EDC00063",,"4340800-DRAINAGE OF MOUTH LESION",1458
"EDC00064",,"4341899-UNLISTED PROCEDURE DENTOALVEOLAR STRU",265.25
"EDC00065",,"4342999-PHARYNGOSCOPY",247.25
"EDC00066",,"4345999-UNLISTED PROCEDURE RECTUM",1417.75
"EDC00067",,"4353620-DILATE URETHRA STRICTURE",4319
"EDC00068",,"4354001-SLITTING OF PREPUCE EXCEPT NEWBORN",4915.25
"EDC00069",,"4354600-REDUCE TESTIS TORSION",5377.75
"EDC00070",,"4356405-I & D OF VULVA OR PERINEAL ABSCESS",745.75
"EDC00071",,"4366999-EYE SURGERY PROCEDURE",2115.25
"EDC00072",,"4392950-CPR",565
"EDC00073",,"4397597-REMOVAL DEVITALIZED WOUND TISSUE LESS 20",352.5
"EDC00074",,"4311043-DEB MUS/FASCIA 20 SQ CM",1178
"EDC00075",,"4326605-TREAT METACARPAL FRACTURE",519.5
"EDC00076",,"4326641-TREAT THUMB DISLOCATION",519.5
"EDC00077",,"4326742-TREAT FINGER FRACTURE EA",3165.25
"EDC00078",,"4329405-APPLY SHORT LEG CAST",574
"EE000004",,"EEG MNTRG XTND - IF OVER 1 HR",845.5
"EE000006",,"EEG MNTRG XTND - TO 1 HR",281.5
"EE000010",,"EEG RCDG AWAKE DROWSY",1085.25
"EE000013",,"EEG RCDG CEREBRAL DEATH EVAL",969.5
"EE000017",,"EEG W VIDEO RCDG - EA 24 HR",2659
"EE000038",,"EEG RCDG COMA OR SLEEP ONLY",977.25
"EE000039",,"EEG ALL NIGHT RECORDING",1128.5
"EK000006",,"EKG 1-3 LEAD - TRACING ONLY",72
"EK000009",,"EKG: ROUTINE",199
"EK000011",,"HOLTER HOOKUP RECORDING 24 HR",824
"EK000013",,"TELEMETRY PER DAY",415
"EK000023",,"CARDIO STRESS TEST - TRACING",1083
"EKC00001",,"ADHS HOLTER MONITOR",321.5
"EKC00002",,"TELEMETRY UNDER 12 HOURS",301.75
"EKC00003",,"EXT ECG RECORDING",247
"EM000035",,"TELEHEALTH FACILITY FEE",173.75
"EM000248",,"REMV DEVITL TISS WND;NO-SLCTV",275.25
"EM000324",,"COUNSELING; TOBACCO USE <10MIN",73.5
"EM000329",,"COUNSELING; TOBACCO USE OVER 10MIN",169.75
"EMC00901",,"CRITICAL CARE MOD EST PT",1724.25
"EMC00902",,"CRITICAL CARE MOD NEW PT",1724.25
"EMC00903",,"CRITICAL CARE EST PT",1724.25
"EMC00904",,"CRITICAL CARE NEW PT",1724.25
"EMC00930",,"EVAL & MANAG VISITS LEVEL I EST PT",118.75
"EMC00931",,"EVAL & MANAG VISITS LEVEL II EST PT",163.5
"EMC00932",,"EVAL & MANAG VISITS LEVEL III EST PT",201
"EMC00933",,"EVAL & MANAG VISITS LEVEL IV EST PT",299.25
"EMC00934",,"EVAL & MANAG VISITS LEVEL V EST PT",484.5
"EMC00940",,"EVAL & MANAG VISITS LEVEL I NEW PT",133.5
"EMC00941",,"EVAL & MANAG VISITS LEVEL II NEW PT",244.5
"EMC00942",,"EVAL & MANAG VISITS LEVEL III NEW PT",372.25
"EMC00943",,"EVAL & MANAG VISITS LEVEL IV NEW PT",548.5
"EMC00944",,"EVAL & MANAG VISITS LEVEL V NEW PT",730
"GI000008",,"COLONOSCOPY W BLEEDING CTRL",3638.25
"GI000015",,"EGD W BLEEDING CONTROL",2942
"GI000024",,"EGD W HOT FRCP LES RMV",2942
"GI000033",,"ENTEROSCOPY",3638.25
"GI000074",,"COLONOSCOPY W/LES RMVL SNARE",3638.25
"GI000123",,"ESPHGSC RGD/FLX DX W/WO COLLJ SPEC BR/WA SPX",2012.25
"GI000129",,"UPR GI NDSC DILAT GSTR OUTLET FOR OBSTRCJ",1558
"IM001254",,"SCREW CANN LOCK 4.0MM X 34MM",443.5
"IM001587",,"GRAFT HEMASHIELD 20X10MM",2847.25
"IM001598",,"GRAFT LINED 4.5-6.5MM X 70CM",3439.25
"IM001600",,"GRAFT LINED 6.0-8.0MM X 70CM",3595.5
"IM001610",,"GFT CV 80CM 8MM GRTX STD WALL",5267
"IM002547",,"TENDON ACILLES BONE",8212.25
"IM002557",,"PLATE FUSION WRIST STD",4482.25
"IM002751",,"PLATE LCDCP 4 5MM X 4 HOLE",487.25
"IM003177",,"PLATE TIBIA 4 5 MM X 38MM",5819
"IM003182",,"SCREW LOCKING 4 0MM X 30MM",443.5
"IM003183",,"SCREW LOCKING 4 0MM X 38MM",399.5
"IM003281",,"RING BAND FALOPE",171
"IM003330",,"LEAD CAPSURE FIX SCREW IN 58CM",4729.75
"IM003333",,"LEAD POLARIZING 5594 45CM",3295.75
"IM003335",,"LEAD CAPSURE FIX NOVUS 52CM",3295.75
"IM003340",,"LEAD CAPSURE FIX NOVUS 58CM",4729.75
"IM003660",,"STENT COLONIC",6480.25
"IM003873",,"IMPLANT ENUCLEATION 16MM DIA",1760.75
"IM004023",,"SCREW CRT SELF TAP 1.3X6MM",202.75
"IM004024",,"PLATE ORTH 12 HOLE 59MM",855
"IM004025",,"SCREW CORTEX SELF TAP 1.5 X 6M",206.75
"IM004026",,"SCREW CORTEX SELF TAP 1.5X12MM",206.75
"IM004027",,"SCREW CORTEX SELF TAP 1.5X14MM",206.75
"IM004028",,"PLATE STR 6 HOLE 1.3MM",727.25
"IM004030",,"PLATE H EXTENDED RT 1.3MM X15M",883.75
"IM004032",,"SCREW CORTEX SELF TAP 2.0 X 6M",219.25
"IM004033",,"SCREW CORTEX SELF TAP 2.0 X 12",219.25
"IM004034",,"BIT DRILL 317.861 1.8MM",581.5
"IM004035",,"PLATE LC-DCP 8HOLE 2.4 X 63MM",710.5
"IM004042",,"PLATE STR 12 HOLE MM",932.5
"IM004043",,"PLATE Y 3H HEAD 8H SHFT 1.3X32",850.25
"IM004044",,"SCREW 1.3MM X 8MM",315.5
"IM004045",,"SCREW CRT SELF TAP 1.3 X 6MM",315.5
"IM004046",,"SCREW CRT SELF TAP 1.3 X 8MM",315.5
"IM004047",,"SCREW BONE 10MM 1.3MM CORT",315.5
"IM004048",,"SCREW CRT SELF TAP 1.3MM X 12M",315.5
"IM004049",,"SCREW CRT SELF TAP 1.3MM X 13M",315.5
"IM004050",,"SCREW CRT SELF TAP 1.3MM X 14M",315.5
"IM004051",,"PLATE Y 3X8HOLE 1.5MM",592.5
"IM004052",,"SCREW CORTEX SELF TAP 1.5 X 8M",206.75
"IM004053",,"SCREW CORTEX SELF TAP 1.5X10MM",206.75
"IM004054",,"SCREW CORTEX SELF TAP 1.5X11MM",206.75
"IM004055",,"SCREW CORTEX SELF TAP 1.5X16MM",206.75
"IM004056",,"SCREW CORTEX SELF TAP 1.5X18MM",206.75
"IM004057",,"BIT DRILL 1.5MM 310.111 SYNTHES",190.75
"IM004058",,"PLATE CONDYLAR 7H LT 1.5X36MM",811.25
"IM004059",,"SCREW CORTEX SELF TAP 2.0 X 16",219.25
"IM004060",,"SCREW CORTEX SELF TAP 2.4 X 14",322.5
"IM004061",,"SCREW CORTEX SELF TAP 2.4 X 16",633
"IM004062",,"SCREW CORTEX SELF TAP 2.4 X 18",322.5
"IM004063",,"SCREW CORTEX SELF TAP 2.4 X 22",322.5
"IM004243",,"SCREW CANN 7.3MM X 65MM X 32MM",985
"IM004244",,"SCREW CANN 7.3MM X 60MM",985
"IM005195",,"CATHETER NEXTSTEP HEMO 15FRX23CM",1915.25
"IM005443",,"JUG FILTER STAIN STEEL 12FR",4933.5
"IM005444",,"FILTER OTW W/FLEX CARRIER GRN",5733.75
"IM005495",,"PLATE T 8HOLE X 148MM",1028
"IM005496",,"PLATE TUBULAR SEMI 7H X 119MM",263.75
"IM005497",,"SCREW BONE CANN 32MM X 50MM",156
"IM005499",,"CLMP ADJ SS XTRNFX LG",1357.25
"IM005504",,"SCREW CORTEX 68MM",162.75
"IM005505",,"ROD CARBON FIBER 11MMX100MM",969.75
"IM005506",,"ROD CARBON FIBER 11MMX150MM",969.75
"IM005507",,"ROD CARBON FIBER 11MMX200MM",969.75
"IM005508",,"ROD CARBON FIBER 11MMX250MM",1050
"IM005509",,"ROD CARBON FIBER 11MMX300MM",1050
"IM005510",,"ROD CARBON FIBER 11MMX350MM",1050
"IM005511",,"ROD CARBON FIBER 11MMX400MM",1146
"IM005521",,"SCREW CRT SELF TAP 4.5MMX14MM",162.75
"IM005523",,"SCREW CRT SELF TAP 4.5MMX18MM",162.75
"IM005524",,"SCREW CRT SELF TAP 4.5MM X 20M",162.75
"IM005525",,"SCREW CRT SELF TAP 4.5MM X 56M",162.75
"IM005526",,"SCREW BONE 58MM 4.5MM LC-DCP",162.75
"IM005527",,"SCREW BONE 60MM 4.5MM 214.860",162.75
"IM005529",,"SCREW CRT SELF TAP 4.5MM X 66M",162.75
"IM005531",,"SCREW CRT SELF TAP 4.5MM X 70M",162.75
"IM005533",,"SCREW SHAFT 4.5MM X 28MM",97
"IM005535",,"SCREW SHAFT 4.5MM X 32MM",97
"IM005536",,"SCREW SHAFT 4.5MM X 34MM",97
"IM005537",,"SCREW SHAFT 4.5MM X 36MM",97
"IM005538",,"SCREW SHAFT 4.5MM X 38MM",97
"IM005539",,"SCREW SHAFT 4.5MM X 40MM",97
"IM005551",,"PLATE LCD 10 HOLE X 178MM",918.25
"IM005561",,"PLATE T 4 HOLE 84MM",878
"IM005567",,"PLATE T BUTTRSS 4 HOLE X 80MM",1350
"IM005570",,"PLATE L BUTTRES 4 HOLE X 86MM",1171.75
"IM005571",,"PLATE L BUTTRSS 4 HOLE X 86MM",965.75
"IM005595",,"PLATE CBRA HD",3606
"IM005601",,"PLATE MIN FRGMNT 6HOLE 73MM",492.75
"IM005602",,"PLATE MIN FRGMNT 7HOLE 85MM",492.75
"IM005617",,"SCREW CRT SELF TAP 2.7MM X 10M",109.25
"IM005618",,"SCREW CRT SELF TAP 2.7MM X 12M",109.25
"IM005619",,"SCREW CRT SELF TAP 2.7MM X 14M",109.25
"IM005620",,"SCREW CRT SELF TAP 2.7MM X 16M",109.25
"IM005621",,"SCREW CRT SELF TAP 2.7MM X 18M",109.25
"IM005622",,"SCREW CRT SELF TAP 2.7MM X 20M",109.25
"IM005623",,"SCREW CRT SELF TAP 2.7MM X 22M",109.25
"IM005624",,"SCREW CRT SELF TAP 2.7MM X 24M",109.25
"IM005625",,"SCREW CRT SELF TAP 2.7MM X 26M",109.25
"IM005626",,"SCREW CRT SELF TAP 2.7MM X 28M",109.25
"IM005627",,"SCREW CRT SELF TAP 2.7MM X 30M",109.25
"IM005633",,"PLATE Y 87MM",1216.5
"IM005643",,"SCREW CRT SELF TAP 4.5MM X 62M",162.75
"IM005663",,"SCREW CRT SELF TAP 3.5MM X 10M",97
"IM005664",,"SCREW CRT SELF TAP 3.5MM X 12M",124.5
"IM005665",,"SCREW CRT SELF TAP 3.5MM X 14M",132.75
"IM005666",,"SCREW CRT SELF TAP 3.5MM X 16M",132.75
"IM005667",,"SCREW CRT SELF TAP 3.5MM X 18M",132.75
"IM005668",,"SCREW CRT SELF TAP 3.5MM X 20M",132.75
"IM005669",,"SCREW CRT SELF TAP 3.5MM X 22M",158.25
"IM005670",,"SCREW CRT SELF TAP 3.5MM X 24M",158.25
"IM005671",,"SCREW CRT SELF TAP 3.5MM X 26M",158.25
"IM005672",,"SCREW CRT SELF TAP 3.5MM X 28M",158.25
"IM005673",,"SCREW CRT SELF TAP 3.5MM X 30M",158.25
"IM005674",,"SCREW CRT SELF TAP 3.5MM X 32M",158.25
"IM005675",,"SCREW CRT SELF TAP 3.5MM X 34M",158.25
"IM005676",,"SCREW CRT SELF TAP 3.5MM X 36M",158.25
"IM005677",,"SCREW CRT SELF TAP 3.5MM X 38M",158.25
"IM005678",,"SCREW CRT SELF TAP 3.5MM X 40M",158.25
"IM005679",,"SCREW CRT SELF TAP 3.5MM X 45M",97
"IM005680",,"SCREW CRT SELF TAP 3.5MM X 50M",158.25
"IM005681",,"SCREW CRT SELF TAP 3.5MM X 55M",158.25
"IM005682",,"SCREW CRT SELF TAP 3.5MM X 60M",158.25
"IM005683",,"SCREW CRT SELF TAP 3.5MM X 65M",210
"IM005684",,"SCREW CRT SELF TAP 3.5MM X 70M",158.25
"IM005685",,"SCREW CRT SELF TAP 3.5MM X 75M",158.25
"IM005686",,"SCREW CRT SELF TAP 3.5MM X 80M",132.75
"IM005687",,"SCREW CRT SELF TAP 3.5MM X85MM",210
"IM005688",,"SCREW CRT SELF TAP 3.5MMX90MM",210
"IM005690",,"SCREW CX SELF TAP 3.5MM X 100M",210
"IM005735",,"SCREW BONE 10MM 4MM 206.010",78
"IM005736",,"SCREW CANC BN THREAD 4MM X 12M",78
"IM005737",,"SCREW CANC BN THREAD 4MM X 14M",112.25
"IM005738",,"SCREW CANC BN THREAD 4MM X 16M",112.25
"IM005739",,"SCREW CANC BN THREAD 4MM X 18M",112.25
"IM005740",,"SCREW CANC BN THREAD 4MM X 20M",78
"IM005741",,"SCREW CANC BN THREAD 4MM X 22M",78
"IM005742",,"SCREW CANC BN THREAD 4MM X 24M",78
"IM005743",,"SCREW CANC BN THREAD 4MM X 26M",78
"IM005744",,"SCREW CANC BN THREAD 4MM X 28M",78
"IM005745",,"SCREW BONE 30MM 4MM 206.030",78
"IM005747",,"SCREW BONE 35MM 4MM 206.035",78
"IM005749",,"SCREW BONE 40MM 4MM 206.040",101
"IM005750",,"SCREW BONE 45MM 4MM 206.045",101
"IM005752",,"SCREW BONE 55MM 4MM 206.055",78
"IM005753",,"SCREW BONE 60MM 4MM 206.060",189.25
"IM005762",,"SCREW BONE 10MM 4MM 207.010",78
"IM005772",,"SCREW BONE 30MM 4MM 207.030",78
"IM005773",,"SCREW BONE 35MM 4MM 207.035",78
"IM005774",,"SCREW BONE 40MM 4MM 207.040",78
"IM005775",,"SCREW BONE 45MM 4MM 207.045",78
"IM005776",,"SCREW BONE 50MM 4MM 207.050",78
"IM005777",,"SCREW BONE 55MM 4MM 207.055",175
"IM005778",,"SCREW BONE 60MM 4MM 207.060",195
"IM005787",,"SCREW CANN THREAD 4MM X 10MM",750.5
"IM005788",,"SCREW CANN THREAD 4MM X 12MM",750.5
"IM005789",,"SCREW CANN THREAD 4MM X 14MM",750.5
"IM005790",,"SCREW CANN THREAD 4MM X 16MM",750.5
"IM005792",,"SCREW CANN THREAD 4MM X 20M",750.5
"IM005793",,"SCREW BONE 22MM 4MM LCP S/T",750.5
"IM005794",,"SCREW CANN THREAD 4MM X 24MM",750.5
"IM005795",,"SCREW BONE 26MM 4MM LCP S/T",750.5
"IM005796",,"SCREW CANN THREAD 4MM X 28MM",750.5
"IM005797",,"SCREW BONE 30MM 4MM LCP S/T",750.5
"IM005798",,"SCREW BONE 32MM 4MM LCP S/T",750.5
"IM005799",,"SCREW BONE 34MM 4MM LCP S/T",750.5
"IM005800",,"SCREW BONE 36MM 4MM LCP S/T",838.75
"IM005801",,"SCREW BONE 38MM 4MM LCP S/T",750.5
"IM005802",,"SCREW BONE 40MM 4MM LCP S/T",795.25
"IM005803",,"SCREW BONE 42MM 4MM LCP S/T",750.5
"IM005804",,"SCREW BONE 44MM 4MM LCP S/T",838.75
"IM005805",,"SCREW BONE 46MM 4MM LCP S/T",750.5
"IM005806",,"SCREW BONE 48MM 4MM LCP S/T",865.25
"IM005807",,"SCREW BONE 50MM 4MM LCP S/T",861.75
"IM005809",,"SCREW CANN THREAD 4MM X 18MM",750.5
"IM005810",,"SCREW CANN THREAD 4MM X 20MM",750.5
"IM005811",,"SCREW BONE 22MM 4MM L/T ORTH",750.5
"IM005813",,"SCREW CANN THRD 4.0MMX26MM",750.5
"IM005815",,"SCREW BONE 30MM 4MM L/T ORTH",838.75
"IM005816",,"SCREW BONE 32MM 4MM L/T ORTH",750.5
"IM005817",,"SCREW BONE 34MM 4MM L/T ORTH",750.5
"IM005818",,"SCREW BONE 36MM 4MM L/T ORTH",750.5
"IM005819",,"SCREW BONE 38MM 4MM L/T ORTH",750.5
"IM005820",,"SCREW BONE 40MM 4MM L/T ORTH",750.5
"IM005821",,"SCREW BONE 42MM 4MM L/T ORTH",750.5
"IM005822",,"SCREW BONE 44MM 4MM L/T ORTH",750.5
"IM005823",,"SCREW BONE 46MM 4MM L/T ORTH",750.5
"IM005825",,"SCREW BONE 50MM 4MM L/T ORTH",864.75
"IM005826",,"SCREW CRT SELF TAP 2.7MM X 32M",109.25
"IM005827",,"SCREW CRT SELF TAP 2.7MM X 34M",109.25
"IM005828",,"SCREW CRT SELF TAP 2.7MM X 36M",109.25
"IM005829",,"SCREW CRT SELF TAP 2.7MM X 38M",109.25
"IM005830",,"SCREW CRT SELF TAP 2.7MM X 40M",109.25
"IM005832",,"SCREW CRT SELF TAP 2.7MM X 50M",109.25
"IM005834",,"SCREW CORTEX SELF TAP 4.5 X 28",131
"IM005835",,"SCREW CORTEX SELF TAP 4.5 X 30",162.75
"IM005836",,"SCREW CORTEX SELF TAP 4.5 X 32",162.75
"IM005837",,"SCREW CORTEX SELF TAP 4.5 X 34",162.75
"IM005838",,"SCREW CRT SELF TAP 4.5MM X 36M",162.75
"IM005839",,"SCREW CRT SELF TAP 4.5MM X 38M",162.75
"IM005840",,"SCREW CRT SELF TAP 4.5MM X 40M",162.75
"IM005841",,"SCREW CRT SELF TAP 4.5MM X 42M",162.75
"IM005842",,"SCREW CRT SELF TAP 4.5MM X 44M",162.75
"IM005843",,"SCREW CRT SELF TAP 4.5MM X 46M",162.75
"IM005844",,"SCREW CRT SELF TAP 4.5MM X 48M",162.75
"IM005845",,"SCREW CRT SELF TAP 4.5MM X 50M",162.75
"IM005846",,"SCREW CRT SELF TAP 4.5MM X 52M",162.75
"IM005847",,"SCREW CRT SELF TAP 4.5MM X 54M",162.75
"IM005858",,"WASHER 4.0MM CANN SCREW 7.0MM",116.75
"IM005859",,"WASHER 13.0MM NO219.99",197
"IM005878",,"SCREW BONE 35MM 6.5MM 216.035",156
"IM005879",,"SCREW BONE 40MM 6.5MM 216.040",156
"IM005880",,"SCREW CANC THREAD 6.5MM X 45MM",156
"IM005884",,"SCREW CANC THREAD 6.5MM X 65MM",156
"IM005886",,"SCREW BONE 75MM 6.5MM 216.075",156
"IM005905",,"SCREW BONE 60MM 6.5MM 217.060",156
"IM005907",,"SCREW CANC THREAD 6.5MM X 70MM",156
"IM005908",,"SCREW BONE 75MM 6.5MM 217.075",156
"IM005909",,"SCREW CANC THREAD 6.5MM X 85MM",156
"IM005924",,"SCREW CANC THREAD 6.5MM X 25MM",156
"IM005925",,"SCREW CANC THREAD 6.5MM X 30MM",156
"IM005926",,"SCREW BONE 35MM 6.5MM 218.035",156
"IM005927",,"SCREW BONE 40MM 6.5MM 218.040",156
"IM005929",,"SCREW CANC THREAD 6.5MM X 50MM",156
"IM005930",,"SCREW CANC THREAD 6.5MM X 55MM",156
"IM005931",,"SCREW CANC THREAD 6.5MMX60MM",156
"IM005952",,"WASHER 10.0MM",235
"IM005958",,"WASHER FOR 4MM CANC SCREW",102
"IM005959",,"WASHER FOR 6.5MM CANC SCREW",240
"IM005962",,"PLATE SEMI TUBUL 4 HOLE 71MM",223
"IM005963",,"PLATE SEMI TUBUL 5 HOLE 87MM",231.25
"IM005964",,"PLATE SEMI TUBUL 6 HOLE 103MM",247
"IM006007",,"PLATE ORTH 3 HLE/HD 3",430.5
"IM006008",,"TPLATE 3.5MM 4HOLEHEAD 4HSHAFT",430.5
"IM006009",,"PLATE T HD SM 3HX3HX39MM",531
"IM006011",,"PLATE ORTH 3 HLE/HD 3 241.23",743.75
"IM006012",,"PLATE ORTH 3 HLE/HD 4 241.24",788.25
"IM006013",,"PLATE ORTH 3 HLE/HD 4 241.25",817.25
"IM006014",,"PLATE CALCANEAL 60MM",1190.5
"IM006015",,"PLATE CALCANEAL 70MM",1216.5
"IM006017",,"PLATE CLOVERLF THIN BLD 4 HOLE",1123
"IM006054",,"PLATE RECON 5 HOLE 3.5MM",1418.75
"IM006055",,"PLATE RECON 6 HOLE 3.5MM",1633.25
"IM006056",,"PLATE RECON 7 HOLE MM",1714.5
"IM006057",,"PLATE RECON 8 HOLE 3.5MM",1784.75
"IM006065",,"PLATE RECON CURV 6 HOLE 3.5MM",3630
"IM006066",,"PLATE RECON CURV 8 HOLE 3.5MM",3822
"IM006067",,"PLATE RECON CURV 10HOLE 3.5MM",4002
"IM006069",,"PLATE RECON CURV 14 HOLE 3.5MM",4704
"IM006111",,"PLATE TUBULAR 1/3",511.5
"IM006112",,"SCREW BONE CANN 6.5MM X 55MM",156
"IM006115",,"SCREW BONE 100MM 208.900",985
"IM006145",,"PLATE HIP 135D  5 HOLE CMPR",1339.75
"IM006163",,"PLATE LOCKING 3.5MM 6 HOLE X 5",6967.5
"IM006166",,"SCREW LOCKING 3.5MM X 24MM",880.5
"IM006168",,"SCREW LOCKING 3.5MM X 36MM",880.5
"IM006169",,"SCREW LOCKING 3.5MM X 30MM",880.5
"IM006170",,"SCREW LOCKING 3.5MM X 38MM",880.5
"IM006171",,"SCREW LOCKING 3.5MM X 40MM",880.5
"IM006172",,"SCREW BONE 16MM 3.5MM LCP PROX",443.5
"IM006215",,"SCRW SCHANZ SELF DRILL 5X 175M",620.25
"IM006220",,"WIRE K 1.0MM X 150MM",299
"IM006222",,"WIRE FIX 150MM 1.25MM KRSH",112
"IM006224",,"WIRE K 1.6MM X 150MM",112
"IM006226",,"WIRE K 2.0MM X 150MM",299
"IM006245",,"WIRE 2.8MM THDED GUIDE 300MM",162.5
"IM006293",,"PLATE LOCKING RT 4.5MM X 206MM",6669.75
"IM006359",,"SCREW LOCKING 3.5MM X 134MM",880.5
"IM006405",,"PLATE LC-DCP 5 HOLE 3.5MM",511
"IM006406",,"PLATE LC-DCP 6 HOLE 3.5MM",604.5
"IM006407",,"PLATE LC-DCP 7 HOLE 3.5MM",630
"IM006408",,"PLATE LC-DCP 8 HOLE 3.5MM",561.25
"IM006409",,"PLATE LC-DCP 9 HOLE 3.5MM",583.5
"IM006410",,"PLATE LC-DCP 10 HOLE 3.5MM",598.5
"IM006420",,"PLATE NR LCDCP 5 HOLE 4.5MM",487.25
"IM006421",,"PLATE NR LCDCP 6 HOLE 4.5MM",546.75
"IM006422",,"PLATE NR LCDCP 7 HOLE 4.5MM",548.75
"IM006423",,"PLATE NR LCDCP 8 HOLE 4.5MM",548.75
"IM006424",,"PLATE NR LCDCP 9 HOLE 4.5MM",548.75
"IM006426",,"PLATE NR LCDCP 11 HOLE 4.5MM",720.5
"IM006427",,"PLATE NR LCDCP 12 HOLE 4.5MM",720.5
"IM006435",,"PLATE BD LCDCP 6 HOLE 4.5MM",740
"IM006436",,"PLATE BD LCDCP 7 HOLE 4.5MM",740
"IM006437",,"PLATE BD LCDCP 8 HOLE 4.5MM",918.25
"IM006438",,"PLATE BD LCDCP 9 HOLE 4.5MM",918.25
"IM006440",,"PLATE BD LCDCP 11 HOLE 4.5MM",946.25
"IM006441",,"PLATE BD LCDCP 12 HOLE 4.5MM",987.25
"IM006442",,"PLATE BD LCDCP 14 HOLE 4.5MM",987.25
"IM006447",,"SCREW SHAFT 3.5MM X 16MM",107
"IM006448",,"SCREW SHAFT 3.5MM X 18MM",107
"IM006451",,"SCREW SHAFT 3.5MM X 24MM",107
"IM006452",,"SCREW SHAFT 3.5MM X 26MM",107
"IM006453",,"SCREW SHAFT 3.5MM X 28MM",107
"IM006456",,"SCREW SHAFT 3.5MM X 34MM",107
"IM006457",,"SCREW SHAFT 3.5MM X 36MM",107
"IM006503",,"SCREW PELV CRT TAP 4.5MM X 26M",162.75
