"Procedure Record Name","Unit Charge"
"ANCHOR SUTURE GRAVITY PEEK OPTIMA SUTURE #0 SIZE 3.5MM","1237.00"
"ANCHOR SUTURE LUPINE LOOP DUAL SUTURE W/ORTHOCORD 210709","1246.00"
"ANCHOR SUTURE MINI BIOCOMPOSITE 2.4 X 8.5MM AR-1322BCNF","1040.00"
"ANCHOR SUTURE MINLOK QUICK PLUS 2-0","1168.00"
"ANCHOR SUTURE MITEK MICRO 3-0 212843","1168.00"
"ANCHOR SUTURE PEEK SWIVEL LOCK 4.75 X 22MM  DOUBLE LOADED AR-2324PSLC-2","1142.00"
"ANCHOR SUTURE QUATTRO GL PEEK 2.9 CM-9329","848.00"
"ANCHOR SUTURE SWIVEL LOCK DOUBLE LOADED AR-2324BCT-2","1228.00"
"ANCHOR SUTURE SWIVELOCK 4.75 X 19.1MM AR-2324BCCT","1358.00"
"ANCHOR SUTURE SWIVELOCK 4.75X19.1MM AR-2324BCC","1156.00"
"ANCHOR SUTURE SWIVELOCK 4.75X24.5MM","1214.00"
"ANCHOR SUTURE SWIVELOCK 4.75X9.1MM W/FIBER TAPE AR-2324BCCTT","1358.00"
"ANCHOR TITAN 3550-39","512.00"
"ANCHOR VERSALOK PEEK W/ORTHOCORD 210818","1520.00"
"ANCHORS ULTRAFIX SUT ANCH LINV","457.00"
"ANCHR SUP QUICK 2 MITEK 21220","644.00"
"Anidulafungin For IV Soln 100 MG","1030.50"
"Anidulafungin For IV Soln 100 MG","990.00"
"Anidulafungin For IV Soln 50 MG","657.00"
"ANKLE NAIL ARTHRODESI RT 1819-1230S","4949.00"
"ANTENNA NEUROSTIMULATOR 37092","322.00"
"ANTER. CERV. FUSION 2-LEVEL","3798.00"
"ANTER. CERV. FUSION 3-LEVEL","4232.00"
"ANTI ROTATION PEG 2230-00-099","135.00"
"Anticoagulant Citrate Dextrose Solution A","48.38"
"Antihemophilic Factor/VWF (Human) For Inj 500-1200 Unit","3309.13"
"Antiinhibitor Coagulant Complex For Inj","22.57"
"Antiinhibitor Coagulant Complex For Inj","22572.00"
"Antivenin Latrodectus Mactans Inj Kit","289.57"
"AORTIC VALVE BIOCOR 19","9765.00"
"AORTIC VALVE BIOCOR 19 BSP100-19","10459.00"
"AORTIC VALVE BIOCOR 21 B100-21A-00","10459.00"
"AORTIC VALVE BIOCOR 21 BSP100-21","10459.00"
"AORTIC VALVE BIOCOR 23 B100-23A-00","10459.00"
"AORTIC VALVE BIOCOR 23 BSP100-23","10459.00"
"AORTIC VALVE BIOCOR 25 B100-25A-00","10459.00"
"AORTIC VALVE BIOCOR 27 B100-27A-00","10459.00"
"Apixaban Tab 2.5 MG","7.72"
"Apixaban Tab 5 MG","3.86"
"Apixaban Tab 5 MG","3.84"
"APPLICATOR PRELOADED AVITENE 10MM X4 2CM W/SHEET 1010150","473.00"
"APPLIER CLIP SINGLE USE AUTOSUTURE 134053","623.00"
"APPLIER ENDO CLIP MED/LG 10MM 17657","1052.00"
"APPLIER ENDOSTITCH 10MM 173016","1016.00"
"APPLIER LIGACLIP MULTI SM MCS20","199.00"
"APPLIER MULTIPLE CLIP 20 MSM20","200.00"
"APPLIER W/ENDOANCHOR HELL-FX SA-85","10101.00"
"Apraclonidine HCl Ophth Soln 0.5% (Base Equivalent)","382.76"
"Apraclonidine HCl Ophth Soln 0.5% (Base Equivalent)","347.59"
"Apraclonidine HCl Ophth Soln 0.5% (Base Equivalent)","902.60"
"Apraclonidine HCl Ophth Soln 1% (Base Equivalent)","173.30"
"Aprepitant Capsule 40 MG","130.43"
"Aprepitant Capsule 80 MG","120.87"
"ARCHBAR OMNIMAX MMF 01-0298","1289.00"
"Arformoterol Tartrate Soln Nebu 15 MCG/2ML (Base Equiv)","101.13"
"Argatroban in Sodium Chloride 0.9% IV Soln 250 MG/250ML","8302.53"
"Argatroban Inj 250 MG/2.5ML (Concentrate For IV Infusion)","7519.79"
"Argatroban Inj 250 MG/2.5ML (Concentrate For IV Infusion)","2862.50"
"Argatroban Inj 250 MG/2.5ML (Concentrate For IV Infusion)","3858.65"
"Argatroban Inj 250 MG/2.5ML (Concentrate For IV Infusion)","2919.75"
"Arginine HCl Inj 10%","300.96"
"Aripiprazole IM For ER Susp Prefilled Syringe 400 MG","6742.95"
"Aripiprazole IM Inj 9.75 MG/1.3ML (7.5 MG/ML)","156.65"
"Aripiprazole Lauroxil IM ER Susp Prefilled Syr 1064 MG/3.9ML","12229.97"
"Aripiprazole Lauroxil IM ER Susp Prefilled Syr 441 MG/1.6ML","5069.02"
"Aripiprazole Lauroxil IM ER Susp Prefilled Syr 662 MG/2.4ML","7609.23"
"Aripiprazole Lauroxil IM ER Susp Prefilled Syr 675 MG/2.4ML","7758.67"
"Aripiprazole Lauroxil IM ER Susp Prefilled Syr 882 MG/3.2ML","10137.99"
"Aripiprazole Oral Solution 1 MG/ML","72.31"
"Aripiprazole Tab 10 MG","1.30"
"Aripiprazole Tab 10 MG","6.57"
"Aripiprazole Tab 15 MG","4.38"
"Aripiprazole Tab 2 MG","32.85"
"Aripiprazole Tab 2 MG","9.21"
"Aripiprazole Tab 2 MG","10.33"
"Aripiprazole Tab 2 MG","1.64"
"Aripiprazole Tab 2 MG","1.61"
"Aripiprazole Tab 5 MG","1.30"
"Aripiprazole Tab 5 MG","3.63"
"ARROW BIOFIX 1.1 X 10 MM (521110)","513.00"
"ARROW BIOFIX 1.1 X 13 MM (521113)","498.00"
"ARROW BIOFIX 1.1 X 16 MM (521116)","498.00"
"ARROW MENISCUS 1.1 X 16 BIONIX","518.00"
"Artemether-Lumefantrine Tab 20-120 MG","5.65"
"ARTICULAR SURFACE LPS FLEX CROSSLINK POLY SZ E F 23MM 5962-32-23","2984.00"
"ARTICULAR SURFACE LPS FLEX CROSSLINK POLY SZ E F 23MM 5962-40-23","2984.00"
"Artificial Saliva - Solution","26.55"
"Artificial Saliva - Solution","54.00"
"Artificial Saliva - Solution","27.96"
"Artificial Tear Ophth Ointment","61.05"
"Artificial Tear Ophth Ointment","53.62"
"Ascorbic Acid Chew Tab 500 MG","1.30"
"Ascorbic Acid Inj 500 MG/ML","945.73"
"Ascorbic Acid Syrup 500 MG/5ML","1.30"
"Ascorbic Acid Tab 250 MG","1.30"
"Ascorbic Acid Tab 500 MG","1.30"
"Asenapine Maleate SL Tab 5 MG (Base Equiv)","12.70"
"ASPIRATION KIT 3-HOLE","554.00"
"ASPIRATOR FRONT  INSTATRAK 45 1000541","314.00"
"ASPIRATOR STRAIGHT INSTATRAK","314.00"
"Aspirin Buffered (Ca Carb-Mg Carb-Mg Ox) Tab 325 MG","1.30"
"Aspirin Chew Tab 81 MG","1.30"
"Aspirin Effer Tab 325 MG","1.30"
"Aspirin Effer Tab 500 MG","1.30"
"Aspirin Suppos 300 MG","1.30"
"Aspirin Suppos 600 MG","1.30"
"Aspirin Tab 325 MG","1.30"
"Aspirin Tab Delayed Release 325 MG","1.30"
"Aspirin Tab Delayed Release 81 MG","1.30"
"Aspirin-Acetaminophen-Caffeine Tab 250-250-65 MG","1.30"
"Aspirin-Dipyridamole Cap ER 12HR 25-200 MG","9.62"
"Aspirin-Dipyridamole Cap ER 12HR 25-200 MG","9.57"
"Aspirin-Dipyridamole Cap ER 12HR 25-200 MG","6.12"
"Aspirin-Dipyridamole Cap ER 12HR 25-200 MG","11.60"
"Aspirin-Dipyridamole Cap ER 12HR 25-200 MG","5.55"
"ASSEMBLY DRAINAGE EDM 120ML 46422","651.00"
"ASSEMBLY PLATE BASE IJS-ELB-BPA","11783.00"
"Atazanavir Sulfate Cap 150 MG (Base Equiv)","17.97"
"Atazanavir Sulfate Cap 200 MG (Base Equiv)","13.47"
"Atenolol Tab 25 MG","1.30"
"Atenolol Tab 50 MG","1.30"
"Atomoxetine HCl Cap 10 MG (Base Equiv)","6.55"
"Atomoxetine HCl Cap 10 MG (Base Equiv)","14.56"
"Atorvastatin Calcium Tab 10 MG (Base Equivalent)","1.30"
"Atorvastatin Calcium Tab 20 MG (Base Equivalent)","1.30"
"Atorvastatin Calcium Tab 20 MG (Base Equivalent)","8.26"
"Atorvastatin Calcium Tab 20 MG (Base Equivalent)","8.22"
"Atorvastatin Calcium Tab 40 MG (Base Equivalent)","4.13"
"Atorvastatin Calcium Tab 40 MG (Base Equivalent)","1.30"
"Atovaquone Susp 750 MG/5ML","36.64"
"Atovaquone Susp 750 MG/5ML","1269.08"
"Atovaquone Susp 750 MG/5ML","30.22"
"Atovaquone Susp 750 MG/5ML","39.72"
"Atracurium Besylate IV Soln 100 MG/10ML","167.20"
"Atropine Sulfate Inj 0.1 MG/ML,Atropine Sulfate Soln Prefill Syr 0.5 MG/5ML (0.1 MG/ML),Atropine Sulfate Soln Prefill Syr 1 MG/10ML (0.1 MG/ML)","86.74"
"Atropine Sulfate Inj 0.1 MG/ML,Atropine Sulfate Soln Prefill Syr 0.5 MG/5ML (0.1 MG/ML),Atropine Sulfate Soln Prefill Syr 1 MG/10ML (0.1 MG/ML)","96.66"
"Atropine Sulfate Inj 0.1 MG/ML,Atropine Sulfate Soln Prefill Syr 0.5 MG/5ML (0.1 MG/ML),Atropine Sulfate Soln Prefill Syr 1 MG/10ML (0.1 MG/ML)","92.50"
"Atropine Sulfate Inj 0.1 MG/ML,Atropine Sulfate Soln Prefill Syr 0.5 MG/5ML (0.1 MG/ML),Atropine Sulfate Soln Prefill Syr 1 MG/10ML (0.1 MG/ML)","52.77"
"Atropine Sulfate Inj 0.1 MG/ML,Atropine Sulfate Soln Prefill Syr 0.5 MG/5ML (0.1 MG/ML),Atropine Sulfate Soln Prefill Syr 1 MG/10ML (0.1 MG/ML)","41.80"
"Atropine Sulfate Inj 0.1 MG/ML,Atropine Sulfate Soln Prefill Syr 0.5 MG/5ML (0.1 MG/ML),Atropine Sulfate Soln Prefill Syr 1 MG/10ML (0.1 MG/ML)","40.00"
"Atropine Sulfate Inj 0.1 MG/ML,Atropine Sulfate Soln Prefill Syr 0.5 MG/5ML (0.1 MG/ML),Atropine Sulfate Soln Prefill Syr 1 MG/10ML (0.1 MG/ML)","94.05"
"Atropine Sulfate Inj 0.4 MG/ML,Atropine Sulfate Inj 8 MG/20ML (0.4 MG/ML)","73.15"
"Atropine Sulfate Inj 0.4 MG/ML,Atropine Sulfate Inj 8 MG/20ML (0.4 MG/ML)","70.00"
"Atropine Sulfate Inj 0.4 MG/ML,Atropine Sulfate Inj 8 MG/20ML (0.4 MG/ML)","366.80"
"Atropine Sulfate Inj 1 MG/ML","57.48"
"Atropine Sulfate Ophth Oint 1%","109.44"
"Atropine Sulfate Ophth Soln 1%","169.00"
"Atropine Sulfate Ophth Soln 1%","277.64"
"Atropine Sulfate Ophth Soln 1%","252.65"
"Atropine Sulfate Ophth Soln 1%","388.17"
"Atropine Sulfate Ophth Soln 1%","189.28"
"Atropine Sulfate Ophth Soln 1%","181.71"
"Atropine Sulfate Ophth Soln 1%","84.13"
"Atropine Sulfate Ophth Soln 1%","80.76"
"Atropine Sulfate Soln Prefill Syr 0.25 MG/5ML (0.05 MG/ML)","26.49"
"ATTACHMENT  B-1 MIDAS REX","1841.00"
"ATTACHMENT A MIDAS REX","2157.00"
"ATTACHMENT AF MIDAS REX","2233.00"
"ATTACHMENT AM MIDAS REX","2188.00"
"ATTACHMENT B MIDAS REX","1586.00"
"ATTACHMENT B-5  MIDAS REX","2224.00"
"ATTACHMENT BC  MIDAS REX","2169.00"
"ATTACHMENT C","1147.00"
"ATTACHMENT HS MIDAS REX","1594.00"
"ATTACHMENT M   MIDAS REX","2086.00"
"ATTACHMENT S  MIDAS REX","2289.00"
"ATTACHMENT SYNTHES QUIK CONN.","4058.00"
"ATTACHMENT X MIDAS REX","1488.00"
"ATTCHMNT HNDPC CURVED BASE I","1024.00"
"AUGMENT ACETABULAR REVISION PINNACLE GRIPTION TF 20 X 54/56MM 1271-20-354","5444.00"
"AUGMENT FEMORAL DISTAL 1+ RT X 5MM KC-4105R","4798.00"
"AUGMENT FEMORAL POSTERIOR +1 X 5MM KC-0415R","4456.00"
"AUGMENT TIBIA MODUALR SZ 2 KC-54020","2713.00"
"AUGMENT TIBIA MODULAR SZ 4 KC-54040","2279.00"
"AUGMENT TIBIAL SYMMETRIC CONE  SZ D 5549-A-242","9308.00"
"AUGMENT TIBIAL SYMMETRIC CONE SZ B 5549-A-120","8703.00"
"AUGMENT TIBIAL SYMMETRIC CONE SZ C 5549-A-130","8703.00"
"AUGMENT TIBIAL SYMMETRIC CONE SZ D 5549-A-140","8703.00"
"AUGMENT TRIATHLON FEMORAL CONE SZ 3 LEFT 5549-A-331","9912.00"
"AUGMENT TRIATHLON FEMORAL CONE SZ 4 RIGHT 5549-A-342","9912.00"
"AUTOSUT ENDOSTITCH SUTURE 0 7IN","221.00"
"AWL MED FOR FLEX HUMERAL NAIL","1274.00"
"AXLE MOD ROTAT HINGE KNEE","2283.00"
"AXON HOOK SHORT LEFT 499.407","1445.00"
"Azacitidine For Inj 100 MG","3072.13"
"Azacitidine For Inj 100 MG","1647.54"
"Azathioprine Tab 50 MG","1.30"
"Azelastine HCl Nasal Spray 0.1% (137 MCG/SPRAY)","700.65"
"Azithromycin For Susp 100 MG/5ML","28.91"
"Azithromycin For Susp 200 MG/5ML","27.10"
"Azithromycin For Susp 200 MG/5ML","10.61"
"Azithromycin For Susp 200 MG/5ML","28.91"
"Azithromycin For Susp 200 MG/5ML","28.78"
"Azithromycin For Susp 200 MG/5ML","28.92"
"Azithromycin For Susp 200 MG/5ML","160.63"
"Azithromycin For Susp 200 MG/5ML","159.90"
"Azithromycin IV For Soln 500 MG","77.64"
"Azithromycin IV For Soln 500 MG","31.35"
"Azithromycin IV For Soln 500 MG","103.04"
"Azithromycin IV For Soln 500 MG","62.70"
"Azithromycin IV For Soln 500 MG","76.18"
"Azithromycin IV For Soln 500 MG","60.00"
"Azithromycin IV For Soln 500 MG","64.79"
"Azithromycin IV For Soln 500 MG","52.25"
"Azithromycin Tab 250 MG","3.76"
"Azithromycin Tab 250 MG","3.74"
"Azithromycin Tab 250 MG","2.35"
"Azithromycin Tab 250 MG","2.39"
"Azithromycin Tab 250 MG","2.38"
"Azithromycin Tab 250 MG","1.92"
"Azithromycin Tab 250 MG","1.42"
"Azithromycin Tab 250 MG","1.66"
"Azithromycin Tab 250 MG","1.65"
"Azithromycin Tab 250 MG","2.69"
"Azithromycin Tab 250 MG","2.47"
"Azithromycin Tab 600 MG","2.12"
"Azithromycin Tab 600 MG","3.09"
"Aztreonam For Inj 1 GM","303.05"
"Aztreonam For Inj 1 GM","292.43"
"Aztreonam For Inj 1 GM","285.39"
"Aztreonam For Inj 2 GM","514.75"
"Aztreonam For Inj 2 GM","488.74"
"Aztreonam For Inj 2 GM","484.75"
"Aztreonam in Dextrose Inj 1 GM/50ML","72.35"
"Aztreonam in Dextrose Inj 2 GM/50ML","145.03"
"B SOLUTION","302.00"
"BABCOCK W/ RATCHET HANDLE 5MM 5BB","257.00"
"BABCOCK WITH RATCHET HANDLE 10MM  10BB","263.00"
"Bacitracin Intramuscular For Soln 50000 Unit","115.89"
"Bacitracin Intramuscular For Soln 50000 Unit","94.05"
"Bacitracin Intramuscular For Soln 50000 Unit","67.93"
"Bacitracin Oint 500 Unit/GM","80.94"
"Bacitracin Oint 500 Unit/GM","34.26"
"Bacitracin Oint 500 Unit/GM","12.43"
"Bacitracin Oint 500 Unit/GM","11.89"
"Bacitracin Oint 500 Unit/GM","14.20"
"Bacitracin Oint 500 Unit/GM","7.25"
"Bacitracin Oint 500 Unit/GM","13.85"
"Bacitracin Oint 500 Unit/GM","13.49"
"Bacitracin Oint 500 Unit/GM","10.59"
"Bacitracin Oint 500 Unit/GM","15.40"
"Bacitracin Oint 500 Unit/GM","15.09"
"Bacitracin Ophth Oint 500 Unit/GM","312.64"
"Bacitracin Zinc Oint 500 Unit/GM","113.40"
"Bacitracin Zinc Oint 500 Unit/GM","27.64"
"Bacitracin Zinc Oint 500 Unit/GM","18.51"
"Bacitracin Zinc Oint 500 Unit/GM","7.25"
"Bacitracin Zinc Oint 500 Unit/GM","19.88"
"Bacitracin Zinc Oint 500 Unit/GM","30.98"
"Bacitracin Zinc Oint 500 Unit/GM","106.25"
"Bacitracin-Polymyxin B Oint","7.25"
"Bacitracin-Polymyxin B Oint","37.46"
"Bacitracin-Polymyxin B Oint","24.58"
"Bacitracin-Polymyxin B Ophth Oint","86.87"
"Bacitracin-Polymyxin B Ophth Oint","143.26"
"Bacitracin-Polymyxin B Ophth Oint","136.06"
"Bacitracin-Polymyxin-Neomycin HC Oint 1%","859.87"
"Bacitracin-Polymyxin-Neomycin-HC Ophth Oint 1%","266.98"
"Bacitracin-Polymyxin-Neomycin-HC Ophth Oint 1%","281.54"
"Baclofen Tab 10 MG","1.30"
"Baclofen Tab 20 MG","1.30"
"BAG LAPSAC SPEC 10X8 G11327","322.00"
"BAG SHOPPING KRAFT 16 X 6 X 12 3/4","409.00"
"BALL FLOATING FB 3.0 12-201-1","2474.00"
"BALL HIP 32+18XX-LNG NK DEPUY","1551.00"
"BALL JNT DIST RADULN SZ20 DRUJB20","254.00"
"BALL STERLING 4.5X2X80 39031-45208","956.00"
"BALL STERLING 6X15 39031-60158","956.00"
"BALL STERLING 6X2 10-361","956.00"
"BALL STERLING 6X2X80 39031-60208","956.00"
"BALL WIRE AR-14016B","363.00"
"BALLOON 61-70 ARTIF URIN SPHIN","5837.00"
"BALLOON 7F XXL 16 X 2 X 75E","917.00"
"BALLOON ADVANCE 8MMX4CMX120CM","363.00"
"BALLOON AMPH DEEP  AME020040152","1084.00"
"BALLOON ANGIOSCULPT 0.014 3.0X10X137CM CORON","1860.00"
"BALLOON ANGIOSCULPT 0.014 3.5X10X137CM CORON","1860.00"
"BALLOON ARMADA 10 X 40 X 135MM B2100-040","322.00"
"BALLOON ARMADA 10.0 X 20 X 135CM","322.00"
"BALLOON ARMADA 10.0 X 20 X 80CM","322.00"
"BALLOON ARMADA 10.0 X 40 X 80CM","322.00"
"BALLOON ARMADA 14 2.0 X 120 X 150CM","512.00"
"BALLOON ARMADA 14 2.0 X 200 X 150CM","512.00"
"BALLOON ARMADA 14 2.0 X 40 X 150CM","512.00"
"BALLOON ARMADA 14 2.0 X 80 X 150CM","512.00"
"BALLOON ARMADA 14 2.5 X 120 X 150CM","512.00"
"BALLOON ARMADA 14 2.5 X 200 X 150CM","512.00"
"BALLOON ARMADA 14 2.5 X 40 X 150CM","512.00"
"BALLOON ARMADA 14 2.5 X 80 X 150CM","512.00"
"BALLOON ARMADA 14 3.0 X 120 X 150CM","512.00"
"BALLOON ARMADA 14 3.0 X 20 X 150CM A2030-020","512.00"
"BALLOON ARMADA 14 3.0 X 200 X 150CM","512.00"
"BALLOON ARMADA 14 3.0 X 40 X 150CM A2030-040","512.00"
"BALLOON ARMADA 14 3.0 X 80 X 150CM","512.00"
"BALLOON ARMADA 14 4.0 X 120 X 150CM","512.00"
"BALLOON ARMADA 14 4.0 X 20 X 150CM A2040-020","512.00"
"BALLOON ARMADA 14 4.0 X 200 X 150CM","512.00"
"BALLOON ARMADA 14 4.0 X 60 X 150CM","512.00"
"BALLOON ARMADA 14.0 X 20 X 80CM","322.00"
"BALLOON ARMADA 14.0 X 40 X 80CM","322.00"
"BALLOON ARMADA 18 3.0 X 20 X 150CM","512.00"
"BALLOON ARMADA 18 3.0 X 40 X 150CM","512.00"
"BALLOON ARMADA 18 4.0 X 150 X 150CM","512.00"
"BALLOON ARMADA 18 5.0 X 100 X 150CM","512.00"
"BALLOON ARMADA 18 5.0 X 150 X 150CM","512.00"
"BALLOON ARMADA 18 5.0 X 200 X 150CM 1013468-200","512.00"
"BALLOON ARMADA 18 5.5 X 100 X 150CM","512.00"
"BALLOON ARMADA 18 5.5 X 200 X 150CM 1013469-200","512.00"
"BALLOON ARMADA 18 6.0 X 100 X 150CM","512.00"
"BALLOON ARMADA 18 6.0 X 200 X 150CM 1013470-200","512.00"
"BALLOON ARMADA 18 6.0 X 40 X 150CM","512.00"
"BALLOON ARMADA 35 12.0 X 40 X80 B1120-040","322.00"
"BALLOON ARMADA 35 6 X 120 X 135","322.00"
"BALLOON ARMADA 35 6 X 80 X 135 B2060-080","322.00"
"BALLOON ARMADA 35 6X60X80 B1060-060","322.00"
"BALLOON ARMADA 35 7X60X80 B1070-060","322.00"
"BALLOON ARMADA 4.0 X 120 X 135CM","322.00"
"BALLOON ARMADA 4.0 X 20 X 80CM","322.00"
"BALLOON ARMADA 4.0 X 40 X 135CM","322.00"
"BALLOON ARMADA 4.0 X 40 X 80CM","322.00"
"BALLOON ARMADA 4.0 X 60 X 135CM","322.00"
"BALLOON ARMADA 5.0 X 100 X 135CM","322.00"
"BALLOON ARMADA 5.0 X 20 X 80CM","322.00"
"BALLOON ARMADA 5.0 X 40 X 135CM","322.00"
"BALLOON ARMADA 5.0 X 40 X 80CM","322.00"
"BALLOON ARMADA 5.0 X 60 X 135CM","322.00"
"BALLOON ARMADA 6.0 X 100 X 135CM","322.00"
"BALLOON ARMADA 6.0 X 20 X 80CM","322.00"
"BALLOON ARMADA 6.0 X 40 X 135CM","322.00"
"BALLOON ARMADA 6.0 X 40 X 80CM","322.00"
"BALLOON ARMADA 6.0 X 60 X 135CM","322.00"
"BALLOON ARMADA 7.0 X 100 X 135CM","322.00"
"BALLOON ARMADA 7.0 X 20 X 80CM","322.00"
"BALLOON ARMADA 7.0 X 40 X 135CM B2070-040","322.00"
"BALLOON ARMADA 7.0 X 40 X 80CM","322.00"
"BALLOON ARMADA 7.0 X 60 X 135CM","322.00"
"BALLOON ARMADA 8.0 X 20 X 80CM","322.00"
"BALLOON ARMADA 8.0 X 40 X 135CM B2080-040","322.00"
"BALLOON ARMADA 8.0 X 40 X 80CM","322.00"
"BALLOON ARMADA 8.0 X 60 X 135CM OTW B2080-060","322.00"
"BALLOON ARMADA 8.0 X 60 X 80CM OTW B1080-060","322.00"
"BALLOON ARMADA 9.0 X 20 X 80CM","322.00"
"BALLOON ARMADA 9.0 X 40 X 135","322.00"
"BALLOON ARMADA 9.0 X 40 X 80CM","322.00"
"BALLOON ARMADA 9.0 X 60 X 80CM OTW B1090-060","322.00"
"BALLOON ARMADA OTW .035 7MM X 120MM X 135CM B2070-120","322.00"
"BALLOON ARMADA OTW .035 7MM X 80 MM X 135 CM B2070-080","322.00"
"BALLOON ARMADA OTW .035 8MM X 80MM X 135CM B2080-080","322.00"
"BALLOON ATB 6MMX2CM G26884","363.00"
"BALLOON ATB 8MMX4CM","363.00"
"BALLOON ATB ADV 4MMX2CMX12CM G26869","363.00"
"BALLOON ATB ADV G26888","363.00"
"BALLOON CATH 4X20 422-4020X","983.00"
"BALLOON CATH 4X20 422-4520X","800.00"
"BALLOON CATH 5X20 422-5020X","800.00"
"BALLOON CATH 6X20 422-6020X","800.00"
"BALLOON CATH DIAMOND 16-945","720.00"
"BALLOON CATH DIAMOND 5X135 16-951","585.00"
"BALLOON CATH DIAMOND 7X10X135","720.00"
"BALLOON CATH DIAMOND 7X20X135","720.00"
"BALLOON CATH DIAMOND UT 6X2X75","867.00"
"BALLOON CATH DIAMOND UT 7X2X75","867.00"
"BALLOON CATH DIAMOND UT 9X2X75","867.00"
"BALLOON CATH MONORAIL 2.0CX150","1220.00"
"BALLOON CATH MONORAIL SV4X2X15","1220.00"
"BALLOON CATH MONORAIL SV5X2X15","1220.00"
"BALLOON CATH MONORAIL SV6X2X15","1220.00"
"BALLOON CATH-PYLORIC 10MM","730.00"
"BALLOON CERVICAL RIPENING J-CRB-184000","176.00"
"BALLOON CODA 32MM W/9FR CATH G03832","1280.00"
"BALLOON CONTURA MLB BRACHYTHERAPY 4.0-5.0CM","5968.00"
"BALLOON CONTURA MLB BRACHYTHERAPY 5.0-6.0CM","5968.00"
"BALLOON CRE DILATATION 12-15  M00558360","640.00"
"BALLOON CRE PULMONARY 10 X 11 X 12 MM 5034","985.00"
"BALLOON CRE PULMONARY 12-13.5-15 5035","960.00"
"BALLOON CRE PULMONARY 8-9-10 5033","985.00"
"BALLOON CRE WIREGUIDED  8-10   5846","730.00"
"BALLOON CRE WIREGUIDED 12-15 5848","730.00"
"BALLOON CRYO 4X40X120","1488.00"
"BALLOON CUTTING 4X1.5 PCBO4015140F","1745.00"
"BALLOON CUTTING 7 X 2 PCB702090","1745.00"
"BALLOON DBLE/BIL HERNIAS","1016.00"
"BALLOON DIL XXL 12 X 2 X 75 14-508","917.00"
"BALLOON DIL XXL 12 X 4 X 75 14-510","832.00"
"BALLOON DIL XXL 14 X 4 X 75 14-514","917.00"
"BALLOON DILATATION CATH MONORAIL PTA 3.5 X 40 X 135CM","956.00"
"BALLOON DILATION MULTISINUS 6MM LPLF-106","2875.00"
"BALLOON DILATION MULTISINUS 7MM LPLF-107","2875.00"
"BALLOON DILATOR CRE WIREGUIDED 10-12 5847","730.00"
"BALLOON DISSECTION SPACEMAKER ROUND SHAPE OMSXB1","1062.00"
"BALLOON DISSECTION SPACERMAKER ROUND OMSPDB1000","1062.00"
"BALLOON DISSETOR SM PDB1000","1016.00"
"BALLOON DORADO 6 X 10 X 135 DR135610","597.00"
"BALLOON DRUG COATED INPACT ADMIRAL 7.0 X 80MM X 130CM","2886.00"
"BALLOON EBUS MAJ-1351","1506.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 10MM X 29MM X 135CM BXA102902A","6653.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 10MM X 39MM X 135CM BXA103902A","6653.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 10MM X 59MM X 135CM BXA105902A","6653.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 10MM X 79MM X 135CM BXA107902A","7050.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 11MM X 59MM X 135CM BXA115902A","6653.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 7MM X 59MM X 135CM BXA075902A","6653.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 8LMM X 59MM X 135CM BXAL085902A","6653.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 8LMM X 79MM X 135CM BXAL087902A","7050.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 8MM X 29MM X 135CM BXA082902A","6653.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 8MM X 39MM X 135CM BXA083902A -","6653.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 9MM X 29MM X 135CM BXA092902A","6653.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 9MM X 39MM X 135CM BXA093902A","6653.00"
"BALLOON ENDOPROSTHESIS VIABAHN VBX 9MM X 59MM X 135CM BXA095902A","6653.00"
"BALLOON ENDOVIVE REPLC CVD 22F 8286","115.00"
"BALLOON EQUALIZER -CATHETER 27/7/2/65","791.00"
"BALLOON EQUALIZER CATHETER 33/7/2/65","791.00"
"BALLOON EQUALIZER OCCLUSION CATHETER 20MM","791.00"
"BALLOON ESOPHAGEAL PYLORIC COLONIC CRE PRO 10-11-12","730.00"
"BALLOON ESOPHAGEAL PYLORIC COLONIC CRE PRO 6-7-8","730.00"
"BALLOON ESOPHAGEAL PYLORIC COLONIC CRE PRO 8-9-10","730.00"
"BALLOON EVERCROSS 6MM X 120MM X 135CM AB35W06120135","597.00"
"BALLOON EXPANDABLE VIABAHN 11MM X 29CM BXA112902A","6653.00"
"BALLOON EXPANDABLE VIABAHN 6MM X 79CM BXA067902A","7050.00"
"BALLOON EXPANDABLE VIABAHN 8MM X 59CM BXA085902A","6653.00"
"BALLOON EXTRACTOR  RX 12 X 15","505.00"
"BALLOON EXTRACTOR  RX 9 X 12","505.00"
"BALLOON FLEXTOME OTW 4X10 CBO34001","1922.00"
