"Charge Code",,"Charge Description","Fee Schedule"
"DM017654",,"CAST ORTH 30X4IN PRIMACAST",19
"DM018968",,"DRSG MPTL 12X8IN NADH SOFT",50
"DM020269",,"STCKNT ORTH 25YDX1IN SYNTH 1P",14
"DM020954",,"BRC ORTH LG LEFT ANKL FOOT",80
"DM023835",,"SUPP ORTH SM RT ELB WRST OTHS.",120
"DM023836",,"SUPP ORTH LG RT ELB WRST OTHS.",120
"DM023837",,"SUPP ORTH SM LEFT ELB WRST.",120
"DM023838",,"SUPP ORTH LG LEFT ELB WRST.",120
"DM025600",,"ACUTE CARE FRAME W/ ACTIVE AIR",191
"DM025601",,"ACUTE CARE FRAME W/ COMPOSURE MATTRESS",179
"DM025602",,"BED SPORT W/ MODULE",255
"DM025603",,"P500",138
"DM025604",,"ENVISION FRAMELESS",101
"DM025606",,"TOTAL CARE BARIATRIC AIR",259
"DM025607",,"TOTAL CARE BARIATRIC AIR/PULM",307
"DM025608",,"EXCEL FOAM",163
"DM025609",,"BED ROTO ADULT DAILY CHG",359
"DM025610",,"EXCEL LAL",230
"DM025612",,"E-Z WILDER BARIATRIC CHAIR SPECIALTY BED W/ KILAL",305
"DM025613",,"BED BARIMAXX II DLY CHG",431
"DM025614",,"E-Z WILDER BARIATRIC CHAIR BED W/ KREG COMPOSURE MATTRESS",201
"DM025618",,"BED CLINITRON RITE-HITE-HR",153
"DM025621",,"ENVISION FRAMED",182
"DM025622",,"VERSACARE AIR 1- 10 DAYS",98
"DM025623",,"VERSACARE AIR 11 - 30 DAYS",78
"DM026846",,"BED BARIAIR THERAPY",431
"DM026852",,"BED TOTAL CARE BARIATRIC-HR",201
"DM026857",,"BED CANOPY",78
"DM026858",,"ENVELLA BED DAILY CHG",525
"DM029600",,"BRC WLK SM AIRCAST FP",86
"DM029601",,"BRC WLK MED AIRCAST FP",86
"DM029602",,"BRC WLK LG AIRCAST FP",86
"DM030165",,"KIT SPLINT FINGER GUTTER",164
"DM030188",,"SPLNT ORTH FNGR XTN KIT RING",325
"DM038988",,"SCLERA 0.5X0.8CM",564
"DM065213",,"CAST ORTH 15FTX5IN OTH-GLS",147
"DM066108",,"BOOT CAST CNVS XL SANDAL OPEN",15
"DM066297",,"BRC ORTH SM RT WRST 8IN ELAS",18
"DM066298",,"BRC ORTH SM LEFT WRST 8IN ELAS",18
"DM066299",,"BRC ORTH MED RT WRST 8IN ELAS",18
"DM066300",,"BRC ORTH MED LEFT WRST 8IN",18
"DM066301",,"BRC ORTH LG RT WRST 8IN ELAS",18
"DM066302",,"BRC ORTH LG LEFT WRST 8IN ELAS",18
"DM066886",,"SHOE CAST CHILD",15
"DM081924",,"SHOE CAST PEDIATRIC",15
"DM081935",,"BRACE ANKLE XSMALL",41
"DM081936",,"BRACE ANKLE SMALL",41
"DM081937",,"BRACE ANKLE MEDIUM",41
"DM081938",,"BRACE ANKLE LARGE",41
"DM082117",,"IMMOBILIZER KNEE 3PANEL 12IN",31
"DM082118",,"IMMOBILIZER KNEE 3PANEL 16IN",32
"DM085906",,"BELT SOFT QUICK RELEASE",37
"DM091464",,"TAPE CASTING 2X4YD NEON YELLOW",10
"DM091465",,"TAPE CASTING 3X4YD NEON YELLOW",12
"DM091466",,"TAPE CASTING 2X4YD NEON ORANGE",10
"DM091467",,"TAPE CASTING 3XEYD NEON ORANGE",12
"DM091468",,"TAPE CASTING2X4YD TEDDY BEARS",10
"DM091469",,"TAPE CASTING 2X4YD DINOSAURS",10
"DM092995",,"SPLNT SPICA WRST THMB LFT XS",56
"DM092996",,"SPLNT SPICA WRST THMB RT XS",56
"DM097312",,"EARHOOK T-MIC STND DARK SIENNA",260
"DM098010",,"MOLDED LACER FOR CUSTOM",740
"DM098011",,"CERVICAL MULTI POST COLLAR",1112
"DM098013",,"HO ABDUCTION POSTOP",1972
"DM098014",,"CERVICAL COLLAR 2 PIECE",406
"DM098017",,"AFO ANY MATERIAL PREFAB",406
"DM098019",,"AFO PLASTIC CUSTOM W/ANKLE",1222
"DM098020",,"DORSIFLEXION ASSIST EA JOINT",118
"DM098021",,"MOLDED SHOE CUSTOM FITTED",185
"DM098035",,"AK PROSTHETIC SHRINKER",122
"DM098041",,"EO W/ADJ LOCK CUSTOM",2491
"DM098046",,"SOFT INTERFACE FOR MOLDEDBK",161
"DM098051",,"THIGH/WEIGHT BEARING LACERNON",403
"DM098053",,"WOMAN'S ORTHO SHOE INLAY",201
"DM098054",,"LIFT HEEL/SOLE PER INCH",146
"DM098055",,"PELV CTRL/ADJ FLEX/ABDUC CTRL",569
"DM098056",,"CERVICAL MULTI POST W/THOR EXT",887
"DM098058",,"LOWER EXTREMITY ORTHOSES",782
"DM098060",,"VARUS/VALGUS PLAS MOD PADDED",224
"DM098071",,"BK PROSTHETIC SHRINKER",78
"DM098073",,"ADDN TO SPINAL ORTHOSIS",473
"DM098074",,"AK REMOVABLE RIGID DRESSING",1157
"DM098075",,"BK PROSTHETIC SOCK EACH",12
"DM098076",,"AFO CUSTOM",618
"DM098077",,"BILATERAL DIABETIC SHOES",135
"DM098083",,"HALO VEST",6079
"DM098088",,"ADDN LWR EXTREMITY LACER",304
"DM098091",,"ADDN LOWER EXTREMITY SOFT",304
"DM098092",,"SURGICAL BOOT/SHOE EACH",590
"DM098095",,"EO ADJUSTABLE PREFAB",304
"DM098100",,"KO ADJUSTABLE KNEE BRACE",1214
"DM098101",,"AFO CUSTOM ANY MATERIAL",849
"DM098102",,"AFO SOLID CUSTOM",1015
"DM098113",,"ADDN LWR EXTREM NONCOR FINISH",116
"DM098116",,"COMPRES SOCK KNEE 18 - 30MMHG",281
"DM098117",,"LSO SAGITTAL FRAME/PANELS",2362
"DM098118",,"AFO DOUBLE UPRIGHT",765
"DM098119",,"ADDN LWR EXTREMITY VARUS/VALGUS",95
"DM098120",,"LSO CHAIR BACK BRACE",787
"DM098121",,"TLSO TRIPLANAR CONTROL W/LINER",2839
"DM098124",,"EO ELASTIC METAL JOINTS PREFAB",263
"DM098125",,"LSO SAGITAL CONTROL W/RIGID",1255
"DM098128",,"KO SWEDISH TYPE",522
"DM098129",,"LIMITED MOTION ANKLE JOINT",82
"DM098130",,"BK RIGID DRESSING",513
"DM098131",,"KNEE IMMOBILIZER",159
"DM098134",,"PLASTAZOTE SANDAL EACH",338
"DM098137",,"LSO SAGITTAL/CORONAL CONTROL",1876
"DM098138",,"HALO RING MRI COMPATIBLE",2364
"DM098139",,"DIABETIC MOLDED INSERT",55
"DM098140",,"TLSO TRIPLANAR CTRL 2 SHELLS",1799
"DM098141",,"ORTHOPEDIC SHOES INLAY EACH",263
"DM098142",,"KAFO DBL UPRIGHT STIRRUP",2130
"DM098143",,"TLSO RIGID ANTERIOR",694
"DM098144",,"POST-OP HIP ABDUCT CUSTOM FA",2135
"DM098145",,"AFO B PRAFO ORTHOSIS",0
"DM098146",,"EXTENDED STEEL SHANK",206
"DM098147",,"MEN SHOE ATTCHD TO BRACE",243
"DM098148",,"MACKIE ELBOW EXTENSION TURNBUCKLE",1650
"DM098149",,"ELBOW SLING HYPERFLECTION",513
"DM098150",,"GUNSLINGER SLING",1617
"DM098151",,"BK PREP MOLDED",3655
"DM098152",,"SOCKET INSERT",1024
"DM098153",,"SINGLE AXIS ANKLE/FOOT",862
"DM098154",,"LEFT GEL LINER, SOCKET INSERT W/ LOCK MECH",1724
"DM098155",,"PRAFO, STATIC OR DYNAMIC ANKLE FOOT ORTHOSIS",550
"DM098165",,"HALT TX 32 - 38IN BREAMER CLSC",1697
"DM098166",,"HALT TX 36 - 42IN BREAMER CLSC",1697
"DM098167",,"HALT TX 42 - 58IN BREAMER CLSC",1697
"DM098168",,"HALT TX 22 - 28 IN BREAMER VEST HALO",2125
"DM098169",,"HALT TX 26 - 34IN BREAMER CLSC",1697
"DM098170",,"HOLSTER ELEC / COMBO VAD, REP",923
"DM098171",,"BELT / VEST ELEC / COMBO VAD REP",871
"DR000001",,"ANGIOGRAM EXTREMITY - BILAT",6973
"DR000002",,"ANGIOGRAM EXTREMTY - UNILAT",6783
"DR000008",,"CYSTOGRAPHY MINIMUM 3 VIEWS RA",1037
"DR000009",,"TRANSCATH EMBOLIZATION TX",7942
"DR000027",,"LT RAD EX FOOT; CMPL MINI 3 VI",240
"DR000049",,"LT RADIOLOGIC EXAMINATION ANK;",264
"DR000052",,"PROSTATE VOL STUDY ECHOGRAPHY",801
"DR000053",,"PTA RAD S&I-PERIPH ARTERY",5685
"DR000055",,"RAD EX CHST 2 VIEWS FRNTL&LAT",538
"DR000056",,"RAD EX CHST; SINGLE VIEW FRNTL",492
"DR000057",,"RAD EX FCE BNS; CMPL MINI 3 VI",824
"DR000058",,"RAD EX KNEE; BOTH KNEES STANDI",457
"DR000059",,"RAD EX MAND; CMPL MINI 4 VIEWS",713
"DR000060",,"RAD EX NASL BNS CMPL MINI 3 VI",466
"DR000061",,"RAD EX PELV; CMPL MINI 3 VIEWS",825
"DR000062",,"RAD EX SACRUM&COCCYX MINI 2 VI",551
"DR000063",,"RAD EX SINUSES PARANASL < 3 VI",511
"DR000064",,"RAD EX SPN CERV; MINI 4 VIEWS",825
"DR000065",,"RAD EX SPN LUMBOSAC; MINI 4 VI",868
"DR000066",,"RAD EX SPN LUMBOSAC; TWO/3 VIE",688
"DR000067",,"RAD EX SPN SINGLE VIEW SPEC LE",472
"DR000068",,"RAD EX SPN; THOR MINI 4 VIEWS",876
"DR000069",,"RAD EX SPN; THORACOLUMB 2 VIEW",825
"DR000070",,"RAD EX TMJ OPEN&CLOS MOUTH; BILATERAL",472
"DR000071",,"RAD EX; SC JNT/JNT MINI 3 VIEW",509
"DR000073",,"RAD EXAM RIBS BILATERAL; W/PA",845
"DR000075",,"RAD EXAM SINUSES PARANASAL CMP",904
"DR000076",,"RAD EXAM SKULL; CMPL MINI 4 VI",954
"DR000077",,"RAD EXAM SKULL; LESS THAN 4 VI",540
"DR000078",,"RAD EXAM SPINE CERV; CMPL W/OB",929
"DR000080",,"RAD EXAM SPINE LUMBOSACRAL MIN",688
"DR000082",,"RAD EXAM; AC JNT BIL W/WO DIST",480
"DR000083",,"RADIOLOGIC EX MAND; PART < 4 V",403
"DR000084",,"RADIOLOGIC EX SI JNTS; 3/MORE",825
"DR000085",,"RADIOLOGIC EX SPN CERV; TWO/3",825
"DR000086",,"RADIOLOGIC EX; STERNUM MINI 2",492
"DR000087",,"RADIOLOGIC EXAM ABD; SINGLE AP",502
"DR000088",,"RADIOLOGIC EXAM CHST SPECIAL V",492
"DR000089",,"RADIOLOGIC EXAM FCE BNS; < 3 V",467
"DR000090",,"RADIOLOGIC EXAM PELV; 1/TWO VI",499
"DR000092",,"RADIOLOGIC EXAM SI JNTS; < 3 V",499
"DR000093",,"RADIOLOGIC EXAM SPINE; THOR 2",825
"DR000094",,"RADIOLOGIC EXAM SPINE; THOR 3",357
"DR000095",,"RADIOLOGIC EXAM TEETH; SINGLE",118
"DR000096",,"RADIOLOGIC EXAM; NECK SOFT TIS",545
"DR000126",,"URETHROCYSTOGRAPHY RETRO RAD S",1139
"DR000127",,"URETHROCYSTOGRAPHY VOIDING RAD",1139
"DR000128",,"UROGRAPHY ANTEGRADE RAD S&I",979
"DR000129",,"VENOGRAM 1 EXTRM - RAD S&I",1982
"DR000130",,"VENOGRAM SINUS/JG CTH-RAD S&I",3270
"DR000131",,"FLUORO NEEDLE/CATH SPINE/PARASPINAL DX/THER",935
"DR000135",,"ARTHROGRAM: SHOULDER",1567
"DR000136",,"ARTHROGRAM: ELBOW",1492
"DR000137",,"ARTHROGRAM: WRIST",1492
"DR000138",,"ARTHROGRAM: HIP",1492
"DR000139",,"ARTHROGRAM: KNEE",1394
"DR000141",,"FLUOROSCOPY; UP TO 1 HOUR",1752
"DR000146",,"MYELOGRAM: CERVICAL",2487
"DR000148",,"TRANSCATH INFUSION F/U",5073
"DR000156",,"BREAST SURGICAL SPECIMEN",749
"DR000175",,"ANGIO: SPINE",6612
"DR000176",,"ANGIO: EACH ADDL VESSEL",2715
"DR000177",,"JOINT SURVEY 1 OR MORE JOINTS",278
"DR000181",,"PACHEMETRY",61
"DR000183",,"RADIOLOGIC EX RIBS UNI; 2 VIEW",495
"DR000185",,"RADIOLOGIC EXAM; CLAVICLE COMP",557
"DR000187",,"RADIOLOGIC EXAM SHLDR; 1 VIEW",415
"DR000188",,"RAD EX SHLDR; CMPL MINI 2 VIEW",529
"DR000189",,"RADIOLOGIC EXAM; HUMER MINI 2",520
"DR000190",,"RADIOLOGIC EXAM; ELBOW 2 VIEWS",526
"DR000191",,"RAD EXAM; ELBOW CMPL  3 VIEWS",614
"DR000192",,"RADIOLOGIC EXAM; FOREARM 2 VIE",541
"DR000193",,"RADIOLOGIC EXAM; WRST 2 VIEWS",463
"DR000194",,"RAD EXAM; WRIST CMPL  3 VIEWS",568
"DR000195",,"RADIOLOGIC EXAM; HAND 2 VIEWS",471
"DR000196",,"RADIOLOGIC EXAM; HAND 3 VIEWS",569
"DR000197",,"RADIOLOGIC EXAM; FINGER 2 VIEW",407
"DR000200",,"RADIOLOGIC EXAM; KNEE 1/2 VIEW",463
"DR000201",,"RADIOLOGIC EXAM; KNEE 3 VIEWS",613
"DR000202",,"RAD EXAM; KNEE CMPL MIN 4 VIEW",708
"DR000203",,"RAD EXAM; TIB&FIB 2 VIEWS",542
"DR000204",,"RAD EXAM; ANKLE CMPL 3 VIEWS",542
"DR000205",,"RAD EXAM; FOOT 2 VIEWS",462
"DR000206",,"RAD EXAM;  FOOT CMPL 3 VIEWS",542
"DR000207",,"RADIOLOGIC EXAM; CALCAN 2 VIEW",463
"DR000208",,"RADIOLOGIC EXAM; TOE 2 VIEWS",409
"DR000209",,"FLUOROSCOPIC GUIDANCE",1752
"DR000210",,"ORTHOPANTOGRAM",396
"DR000214",,"PANOREX DENTAL XRAY",283
"DR000215",,"DEXA AXIAL SKELETON 1 0R MORE SITES",252
"DR000218",,"RAD EX MASTOIDS COMPLETE",733
"DR000219",,"RAD EX OPTIC FORAMINA COMPL",649
"DR000221",,"RAD EX CHST FRNT/LAT/APICAL",670
"DR000222",,"RAD EX CHST FRNT/LAT/OBLIQUE",697
"DR000223",,"RAD EX CHST COMPLETE 4 VIEWS",846
"DR000224",,"RAD EX RIBS UNI W/PA CHEST",583
"DR000225",,"RAD EX RIBS BILAT 3 VIEWS",719
"DR000228",,"MYELOGRAPHY THORACIC",3027
"DR000229",,"MYELOGRAPHY LUMBOSACRAL",2487
"DR000230",,"MYLEGRAPHY 2 OR MORE REGIONS",3027
"DR000232",,"RAD EX SCAPULA COMPLETE",415
"DR000233",,"RAD EX UPPER EXTREM INFANT",441
"DR000235",,"RAD EX LOWER EXTREM INFANT",441
"DR000236",,"RAD EX ANKLE 2 VIEWS",462
"DR000237",,"RAD EX ABD/AP/OBLIQUE/CONE",575
"DR000238",,"RAD EX ABD COMPLETE",226
"DR000239",,"RAD EX ACUTE ABD COMPLETE",908
"DR000240",,"RAD EX ESOPHAGUS",1165
"DR000241",,"SWALLOWING FUNCTION W/VIDEO",1165
"DR000243",,"RAD EX GASTRO UPPER WO/KUB",1899
"DR000244",,"RAD EX GASTRO UPPER W/KUB",1343
"DR000245",,"RAD EX GASTRO UPPER W/S INTEST",2575
"DR000246",,"RAD EX GASTRO UP W/AIR WO/KUB",1343
"DR000247",,"RAD EX GASTRO UP W/AIR W/KUB",1343
"DR000248",,"RAD EX GASTRO UP W/AIR W/S INT",2575
"DR000249",,"RAD EX SMALL INTESTINE",1056
"DR000250",,"RAD EX SM INTEST; ENTEROCLYSIS",1129
"DR000251",,"RAD EX COLON; BARIUM W/WO KUB",1142
"DR000252",,"RAD EX COLON; AIR CONTRAST",1393
"DR000253",,"THERAPEUTIC ENEMA",1142
"DR000257",,"ENDOSCOPIC CATH PANCREAS",2385
"DR000258",,"INTRO GASTRO TUBE W/FLUORO",1467
"DR000260",,"PERQ PLCM ENTEROCLYSIS TUBE",1183
"DR000261",,"INTRALUM DILATION; STRICTURES",1130
"DR000262",,"PRE TRANSHEP DILATION; BILIARY",2112
"DR000263",,"UROGRAPHY; INTRAVENOUS",1454
"DR000264",,"UROGRPHY W/NEPHRO",1265
"DR000265",,"UROGRAPHY RETROGRADE",1346
"DR000266",,"RAD EX RENAL CYST",799
"DR000268",,"DILATION NEPHRO/URETER/URETHRA",2059
"DR000269",,"HYSTEROSALPINGOGRAPHY",1295
"DR000270",,"AORTOGRAPHY THORACIC",4814
"DR000271",,"AORTOGRAPHY ABDOMINAL",4814
"DR000272",,"AOROGRAPHY ABD/ILIOFEMORAL",4814
"DR000273",,"ANGIO VISCERAL SELECTIVE",7956
"DR000275",,"ANGIO PELVIC SELECTIVE",4660
"DR000276",,"ANGIO PULMONARY UNI SELECTIVE",4965
"DR000277",,"ANGIO PULMONRAY BI SELECTIVE",6077
"DR000278",,"ANGIO PULMONARY NONSELECTIVE",3515
"DR000279",,"ANGIO  INTERNAL MAMMARY",2675
"DR000281",,"VENOGRAPHY EXTREMITY BILAT",5643
"DR000282",,"VENOGRAPHY CAVAL INFERIOR",5726
"DR000283",,"VENOGRAPHY CAVAL SUPERIOR",5726
"DR000284",,"VENOGRAPHY RENAL UNI SELECTIVE",4057
"DR000285",,"VENOGRAPHY RENAL BIL SELECTIVE",4057
"DR000286",,"VENOGRAPHY ADRENAL UNI SELECT",4057
"DR000288",,"PREQ TRANSHEP PORTO W/HEM EVAL",5319
"DR000289",,"PREQ TRANSHEP PORTO WO/HEM EVA",4839
"DR000290",,"VENOGRAPHY HEPATIC W/HEMO EVAL",6190
"DR000291",,"VENOGRPAHY HEPATIC WO/HEMO EVA",6190
"DR000292",,"VENOUS SAMPLING; CATHETER",3875
"DR000294",,"MECH RMVL PERICATH OBSTRUCT",4632
"DR000295",,"MECH RMVL INTRALUMINAL OBSTR",4632
"DR000298",,"ENDO RPR INFRARENAL ABD AORTA",60045
"DR000299",,"PLCM EXTEN PROTH ENDO RPR",60045
"DR000300",,"ENDO RPR THORACIC AORTA",60045
"DR000303",,"PLCM DIST ENDO RPR DESC THOR",60045
"DR000308",,"TRANSCATHETER BIOPSY S&I",3559
"DR000312",,"CHANGE PERQ TUBE/DRNG CATH",2490
"DR000314",,"FLUOROSCOPY; OVER 1 HOUR",2201
"DR000315",,"RAD EX NOSE/RECTUM FB 1 VIEW",320
"DR000316",,"RAD EX ABSC FIST/SINUS TRACT",859
"DR000318",,"FLUORO GUIDANCE CVA",2490
"DR000321",,"COMPUTER-AIDED DETECTION DX",139
"DR000322",,"COMPUTER-AIDED DETECTIONS SCRN",139
"DR000323",,"DUCTOGRAM/GALACTOGRAM SINGLE",799
"DR000328",,"BONE AGE STUDIES",436
"DR000329",,"BONE LENGTH STUDIES",682
"DR000330",,"RAD EX OSSEOUS SURVEY LMTD",1253
"DR000331",,"RAD EX OSSEOUS SURVEY COMPL",2284
"DR000332",,"RAD EX OSSEOUS SURVEY INFANT",1174
"DR000337",,"UROGRAPHYINFUSIONDRIP/BOLUS",1412
"DR000339",,"RAD EX EYE FB",276
"DR000342",,"LYMPHANGIOGRAPHY EXTREMITY BILATERAL",2474
"DR000343",,"ARTHROGRAM: ANKLE",1394
"DR000344",,"RAD EX TMJ OPEN&CLOS MOUTH; UNILATERAL",217
"DR000346",,"SCREENING MAMMOGRAPHY DIGITAL IMAGE BILATERAL",522
"DR000347",,"DIAGNOSTIC MAMMOGRAPHY DIGITAL IMAGE BILATERAL",666
"DR000348",,"DIAGNOSTIC MAMMOGRAPHY DIGITAL IMAGE UNILATERAL",379
"DR000351",,"PERITONEOGRAM",1101
"DR000352",,"ANGIO: RETROGRADE BRACHIAL",4879
"DR000353",,"ANGIO: ADRENAL UNILATERAL",6454
"DR000355",,"LYMPHANGIOGRAM EXTREMITY UNILATERAL",2179
"DR000356",,"LYMPHANGIOGRAM ABD/PELVIS UNILATERAL",2486
"DR000357",,"LYMPHANGIOGRAM ABD/PELVIS BILATERAL",2486
"DR000358",,"SHUNTOGRAM INDWELLING NONVAS PUMP",326
"DR000361",,"CNTRST NJX RAD EVAL CTR VAD FLUOR IMG&REPRT",1516
"DR000362",,"SPLENOPORTOGRAPY RS&I",5887
"DR000363",,"CHOLANGIOGRAM XRAY (OR)",220
"DR000364",,"LUMBAR SPINE:COMPLETE W/ BEND GREATER 5 VIEWS",756
"DR000366",,"RAD EX CHEST; SINGLE VIEW",492
"DR000367",,"RAD EX CHEST; 2 VIEWS",538
"DR000368",,"RAD EX, CHEST; 3 VIEWS",697
"DR000369",,"RAD EX, CHEST; 4 OR MORE VIEWS",846
"DR000370",,"RAD EX, ABDOMEN; 1 VIEW",502
"DR000371",,"RAD EX, ABDOMEN; 2 VIEWS",575
"DR000372",,"RAD EX, ABDOMEN; 3 OR MORE VIEWS",575
"DR000380",,"FLOUROSCOPY; UP TO 1 HOUR STATISTICAL",0
"DR000381",,"FLOUROSCOPY; OVER TO 1 HOUR STATISTICAL",0
"DR070170",,"DACRYOCYSTOGRAPHY NASOLACRIMAL DUCT",963
"DR072081",,"XRAY EXAM ENTIRE SPI 1 VW",175
"DR072082",,"XRAY EXAM ENTIRE SPI 2/3 VW",175
"DR072083",,"XRAY EXAM ENTIRE SPI 4/5 VW",285
"DR072084",,"XRAY EXAM ENTIRE SPI 6/GRTR VW",287
"DR073501",,"XRAY EXAM HIP UNI 1 VIEW",370
"DR073502",,"XRAY EXAM HIP UNI 2-3 VIEWS",175
"DR073503",,"XRAY EXAM HIP UNI 4/GRTR VIEWS",175
"DR073521",,"XRAY EXAM HIPS BI 2 VIEWS",175
"DR073522",,"XRAY EXAM HIPS BI 3-4 VIEWS",175
"DR073523",,"XRAY EXAM HIPS BI 5/GRTR VIEWS",287
"DR073551",,"XRAY EXAM OF FEMUR 1",175
"DR073552",,"XRAY EXAM OF FEMUR 2/GRTR",175
"DR075807",,"LYMPHANGIOGRAM PELVIC/ABD; BILAT",2668
"DR076496",,"FLUORO GUIDANCE FOR PD CATHETER DECLOT",1541
"DR076499",,"DXA: BODY COMPOSITION STUDY",144
"DR077061",,"BREAST TOMOSYNTHESIS UNILATERAL",535
"DR077062",,"BREAST TOMOSYNTHESIS BILATERAL",535
"DR077063",,"SCREENING DIGITAL BREAST TOMOSYNTHESIS BILATERAL",471
"DR077065",,"DX MAMMO INCL CAD UNI",511
"DR077066",,"DX MAMMO INCL CAD BI",796
"DR077067",,"SCR MAMMO BI INCL CAD",653
"DR077080",,"DXA BONE DENSITY AXIAL 1+ SITES",956
"ED000001",,"ED FORENSIC EXAM SVRS I",690
"ED000002",,"ED FORENSIC EXAM SVRS II",1201
"ED000003",,"ED FORENSIC EXAM SVRS III",2263
"ED000004",,"ED FORENSIC EXAM SVRS IV",3401
"ED000005",,"ED FACILITY VISIT LEVEL 1",344
"ED000006",,"ED FACILITY VISIT LEVEL 2",708
"ED000007",,"ED FACILITY VISIT LEVEL 3",950
"ED000008",,"ED FACILITY VISIT LEVEL 4",1647
"ED000009",,"ED FACILITY VISIT LEVEL 5",4366
"ED000010",,"ED FACILITY CRITICAL CARE 30-74MIN",4671
"ED000011",,"TRAUMA RESPONSE",8998
"ED000013",,"I & D PERIANAL ABSCESS SPRFCL",1617
"ED000014",,"INJECTION OF ANTIBIOTICIM",121
"ED000015",,"ED FORENSIC EXAM SVRS V",3890
"ED000017",,"ED FACILITY CRITICAL CARE EA ADDL 30 MINS",2197
"ED000019",,"EGD W FGN BODY REMOVAL (ED)",3578
"ED000021",,"ANOSCOPY; DIAGNOSTIC (ED)",396
"ED000022",,"EGD W/REMOVAL FOREIGN BODY (ED)",2425
"ED000024",,"CLSD TRMT GRT HUMER TUB FX W/MANIPULATION",5162
"ED000025",,"EMERGENCY ROOM TRIAGE FEE",0
"ED000026",,"TRAUMA RESPONSE 2",8998
"ED000101",,"DEBRIDE NAIL 1-5",174
"ED000535",,"MEAS POST-VOID RES URINE.",117
"ED001022",,"CLOS TX MED MALL FX W/MAN.",4290
"ED010021",,"FINE NEEDLE ASPIRATION; WITHOUT IMAGING GUIDANCE",497
"ED011200",,"RMVL OF SKIN TAGS, ANY AREA; UP TO & INCLUDING 15 LESIONS",270
"ED025530",,"CLOS TX VULNA SHAFT FX W/O MAN (ED)",438
"ED026600",,"CL TX OF METACARPAL FX SINGLE W/O MANIPULATION EA BONE (ED)",418
"ED027788",,"CLOSED TX OF DISTAL FIB FX W/MANIPULATION",515
"ED040800",,"DRNGE OF ABSCS, CYST, HEMATOMA, VESTIBULE OF MOUTH; SIMPLE",1173
"ED040830",,"CLOS LAC VESTBUL MOUTH 2.5CM - ED",285
"ED043246",,"ENDOSCOPIC PERCUTANEOUS GASTROSTOMY TUBE REPLACEMENT",3424
"ED051100",,"ASPIRATION OF BLADDER BY NEEDLE",240
"ED051102",,"ASPIRATION BLADDER W/SUPRAPUBIC CATHETER (ED)",2710
"ED064415",,"INJECTION, ANESTHETIC AGENT; BRACHIAL PLEUS; SINGLE",493
"ED069209",,"REMOVE IMPACTED EAR WAX UNI",224
"ED076930",,"ULTRSD GUIDANCE FOR PERICARDIOCENTESIS IMG S&I",1437
"ED093312",,"ECHOCARDIOGRAPHY, TRANSTHORACIC, LIMITED STUDY",4386
"ED099285",,"TRAUMA TEAM ACTIVATION W/O PRE-HOSP NOTIFICATION",9105
"ED0PIT99",,"ED ORTHOPEDIC TRANSFER",0
"ED100003",,"APPLIC SPLINT; SHRT ARM STATIC (ED)",338
"ED100007",,"APPLIC SPLINT; FINGER STATIC (ED)",338
"ED100009",,"APPLIC SPLINT; LONG ARM (ED)",338
"ED100013",,"APPLIC SPLINT; SHORT LEG (ED)",286
"ED100015",,"ART PUNCTURE WITHDRAWAL BLD DX (ED)",168
"ED100016",,"ARTHROCEN/ASPIR/INJ SM JOINT (ED)",751
"ED100017",,"ARTHROCEN/ASPIR/INJ; MAJ JOINT (ED)",927
"ED100018",,"ARTHROCEN/ASPIR /INJ;INTMD JOINT (ED)",540
"ED100021",,"AVUL NAIL PLATE SINGLE (ED)",275
"ED100023",,"VAGINAL DELIVERY ONLY                01",3483
"ED100040",,"BRONCHOSCOPY DX WWO WASHINGS (ED)",1336
"ED100050",,"BURN LG DRESS/DEBRID WO ANES (ED)",627
"ED100051",,"BURN SM DRESS/DEBRID WO ANES (ED)",435
"ED100052",,"BURN 1ST DEGREE INITIAL TREATMENT ONLY (ED)",370
"ED100061",,"CATH PROC ARTERIAL; PERCUTANEOUS (ED)",13288
"ED100062",,"CATHETERIZATION URINARY (ED)",285
"ED100067",,"CHEMICAL CAUT GRANULATION TISS.",407
"ED100076",,"CLOS TX NASAL BONE FX; W/STABLIZATION (ED)",1980
"ED100079",,"CNTRL NASAL HEMORR ANTERIOR; COMPLEX (ED)",393
"ED100135",,"EVACUATION SUBUNGUAL HEMATOMA (ED)",173
"ED100164",,"REMOVAL OF NAIL BED",1168
"ED100173",,"GASTROSTOMY TUBE CHANGE WO GUIDANCE (ED)",1029
"ED100178",,"I&D ABSCESS; COMPLICATED/MULTIPLE (ED)",519
"ED100179",,"I&D ABSCESS; PERITONSILLAR (ED)",492
"ED100182",,"I&D HEMATOMA/SEROMA/FLUID COLLECTION (ED)",2595
"ED100183",,"I&D ABSCESS; SIMPLE OR SINGLE (ED)",519
"ED100184",,"I&D BARTHOLINS GLAND ABSCESS (ED)",344
"ED100185",,"I&D VULVA OR PERINEAL ABSCESS (ED)",597
"ED100187",,"INCISION&REMOVAL FB SUBQ TISSUE; SIMPLE (ED)",778
"ED100188",,"INJ ANES AGT; OTHER PERIPHERAL NERVE (ED)",835
"ED100195",,"INJECTION(S); SINGLE/MULTI TRIGGER POINT(S) 1/2 MUSC (ED)",866
"ED100202",,"INSRT / RPLC TEMP PM (ED)",9862
