"Item","Description","2019 PRICE"
31001552,"HC FMC 7",120.58
31001581,"HC FROZEN STAIN HISTOCHEMICAL",150.04
31001770,"HC HLA-DR",120.58
31001860,"HC IMMUNOFLUORESCENT STUDY,EA",202.13
31001864,"HC IMMUNOHISTOCHEMICAL AUTO",400.21
31001865,"HC IMMUNOHISTOCHEMICAL MANUAL",265.04
31001869,"HC IMMUNOPEROXIDASE ADDITIONAL",205.94
31002032,"HC INTERP. AND REPORT OF H45",207.9
31002040,"HC INTRAOP CONS, CYTO EXAM EA ADD",75.89
31002041,"HC INTRAOP CONSULT, CYTO EXAM",170.25
31002060,"HC IRON STAIN",241.16
31002079,"HC KAPPA",120.58
31002120,"HC LAMBDA",120.58
31002274,"HC MPHMTRC IN SITU HYB EA",724.86
31002276,"HC MPHMTRC IN SITU HYB MAN EA",674.6
31002392,"HC NEO TISSUE CULTURE BONE MARROW",725.57
31002430,"HC NON-GYN THIN PREP",576.92
31002535,"HC PATH INTRAOP CONSULT FROZEN AD",291.45
31003052,"HC SMEAR (SPUTUM AND OTHER)",178.79
31003072,"HC SP STAINS GROUP I",255.73
31003154,"HC SURG PATH PROSTATE 10-20 SPEC",680.21
31003157,"HC SURGICAL PATH GROSS ONLY",70.25
31003158,"HC SURGICAL PATHOLOGY LEVEL II",121.62
31003159,"HC SURGICAL PATHOLOGY LEVEL III",153.85
31003160,"HC SURGICAL PATHOLOGY LEVEL IV",256.76
31003162,"HC SURGICAL PATHOLOGY LEVEL V",356.55
31003163,"HC SURGICAL PATHOLOGY LEVEL VI",507.56
31003165,"HC SURGICAL SPECIMEN DECAL",19.75
31003188,"HC TCR-ALPHA/BETA",120.58
31003190,"HC TCR-DELTA/GAMMA",120.58
31003192,"HC TECHNICAL FEE FOR SLIDE PREP",134.1
31003261,"HC TISSUE IN SITU HYB EA",285.86
31003262,"HC TISSUE IN SITU HYB EA ADD",317.83
31003264,"HC TISSUE IN SITU HYB MANUAL EA",540.54
31011868,"HC IMMUNOPEROXIDASE",202.13
31100001,"HC FLOW CYTOMETRY INTERP",414.76
31100002,"HC FLOW CYTOMETRY/TC 1 MARKER",274.43
31100003,"HC FLOW CYTOMETRY/TC ADD-ON",120.58
31100004,"HC CYTOPATH CERVICAL/VAGINAL",123.7
31101094,"HC CYTOGEN/MOLECULAR INTER/REPORT",136.17
31101101,"HC CYTOPATHOLOGY EVA OF FNA",121.2
31101102,"HC CYTOSPIN FILTRATION",84.2
31101848,"HC IMMED CYTOHISTO STUDY EA ADD E",91.66
31103225,"HC THIN PREP PAP-AUTO DIAGNOSTIC",107.07
31103226,"HC THIN PREP PAP-AUTOMATED DIAG",153.85
31103227,"HC THIN PREP PAP-AUTOMATED SCREEN",116.42
31103228,"HC THIN PREP PAP-DIAG MAN RESCRN",116.42
31103231,"HC THIN PREP PAP-MANUAL SCREENING",107.07
31103393,"HC CYTOPATH CERV/VAG THINLAY",116.42
32000001,"HC XR EYE FOR FOREIGN BODY",219.18
32000002,"HC XR SCOLIO SPINE ENTIRE 1 VIEW",124.2
32000003,"HC XR SCOLIO SPINE ENTIRE 2/3 VIEW",195
32000004,"HC XR SCOLIO SPINE ENTIRE 4/5 VIEW",422
32000005,"HC XR SCOLIO SPINE ENTIRE MIN 6 VIEW",422
32000006,"HC XR FEMUR 1 VIEW",380
32000007,"HC XR FEMUR MIN 2 VIEW",710
32000008,"HC XR HIP UNILAT W OR W/O PELVIS 1 VIEW",437
32000009,"HC XR HIP UNILAT W OR W/O PELVIS 2-3 VIEW",589.05
32000010,"HC XR HIP UNILAT W OR W/O PELVIS MIN 4 VIEW",990.42
32000011,"HC XR HIP W OR W/O PELVIS BILAT 2 VIEW",518
32000012,"HC XR HIP W OR W/O PELVIS BILAT 3-4 VIEW",641
32000013,"HC XR HIP W OR W/O PELVIS BILAT MIN 5 VIEW",955
32000021,"HC MRI W/O CONTRAST  UNILATERAL",2222.45
32000022,"HC MRI W/O CONTRAST  BILATERAL",4183.12
32000023,"HC MRI BREAST W/O & W CONTRAST W/CAD UNILATERAL",2822.45
32000024,"HC MRI BREAST W/O & W CONTRAST W/CAD BILATERAL",567.48
32000025,"HC CAD BREATS MRI",567.48
32000043,"HC CT 3D RENDER, INDEPENDENT POSTPROCESS",682.95
32000068,"HC XR EXAM ABDOMEN 2 VIEWS",100.84
32000069,"HC XR ABDOMEN COMP ACUTE, SNGL VIEW CHEST",415.81
32000070,"HC XR EXAN ABDOMEN 3 + VIEWS",397.72
32000071,"HC XR ABDOMEN SINGLE VIEW",287
32000088,"HC XR ACROMIOCLAVICULAR JT BILAT",291.44
32000165,"HC ANGIOGRAM EXIST CATH, POST TRANS CATH/INF",751.66
32000167,"HC ANGIOGRAPHY BRACHIAL RETROGRADE",2438.84
32000168,"HC ANGIOGRAPHY, EXTREMITY BILATERAL",2410.61
32000169,"HC ANGIOGRAPHY, PELVIC SELECTIVE",4001.64
32000172,"HC ANGIOGRAPHY, SELECTIVE, EACH ADD VESSEL",2204.79
32000185,"HC XR ANKLE 2 VIEWS",351.59
32000186,"HC XR ANKLE COMP MIN 3 VIEWS",380.68
32000218,"HC AORTOGRAM ABDOMINAL",2338.84
32000220,"HC AORTOGRAM W/BILAT ILIOFEM LOWER EXT",2338.84
32000222,"HC XR BOTH KNEES, STANDING, ANTEROPOST",210.64
32000446,"HC XR BONE AGE STUDIES",183.67
32000447,"HC DXA BONE DENSITY STUDY, AXIAL",521.83
32000448,"HC XR BONE LENGTH STUDIES",403.85
32000504,"HC XR CALCANEUS/HEEL MIN 2 VIEWS",270.85
32000644,"HC XR CNTRST MONITOR CATHETER CHANGE",456.3
32000694,"HC XR CHOLANGIO/PANCREATO INTRAOP, ADDT SET",50.94
32000695,"HC XR CHOLANGIO/PANCREATO INTRAOP",189.4
32000706,"HC SWALLOW FNCTN W CINE/VIDEORADIOGRAPHY",315.83
32000710,"HC XR CLAVICLE COMPLETE",256.07
32000855,"HC XR COLON, BARIUM ENEMA AIR CONTRST",898.52
32000856,"HC XR COLON, CNTRST ENEMA W OR W/O KUB",680.23
32001060,"HC CT CARDIAC SCORING",545.27
32001074,"HC XR CYSTOGRAPHY MIN 3 VIEWS",603.59
32001182,"HC XR GUIDE DILATION NEPHROS/URETERS/URETHRA",1590.99
32001195,"HC DISCOGRAPHY, LUMBAR",1611.07
32001196,"HC DISCOGRAPHY, CERVICAL/THORACIC SPINE",1611.07
32001322,"HC XR ELBOW 2 VIEWS",408
32001324,"HC XR ELBOW COMP MIN 3 VIEWS",461.5
32001362,"HC ENDO CATH BILIARY/PANCREA DUCT SYS",705.83
32001366,"HC ENDOVASC THOR AO RPR, W LT SUBCLV ART",1955.3
32001367,"HC ENDOVASC THOR AO RPR, W/O LT SUBCLV ART",1675.67
32001370,"HC ENEMA,THERAPEUTIC",540.98
32001394,"HC XR ESOPHAGUS",510.93
32001488,"HC XR FACIAL BONES < 3 VIEWS",281.15
32001489,"HC XR FACIAL BONES COMP MIN 3 VIEWS",370.63
32001535,"HC XR FINGER(S) MIN 2 VIEWS",260.04
32001537,"HC XR FISTULA OR SINUS TRACT",624.94
32001546,"HC FLUORO GUIDE NEEDLE PLACEMENT",424.45
32001547,"HC FLUORO GUIDE CVC PLACE/REMOVE",409.23
32001548,"HC XR GUIDE FOR GI TUBE INSERTION",517.99
32001549,"HC FLUORO GUIDE SPINE DIAG/THER INJ",541
32001550,"HC FLUOROSCOPY >1 HR",700.92
32001551,"HC FLUOROSCOPY UP TO 1 HR",724.61
32001571,"HC XR FOOT 2 VIEWS",341.25
32001572,"HC XR FOOT COMP MIN 3 VIEWS",358.53
32001573,"HC XR FOREARM 2 VIEW",422.08
32001574,"HC DXA FRACTURE ASSESSMENT",121.63
32001619,"HC XR GI TRACT UPPER W/O KUB",621
32001620,"HC XR GI TRCT UPPER W/AIR CNTRST W KUB",735.05
32001621,"HC XR GI TRCT UPPER W/AIR CNTRST W/O KUB",652.02
32001622,"HC XR GI TRCT UPPER W/AIR CNTRST W/SML BWL",843.29
32001623,"HC XR GI TRACT UPPER W KUB",717
32001624,"HC XR GI TRACT UPPER W/SMALL BOWEL",830.74
32001659,"HC XR HAND 2 VIEW",297
32001660,"HC XR HAND MIN 3 VIEW",314.75
32001787,"HC XR HUMERUS MIN 2 VIEWS",291.18
32001790,"HC XR HYSTEROSALPINGOGRAPHY",702
32002087,"HC XR KNEE 1 OR 2 VIEW",300.94
32002092,"HC XR KNEE 3 VIEWS",388.5
32002093,"HC XR KNEE COMP MIN 4 VIEWS",463.97
32002166,"HC XR LOWER EXT INFANT MIN 2 VIEWS",205
32002180,"HC LYMPHANGIOGRAM EXTREMITY BILATERAL",949.07
32002181,"HC LYMPHANGIOGRAM EXTREMITY UNILATERAL",949.07
32002182,"HC LYMPHANGIOGRAM PELVIS/AB BILATERAL",2456.84
32002183,"HC LYMPHANGIOGRAM PELVIS/AB UNILATERAL",1068.61
32002193,"HC MAMMARY DUCTOGRAM, MULTIPLE DUCT",584.95
32002194,"HC MAMMARY DUCTOGRAM, SINGLE DUCT",436.59
32002204,"HC XR MANDIBLE COMP MIN 4 VIEWS",406.75
32002205,"HC XR MANDIBLE PART < 4 VIEWS",362.46
32002216,"HC XR MASTOIDS COMP MIN 3 VIEWS PER SIDE",138.25
32002354,"HC MYELOGRAPHY, CERVICAL W INTERP",832.64
32002355,"HC MYELOGRAPHY, LUMBOSACRAL W INTERP",1381.08
32002356,"HC MYELOGRAPHY, THORACIC W INTERP",756.76
32002357,"HC MYELOGRPAHY, 2 OR MORE REGIONS",1068.61
32002363,"HC XR NASAL BONES COMP MIN 3 VIEWS",318.24
32002372,"HC XR NECK SOFT TISSUE",244
32002432,"HC XR NONVASCULAR SHUNT",138.25
32002436,"HC XR NOSE TO RECTUM FOREIGN BODY, CHILD",192.92
32002479,"HC XR OPTIC FORAMINA",109.15
32002481,"HC XR ORBITS COMP MIN 4 VIEWS",286.81
32002489,"HC XR OSSEOUS STUDY, INFANT",400.97
32002490,"HC XR OSSEOUS SURVEY, COMPLETE",601.19
32002491,"HC XR OSSEOUS SURVEY, LIMITED",217.26
32002544,"HC XR PELVIS COMP MIN 3 VIEW",462.71
32002545,"HC XR PELVIS 1 OR 2 VIEW",336.34
32002621,"HC PLACE DIST EXTENSN PROS THOR AO S AND I",978.17
32002623,"HC PLACE EXTENSN PROS DESC THOR AORT S AND I",1116.42
32002859,"HC REMOVE CVA DEVICE OBSTRUCT, INTRACATH",351.35
32002860,"HC REMOVE CVA DEVICE OBSTRUCT, PERICATH",351.35
32002939,"HC XR RIBS BILAT INCL PA CHEST MIN 4 VIEW",440.42
32002940,"HC XR RIBS BILATERAL 3 VIEWS",325.35
32002941,"HC XR RIBS UNILAT INCL PA CHEST MIN 3 VIEW",399.61
32002942,"HC XR RIBS UNILATERAL 2 VIEWS",301.52
32002962,"HC XR SACROILIAC JT 3 OR MORE VIEW",278.66
32002963,"HC SACROILIAC LESS THAN 3 VIEWS",270.06
32002964,"HC XR SACRUM COCCYX MIN 2 VIEWS",355
32002969,"HC XR SCAPULA COMPLETE",256.85
32002979,"HC SEL CATH 1ST ORD RENAL BIL",6426.19
32002980,"HC SEL CATH 1ST ORD RENAL UNI",6426.19
32002986,"HC XR SELLA TURCICA",308.81
32003007,"HC XR SHOULDER 1 VIEW",202.36
32003009,"HC XR SHOULDER COMP MIN 2 VIEW",313.55
32003030,"HC XR SINUSES PARANASAL < 3 VIEWS",326.31
32003031,"HC XR SINUSES PARANASAL COMP MIN 3 VIEWS",401
32003045,"HC XR SKULL COMP MIN 4 VIEWS",382.56
32003046,"HC XR SKULL LESS THAN 4 VIEWS",350.95
32003051,"HC XR SML BOWEL W/MULT SERIAL FILMS",625.77
32003070,"HC SP L-SACRAL BENDING ONLY 2-3 VIEW",375.65
32003071,"HC XR SP L-SACRAL COMP BEND MIN 6 VIEW",590.75
32003094,"HC XR SPINE CERVICAL 4 OR 5 VIEWS",279.53
32003096,"HC XR SPINE CERVICAL 6 OR MORE VIEWS",375.06
32003097,"HC XR SPINE CERVICAL 2 OR 3 VIEW",193.73
32003099,"HC XR SPINE LUMBOSACRAL MIN 4 VIEW",579.06
32003100,"HC XR SPINE LUMBOSACRAL 2 OR 3 VIEW",459
32003101,"HC XR SPINE SINGLE VIEW",290.18
32003102,"HC XR SPINE THORACIC 2 VIEW",459.45
32003123,"HC XR STERNOCLAVICULAR JOINT MIN 3 VIEW",122.66
32003124,"HC XR STERNUM MIN 2 VIEWS",305.62
32003166,"HC XR SURGICAL SPECIMEN",456.64
32003198,"HC XR TEMP MANDIBULAR BILATERAL",378.1
32003199,"HC XR TEMP MANDIBULAR UNILATERAL",236
32003245,"HC THROMBOLYTIC ART/VEIN THER SUB",5319.12
32003247,"HC THROMBOLYTIC VENOUS THER INIT",2382.53
32003256,"HC XR TIBIA AND FIBULA 2 VIEW",341.75
32003268,"HC XR TOE(S) MIN 2 VIEWS",315.75
32003291,"HC TRANSCATHETER BIOPSY",1983.32
32003292,"HC PERC TRANSCATHETER RETRIEVAL",6754.67
32003293,"HC TRANSCATHETER THERAPY EMBOLIZATION",4227.65
32003304,"HC TRANSHEP PORTOGRAPHY W HEMODYN EVAL",2410.61
32003334,"HC TRLUML PERIP ATHRC ILIAC ART",20049.88
32003360,"HC ULTRASOUND EXAM AAA SCREEN",286.3
32003374,"HC UNLISTED FLUOROSCOPPIC PROCEDURE",295.22
32003378,"HC XR UPPER EXT INFANT MIN 2 VIEW",190.21
32003385,"HC XR URETHROCYSTOGRAPHY, RETROGRADE",500.21
32003386,"HC XR URETHROCYSTOGRAPHY, VOIDING",725
32003449,"HC XR URO INFUS DRIP/BOLUS W/NEPHRO",372.14
32003450,"HC XR UROGRAPHY INFUSION DRIP/BOLUS",342
32003451,"HC XR UROGRAPHY INTRAVENOUS W/WO KUB",725.82
32003452,"HC XR UROGRAPHY RETROGRADE W OR W/O KUB",798.3
32003453,"HC XR UROGRAPHY ANTEGRADE W INTERP",421.11
32003495,"HC VENOGRAM HEPATIC W/O HEMODYNAM EVAL",2410.61
32003496,"HC XR VENOGRAPHY CAVAL INFERIOR",2338.84
32003497,"HC XR VENOGRAPHY CAVAL SUPERIOR",2204.76
32003498,"HC XR VENOGRAPHY EXTREM ARM/LEG BILAT",600.66
32003499,"HC XR VENOGRAPHY EXTREM ARM/LEG UNILAT",600.66
32003501,"HC XR VENOGRAPHY RENAL UNILAT SELECT",2418.64
32003504,"HC XR VENOGRAPHY,ORBITAL",640.66
32003506,"HC VENOUS SAMPL VIA CATH WW/O ANGIOGRAPHY",4201.64
32003565,"HC XR WRIST 2 VIEW",305.2
32003567,"HC XR WRIST COMP MIN 3 VIEWS",365.89
32003569,"HC XR BILIARY STRICTURE DILATION WW/O STNT PLAC",1068.61
32003571,"HC X-RAY CONSULTATION",61.43
32003572,"HC XR EXAM OF TRUNK SPINE 2 VIEW",116.42
32003573,"HC XR GUIDE GASTRIC DILITATION",551.97
32200184,"HC XR ANKLE ARTHROGRAPHY W INTERP",448.19
32200280,"HC XR ARTHROGRAM HIP W INTERP",798.24
32201323,"HC XR ELBOW ARTHROGRAM W INTERP",695
32202088,"HC XR KNEE ARTHROGRAPHY W INTERP",530.4
32203008,"HC  XR SHOULDER ARTHROGRAPHY W INTERP",844.66
32203566,"HC XR WRIST ARTHROGRAPHY W INTERP",717
32300170,"HC ANGIOGRAPHY, PULMONARY BILAT SELECT",2338.84
32300171,"HC ANGIOGRAPHY, PULMONARY UNILAT SELECT",2338.84
32300173,"HC ANGIOGRAPHY, SPINAL SELECTIVE",4001.64
32300174,"HC ANGIOGRAPHY, EXTREMITY UNILATERAL",2338.84
32300175,"HC ANGIOGRAPHY, VISCERAL SELECT",4001.64
32300219,"HC AORTOGRAM THORACIC",4001.64
32400671,"HC XR CHEST  SINGLE VIEW",169.78
32400672,"HC XR CHEST 3 VIEWS",149.29
32400673,"HC XR CHEST 2 VIEWS",267
32400674,"HC XR CHEST 4 + VIEWS",244.6
33100657,"HC CHEMOTHERAPY ADMIN INTO CNS",511.43
33100659,"HC CHEMOTHERAPY IM/SQ, HORMONAL",307.5
33100660,"HC CHEMOTHERAPY IM/SQ, NON-HORMONAL",372.14
33100661,"HC CHEMOTHERAPY INJ, SUBARACH/INTRAVENTR RESERV",356.55
33100666,"HC CHEMOTHERAPY IV PUSH, EA ADD DRUG",512.47
33100667,"HC CHEMOTHERAPY IVP, INITIAL",881.5
33300001,"HC FUSION PLANNING",610.79
33300007,"HC HDR BRACH SKN SUR 2.0CM/1CHNL",778.38
33300008,"HC HDR BRACH SKN SUR > 2.0CM/2+CHNL",1279.46
33300009,"HC HDR BRACH NTRSTL/ICAV 1 CHNL",2326
33300010,"HC HDR BRACH NTRSTL/ICAV 2-12 CHNL",1834.05
33300011,"HC HDR BRACH NTRSTL/ICAV 13+ CHNL",2894.6
33300042,"HC 3D RADIOTHERAPY PLAN",4896.05
33300457,"HC BRACHYTHERAPY ISODOSE PLAN, COMPLEX",912.97
33300458,"HC BRACHYTHERAPY ISODOSE PLAN, INTERMED",1350
33300459,"HC BRACHYTHERAPY ISODOSE PLAN, SIMPLE",1231
33300838,"HC COBALT BASED RADIOSURGERY",29752.46
33300885,"HC INTERSTITIAL RADIATION APPLIC, COMPLEX",2210.61
33300886,"HC INTRACAVITY RADIATION APPLICA, COMPLEX",784.83
33300899,"HC SET RADIATION THERAPY FIELD, COMPLEX",1380.26
33300900,"HC RADIATION TREATMENT AIDS, COMPLEX",801.48
33300920,"HC CONTINUE MEDICAL PHYSICS CONSULT",560.85
33301140,"HC MLC DEVICE FOR IMRT",1366.94
33301203,"HC RADIATION THERAPY DOSE PLAN",460.87
33301653,"HC GUIDE RADIATION TREATMENT DELIVERY",475.2
33301662,"HC HANDLING AND LOADING RADIATION SOURCE",284.39
33301875,"HC IMRT TREATMENT, COMPLEX",2427.61
33301876,"HC IMRT TREATMENT, SIMPLE",2022.99
33302026,"HC INTERSTITIAL RADIATION APPLIC , INTERMED",2034.3
33302027,"HC INTRACAVITY RADIATION APPLICA, INTERMED",633.06
33302028,"HC SET RADIATION THERAPY FIELD, INTERMED",977.13
33302029,"HC RADIATION TREATMENT AIDS, INTERMED",660.5
33302763,"HC RAD TRTMNT DELIV >/=1 MEV, COMPLEX",842
33302764,"HC RAD TRTMNT DELIV >/=1 MEV, INTERMED",366.94
33302765,"HC RAD TRTMNT DELIV >/=1 MEV, SIMPLE",405.9
33302766,"HC RADIATION THERAPY DOSE PLAN, IMRT",4896.05
33302921,"HC RESPIRATORY MOTION MGMT SIMULATION",1487.03
33302967,"HC SBRT TREATMENT, 2-5 FRACTIONS",20666.25
33302968,"HC SBRT TREATMENT, 1ST FRACTION",20666.25
33303025,"HC INTERSTITIAL RADIATION APPLIC , SIMPLE",2034.3
33303026,"HC INTRACAVITY RADIATION APPLICA, SIMPLE",441.79
33303027,"HC SET RADIATION THERAPY FIELD, SIMPLE",619.8
33303028,"HC RADIATION TREATMENT AIDS, SIMPLE",450.97
33303075,"HC SPECIAL MED RADIATION PHYSICS CONSULT",610.19
33303076,"HC SPECIAL RADIATION DOSIMETRY",298
33303077,"HC SPECIAL RADIATION TREATMENT PX",1954.26
33303080,"HC SPECIAL TELETHERAPY PORT PLAN",900.78
33303152,"HC SURFACE APPLICA RADIATION SOURCE",127.03
33303196,"HC TELETHERAPY ISODOSE PLAN, COMPLEX",1102.86
33303197,"HC TELETHERAPY ISODOSE PLAN, SIMPLE",903
33303220,"HC THERAPEUTIC RADIOLOGY PORT FILM",189.4
33303370,"HC UNLISTED PROCEDURE MEDICAL  RADIATION DOSIMETRY ND TREATMENT SERVICES",1280.12
33500662,"HC CHEMOTHERAPY IV INF, EA ADD HR",304.98
33500663,"HC CHEMOTHERAPY IV INF, EA ADD SEQ",552.83
33500664,"HC CHEMOTHERAPY IV INF, PROLONG >8HRS W/PUMP",1339.92
33500665,"HC CHEMOTHERAPY IV INFUSN,INITIAL UP TO 1 HR",1246.36
33503373,"HC UNLISTED CHEMOTHERAPY PROCEDUR",299.3
34100002,"HC THYROID SCAN ONLY",1109.15
34100003,"HC THYROID UPTAKE AND SCAN",1265.07
34100004,"HC THYROID WHOLE BODY(CARC)",1688.02
34100005,"HC PARATHYROID PLANAR IMAGING",327.87
34100008,"HC RED CELL SPLENIC SEQUEST",689.19
34100009,"HC LYMPHOSCINTIGRAPHY",1201.56
34100011,"HC LIVER AND SPLEEN SCAN",945.8
34100013,"HC HEPATOBILIARY STUDY",1686.07
34100014,"HC HEPATOBILIARY STUDY W DRUG",2340.95
34100015,"HC GASTRIC EMPTYING",981.2
34100016,"HC GI BLEED",1340
34100017,"HC BOWEL IMAGING SCAN",579.01
34100019,"HC BONE SCAN LIMITED AREA",1015.77
34100021,"HC BONE SCAN WHOLE BODY",1686.15
34100022,"HC BONE SCAN-TRIPLE PHASE",1718.61
34100026,"HC MYOCARDIAL PERFUSION SINGLE",1786.91
34100027,"HC MYOCARDIAL PERFUSION MULTI",3681.18
34100031,"HC CARDIAC BLOOD POOL IMAGING SINGLE STUDY",2010.61
34100032,"HC LUNG SCAN VENTILATION",870.06
34100033,"HC LUNG SCAN PERFUSION",1134.28
34100034,"HC LUNG PERF AND VENT",1560.29
34100035,"HC LUNG PERFUSION SPLIT FN",932.44
34100036,"HC LUNG DIFF PERF AND VENT",1511.43
34100037,"HC BRAIN SCAN",504.16
34100040,"HC CISTERNOGRAPHY",881.5
34100044,"HC RENAL W VAS FLOW AND FNC W/O PHARM",875.23
34100045,"HC RENAL(LASIX/MULT STUDIES)",1408.91
34100049,"HC RENAL FUNCTION (OTHER)",957.39
34100050,"HC TUMOR LOC LIMITED AREA",595.64
34100051,"HC TUMOR LOCALIZATION MULTI AREA",1155.04
34100052,"HC TUMOR LOCALIZATION WHOLE BODY",970.89
34100053,"HC TUMOR LOCALIZATION (SPECT)",2000.48
34100054,"HC TUMOR LOCALIZATION WB 2+ DAYS",3304.22
34100055,"HC INFLAMM PROCESS (LIMITED)",1305.87
34100056,"HC INFLAMM PROCESS (WHOLE BODY)",1172
34200001,"HC THYROID THERAPY/ABLATION",1175
34300002,"HC CARDIOLITE",412.131
34300003,"HC RADIOPH:SSTMIBI PER STUDY DOSE",412.131
34300005,"HC RADIOPH:99MTC-MDP UP TO 30MCI",70.7268
34300008,"HC RADIOPH:123 IODINE PER MCI",1243.7574
34300009,"HC RADIOPH:99MTC PER MCI",7.7928
34300011,"HC RADIOPH:123 IODINE PER 100UCI",126.123
34300012,"HC RADIOPH:CERETECPERDOSE UP25MCI",4022.6148
34300013,"HC RADIOPH:99MTC-CHOLE UP TO15MCI",168.1572
34300014,"HC RADIOPH:99MTC-DTPA UP TO 25MCI",82.9974
34300015,"HC RADIOPH:99MTC-MAA UP TO 10MCI",99.654
34300016,"HC RADIOPH:99MTC-SC UP TO 20MCI",196.4112
34300018,"HC RADIOPHARM:IN 111-DTPA PER.5MCI",1135.0866
34300020,"HC RADIOPH FDG 18",1224.2856
34300021,"HC RADIOPH:67-GALLIUM PER MCI",77.8056
34300023,"HC RADIOPH:99MTC-MAG3 PER DOSE",667.5492
34300024,"HC RADIOPH:DTPA AEROSOL TO 75MCI",161.2926
34300025,"HC RADIOPH:IN 111-WBC PER STUDY",6720.423
34300026,"HC RADIOPH:111 OCTREO UP TO 6MCI",5623.362
34300031,"HC RADIOPH:TC TILMANOCEPT 0.5MCI",772.752
34300032,"HC RADIOPH:PYP W/99MTC UP TO30MCI",391.9962
34300033,"HC RADIOPH:ULTRATAG UP TO 30MCI",391.9962
34300034,"HC MAGNEVIST 10ML SINGLE VIAL",99.042
34300035,"HC MAGNEVIST 15ML SINGLE VIAL",148.563
34300036,"HC MAGNEVIST 20ML SINGLE VIAL",198.084
34300037,"HC MAGNEVIST 5ML SINGLE VIAL",49.521
34300040,"HC GADAVIST 10ML SINGLE VIAL",188.7
34300041,"HC GADAVIST 15ML SINGLE VIAL",283.05
34300042,"HC GADAVIST 7.5ML SINGLE VIAL",141.525
34300045,"HC RADIOPHARM:TECHNETIUM TC-99M AUTO WBC",3636.3
34400001,"HC RADIOPH:131 I PER MCI",91.73
35001006,"HC CT 3D RENDER AND POSTPROCESS",640.33
35001013,"HC CT GUIDE PARENCHYMAL TISSUE ABLATION",1833.68
35001014,"HC CT GUIDE RADIATION THERAPY FIELDS",667.36
35001024,"HC CT GUIDE NEEDLE BIOPSY",1420.33
35001032,"HC CT STEROTACTIC LOCALIZATION",2071.77
35001055,"HC CTA HEART W/CONTRST W/ 3D POSTPROCESS",1441.79
35001057,"HC CTA NECK W W/O CNTRST AND POSTPROCESS",2140.5
35002556,"HC XR GUIDE PERCUTANEOUS ABSCESS DRAIN",1175
35101018,"HC CT MAXILLOFACIAL W AND W/O CONTRST",2125
35101019,"HC CT MAXILLOFACIAL W CONTRAST",1715.05
35101020,"HC CT MAXILLOFACIAL W/O CONTRAST",1512.35
35101021,"HC CT NECK SOFT TISSUE W CONTRAST",1790.12
35101022,"HC CT NECK SOFT TISSUE W AND W/O CNTRST",2005.63
35101023,"HC CT NECK SOFT TISSUE W/O CONTRAST",1800.26
35101025,"HC CT ORBIT,SELLA,PF W AND W/O CONTRST",2188
35101026,"HC CT ORBIT,SELLA,POST FOSSA W CONTRST",1788.12
35101027,"HC CT ORBIT,SELLA,POST FOSSA W/O CONTRST",1127.44
35101054,"HC CTA HEAD W W/O CNTRST AND POSTPROCESS",2380.52
35101668,"HC CT HEAD W AND W/O CONTRAST",2198.84
35101669,"HC CT HEAD W/O CONTRAST",1725.85
35101670,"HC CT HEAD W CONTRAST",1741.56
35201007,"HC CT ABD AND PELVIS W CONTRAST",3832
35201008,"HC CT ABD AND PELVIS WW/O CONTRAST, 1+ REGNS",3755.01
35201009,"HC CT ABD AND PELVIS W/O CONTRAST",3249.44
35201010,"HC CT ABDOMEN W AND W/O CONTRAST",2470.12
35201011,"HC CT ABDOMEN W CONTRAST",2336
35201012,"HC CT ABDOMEN W/O CONTRAST",1690
35201015,"HC CT LOWER EXTREMITY W CONTRAST",1690.9
35201016,"HC CT LOWER EXTREMITY W AND W/O CNTRST",2109.38
35201017,"HC CT LOWER EXTREMITY W/O CONTRAST",1899.99
35201028,"HC CT PELVIS W CONTRAST",2095.25
35201029,"HC CT PELVIS W AND W/O CONTRAST",2315
35201030,"HC CT PELVIS W/O CONTRAST",1904
35201033,"HC CT LIMITED/LOCALIZED FOLLOW-UP",899.77
35201034,"HC CT SPINE CERVICAL W CONTRAST",2140
35201035,"HC CT SPINE CERVICAL W AND W/O CONTRAST",2215.08
35201036,"HC CT SPINE CERVICAL W/O CONTRAST",2484.13
35201037,"HC CT SPINE LUMBAR W CONTRAST",2191
35201038,"HC CT SPINE LUMBAR W AND W/O CONTRAST",2400.86
35201039,"HC CT SPINE LUMBAR W/O CONTRAST",1895.34
35201040,"HC CT SPINE THORACIC W/O CONTRAST",2040.94
35201041,"HC CT SPINE THORACIC W CONTRAST",2055.75
35201042,"HC CT SPINE THORACIC W AND W/O CONTRAST",2431.08
35201043,"HC CT THORAX W CONTRAST",2547.72
35201044,"HC CT THORAX W AND W/O CONTRAST",2259.12
35201045,"HC CT THORAX W/O CONTRAST",1701.03
35201046,"HC CT LOWDOSE LUNG SCREENING",1650.15
35201047,"HC CT UPPER EXTREMITY W CONTRAST",1780.35
35201048,"HC CT UPPER EXTREMITY W AND W/O CONTRAST",1871.64
35201049,"HC CT UPPER EXTREMITY W/O CONTRAST",1565
35201050,"HC CTA ABD AND PELVIS WW/O CNTRST, POSTPROCESS",3228.66
35201051,"HC CTA ABD WW/O CNTRST AND POSTPROCESS",1878.17
35201052,"HC CTA AORTO-ILIOFEM ROFF W OR W/O PP",2580.3
