Medication,Package Size,Package Unit,UOM charge
"ATEZOLIZUMAB 1,200 MG/20 ML (60 MG/ML) INTRAVENOUS SOLUTION",20,mL,58519.06
ATOMOXETINE 10 MG CAP,1,Each,26
ATOMOXETINE 10 MG CAP,1,Each,27.91
ATOMOXETINE 10 MG CAP,1,Each,46.598
ATOMOXETINE 25 MG CAP,1,Each,26
ATOMOXETINE 25 MG CAP,1,Each,27.91
ATOMOXETINE 25 MG CAP,1,Each,46.598
ATORVASTATIN 10 MG TAB,1,Each,26
ATORVASTATIN 10 MG TAB,1,Each,35.288
ATORVASTATIN 10 MG TAB,1,Each,37.052
ATORVASTATIN 20 MG TAB,1,Each,26
ATORVASTATIN 20 MG TAB,1,Each,50.335
ATORVASTATIN 40 MG TAB,1,Each,26
ATORVASTATIN 40 MG TAB,1,Each,50.335
ATOVAQUONE 750 MG/5 ML ORAL SUSP,5,mL,195.16
ATOVAQUONE 750 MG/5 ML ORAL SUSP,210,mL,4060.49
ATOVAQUONE-PROGUANIL 250 MG-100 MG TAB,1,Each,32.353
ATRACURIUM 10 MG/ML IV SOLN,5,mL,80
ATRACURIUM 10 MG/ML IV SOLN,5,mL,90.49
ATRACURIUM 10 MG/ML IV SOLN,10,mL,138.2
ATRACURIUM 10 MG/ML IV SOLN,10,mL,142.59
ATROPINE 0.1 MG/ML SYRINGE,10,mL,80
ATROPINE 0.1 MG/ML SYRINGE,10,mL,98.72
ATROPINE 0.1 MG/ML SYRINGE,10,mL,101.46
ATROPINE 0.4 MG/ML IJ SOLN,1,mL,80
ATROPINE 0.4 MG/ML IJ SOLN,3,mL,93.22
ATROPINE 1 % EYE DROPS,5,mL,87.15
ATROPINE 1 % EYE DROPS,5,mL,101
ATROPINE 1 % EYE DROPS,2,mL,159.17
ATROPINE 1 % EYE DROPS,5,mL,271.91
ATROPINE 1 % EYE DROPS,15,mL,443.7
ATROPINE 1 MG/ML IJ SOLN,1,mL,120.65
AVELUMAB 20 MG/ML IV SOLUTION,10,mL,10299.54
AZACITIDINE 100 MG SOLUTION,1,Each,3957.47
AZATHIOPRINE 50 MG TAB,1,Each,26
AZELASTINE 137 MCG NASAL SPRAY AEROSOL,30,mL,140.82
AZELASTINE 137 MCG NASAL SPRAY AEROSOL,30,mL,256.05
AZELASTINE 137 MCG NASAL SPRAY AEROSOL,30,mL,445.84
AZILSARTAN MEDOXOMIL 80 MG TABLET,1,Each,30.134
AZITHROMYCIN 100 MG/5 ML ORAL SUSP,15,mL,153.99
AZITHROMYCIN 200 MG/5 ML ORAL SUSP,30,mL,153.99
AZITHROMYCIN 250 MG TAB,1,Each,26
AZITHROMYCIN 250 MG TAB,1,Each,232.51
AZITHROMYCIN 500 MG IV SOLUTION,1,Each,80
AZITHROMYCIN 500 MG IV SOLUTION,1,Each,81.5
AZITHROMYCIN 500 MG IV SOLUTION,1,Each,108.15
AZITHROMYCIN 500 MG IV SOLUTION,1,Each,111.88
AZITHROMYCIN 500 MG TAB,1,Each,30
AZITHROMYCIN 600 MG TAB,1,Each,26
AZTREONAM 1 GRAM SOLUTION FOR INJECTION,1,Each,273.05
AZTREONAM 1 GRAM SOLUTION FOR INJECTION,1,Each,289.95
AZTREONAM 1 GRAM SOLUTION FOR INJECTION,1,Each,329.44
AZTREONAM 2 GRAM SOLUTION FOR INJECTION,1,Each,492.9
AZTREONAM 2 GRAM SOLUTION FOR INJECTION,1,Each,523.4
AZTREONAM 2 GRAM SOLUTION FOR INJECTION,1,Each,604.16
B COMPLEX VITAMINS TAB,1,Each,1
B COMPLEX-VITAMIN C-FOLIC ACID 1 MG CAP,1,Each,26
B1 0.5 MG-B2 0.6 MG-B3 7 MG-B6 0.7 MG-B12-DEXPAN-ZINC-MANG ORAL ELIXIR,473,mL,86.74
"BACITRACIN 50,000 UNIT IM",1,Each,98.72
"BACITRACIN 50,000 UNIT IM",1,Each,121.64
BACITRACIN 500 UNIT/G EYE OINTMENT,3.5,g,522.93
BACITRACIN 500 UNIT/G OINTMENT,14,g,6.76
BACITRACIN 500 UNIT/G TOPICAL PACKET,144,Each,76.35
BACITRACIN 500 UNIT/G TOPICAL PACKET,144,Each,114.81
BACITRACIN ZINC 500 UNIT/G OINTMENT,14,g,4.91
BACITRACIN ZINC 500 UNIT/G OINTMENT,15,g,6.46
BACITRACIN ZINC 500 UNIT/G OINTMENT,14,g,10.89
BACITRACIN ZINC 500 UNIT/G OINTMENT,14.17,g,11.81
BACITRACIN ZINC 500 UNIT/G OINTMENT,28,g,19.76
BACITRACIN ZINC 500 UNIT/G TOPICAL PACKET,144,Each,48.8
"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/G EYE OINTMENT",3.5,g,89.99
"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/G EYE OINTMENT",3.5,g,140.95
"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/G EYE OINTMENT",3.5,g,148.4
"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/G OINTMENT",28.3,g,6.55
"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/G OINTMENT",14.17,g,23.9
BACLOFEN 10 MG TAB,1,Each,26
BACLOFEN 20 MG TAB,1,Each,26
"BACLOFEN 40,000 MCG/20 ML (2,000 MCG/ML) INTRATHECAL SOLUTION",20,mL,5245.36
BACLOFEN 5 MG/ML ORAL SUSPENSION CPD (PEDIATRIC),60,mL,26
BACLOFEN 500 MCG/ML INTRATHECAL KIT,20,mL,1441.26
BACTERIOSTATIC WATER FOR INJECTION,30,mL,30
BALANCED SALT IRRIG SOLN COMB1 INTRAOCULAR,500,mL,694.85
BALANCED SALT IRRIG SOLN COMB2 INTRAOCULAR,15,mL,53.51
BALANCED SALT IRRIG SOLN COMB2 INTRAOCULAR,500,mL,170.7
BALANCED SALT SOLN NON-SURG #3 EYE,30,mL,118.48
BALSALAZIDE 750 MG CAP,1,Each,26
BALSAM PERU-CASTOR OIL 87 MG-788 MG/GRAM TOPICAL OINTMENT,60,g,175.18
"BARIUM SULFATE 0.1 % (W/V), 0.1 % (W/W) ORAL SUSP",450,mL,37.88
"BARIUM SULFATE 105 % (W/V), 58 % (W/W) SUSP",1900,mL,212.49
BARIUM SULFATE 2 % ORAL SUSP,450,mL,26.23
BARIUM SULFATE 2 % ORAL SUSP,450,mL,29.14
BARIUM SULFATE 210 % ORAL SUSP,150,mL,26
BARIUM SULFATE 40 % (W/V) ORAL POWDER,148,g,36.42
"BARIUM SULFATE 40 % (W/V), 29% (W/W) ORAL SUSP",250,mL,290.08
"BARIUM SULFATE 40 % (W/V), 30 % (W/W) ORAL SUSP",240,mL,90.13
"BARIUM SULFATE 40 % (W/V), 30% (W/W) ORAL PASTE",230,mL,266.87
BARIUM SULFATE 60 % (W/V) ORAL SUSP,355,mL,32.18
BARIUM SULFATE 700 MG TAB,1,Each,26
"BARIUM SULFATE 96 % (W/W) ORAL SUSP, RECON",1200,g,780.21
B-COMPLEX WITH VITAMIN C CAP,1,Each,1
B-COMPLEX WITH VITAMIN C TAB,1,Each,1
BECLOMETHASONE DIPROP MONOHYD 42 MCG/SPRAY NASAL SPRAY AEROSOL,25,g,1037.14
BECLOMETHASONE DIPROPIONATE 40 MCG/ACTUATION AEROSOL INHALER,8.7,g,661.28
BECLOMETHASONE DIPROPIONATE 40 MCG/ACTUATION AEROSOL INHALER,8.7,g,797.53
BELIMUMAB 120 MG INTRAVENOUS SOLUTION,1,Each,2148.34
BELIMUMAB 400 MG INTRAVENOUS SOLUTION,1,Each,7160.89
BELINOSTAT 500 MG IV SOLUTION,1,Each,12325.25
BELLADONNA ALKALOIDS-OPIUM 16.2 MG-30 MG RECTAL SUPPOSITORY,1,Each,74.532
BELLADONNA ALKALOIDS-OPIUM 16.2 MG-60 MG RECTAL SUPPOSITORY,1,Each,90.607
BENAZEPRIL 10 MG TAB,1,Each,26
BENDAMUSTINE 25 MG/ML INTRAVENOUS SOLUTION,4,mL,16379.3
BENZOCAINE 10 % MUCOSAL GEL,9,g,15.93
BENZOCAINE 10 % MUCOSAL GEL,5.3,g,16.71
BENZOCAINE 10 % MUCOSAL GEL,9.4,g,18.5
BENZOCAINE 20 % MUCOSAL AEROSOL SPRAY,57,g,167.76
BENZOCAINE 20 % MUCOSAL AEROSOL SPRAY,57,g,226.81
BENZOCAINE 20 % MUCOSAL AEROSOL SPRAY,60,g,238.75
BENZOCAINE 20 % MUCOSAL GEL,29,g,17.46
BENZOCAINE 20 % MUCOSAL GEL,30,g,28.83
BENZOCAINE 20 % MUCOSAL SPRAY,56,g,113.12
BENZOCAINE 7.5 % MUCOSAL GEL,10,g,26
BENZOCAINE 7.5 % MUCOSAL GEL,9.4,g,26
BENZOCAINE-BENZALKONIUM CL DENTAL GEL,5.1,g,13.91
BENZOCAINE-MENTHOL 15 MG-10 MG LOZENGES,15,Each,9.57
BENZOCAINE-MENTHOL 15 MG-3.6 MG LOZENGES,1,Each,1.052
BENZOCAINE-MENTHOL 15 MG-3.6 MG LOZENGES,18,Each,6.39
BENZOCAINE-MENTHOL 15 MG-3.6 MG LOZENGES,16,Each,9.64
BENZOCAINE-MENTHOL 20 %-0.5 % TOPICAL AEROSOL,56,g,18.09
BENZOCAINE-ZINC CHLOR-BENZALKONIUM CHLOR 20 %-0.1 %-0.02 % MUCOSAL GEL,9.4,g,26.97
BENZOIN-ALOE VERA-STORAX-TOLU BALSAM 10 %-2 %-8 %-4 % TOPICAL TINCTURE,58,mL,27.04
BENZOIN-ALOE VERA-STORAX-TOLU BALSAM 10 %-2 %-8 %-4 % TOPICAL TINCTURE,59,mL,28.65
BENZONATATE 100 MG CAP,1,Each,26
BENZTROPINE 1 MG TAB,1,Each,26
BENZTROPINE 1 MG/ML IJ SOLN,2,mL,469.92
BENZTROPINE 1 MG/ML IJ SOLN,2,mL,496.32
BENZTROPINE 1 MG/ML IJ SOLN,2,mL,541.44
BENZTROPINE 2 MG TAB,1,Each,26
BENZYLPENICILLOYL POLYLYSINE 0.25 ML INTRADERMAL,0.25,mL,804.33
BETAMETHASONE ACET & SOD PHOS 6 MG/ML SUSP FOR INJECTION,5,mL,373.94
BETAMETHASONE ACET & SOD PHOS 6 MG/ML SUSP FOR INJECTION,5,mL,494.31
BETAMETHASONE DIPROPIONATE 0.05 % OINTMENT,15,g,231.24
BETAMETHASONE DIPROPIONATE 0.05 % TOPICAL CREAM,15,g,190.72
BETAMETHASONE DIPROPIONATE 0.05 % TOPICAL CREAM,15,g,248.72
BETAMETHASONE VALERATE 0.1 % OINTMENT,15,g,105.37
BETAMETHASONE VALERATE 0.1 % OINTMENT,45,g,195.48
BETAMETHASONE VALERATE 0.1 % TOPICAL CREAM,15,g,144.9
"BETAMETHASONE, AUGMENTED 0.05 % OINTMENT",15,g,280.06
"BETAMETHASONE, AUGMENTED 0.05 % OINTMENT",15,g,280.46
"BETAMETHASONE, AUGMENTED 0.05 % OINTMENT",45,g,501.41
"BETAMETHASONE, AUGMENTED 0.05 % TOPICAL CREAM",15,g,26
"BETAMETHASONE, AUGMENTED 0.05 % TOPICAL CREAM",15,g,75.66
"BETAXOLOL 0.25 % EYE DROPS, SUSP",10,mL,1097.88
BETAXOLOL 10 MG TAB,1,Each,26
BETHANECHOL CHLORIDE 10 MG TAB,1,Each,26
BETHANECHOL CHLORIDE 25 MG TAB,1,Each,26
BEVACIZUMAB (AVASTIN) 25 MG/ML INTRAVITREAL INJECTION,4,mL,4630.07
BEVACIZUMAB 25 MG/ML IV SOLN,4,mL,5349.91
BEVACIZUMAB 25 MG/ML IV SOLN,16,mL,21075.31
BEZLOTOXUMAB 25 MG/ML INTRAVENOUS SOLUTION,40,mL,23177.15
BICALUTAMIDE 50 MG TAB,1,Each,26
BICALUTAMIDE 50 MG TAB,1,Each,68.006
"BICARBONATE DIALYSIS SOLN NO.13 WITHOUT CA,K,DEX MG (1.2 MEQ/L)",5000,mL,314.85
BICARBONATE DIALYSIS SOLN(NO POTASSIUM)NO.11 CAL 2.5 MEQ-MAG 1.5 MEQ/L,5000,mL,383.9
BICARBONATE DIALYSIS SOLUTION NO.2 K (2 MEQ/L)-CA (3.5)-MG (1),5000,mL,279.86
BICARBONATE DIALYSIS SOLUTION NO.2 K (2 MEQ/L)-CA (3.5)-MG (1),5000,mL,314.85
BICARBONATE DIALYSIS SOLUTION NO.9 K (4 MEQ/L)-CA (2.5)-MG (1.5),5000,mL,279.86
BICARBONATE DIALYSIS SOLUTION NO.9 K (4 MEQ/L)-CA (2.5)-MG (1.5),5000,mL,314.85
BIMATOPROST 0.01 % EYE DROPS,2.5,mL,847.49
BISACODYL 10 MG RECTAL SUPPOSITORY,1,Each,1
BISACODYL 10 MG/30 ML ENEMA,37,mL,8.26
"BISACODYL 5 MG TAB, DELAYED RELEASE",1,Each,1
BISMUTH SUBGALLATE POWDER,500,g,17081.82
BISMUTH SUBSALICYLATE 262 MG/15 ML ORAL SUSP,236,mL,5.65
BISMUTH SUBSALICYLATE 262 MG/15 ML ORAL SUSP,237,mL,6.62
BISMUTH SUBSALICYLATE 262 MG/15 ML ORAL SUSP,237,mL,7.56
BISMUTH SUBSALICYLATE 262 MG/15 ML ORAL SUSP,118,mL,9.88
BISMUTH SUBSALICYLATE 262 MG/15 ML ORAL SUSP,473,mL,15.09
BISMUTH SUBSALICYLATE 525 MG/15 ML ORAL SUSP,236,mL,8.47
BISOPROLOL FUMARATE 5 MG TAB,1,Each,26
BISOPROLOL-HYDROCHLOROTHIAZIDE 10 MG-6.25 MG TAB,1,Each,26
BISOPROLOL-HYDROCHLOROTHIAZIDE 2.5 MG-6.25 MG TAB,1,Each,26
BISOPROLOL-HYDROCHLOROTHIAZIDE 5 MG-6.25 MG TAB,1,Each,26
BIVALIRUDIN 250 MG SOLUTION,1,Each,80
BIVALIRUDIN 250 MG SOLUTION,1,Each,2439.7
BIVALIRUDIN 250 MG SOLUTION,1,Each,3098.42
BIVALIRUDIN 250 MG SOLUTION,1,Each,3234.13
BIVALIRUDIN 250 MG SOLUTION,1,Each,3354.59
BIVALIRUDIN 250 MG SOLUTION,1,Each,5946.77
BLEOMYCIN 15 UNIT SOLUTION FOR INJECTION,1,Each,331.14
BLEOMYCIN 15 UNIT SOLUTION FOR INJECTION,1,Each,516.18
BLEOMYCIN 30 UNIT SOLUTION FOR INJECTION,1,Each,660.83
BLEOMYCIN 30 UNIT SOLUTION FOR INJECTION,1,Each,832.29
BORTEZOMIB 3.5 MG IV SOLUTION,1,Each,10651.69
BOSENTAN 125 MG TAB,1,Each,641.163
BOSENTAN 62.5 MG TAB,1,Each,641.163
BRENTUXIMAB VEDOTIN 50 MG IV SOLUTION,1,Each,46794.56
BREXPIPRAZOLE 1 MG TABLET,1,Each,130.746
BRIMONIDINE 0.15 % EYE DROPS,5,mL,603.11
BRIMONIDINE 0.2 % EYE DROPS,5,mL,93.88
BRIMONIDINE 0.2 % EYE DROPS,5,mL,95.18
BRIMONIDINE 0.2 % EYE DROPS,5,mL,97.12
BRIMONIDINE 0.2 % EYE DROPS,10,mL,160.4
"BRINZOLAMIDE 1 % EYE DROPS, SUSP",10,mL,1009.53
BRIVARACETAM 10 MG TABLET,1,Each,63.056
BRIVARACETAM 10 MG/ML ORAL SOLUTION,300,mL,6594.92
BRIVARACETAM 25 MG TABLET,1,Each,109.915
BRIVARACETAM 50 MG TABLET,1,Each,63.056
BRIVARACETAM 50 MG/5 ML INTRAVENOUS SOLUTION,5,mL,458.52
BROMOCRIPTINE 2.5 MG TAB,1,Each,26
BROMPHENIRAMINE-PSEUDOEPHEDRINE-DM 2 MG-30 MG-10 MG/5 ML SYRUP,473,mL,498.7
BUDESONIDE 0.25 MG/2 ML NEB SUSPENSION,2,mL,48.77
BUDESONIDE 0.25 MG/2 ML NEB SUSPENSION,2,mL,51.19
BUDESONIDE 0.5 MG/2 ML NEB SUSPENSION,2,mL,57.39
BUDESONIDE 0.5 MG/2 ML NEB SUSPENSION,2,mL,60.24
BUDESONIDE 0.5 MG/2 ML NEB SUSPENSION,2,mL,66.42
BUDESONIDE 180 MCG/INHALATION BREATH ACTIVATED POWDER AEROSOL,1,Each,811.4
BUDESONIDE 32 MCG/ACTUATION NASAL SPRAY,8.6,g,700.32
BUDESONIDE SR 3 MG 24 HR CAP,1,Each,26
BUDESONIDE SR 3 MG 24 HR CAP,1,Each,48.405
BUDESONIDE SR 3 MG 24 HR CAP,1,Each,49.356
BUDESONIDE SR 3 MG 24 HR CAP,1,Each,64.495
BUDESONIDE SR 3 MG 24 HR CAP,1,Each,118.11
BUMETANIDE 0.25 MG/ML IJ SOLN,10,mL,80
BUMETANIDE 0.25 MG/ML IJ SOLN,2,mL,80
BUMETANIDE 0.25 MG/ML IJ SOLN,4,mL,80
BUMETANIDE 0.5 MG TAB,1,Each,26
BUMETANIDE 1 MG TAB,1,Each,26
BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) IJ SOLN,10,mL,80
BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) IJ SOLN,30,mL,80
"BUPIVACAINE (PF) 0.25% 400 ML LOCAL INFILTRATION, ELAS PUMP",400,mL,248
BUPIVACAINE (PF) 0.5 % (5 MG/ML) IJ SOLN,10,mL,80
BUPIVACAINE (PF) 0.5 % (5 MG/ML) IJ SOLN,30,mL,80
BUPIVACAINE (PF) 0.5 % (5 MG/ML) IJ SOLN,30,mL,81.28
"BUPIVACAINE (PF) 0.5 % 2 ML/HOUR 100 ML INFILTRAT,FIX RATE ELAST PUMP",100,mL,1590.58
BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) IJ SOLN,10,mL,80
BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) IJ SOLN,30,mL,80
BUPIVACAINE 0.25 % (2.5 MG/ML) IJ SOLN,50,mL,110.23
BUPIVACAINE 0.5 % (5 MG/ML) IJ SOLN,50,mL,122.85
"BUPIVACAINE IN NS (PF) 0.125 % PUMP RESERVOIR, PREFILLED",100,mL,316.48
BUPIVACAINE IN NS-PRESERV FREE 0.125 % EPIDURAL,100,mL,244.26
"BUPIVACAINE LIPOSOME (PF) 266 MG/20 ML (13.3 MG/ML) SUSP, INFILTRATION",10,mL,1367.36
"BUPIVACAINE LIPOSOME (PF) 266 MG/20 ML (13.3 MG/ML) SUSP, INFILTRATION",20,mL,1921.27
"BUPIVACAINE(PF) 0.25%-0.9% NACL 4 ML/HR 400ML INFIL,FIX RATE ELAS PUMP",400,mL,1505.58
BUPIVACAINE-DEXTROSE-WATER(PF) 7.5 MG/ML (0.75 %) IJ SOLN,2,mL,80
"BUPIVACAINE-EPINEPHRINE (PF) 0.25 %-1:200,000 IJ SOLN",10,mL,80
"BUPIVACAINE-EPINEPHRINE (PF) 0.25 %-1:200,000 IJ SOLN",30,mL,80
"BUPIVACAINE-EPINEPHRINE (PF) 0.25 %-1:200,000 IJ SOLN",30,mL,84.57
"BUPIVACAINE-EPINEPHRINE (PF) 0.25 %-1:200,000 IJ SOLN",30,mL,99.04
"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 IJ SOLN",10,mL,80
"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 IJ SOLN",30,mL,80
"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 IJ SOLN",30,mL,90.49
"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 IJ SOLN",30,mL,90.82
"BUPIVACAINE-EPINEPHRINE 0.25 %-1:200,000 IJ SOLN",50,mL,135.46
"BUPIVACAINE-EPINEPHRINE 0.5 %-1:200,000 IJ SOLN",50,mL,80
BUPRENORPHINE 0.3 MG/ML INJECTION,1,mL,115
BUPRENORPHINE 0.3 MG/ML INJECTION,1,mL,118.11
BUPRENORPHINE 10 MCG/HOUR WEEKLY TRANSDERMAL PATCH,1,Each,355.92
BUPRENORPHINE 10 MCG/HOUR WEEKLY TRANSDERMAL PATCH,1,Each,420.85
BUPRENORPHINE 2 MG SUBLINGUAL TAB,1,Each,38
BUPRENORPHINE 5 MCG/HOUR WEEKLY TRANSDERMAL PATCH,1,Each,237.28
BUPRENORPHINE-NALOXONE 2 MG-0.5 MG SUBLINGUAL FILM,1,Each,38
BUPRENORPHINE-NALOXONE 2 MG-0.5 MG SUBLINGUAL TAB,1,Each,38
BUPRENORPHINE-NALOXONE 8 MG-2 MG SUBLINGUAL FILM,1,Each,38
BUPRENORPHINE-NALOXONE 8 MG-2 MG SUBLINGUAL FILM,1,Each,51.02
BUPRENORPHINE-NALOXONE 8 MG-2 MG SUBLINGUAL TAB,1,Each,38
BUPROPION 100 MG TAB,1,Each,26
BUPROPION 75 MG TAB,1,Each,26
BUPROPION ER 150 MG TAB (SMOKING DETERRENT),1,Each,26
BUPROPION SR 100 MG TAB,1,Each,26
BUPROPION SR 150 MG TAB,1,Each,26
BUPROPION XL 150 MG 24 HR TAB,1,Each,26
BUSPIRONE 10 MG TAB,1,Each,26
BUSPIRONE 5 MG TAB,1,Each,26
BUTALBITAL-ACETAMINOPHEN 50 MG-325 MG TAB,1,Each,26
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50 MG-325 MG-40 MG TAB,1,Each,26
BUTALBITAL-ASPIRIN-CAFFEINE 50 MG-325 MG-40 MG CAP,1,Each,26
BUTALBITAL-ASPIRIN-CAFFEINE 50 MG-325 MG-40 MG TAB,1,Each,38
BUTAMBEN-TETRACAINE-BENZOCAINE 2 %-2 %-14 % TOPICAL SPRAY,56,g,272.07
BUTAMBEN-TETRACAINE-BENZOCAINE 2 %-2 %-14 % TOPICAL SPRAY,20,g,277.01
BUTAMBEN-TETRACAINE-BENZOCAINE 2 %-2 %-14 % TOPICAL SPRAY,5,g,278.26
BUTENAFINE 1 % TOPICAL CREAM,12,g,28.42
BUTENAFINE 1 % TOPICAL CREAM,15,g,390.94
BUTORPHANOL TARTRATE 1 MG/ML INJECTION,1,mL,115
BUTORPHANOL TARTRATE 2 MG/ML IJ SOLN,1,mL,115
BUTORPHANOL TARTRATE 2 MG/ML IJ SOLN,2,mL,115
C1 ESTERASE INHIBITOR 500 UNIT (10 ML) INTRAVENOUS KIT,1,Each,17169.39
CABAZITAXEL 10 MG/ML (FINAL CONC.) IV,6,mL,67082.45
CABERGOLINE 0.5 MG TABLET,1,Each,41.315
CAFFEINE 200 MG TAB,1,Each,26
CAFFEINE CITRATE 20 MG/ML IV SOLN,3,mL,89.27
CAFFEINE CITRATE 20 MG/ML IV SOLN,3,mL,219.37
CAFFEINE CITRATE 20 MG/ML ORAL SOLUTION,3,mL,219.37
CAFFEINE CITRATE 20 MG/ML ORAL SOLUTION,3,mL,263.23
CAFFEINE CITRATE 20 MG/ML ORAL SOLUTION,3,mL,387.44
CAFFEINE-SODIUM BENZOATE 250 MG/ML IJ SOLN,2,mL,191.94
CALAMINE 8 %-ZINC OXIDE 8 % LOTION,177,mL,5.65
CALCIPOTRIENE 0.005 % TOPICAL CREAM,60,g,1120.06
CALCITONIN (SALMON) 200 UNIT/ACTUATION NASAL SPRAY AEROSOL,3.7,mL,315.3
CALCITONIN (SALMON) 200 UNIT/ACTUATION NASAL SPRAY AEROSOL,3.7,mL,396.67
CALCITONIN (SALMON) 200 UNIT/ACTUATION NASAL SPRAY AEROSOL,3.7,mL,502.43
CALCITONIN (SALMON) 200 UNITS/ML IJ SOLN,2,mL,12121.47
CALCITONIN (SALMON) 200 UNITS/ML IJ SOLN,2,mL,16486.7
CALCITRIOL 0.25 MCG CAP,1,Each,26
CALCITRIOL 1 MCG/ML IV SOLN,1,mL,80
CALCITRIOL 1 MCG/ML IV SOLN,1,mL,82.28
CALCITRIOL 1 MCG/ML ORAL SOLN,0.25,mL,26
CALCITRIOL 1 MCG/ML ORAL SOLN,15,mL,674.7
CALCIUM ACETATE 667 MG CAP,1,Each,26
CALCIUM ACETATE 667 MG TAB,1,Each,26
"CALCIUM ACETATE-ALUMINUM 952 MG-1,347 MG TOPICAL POWDER IN PACKET",1,Each,26
"CALCIUM CARBONATE 1,250 MG/5 ML (500 MG/5 ML) ORAL SUSP",5,mL,9.29
"CALCIUM CARBONATE 1,250 MG/5 ML (500 MG/5 ML) ORAL SUSP",500,mL,35.88
CALCIUM CARBONATE 168 MG (420 MG) CHEWABLE TAB,1,Each,1
CALCIUM CARBONATE 200 MG (500 MG) CHEWABLE TAB,150,Each,1
CALCIUM CARBONATE 200 MG (500 MG) CHEWABLE TAB,1,Each,1
CALCIUM CARBONATE 500 MG (1250 MG) TAB,1,Each,1
CALCIUM CARBONATE 648 MG (260 MG CA) TAB,1,Each,1
CALCIUM CHLORIDE 10 % IV SOLN,10,mL,203.46
CALCIUM CHLORIDE 10% (100 MG/ML) IV SYRINGE,10,mL,80
CALCIUM CHLORIDE 10% (100 MG/ML) IV SYRINGE,10,mL,93.56
CALCIUM CHLORIDE 10% (100 MG/ML) IV SYRINGE,10,mL,98.72
CALCIUM CITRATE 200 MG (950 MG) TAB,1,Each,1
CALCIUM CITRATE 250 MG CALCIUM TABLET,1,Each,1
CALCIUM CITRATE-VITAMIN D3 200 MG (CALCIUM)-250 UNIT TAB,1,Each,26
CALCIUM GLUCONATE 100 MG/ML (10%) IV SOLN,10,mL,80
CALCIUM GLUCONATE 100 MG/ML (10%) IV SOLN,10,mL,82.26
CALCIUM GLUCONATE 100 MG/ML (10%) IV SOLN,10,mL,100.36
CALCIUM GLUCONATE 100 MG/ML (10%) IV SOLN,50,mL,121.75
CALCIUM GLUCONATE 100 MG/ML (10%) IV SOLN,100,mL,141.49
CALCIUM GLUCONATE 100 MG/ML (10%) IV SOLN,50,mL,164.52
CALCIUM GLUCONATE 100 MG/ML (10%) IV SOLN,100,mL,455.92
CALCIUM-CHOLECALCIFEROL (D3) 250 MG-125 UNIT TAB,1,Each,1
"CALCIUM-CHOLECALCIFEROL (D3) 500 MG (1,250 MG)-200 UNIT TAB",1,Each,26
CALFACTANT (IN SALINE) 35 MG/ML INTRATRACHEAL SUSP,3,mL,1340.56
CALFACTANT (IN SALINE) 35 MG/ML INTRATRACHEAL SUSP,6,mL,2372.72
CAMPHOR-MENTHOL 0.5 %-0.5 % LOTION,222,mL,11.51
CAMPHOR-MENTHOL 0.5 %-0.5 % LOTION,222,mL,14.16
CAMPHOR-MENTHOL 0.5 %-0.5 % LOTION,222,mL,15.05
CAMPHOR-METHYL SALICYLATE-MENTHOL 4 %-30 %-10 % TOPICAL CREAM,57,g,30
CANAGLIFLOZIN 100 MG TABLET,1,Each,54.751
CANAGLIFLOZIN 300 MG TABLET,1,Each,54.751
CANDESARTAN 16 MG TAB,1,Each,26
CANDESARTAN 4 MG TAB,1,Each,26
CANDESARTAN 8 MG TAB,1,Each,26
CANDIDA ALBICANS SKIN TEST FDA STANDARD ID ALRG,1,mL,1431.7
CANGRELOR 50 MG INTRAVENOUS SOLUTION,1,Each,3151.703
CANGRELOR 50 MG INTRAVENOUS SOLUTION,1,Each,3151.71
CAPECITABINE 500 MG TAB,1,Each,247.25
CAPECITABINE 500 MG TAB,1,Each,298.108
CAPSAICIN 0.025 % TOPICAL CREAM,60,g,26
CAPSAICIN 0.025 % TOPICAL CREAM,60,g,45.07
CAPSAICIN 0.075 % TOPICAL CREAM,60,g,28.36
CAPSAICIN 0.075 % TOPICAL CREAM,57,g,18.64
CAPSAICIN 0.1 % TOPICAL CREAM,42.5,g,34.74
CAPSAICIN-SKIN CLEANSER 8 % TOPICAL KIT,1,Each,2961.02
CAPTOPRIL 12.5 MG TAB,1,Each,26
CAPTOPRIL 25 MG TAB,1,Each,26
CAPTOPRIL 50 MG TAB,1,Each,26
CARBACHOL 0.01 % INTRAOCULAR,1.5,mL,208.14
