Medication,Package Size,Package Unit,UOM charge
AMPICILLIN-SULBACTAM 3 GRAM IV SOLUTION,1,Each,46.229
AMYL NITRITE 0.3 ML SOLN FOR INHALATION,1,Each,14
ANAGRELIDE 0.5 MG CAP,1,Each,14
ANASTROZOLE 1 MG TAB,1,Each,14
VINORELBINE 50 MG/5 ML IV,5,mL,814.35
ANTIHEMOPHILIC FACTOR-VWF 500 (500 VWF) UNIT/5 ML INTRAVENOUS SOLUTION,1,Each,45
APIXABAN 2.5 MG TABLET,1,Each,36.465
APIXABAN 5 MG TABLET,1,Each,36.465
APREPITANT 125 MG CAP,1,Each,1784.783
APREPITANT 40 MG CAP,1,Each,220.114
DEXAMETHASONE SODIUM PHOSPHATE (PF) 10 MG/ML INJECTION,1,mL,45
LIDOCAINE HCL 1 % (10 MG/ML) IJ SOLN,2,mL,45
APREPITANT 80 MG CAP,1,Each,163.18
ARIPIPRAZOLE 10 MG TAB,1,Each,14
ARIPIPRAZOLE 10 MG TAB,1,Each,43.509
ARIPIPRAZOLE 10 MG TAB,1,Each,116.826
ONDANSETRON HCL (PF) 4 MG/2 ML SYRINGE,2,mL,45
PHENYLEPHRINE 1 MG/10 ML (100 MCG/ML) IN NS IV SYRINGE,10,mL,45
ARIPIPRAZOLE 10 MG TAB,1,Each,155.233
ARIPIPRAZOLE 10 MG TAB,1,Each,155.239
ANTIHEMOPHILIC FACTOR-VWF 450 UNIT-450 UNIT IV KIT,1,Each,45
ANTIHEMOPHILIC FACTOR-VWF 900 UNIT-900 UNIT IV KIT,1,Each,45
ANTIHEMOPHILIC FACTOR VIII (PLASMA/ALB FREE) 500 (+/-) UNIT IV KIT,1,Each,45
"ANTIHEMOPHILIC FACTOR-VWF 1,000(VWF 1,000) UNIT/10 ML INTRAVENOUS SOLN",1,Each,45
ARIPIPRAZOLE 15 MG TAB,1,Each,14
ARIPIPRAZOLE 15 MG TAB,1,Each,43.509
IFOSFAMIDE 3 GRAM IV SOLR,1,Each,848.34
IDARUBICIN 1 MG/ML IV SOLN,10,mL,859.79
ARIPIPRAZOLE 15 MG TAB,1,Each,126.182
ARIPIPRAZOLE 15 MG TAB,1,Each,155.233
ANTIHEMOPHILIC FACTOR VIII (PLASMA/ALB FREE) 250 (+/-) UNIT IV KIT,1,Each,45
ANTITHROMBIN III (HUMAN) 500 (+/-) UNIT IV SOLR,1,Each,45
"ARIPIPRAZOLE ER 400 MG INTRAMUSCULAR SUSPENSION,EXTENDED RELEASE",1,Each,45
ARIPIPRAZOLE 2 MG TAB,1,Each,14
ARIPIPRAZOLE 2 MG TAB,1,Each,43.509
ARIPIPRAZOLE 2 MG TAB,1,Each,155.239
"HEPARIN, PORCINE (PF) 100 UNIT/ML (1 ML) IV SOLUTION",1,mL,45
ARIPIPRAZOLE 5 MG TAB,1,Each,14
TOPOTECAN 4 MG/4 ML (1 MG/ML) INTRAVENOUS SOLUTION,4,mL,864.97
CEFTRIAXONE 1 GRAM IV SOLUTION,1,Each,45
ARIPIPRAZOLE 5 MG TAB,1,Each,42.898
ARIPIPRAZOLE 5 MG TAB,1,Each,43.509
IFOSFAMIDE 3 GRAM IV SOLR,1,Each,869.85
AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,1,Each,45
CARBOPLATIN 10 MG/ML IV SOLN,60,mL,873.25
DOCETAXEL 20 MG/ML (1 ML) IV,1,mL,880.64
"COAGULATION FACTOR IX (RECOMB) 2,000 UNIT INTRAVENOUS SOLUTION",1,Each,45
SURGICAL LUBRICANT JELLY TOPICAL,3,g,6
SILVER NITRATE APPLICATORS 75 %-25 % TOPICAL STICK,1,Each,6
CHLORHEXIDINE GLUCONATE 4 % TOPICAL LIQUID,15,mL,6
ARIPIPRAZOLE 5 MG TAB,1,Each,116.826
OXALIPLATIN 100 MG/20 ML SOLN,20,mL,888.03
ARIPIPRAZOLE 5 MG TAB,1,Each,155.233
DOCETAXEL 20 MG/ML (1 ML) IV,1,mL,888.29
ARIPIPRAZOLE 5 MG TAB,1,Each,155.239
ASCORBIC ACID 250 MG TAB,1,Each,1
ASENAPINE 5 MG SUBLINGUAL TAB,1,Each,104.493
ASENAPINE 5 MG SUBLINGUAL TAB,1,Each,104.498
ASPIRIN 300 MG RECTAL SUPPOSITORY,1,Each,4.436
ASPIRIN 325 MG TAB,1,Each,1
GEMCITABINE 2 GRAM INTRAVENOUS SOLUTION,1,Each,889.93
DOCETAXEL 20 MG/2 ML (10 MG/ML) IV SOLN,2,mL,959.72
EPIRUBICIN 50 MG/25 ML IV,25,mL,961.94
PACLITAXEL 6 MG/ML IV CONC,50,mL,1013.68
PACLITAXEL 6 MG/ML IV CONC,50,mL,1030.68
PACLITAXEL 6 MG/ML IV CONC,50,mL,1035.85
"ASPIRIN 325 MG TAB, DELAYED RELEASE",1,Each,1
TOPOTECAN 4 MG/4 ML (1 MG/ML) INTRAVENOUS SOLUTION,4,mL,1083.89
GEMCITABINE 1 GRAM IV SOLR,1,Each,1109.76
SODIUM CITRATE 4 GRAM/100 ML (4 %) SOLUTION,250,mL,130
ELECTROLYTE-R BOLUS IV,1000,mL,130
ASPIRIN 600 MG RECTAL SUPPOSITORY,1,Each,4.588
ASPIRIN 81 MG CHEWABLE TAB,1,Each,1
GEMCITABINE 1 GRAM IV SOLR,1,Each,1155.22
VANCOMYCIN 500 MG IV SOLR,1,Each,45
"ASPIRIN 81 MG TAB, DELAYED RELEASE",1,Each,1
KETAMINE 50 MG/ML (1 ML) INTRAVENOUS SYRINGE,1,mL,29
FENTANYL CITRATE (PF) 50 MCG/ML IJ SOLN,5,mL,29
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 IJ SOLN",10,mL,45
"LIDOCAINE-EPINEPHRINE 1.5 %-1:200,000 IJ SOLN",5,mL,45
"ASPIRIN, BUFFERED 325 MG TAB",1,Each,1
ASPIRIN-ACETAMINOPHEN-CAFFEINE 250 MG-250 MG-65 MG TAB,1,Each,14
ATAZANAVIR 150 MG CAP,1,Each,110.017
FENTANYL CITRATE (PF) 50 MCG/ML IJ SOLN,10,mL,29
"HEPARIN, PORCINE (PF) 10 UNIT/ML IV SYRINGE",3,mL,45
ATAZANAVIR 150 MG CAP,1,Each,127.336
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,10,mL,45
ATAZANAVIR 200 MG CAP,1,Each,127.336
ATENOLOL 25 MG TAB,1,Each,14
LIDOCAINE (PF) 5 MG/ML (0.5 %) IJ SOLN,50,mL,45
FENTANYL CITRATE (PF) 50 MCG/ML IJ SOLN,2,mL,29
ATENOLOL 50 MG TAB,1,Each,14
DOPAMINE 400 MG/5 ML IV,5,mL,45
FAMOTIDINE 10 MG/ML IV SOLN,4,mL,45
ATOMOXETINE 10 MG CAP,1,Each,68.816
ATOMOXETINE 18 MG CAP,1,Each,68.816
EPINEPHRINE 1 MG/ML IJ SOLN,1,mL,45
ATOMOXETINE 25 MG CAP,1,Each,68.816
ATOMOXETINE 40 MG CAP,1,Each,42.524
ATOMOXETINE 40 MG CAP,1,Each,74.769
FACTOR IX COMPLEX 500 (+/-) UNIT IV SOLUTION,1,Each,45
BUPIVACAINE-DEXTROSE-WATER(PF) 7.5 MG/ML (0.75 %) IJ SOLN,2,mL,45.12
CLINDAMYCIN PHOSPHATE 150 MG/ML IJ SOLN,6,mL,45.14
LIDOCAINE HCL 1 % (10 MG/ML) IJ SOLN,50,mL,45.58
METHOTREXATE NA (PRESERV FREE) 25 MG/ML INJECTION,4,mL,46.04
"WATER FOR INJECTION, STERILE IV",1000,mL,46.04
"WATER FOR INJECTION, STERILE INJECTION",10,mL,46.04
EPHEDRINE (PF) 50 MG/10 ML (5 MG/ML) IN NS IV SYRINGE,10,mL,46.04
ATOMOXETINE 60 MG CAP,1,Each,43.291
ATOMOXETINE 60 MG CAP,1,Each,74.769
ATORVASTATIN 10 MG TAB,1,Each,14
OXALIPLATIN 100 MG/20 ML SOLN,20,mL,1223.91
MITOXANTRONE 2 MG/ML IV CONC,10,mL,1331.5
PANTOPRAZOLE 40 MG IV SOLR,1,Each,46.04
ATORVASTATIN 10 MG TAB,1,Each,54.719
LIDOCAINE (PF) 10 MG/ML (1 %) IJ SOLN,5,mL,46.04
OXALIPLATIN 100 MG/20 ML SOLN,20,mL,1331.5
DEXTROSE 10% BOLUS IV (NEONATE),1000,mL,130
SODIUM CITRATE 4 GRAM/100 ML (4 %) SOLN - INFUSION,250,mL,130
ATORVASTATIN 20 MG TAB,1,Each,14
MEPIVACAINE (PF) 20 MG/ML (2 %) INJECTION,20,mL,46.04
VECURONIUM BROMIDE 10 MG IV SOLR,1,Each,46.04
PHENYLEPHRINE 1 MG/10 ML (100 MCG/ML) IN NS IV SYRINGE,10,mL,46.04
AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,1,Each,46.04
ELECTROLYTE-A INTRAVENOUS SOLUTION,1000,mL,130
"SODIUM BICARBONATE 150 MEQ/1,000 ML IN D5W INTRAVENOUS",1000,mL,130
AZITHROMYCIN 500 MG IV SOLUTION,1,Each,46.04
KETOROLAC TROMETHAMINE 30 MG/ML INJECTION,1,mL,46.04
ATORVASTATIN 20 MG TAB,1,Each,78.053
ATORVASTATIN 40 MG TAB,1,Each,14
AURANOFIN 3 MG CAP,1,Each,114.294
TOPOTECAN 4 MG IV SOLR,1,Each,1424.97
DIASYLATE SOLUTION (PRISMASATE BK 2/0) 5000 ML,5000,mL,130
DIASYLATE SOLUTION (PRISMASATE BK 0/3.5) 5000 ML,5000,mL,130
ELECTROLYTE-A BOLUS INTRAVENOUS SOLUTION,1000,mL,130
ELECTROLYTE-R IV,1000,mL,130
CITRATE DEXTROSE SOLUTION,1000,mL,130
ONDANSETRON HCL 2 MG/ML IV,20,mL,46.04
LIDOCAINE (PF) 20 MG/ML (2 %) IV SYRINGE,5,mL,46.04
CEFOTAXIME 2 GRAM SOLUTION FOR INJECTION,1,Each,46.04
AZATHIOPRINE 50 MG TAB,1,Each,14
ATROPINE 0.1 MG/ML SYRINGE,10,mL,46.5
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 IJ SOLN",30,mL,46.69
CEFAZOLIN 2 GRAM/20 ML IN STERILE WATER INTRAVENOUS SYRINGE,20,mL,47.33
CEFEPIME 1 GRAM SOLUTION FOR INJECTION,1,Each,47.52
LIDOCAINE (PF) 10 MG/ML (1 %) IJ SOLN,10,mL,47.61
HYDROMORPHONE (PF) 1 MG/ML IJ SOLN,1,mL,29
CEFTAZIDIME 1 GRAM SOLUTION FOR INJECTION,1,Each,47.89
VECURONIUM BROMIDE 10 MG IV SOLR,1,Each,47.89
MITOMYCIN 5 MG IV SOLR,1,Each,1472.48
MITOMYCIN 40 MG INTRAVENOUS SOLUTION,1,Each,1511.14
DOXORUBICIN 50 MG IV POWDER FOR SOLUTION,1,Each,1585.99
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJECTION",0.5,mL,47.89
BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) IJ SOLN,10,mL,48.16
DEXAMETHASONE SODIUM PHOSPHATE (PF) 10 MG/ML INJECTION,1,mL,48.35
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML IJ SOLN,5,mL,48.62
AMPICILLIN-SULBACTAM 1.5 GRAM IV SOLUTION,1,Each,48.81
AZITHROMYCIN 1 GRAM ORAL PACKET,1,Each,181.483
ADENOSINE 3 MG/ML IV SOLN,2,mL,48.81
AZITHROMYCIN 250 MG TAB,1,Each,14
FLUDARABINE 50 MG/2 ML IV SOLN,2,mL,1636.83
DOCETAXEL 80 MG/8 ML (10 MG/ML) IV SOLN,8,mL,1654.75
MEPIVACAINE (PF) 10 MG/ML (1 %) INJECTION,30,mL,49.17
POTASSIUM ACETATE 2 MEQ/ML IV,20,mL,49.73
CALCIUM GLUCONATE 100 MG/ML (10%) IV SOLN,10,mL,49.73
FLUDARABINE 50 MG/2 ML IV SOLN,2,mL,1683.47
ENALAPRILAT 1.25 MG/ML IV INJ,2,mL,50.61
DOCETAXEL 80 MG/4 ML (20 MG/ML) IV SOLN,4,mL,1798.36
AZACITIDINE 100 MG SOLUTION,1,Each,1863.16
AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,1,Each,50.65
PIPERACILLIN-TAZOBACTAM 2.25 GRAM IV SOLR,1,Each,50.65
AZITHROMYCIN 250 MG TAB,1,Each,15.888
DIGOXIN 250 MCG/ML IJ SOLN,2,mL,50.65
AZITHROMYCIN 250 MG TAB,1,Each,16.202
AZITHROMYCIN 250 MG TAB,1,Each,22.866
AZITHROMYCIN 600 MG TAB,1,Each,30.97
AZITHROMYCIN 600 MG TAB,1,Each,35.014
"B COMPLEX 4-VIT D3-VIT C-FA-ZINC OX 1,750 UNIT-60 MG-1 MG-12.5 MG TAB",1,Each,14
B COMPLEX VITAMINS TAB,1,Each,1
DOBUTAMINE 250 MG/20 ML IV,20,mL,51.02
B COMPLEX-VITAMIN C-FOLIC ACID 0.8 MG TAB,1,Each,1
B COMPLEX-VITAMIN C-FOLIC ACID 1 MG CAP,1,Each,14
MEPIVACAINE (PF) 15 MG/ML (1.5 %) INJECTION,30,mL,51.11
LIDOCAINE HCL 0.5 % IJ SOLN,50,mL,51.11
BACITRACIN 500 UNIT/G TOPICAL PACKET,1,Each,1
BACITRACIN ZINC 500 UNIT/G TOPICAL PACKET,1,Each,1
BACLOFEN 10 MG TAB,1,Each,14
EPHEDRINE (PF) 50 MG/10 ML (5 MG/ML) IN NS IV SYRINGE,10,mL,51.2
CYCLOPHOSPHAMIDE 500 MG IV SOLUTION,1,Each,1968.57
ETOMIDATE 2 MG/ML IV SOLN,10,mL,51.2
PROPOFOL 10 MG/ML IV EMUL,20,mL,51.57
PROPOFOL INFUSION,20,mL,51.57
METHYLENE BLUE (ANTIDOTE) 1 % IJ SOLN,1,mL,51.57
CYCLOPHOSPHAMIDE 500 MG IV SOLUTION,1,Each,2178.94
BALSALAZIDE 750 MG CAP,1,Each,14
BARIUM SULFATE 700 MG TAB,1,Each,14
CYCLOPHOSPHAMIDE 500 MG IV SOLUTION,1,Vial,2178.94
CLINDAMYCIN 900 MG/6 ML IV,6,mL,52.49
BELLADONNA ALKALOIDS-OPIUM 16.2 MG-30 MG RECTAL SUPPOSITORY,1,Each,104.508
BELLADONNA ALKALOIDS-OPIUM 16.2 MG-60 MG RECTAL SUPPOSITORY,1,Each,127.049
BENAZEPRIL 10 MG TAB,1,Each,14
BENAZEPRIL 5 MG TAB,1,Each,14
PROPOFOL 10 MG/ML IV EMUL,20,mL,52.49
BENZOCAINE-MENTHOL 15 MG-3.6 MG LOZENGES,1,Each,1
CEFEPIME 1 GRAM SOLUTION FOR INJECTION,1,Each,52.49
PIPERACILLIN-TAZOBACTAM 3.375 GRAM IV SOLR,1,Each,52.49
PROPOFOL INFUSION,20,mL,52.49
DOCETAXEL 80 MG/4 ML (20 MG/ML) IV SOLN,4,mL,2349.84
AZACITIDINE 100 MG SOLUTION,1,Each,2372.82
DOCETAXEL 80 MG/4 ML (20 MG/ML) IV SOLN,4,mL,2573.88
BENZOCAINE-MENTHOL 15 MG-3.6 MG LOZENGES,1,Each,1.95
BENZONATATE 100 MG CAP,1,Each,14
KETOROLAC TROMETHAMINE 30 MG/ML INJECTION,1,mL,52.95
FUROSEMIDE 10 MG/ML IJ SOLN,10,mL,52.95
SUCCINYLCHOLINE CHLORIDE 100 MG/5 ML (20 MG/ML) IV SYRINGE,5,mL,53.04
METOPROLOL 5 MG/5 ML IV SYRINGE,5,mL,53.23
CEFEPIME 1 GRAM IV SOLUTION,1,Each,53.32
CEFTAZIDIME 1 GRAM SOLUTION FOR INJECTION,1,Each,53.65
BENZTROPINE 1 MG TAB,1,Each,14
CLADRIBINE 1 MG/ML IV SOLN,10,mL,2573.88
TOCILIZUMAB 80 MG/4 ML (20 MG/ML) IV,4,mL,2584.28
DEGARELIX 80 MG SUB-Q SOLN,1,Each,2660.04
DOCETAXEL 80 MG/8 ML (10 MG/ML) IV SOLN,8,mL,2825.49
DEGARELIX 80 MG SUB-Q SOLN,1,Each,2880.92
OFATUMUMAB 100 MG/5 ML IV,5,mL,2977.77
PROPOFOL 10 MG/ML IV EMUL,20,mL,53.78
PROPOFOL INFUSION,20,mL,53.78
DOCETAXEL 20 MG/ML (1 ML) IV,1,mL,3381.56
BETAXOLOL 10 MG TAB,1,Each,14
BETAXOLOL 20 MG TABLET,1,Each,14
AZACITIDINE 100 MG SOLUTION,1,Each,3436.93
BUPIVACAINE 0.25 % (2.5 MG/ML) IJ SOLN,50,mL,53.87
BETHANECHOL CHLORIDE 10 MG TAB,1,Each,14
BETHANECHOL CHLORIDE 25 MG TAB,1,Each,14
AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,1,Each,54.33
BICALUTAMIDE 50 MG TAB,1,Each,14
CETUXIMAB 100 MG/50 ML IV,50,mL,3559.06
MITOMYCIN 20 MG IV SOLUTION,1,Each,3705.43
DOBUTAMINE 250 MG/20 ML IV,20,mL,54.33
ADENOSINE 3 MG/ML IV SOLN,2,mL,54.79
BIOTIN 5 MG TABLET,1,Each,1
BISACODYL 10 MG RECTAL SUPPOSITORY,1,Each,1
"BISACODYL 5 MG TAB, DELAYED RELEASE",1,Each,1
CYCLOPHOSPHAMIDE 1 GRAM IV SOLUTION,1,Each,3862.09
PEMETREXED 100 MG IV SOLUTION,1,Each,3961.29
BISMUTH SUBSALICYLATE 262 MG CHEWABLE TAB,1,Each,1
ENOXAPARIN 30 MG/0.3 ML SUB-Q SYRINGE,0.3,mL,54.98
DIGOXIN 250 MCG/ML IJ SOLN,2,mL,55.07
HALOPERIDOL LACTATE 5 MG/ML IJ SOLN,1,mL,55.16
"VANCOMYCIN 1,000 MG IV SOLR",1,Each,55.16
BISOPROLOL FUMARATE 10 MG TAB,1,Each,14
BISOPROLOL FUMARATE 5 MG TAB,1,Each,14
HYDROMORPHONE 2 MG/ML IJ SOLN,1,mL,29
BISOPROLOL-HYDROCHLOROTHIAZIDE 10 MG-6.25 MG TAB,1,Each,14
DIGOXIN 100 MCG/ML IJ SOLN,1,mL,55.24
BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) IJ SOLN,30,mL,55.25
CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION,1,Each,55.25
PHENYLEPHRINE 10 MG/ML INJECTION,1,mL,55.25
ADENOSINE 3 MG/ML IV SOLN,2,mL,55.25
LABETALOL 5 MG/ML IV SOLN,20,mL,55.25
BISOPROLOL-HYDROCHLOROTHIAZIDE 2.5 MG-6.25 MG TAB,1,Each,14
MEROPENEM 500 MG IV SOLR,1,Each,55.25
CEFEPIME 1 GRAM SOLUTION FOR INJECTION,1,Each,55.25
AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,1,Each,55.25
BISOPROLOL-HYDROCHLOROTHIAZIDE 5 MG-6.25 MG TAB,1,Each,14
BISOPROLOL-HYDROCHLOROTHIAZIDE 5 MG-6.25 MG TAB,1,Each,30.853
BOSENTAN 125 MG TAB,1,Each,946.876
AZITHROMYCIN 500 MG IV SOLUTION,1,Each,55.25
BOSENTAN 62.5 MG TAB,1,Each,946.876
BREXPIPRAZOLE 0.5 MG TABLET,1,Each,193.088
BREXPIPRAZOLE 2 MG TABLET,1,Each,193.088
"WATER FOR INJECTION, STERILE IV",2000,mL,55.25
BROMOCRIPTINE 0.8 MG TAB,1,Each,20.655
ROCURONIUM 10 MG/ML IV,5,mL,55.25
CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,1,Each,55.25
BROMOCRIPTINE 2.5 MG TAB,1,Each,15.685
CEFOXITIN 1 GRAM IV SOLUTION,1,Each,55.25
BROMOCRIPTINE 2.5 MG TAB,1,Each,24.748
BROMOCRIPTINE 2.5 MG TAB,1,Each,29.679
METHYLPREDNISOLONE (PF) 40 MG/ML IJ SOLR,1,Each,55.4
BUDESONIDE SR 3 MG 24 HR CAP,1,Each,71.484
BUDESONIDE SR 3 MG 24 HR CAP,1,Each,91.111
BUMETANIDE 0.5 MG TAB,1,Each,14
BUMETANIDE 1 MG TAB,1,Each,14
LIDOCAINE (PF) 20 MG/ML (2 %) IJ SOLN,10,mL,55.53
"LIDOCAINE-EPINEPHRINE 0.5 %-1:200,000 IJ SOLN",50,mL,56.17
HALOPERIDOL LACTATE 5 MG/ML IJ SOLN,1,mL,56.54
FUROSEMIDE 10 MG/ML IJ SOLN,2,mL,56.91
LIDOCAINE HCL 2 % (20 MG/ML) IJ SOLN,50,mL,57.09
PROPRANOLOL 1 MG/ML IV,1,mL,57.09
LEVETIRACETAM 500 MG/5 ML IV SOLN,5,mL,57.09
BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) IJ SOLN,30,mL,57.19
ETOMIDATE 2 MG/ML IV SOLN,10,mL,57.28
NALBUPHINE 20 MG/ML INJECTION,1,mL,57.34
METHYLENE BLUE (ANTIDOTE) 1 % IJ SOLN,1,mL,57.55
MILRINONE 1 MG/ML IV SOLN,10,mL,57.55
KETOROLAC TROMETHAMINE 60 MG/2 ML IM,2,mL,57.55
SODIUM ACETATE 2 MEQ/ML IV,100,mL,58.01
CYCLOPHOSPHAMIDE 1 GRAM IV SOLUTION,1,Vial,4282.87
BUPRENORPHINE-NALOXONE 2 MG-0.5 MG SUBLINGUAL TAB,1,Each,23.849
BUPRENORPHINE-NALOXONE 2 MG-0.5 MG SUBLINGUAL TAB,1,Each,28.5
BUPIVACAINE (PF) 0.5 % (5 MG/ML) IJ SOLN,30,mL,58.01
"MVI,PEDI NO.1 (VIAL 2 OF 2) 140 MCG-20 MCG-1 MCG/ML IV SOLN",1,mL,58.24
MORPHINE 4 MG/ML SYRINGE,1,mL,29
LORAZEPAM 2 MG/ML IJ SOLN,1,mL,29
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,30,mL,58.29
ETOMIDATE 2 MG/ML IV SOLN,20,mL,58.57
LIDOCAINE (PF) 10 MG/ML (1 %) IV SYRINGE,5,mL,58.57
BUPRENORPHINE-NALOXONE 8 MG-2 MG SUBLINGUAL TAB,1,Each,39.579
BUPRENORPHINE-NALOXONE 8 MG-2 MG SUBLINGUAL TAB,1,Each,39.622
BUPROPION 100 MG TAB,1,Each,14
BUPROPION 75 MG TAB,1,Each,14
BUPROPION SR 100 MG TAB,1,Each,14
BUPROPION SR 150 MG TAB,1,Each,14
ETOMIDATE 2 MG/ML IV SOLN,20,mL,58.93
FLUMAZENIL 0.1 MG/ML IV SOLN,5,mL,59.86
GEMCITABINE 1 GRAM IV SOLR,1,Each,4331.41
BENDAMUSTINE 25 MG INTRAVENOUS POWDER FOR SOLUTION,1,Vial,4342.9
NITROGLYCERIN 2 MG/5ML (400 MCG/ML) COMPOUNDED INJ HR,5,mL,59.86
NITROGLYCERIN 1 MG/10 ML (100 MCG/ML COMPOUNDED) INJEC,5,mL,59.86
OCTREOTIDE ACETATE 100 MCG/ML INJECTION,1,mL,59.86
ROCURONIUM 10 MG/ML IV,5,mL,59.86
PIPERACILLIN-TAZOBACTAM 2.25 GRAM IV SOLR,1,Each,60.06
BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) IJ SOLN,30,mL,60.22
AMINOCAPROIC ACID 250 MG/ML IV SOLN,20,mL,60.41
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,30,mL,60.5
DOXERCALCIFEROL 4 MCG/2 ML IV SOLN,2,mL,60.78
FOSPHENYTOIN 500 MG PE/10 ML INJECTION,10,mL,60.78
BUPROPION XL 150 MG 24 HR TAB,1,Each,14
ALCOHOL 62% (NOZIN) NASAL SANITIZER,1,Each,7.24
BUPROPION XL 150 MG 24 HR TAB,1,Each,17.94
CEFTAZIDIME 500 MG SOLUTION FOR INJECTION,1,Each,60.78
LIDOCAINE (PF) 15 MG/ML INJECTION,10,mL,61.14
"HEPARIN (PORCINE) 1,000 UNIT/ML IJ SOLN",30,mL,61.33
VALPROATE SODIUM 100 MG/ML IV,5,mL,61.7
BUPROPION XL 150 MG 24 HR TAB,1,Each,19.971
BUPROPION XL 150 MG 24 HR TAB,1,Each,25.758
AMIKACIN 500 MG/2 ML INJECTION,2,mL,61.7
PHENYLEPHRINE 1 MG/10 ML (100 MCG/ML) IN NS IV SYRINGE,10,mL,61.79
BUPROPION XL 150 MG 24 HR TAB,1,Each,223.653
BUPROPION XL 150 MG 24 HR TAB,1,Each,223.668
BUPROPION XL 300 MG 24 HR TAB,1,Each,14
ETOMIDATE 2 MG/ML IV SOLN,20,mL,61.88
LABETALOL 5 MG/ML IV SYRINGE,4,mL,62.25
FLUMAZENIL 0.1 MG/ML IV SOLN,5,mL,62.43
BUPROPION XL 300 MG 24 HR TAB,1,Each,17.406
BUPROPION XL 300 MG 24 HR TAB,1,Each,18.924
MILRINONE 1 MG/ML IV SOLN,10,mL,62.43
BUSPIRONE 10 MG TAB,1,Each,14
BUSPIRONE 5 MG TAB,1,Each,14
CALCIUM CHLORIDE 10% (100 MG/ML) IV SYRINGE,10,mL,62.53
PROPRANOLOL 1 MG/ML IV,1,mL,62.53
LABETALOL 5 MG/ML IV SOLN,40,mL,62.62
"HEPARIN (PORCINE) 1,000 UNIT/ML IJ SOLN",30,mL,62.71
MEPIVACAINE (PF) 10 MG/ML (1 %) INJECTION,30,mL,62.71
METHYLERGONOVINE MALEATE 0.2 MG/ML IJ SOLN,1,mL,63.19
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50 MG-300 MG-40 MG CAPSULE,1,Each,14
PIPERACILLIN-TAZOBACTAM 2.25 GRAM IV SOLR,1,Each,63.23
BUTALBITAL-ASPIRIN-CAFFEINE 50 MG-325 MG-40 MG CAP,1,Each,14
PIPERACILLIN-TAZOBACTAM 2.25 GRAM IV SOLR,1,Each,63.26
BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) IJ SOLN,30,mL,63.54
DEXTROSE 5%-1/3 NORMAL SALINE IV,1000,mL,130
DEXTROSE 5%-1/3 NORMAL SALINE IV,500,mL,130
DEGARELIX 120 MG SUB-Q SOLN,1,Each,4452.85
DOCETAXEL 160 MG/8 ML (20 MG/ML) IV SOLN,8,mL,4624.67
BEVACIZUMAB 25 MG/ML IV SOLN,4,mL,4653.05
SODIUM CHLORIDE 0.9% BOLUS IV,25,mL,130
DEXTROSE 5% IN WATER (D5W) IV PIGGY BACK,250,mL,130
CABERGOLINE 0.5 MG TABLET,1,Each,58.304
CAFFEINE 200 MG TAB,1,Each,14
AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,1,Each,63.61
"CYANOCOBALAMIN 1,000 MCG/ML IJ SOLN",1,mL,63.63
THIAMINE 100 MG/ML INJECTION,2,mL,63.72
"CYANOCOBALAMIN 1,000 MCG/ML IJ SOLN",1,mL,64.37
DOCETAXEL 80 MG/4 ML (20 MG/ML) IV SOLN,4,mL,4670.63
TRACE ELEMENTS PED CR-CU-MN-ZN 1 MCG-100 MCG-30MCG-500MCG/ML IV SOLN,10,mL,64.46
DEXTROSE 5% IN WATER (D5W) IV,1000,mL,130
ROCURONIUM 10 MG/ML IV,10,mL,64.46
CALCITRIOL 0.25 MCG CAP,1,Each,14
ATROPINE 0.4 MG/ML IJ SOLN,1,mL,64.46
AMPICILLIN 2 GRAM SOLUTION FOR INJECTION,1,Each,64.46
RITUXIMAB 10 MG/ML IV CONC,10,mL,5472.11
NIVOLUMAB 40 MG/4 ML INTRAVENOUS SOLUTION,4,mL,6100.05
DOCETAXEL 80 MG IV SOLN,1,Each,6252.1
DEXTROSE 5% IN WATER (D5W) IV,500,mL,130
TOCILIZUMAB 200 MG/10 ML (20 MG/ML) IV,10,mL,6348.2
VANCOMYCIN 500 MG IV SOLR,1,Each,64.46
