'Procedure ID','Description','Amount'
'7738','LAMOTRIGINE 25MG TAB    ','37.00'
'7774','LANSOPRAZOLE 15MG SA CAP','52.00'
'7838','LANSOPRAZOLE 30MG SA CAP','52.00'
'7841','LATANOPROST 0.005% 2.5ML','423.00'
'7944','LETROZOLE 2.5MG TAB     ','75.00'
'7977','LEUCOVORIN CA 50 MG INJ ','339.00'
'7995','LEVETIRACETAM 250MG TAB ','26.00'
'7996','LEVETIRACETAM 500MG TAB ','42.00'
'8002','LEVOBUNOLOL 0.5% 2ML OP ','165.00'
'8003','LEVOBUNOLOL 0.25% 5ML OP','305.00'
'8041','LEVOFLOXACIN 250MG TAB  ','98.00'
'8044','LEVOFLOXACIN 500MG TAB  ','117.00'
'8061','LEVOTHYROXINE 0.025MGTAB','6.00'
'8062','LEVOTHYROXINE 0.05MG TAB','6.00'
'8063','LEVOTHYROXINE 0.075MGTAB','23.00'
'8066','LEVOTHYROXINE 0.112MGTAB','9.00'
'8068','LEVOTHYROXINE 0.088MGTAB','23.00'
'8069','LEVOTHYROXINE 0.125MGTAB','6.00'
'8148','LEVOTHYROXINE 0.1MG TAB ','6.00'
'8152','LEVOTHYROXINE 200MCG INJ','401.00'
'8227','LIDO/EPI 1%/1:100M 20ML ','69.00'
'8228','LIDO/EPI 1%/1:100M 30ML ','24.00'
'8233','LIDO/EPI1%1:200M30MLINJ ','44.00'
'8238','LIDO/EP12%1:100M20ML INJ','46.00'
'8239','LIDO/EPI2%1:100M30ML INJ','18.00'
'8244','LIDO/EPI2%1:200M20ML INJ','68.00'
'8245','LIDO/EPI0.5%/1:200M INJ ','95.00'
'8248','LIDO/PRIL2.5%/2.5% 5G CR','28.00'
'8250','LIDO/PRIL2.5%/2.5%30G CR','148.00'
'8261','LIDOCNE 0.5% 50ML VL INJ','87.00'
'8264','LIDOCAINE 1% 20ML VL INJ','68.00'
'8280','LIDOCAINE 2% 20ML VL INJ','62.00'
'8283','LIDOCAINE 2% 30ML GEL   ','325.00'
'8286','LIDOCAINE 2% 5ML SYR INJ','135.00'
'8296','LIDOCAINE 4% 50ML TOP   ','132.00'
'8301','LIDOCAINE 5% 35GM OI    ','117.00'
'8302','LIDOCAINE 5% 700MG PAT  ','81.00'
'8311','LIDOCAINE VISC 2% 20ML  ','40.00'
'8313','LIDOCNE/D5%/7.5% 2ML INJ','165.00'
'8317','LIDOC-PF 1% 10ML VL INJ ','23.00'
'8318','LIDOC-PF 1% 2ML AMP INJ ','9.00'
'8319','LIDOCAINE-PF 1% 5ML INJ ','149.00'
'8324','LIDOCAINE-PF 2% 10ML    ','117.00'
'8334','LINEZOLID 600MG PO      ','478.00'
'8346','LIOTHYRONINE 25MCG TAB  ','6.00'
'8358','LISINOPRIL 20MG TAB     ','23.00'
'8361','LISINOPRIL 5MG TAB      ','23.00'
'8365','LITHIUM CARB 150MG CAP  ','6.00'
'8368','LITHIUM CARB 300MG SA   ','6.00'
'8371','LITHIUM CITR 300MG/5ML  ','6.00'
'8382','LOPERAMIDE 1MG/5ML LIQ  ','6.00'
'8383','LOPERAMIDE 2MG CAP      ','23.00'
'8389','LORATADINE 10MG TAB     ','37.00'
'8393','LORAZEPAM 0.5MG TAB     ','23.00'
'8395','LORAZEPAM 2 MG INJ      ','214.00'
'8399','LORAZEPAM 2MG/ML LIQ    ','4.00'
'8404','LOSARTAN 25MG TAB       ','25.00'
'8422','LOVASTATIN 20MG TAB     ','42.00'
'8424','LOXAPINE 25MG CAP       ','26.00'
'8436','LOXAPINE 5MG CAP        ','23.00'
'8461','MAGNESIUM CITRATE 300ML ','17.00'
'8477','MAGNESIUM OXID 400MG TAB','6.00'
'8498','MANNITOL 10% 1000ML     ','418.00'
'8499','MANNITOL 20% 500ML      ','220.00'
'8529','MANNITOL 25% IN 50 ML   ','105.00'
'8574','MAPROTILINE 25MG TAB    ','9.00'
'8630','MECLIZINE 12.5MG TAB    ','6.00'
'8642','MEDROXYPROGEST 10MG TAB ','23.00'
'8645','MEDROXYPROGEST 2.5MG TAB','9.00'
'8647','MEDROXYPROGEST 5MG TAB  ','21.00'
'8658','MELOXICAM 7.5MG TAB     ','23.00'
'8683','MEPERIDINE 25MG/1ML SYR ','95.00'
'8747','MESALAMINE 250MG SA CAP ','9.00'
'8748','MESALAMINE 400MG ER TAB ','21.00'
'8842','METAPROTERENOL 10MG TAB ','9.00'
'8852','METFORMIN 500MG TAB     ','21.00'
'8853','METFORMIN 500MG XR TAB  ','23.00'
'8863','METFORMIN 850MG TAB     ','23.00'
'8867','METHADONE 10MG TAB      ','9.00'
'8874','METHAZOLAMIDE 50MG TAB  ','23.00'
'8880','METHENA/NA BIPH 500/500T','6.00'
'8886','METHIMAZOLE 5MG TAB     ','4.00'
'8889','METHOCARBAMOL 500MG TAB ','6.00'
'8892','METHOCARBAMOL 750MG TAB ','4.00'
'8894','METHOHEXITAL 500MG INJ  ','363.00'
'8897','METHOTREXATE 2.5 MG PO  ','63.00'
'8925','METHYLCELLULOSE PKT     ','6.00'
'8931','METHYLDOPA 250MG TAB    ','9.00'
'8947','METHYLERGONOVIN TO 0.2MG','78.00'
'8949','METHYLPHENIDATE 10MG TAB','21.00'
'8964','METHYLPRED ACET 80 MG   ','98.00'
'8969','METHYLPRED SUCC TO 125MG','75.00'
'8973','METHYLPRED SUCC 40MG INJ','44.00'
'8976','METHYLPRED 4 MG PO      ','21.00'
'8984','METIPRANOLOL 0.3% 5ML OP','122.00'
'8994','METOCLOPRAMIDE TO 10 MG ','48.00'
'9094','METOCLOPRAMIDE 5MG TAB  ','9.00'
'9096','METOCLOPRAMIDE 5MG/5ML  ','9.00'
'9109','METOLAZONE 2.5MG TAB    ','21.00'
'9137','METOPROLOL 25MG SA TAB  ','23.00'
'9139','METOPROLOL 25MG TAB     ','6.00'
'9162','METOPROLOL 5MG/5ML AMP  ','122.00'
'9174','METRONIDAZOL 500MG/100ML','270.00'
'9175','METRONIDAZOLE 250MG TAB ','21.00'
'9182','METRONIDAZOLE 500MG TAB ','24.00'
'9185','MEXILETINE 150MG CAP    ','23.00'
'9207','ABACAVIR 300MG TAB      ','42.00'
'9226','ACARBOSE 25MG TAB       ','23.00'
'9244','MIDODRINE 2.5MG TAB     ','25.00'
'9265','MINOCYCLINE 100MG CAP   ','51.00'
'9269','MINOXIDIL 10 MG PO      ','21.00'
'9275','MIRTAZAPINE 15MG DISP TA','9.00'
'9277','MIRTAZAPINE 15MG TAB    ','26.00'
'9279','UNLISTED SPECIAL ORDER 1','21.00'
'9291','MISOPROSTOL 100MCG TAB  ','21.00'
'9319','MODAFINIL 100MG TAB     ','75.00'
'9323','MOEXIPRIL 15MG TAB      ','23.00'
'9346','MONTELUKAST 10MG TAB    ','26.00'
'9347','MONTELUKAST 4MG CHEW TAB','45.00'
'9371','MORPHINE SULF 10MG INJ  ','163.00'
'9373','MORPHINE SULF 10MG INJ  ','86.00'
'9380','MORPHINE 10MG/5ML LIQ   ','6.00'
'9386','MORPHINE 15MG SA TAB    ','24.00'
'9398','MORPHINE 20MG/ML LIQ    ','4.00'
'9409','MORPHINE 30MG SA TAB    ','37.00'
'9434','MULTIVITAM THER/MIN/FE T','9.00'
'9439','MULTIVITAMINS 10ML VL   ','81.00'
'9457','MULTIVITAMINS THERAP TAB','6.00'
'9461','MULTIVITAMINS/FE/MIN LIQ','9.00'
'9484','MUPIROCIN 2% UPTO 1GM OI','5.00'
'9496','MYCOPHENOLATE 250 MG PO ','37.00'
'9535','NADOLOL 20MG TAB        ','9.00'
'9536','CEFUROXIME 250MG/5ML LIQ','289.00'
'9641','NAFCILLIN 1GM/4ML VL    ','84.00'
'9654','NAFCILLIN 2GM VL        ','201.00'
'9664','NALBUPHINE 10 MG INJ    ','91.00'
'9672','NALOXONE 0.4MG/1ML INJ  ','73.00'
'9699','NAPROXEN 250MG TAB      ','23.00'
'9721','NATEGLINIDE 120MG TAB   ','23.00'
'9726','NEFAZODONE 100MG TAB    ','24.00'
'9742','NELFINAVIR 250MG TAB    ','37.00'
'9745','NEOMY/BAC/POLY/HC 15G OI','608.00'
'9746','NEOMYC/GRAM/POLY 10ML OP','136.00'
'9748','NEOMYC/POLY/HC 10ML SUSP','246.00'
'9752','NEOMYCI/BAC/POLY 3.5G OI','212.00'
'9762','NEOMYCI/POLY/DEX 5ML OP ','348.00'
'9765','NEOMYCI/POLY/HC 7.5ML OP','240.00'
'9768','NEOMYCI/POLY/PRED 5ML OP','170.00'
'9777','NEOMYCIN 500MG TAB      ','9.00'
'9801','NESIRITIDE 6MCG/1ML VL  ','7099.00'
'9815','NIACIN 500MG TAB        ','6.00'
'9825','NICARDIPINE 20MG CAP    ','9.00'
'9828','NICARDIPINE 25MG AMP    ','1763.00'
'9852','NICARDIPINE 30MG CAP    ','21.00'
'9854','D70/W 1000ML            ','161.00'
'9857','NICARDIPINE 45MG SR CAP ','25.00'
'9862','NICOTINE PATCH NONLEGEND','82.00'
'9863','NICOTINE PATCH NONLEGEND','78.00'
'9864','SMOKING CESSATION GUM   ','9.00'
'9865','NICOTINE PATCH NONLEGEND','75.00'
'9866','NIFEDIPINE 10MG CAP     ','21.00'
'9870','NIFEDIPINE 30MG SA TAB  ','26.00'
'9880','NITRO/NITRO MAC 100MG SA','25.00'
'9884','NITROFURAN MACRO 100MG C','26.00'
'9887','NITROFURAN MACRO 50MG C ','23.00'
'9896','NITROGLYCERIN 0.4MG SL T','46.00'
'9898','NITROGLYCERIN 10MG PAT  ','46.00'
'9899','NITROGLYCERIN 15MG PAT  ','46.00'
'9903','NITROGLYCERIN 2% 1GM OI ','23.00'
'9908','NITROGLYCERIN 2% 30GM OI','167.00'
'9909','NITROGLYCERIN 2.5MG PAT ','46.00'
'9910','NITROGLYCERIN 2.5MG SA C','6.00'
'9914','NITROGLYN 25MG/250ML INJ','44.00'
'9916','NITROGLYN 50MG/250ML INJ','361.00'
'9920','NITROGLYCERIN 5MG PAT   ','46.00'
'9921','NITROGLYCERIN 6.5MG SA  ','6.00'
'9926','NITROPRUSSIDE 50 MG INJ ','117.00'
'9927','NIZATIDINE 150MG CAP    ','26.00'
'9935','NOREPINEPHRINE 4MG AMP  ','193.00'
'9939','NORFLOXACIN 400MG TAB   ','44.00'
'9940','NORGESTREL/ETH EST TAB  ','9.00'
'9943','NORTRIPTYLINE 10MG CAP  ','21.00'
'9947','NORTRIPTYLINE 25MG CAP  ','24.00'
'9951','NYSTATIN 100MU TAB      ','46.00'
'9960','NYSTATIN 100MU/ML LIQ   ','24.00'
'9962','NYSTATIN 15GM PWD       ','313.00'
'9966','NYSTATIN/TRIAMCIN 15G CR','70.00'
'9967','NYSTATIN/TRIAMCIN 15G OI','91.00'
'9970','NYSTATIN/TRIAMCIN 30G CR','31.00'
'9973','OFLOXACIN 0.3% 5ML OP   ','86.00'
'9975','OFLOXACIN 0.3% 5ML OTIC ','78.00'
'9984','OLANZAPINE 10MG DISP TAB','6.00'
'9993','OLANZAPINE 5MG TAB      ','24.00'
'9995','OLMESARTAN 20MG TAB     ','24.00'
'11266','OLOPATADNE 0.1% 5ML OP  ','762.00'
'11269','OMEGA-3 TRIGLYCERIDES CA','6.00'
'12837','OMEPRAZOLE 20MG SA CAP  ','9.00'
'15654','OPIUM/BELLADONNA 16A SUP','205.00'
'15665','ORPHENADRINE 100MG SA TA','26.00'
'15667','ORPHENADRINE 60 MG INJ  ','177.00'
'15668','OSELTAMIVIR 75MG CAP    ','98.00'
'15686','OXCARBAZEPINE 150MG TAB ','21.00'
'15701','OXYBUTYNIN 5MG TAB      ','21.00'
'15702','OXYBUTYNIN 5MG XL TAB   ','26.00'
'15704','OXYCODONE 10MG SR TAB   ','25.00'
'15713','OXYCODONE 40MG SR TAB   ','78.00'
'15716','OXYCODONE 5MG TAB       ','21.00'
'15724','OXYCODONE/APAP 5/325 TAB','9.00'
'15732','OXYMETAZOL 0.05% 15MLSPR','46.00'
'15743','OXYTOCIN UP TO 10 UNITS ','52.00'
'15748','PAMIDRONATE 30 MG INJ   ','181.00'
'15749','PANCURONIUM 10MG/10ML VL','42.00'
'15754','PANTOPRAZOLE 20MG DR TAB','51.00'
'15755','PANTOPRAZOLE 40MG EC TAB','51.00'
'15771','PAROXETINE 10MG TAB     ','37.00'
'15773','PAROXETINE 12.5MG CR TAB','26.00'
'15774','PAROXETINE 20MG TAB     ','37.00'
'15775','PAROXETINE 25MG CR TAB  ','28.00'
'15824','PCNG K 5 MILLION U INJ  ','51.00'
'15826','PENICILLIN V K 250MG TAB','6.00'
'15828','PENICILLIN V K 250MG/5ML','23.00'
'15833','INH PENTAMIDINE NC 300MG','901.00'
'15842','PENTAZOCINE/NALOXO50/0.5','24.00'
'15862','PENTOXIFYLLINE 400MG SA ','21.00'
'15881','PERPHENAZINE 2MG TAB    ','21.00'
'15891','PETROLAT WHITE 3.5GM OP ','149.00'
'15894','PHENAZOPYRIDINE 100MG TA','6.00'
'15909','PHENELZINE 15MG TAB     ','6.00'
'15933','PHENOBARBITAL 20MG/5ML  ','21.00'
'15935','PHENOBARBITAL 30MG TAB  ','9.00'
'15942','PHENOBARBITAL 65 MG INJ ','51.00'
'15944','PHENOL/SOD PHENOLATE LIQ','71.00'
'15966','PHENYLEP/SHRK LIV/CB SUP','6.00'
'15969','PHENYLEPH 0.25% 15ML GTT','69.00'
'16033','PHENYLEPH 0.5% 15ML GTT ','69.00'
'16066','PHENYLEPHRINE 10% 5ML OP','120.00'
'16068','PHENYLEPHRINE 10MG VL   ','138.00'
'16085','PHENYTOIN 100MG EX CAP  ','6.00'
'16086','PHENYTOIN 125MG/5ML LIQ ','23.00'
'16174','PHENYTOIN 50MG CHEW TAB ','9.00'
'16196','PHOSPHATE K-SOD/PHOS PKT','6.00'
'16203','PHOSPHATE POT 500MG TAB ','6.00'
'16212','VIT K PHYTONADIONE 1 MG ','70.00'
'16219','PHYTONADIONE 5MG TAB    ','21.00'
'16223','PILOCARPINE 1% 15ML OP  ','282.00'
'16230','PILOCARPINE 2% 15ML OP  ','380.00'
'16232','PILOCARPINE 2% 1ML OP   ','46.00'
'16235','PILOCARPINE 4% 15ML OP  ','397.00'
'16239','PILOCARPINE 4% 2ML OP   ','84.00'
'16357','PINDOLOL 10MG TAB       ','25.00'
'16359','PIOGLITAZONE 15MG TAB   ','37.00'
'16420','PIRBUTEROL 25.6GM INH   ','545.00'
'16434','PPSV23 VAC IMSQ         ','230.00'
'16440','POLYCARBOPHIL 625MG TAB ','6.00'
'16442','POLYETHENE GLYC 17GM PKT','15.00'
'16444','POLYMYXIN B 500MU VL    ','136.00'
'16448','POLYMYXIN B/TRIM 10ML OP','62.00'
'16453','POLYVINYL ALC 15ML OP   ','109.00'
'16455','POTASS CH 10% 20MEQ/15ML','9.00'
'16585','POTASSIUM CHL 10MEQ SA  ','6.00'
'16615','POTASSIUM IOD 1GM/ML LIQ','232.00'
'16622','POTASSIUM PHOS 15MM VL  ','44.00'
'16759','SODIUM BICAR 8.4% 50ML V','132.00'
'16792','PRAMIPEXOLE 0.125MG TAB ','25.00'
'16797','PRAMIPEXOLE 1MG TAB     ','25.00'
'16799','PRAMOX/HC 1% TOP 10G    ','580.00'
'16805','PRAMOXINE 1% 15G REC FOA','242.00'
'16809','PRAMOXINE/ZN OX 30GM OI ','23.00'
'16810','PRAVASTATIN 10MG TAB    ','26.00'
'16814','PRAZOSIN 1MG CAP        ','9.00'
'16848','PRAZOSIN 2MG CAP        ','9.00'
'16896','PRAZOSIN 5MG CAP        ','24.00'
'16987','PREDNISOLONE AC1% 5ML OP','299.00'
'17038','PREDNISONE 1MG TAB      ','4.00'
'17052','PRIMIDONE 250MG TAB     ','21.00'
'17062','PRIMIDONE 50MG TAB      ','6.00'
'17066','PROBENECID 500MG TAB    ','9.00'
'17073','PROCAINAMIDE 1 G INJ    ','120.00'
'17078','PROCAINAMIDE 500MG SA TA','21.00'
'17092','PROCHLORPERAZIN 25MG SUP','51.00'
'17098','PROCHLORPERAZINE 10 MG  ','52.00'
'17119','PROMETHAZINE 12.5MG SUPP','44.00'
'17123','PROMETHAZINE 25 MG INJ  ','71.00'
'17124','PROMETHAZINE 25MG SUPP  ','46.00'
'17134','PROPAFENONE 150MG TAB   ','24.00'
'17151','PROPOXYPHENE 100MG TAB  ','21.00'
'17160','PROPRANOLOL 10MG TAB    ','9.00'
'17164','PROPRANOLOL 1 MG INJ    ','95.00'
'17183','PROPRANOLOL 60MG SA CAP ','23.00'
'17185','PROPRANOLOL 80MG SA CAP ','24.00'
'17191','PROPYLTHIOURACIL 50MG TA','6.00'
'17225','PSEUDOEPHED 120MG SA TAB','9.00'
'17240','PSEUDOEPHEDRINE 30MG TAB','9.00'
'17242','PSEUDOEPHEDRINE 30MG/5ML','6.00'
'17258','PSYLLIUM PWD            ','6.00'
'17267','PYRAZINAMIDE 500MG TAB  ','24.00'
'17268','PYRIDOSTIGMINE 10MG AMP ','44.00'
'17274','PYRIDOSTIGMINE 60MG TAB ','9.00'
'17281','PYRIDOXINE 50MG TAB     ','6.00'
'17329','QUETIAPINE 100MG TAB    ','28.00'
'17361','QUETIAPINE 25MG TAB     ','23.00'
'17363','QUINAPRIL 10MG TAB      ','23.00'
'17370','QUINIDINE GLUC 324MG ER ','21.00'
'17387','RABIES VAC IM           ','2233.00'
'17388','RALOXIFENE 60MG TAB     ','25.00'
'17389','RAMIPRIL 1.25MG CAP     ','21.00'
'17393','RAMIPRIL 2.5MG CAP      ','23.00'
'17399','RANITIDINE 15MG/ML LIQ  ','105.00'
'17416','REMIFENTANIL 1MG VL     ','205.00'
'17452','RIFAMPIN 300MG CAP      ','28.00'
'17470','LACTATED RINGERS 1000 ML','31.00'
'17566','RISEDRONATE 5MG TAB     ','28.00'
'17567','RISPERIDONE 0.5MG DISP  ','42.00'
'17568','RISPERIDONE 0.5MG TAB   ','28.00'
'17569','RISPERIDONE 1MG DISP TAB','45.00'
'17572','RISPERIDONE 1MG TAB     ','4.00'
'17573','RISPERIDONE 1MG/ML LIQ  ','4.00'
'17582','TPN 4.25%/DEX/ELE 1000ML','278.00'
'17585','RITONAVIR 100MG CAP     ','24.00'
'17591','RIVASTIGMINE 1.5MG CAP  ','25.00'
'17592','ROCURONIUM 100MG/10ML VL','41.00'
'17593','ROCURONIUM 50MG/5ML VL  ','200.00'
'17653','ROPINIROLE 0.25MG TAB   ','24.00'
'17656','ROPINIROLE 1MG TAB      ','24.00'
'17671','ROSIGLITAZONE 2MG TAB   ','26.00'
'17694','FLUTIC/SAL100/50MCGINH14','868.00'
'17695','FLUTIC/SAL250/50MCGINH14','1077.00'
'17696','FLUTIC/SAL500/50MCGINH14','1500.00'
'17698','SALMETEROL 50MCG DISK   ','595.00'
'17725','SELEGILINE 5MG TAB      ','42.00'
'17739','SENNA 8.6MG TAB         ','6.00'
'17746','SENNA/DOCUSATE TAB      ','9.00'
'17754','SERTRALINE 25MG TAB     ','26.00'
'17756','SERTRALINE 50MG TAB     ','42.00'
'17757','SEVELAMER 800MG TAB     ','23.00'
'17758','SILVER NITRATE APPL     ','44.00'
'17769','SILVER SULFADI 1% 50G CR','104.00'
'17772','SIMETHICON 40MG/0.6MLGTT','153.00'
'17774','SIMETHICONE 40MG CHEW TA','6.00'
'17796','SIMETHICONE 80MG CHEW TA','6.00'
'17805','SIMVASTATIN 20MG TAB    ','44.00'
'17806','SIMVASTATIN 10MG TAB    ','37.00'
'17820','RX SKIN TRICHOPHYTON    ','604.00'
'17825','RX SKIN TB-PPD          ','247.00'
'17833','SODI HYPOCHL 0.25% 480ML','42.00'
'17836','SODI HYPOCHL 0.5% 480ML ','40.00'
'17840','SODIUM BIC 4.2% 10ML SYR','228.00'
'17854','SODIUM BIC 8.4% 50ML SYR','318.00'
'17856','ALFUZOSIN 10MG XR TAB   ','28.00'
'17873','SODIUM BICARB 650MG TAB ','6.00'
'17881','SODIUM CHL 0.45% 500ML  ','39.00'
'17896','SODIUM CHL 0.65% SPR    ','46.00'
'17897','NS 1000 ML              ','31.00'
'17918','NS 250 ML               ','44.00'
'17924','SOLUTION IV 0.9% NACL 50','29.00'
'17925','NS 500 ML               ','31.00'
'17935','SODIUM CHL 120MEQ/30MLVL','46.00'
'17936','SODIUM CHL 1GM TAB      ','4.00'
'17938','SODIUM CHL 3% 500ML     ','46.00'
'17956','SODIUM CIT/CITRIC AC LIQ','21.00'
'17969','SODIUM PH/SOD BI133MLENE','9.00'
'17975','SODIUM PHOSPHATE 45MM VL','89.00'
'17976','SODIUM POLYSTY 15GM/60ML','158.00'
'17984','AMINOPHYLLINE 100MG TAB ','6.00'
'17987','SODIUM/CA/MG/K PL 15MLOP','103.00'
'17989','SODIUM/CA/MG/K PL500MLOP','284.00'
'17991','SOD-K SALTS/NACL 15ML OP','78.00'
'17992','SOD-K SALTS/PE GLY4L LIQ','254.00'
'17993','SORBITOL 70% LIQ        ','9.00'
'18006','SOTALOL 80MG TAB        ','37.00'
'18098','SPIRONOLACTONE 25MG TAB ','6.00'
'18100','SPIRONOLACTONE 50MG TAB ','23.00'
'18259','SUCRALFATE 1GM TAB      ','23.00'
'18261','SUCRALFATE 1GM/10ML LIQ ','23.00'
'18270','SULFA/TRIM 80/400/5MLLIQ','37.00'
'18272','SULFAC/PRED 10%/0.2% 5ML','429.00'
'18280','SULFACETAMID 10% 15ML OP','194.00'
'18284','SULFACETAMID 10% 3.5G OP','308.00'
'18293','SULFAMETH/TRIM 800/160 T','21.00'
'18294','SULFAMETH/TRIM 400/80 TA','6.00'
'18295','SULFAMETH/TRIMETH 10 ML ','159.00'
'18383','SULFASALAZINE 500MG TAB ','6.00'
'18399','SUMATRIPTAN 50MG TAB    ','141.00'
'18407','SUMATRIPTAN SUCC 6MG INJ','642.00'
'18428','TALC STERILE POWD 5GM   ','1083.00'
'18429','TAMSULOSIN 0.4MG SR CAP ','24.00'
'18438','TELMISARTAN 40MG TAB    ','24.00'
'18439','TEMAZEPAM 15MG CAP      ','9.00'
'18442','TEMAZEPAM 7.5MG CAP     ','72.00'
'18446','TENOFOVIR 300MG TAB     ','214.00'
'18447','TERAZOSIN 1MG CAP       ','25.00'
'18448','TERAZOSIN 2MG CAP       ','25.00'
'18450','TERAZOSIN 5MG CAP       ','25.00'
'18455','TERBINAFINE 250MG TAB   ','90.00'
'18456','TERBUTALINE 1 MG INJ    ','52.00'
'18457','TERBUTALINE 2.5MG TAB   ','9.00'
'18474','TETANUS IG HUMAN 250 U  ','935.00'
'18484','TETRACAINE 0.5% 1ML OP  ','46.00'
'18491','TETRACAINE/BENZ 56ML SPR','40.00'
'18500','TETRACYCLINE 250MG CAP  ','6.00'
'18502','TETRAHYDROZ 0.05% 15MLOP','6.00'
'18510','THEOPHYLLINE 100MG SA   ','6.00'
'18513','THEOPHYLLINE 200MG TAB  ','6.00'
'18520','THEOPHYLLINE 400MG SA   ','21.00'
'18540','THEOPHYLLINE 80MG/15ML  ','21.00'
'18544','THIAMINE 100MG TAB      ','6.00'
'18555','THIOPENTAL 500MG SYR    ','233.00'
'18561','THIORIDAZINE 10MG TAB   ','4.00'
'18564','THIORIDAZINE 25MG TAB   ','21.00'
'18573','THIOTHIXENE 1MG CAP     ','9.00'
'18575','THIOTHIXENE 5MG CAP     ','23.00'
'18587','THROMBIN 5MU VL         ','388.00'
'18598','CLAVULANATE/TICAR       ','146.00'
'18610','TICLOPIDIN 250MG TAB    ','28.00'
'18616','TIMOLOL 0.25% 5ML OP    ','260.00'
'18620','TIMOLOL 0.5% 5ML OP     ','311.00'
'18621','TIMOLOL 10MG TAB        ','21.00'
'18631','TOBRAMYCIN 0.3% 3.5GM OP','474.00'
'18632','TOBRAMYCIN 0.3% 5ML OP  ','448.00'
'18642','TOBRAMYCIN TO 80 MG INJ ','42.00'
'18675','TOLTERODINE 2MG LA CAP  ','28.00'
'18676','TOLTERODINE 2MG TAB     ','21.00'
'18677','TOPIRAMATE 100MG TAB    ','71.00'
'18679','TOPIRAMATE 25MG CAP     ','24.00'
'18686','TORSEMIDE 20MG TAB      ','6.00'
'18688','TORSEMIDE 10 MG INJ     ','86.00'
'18691','TRACE METALS 1ML VL     ','81.00'
'18707','TRANDOLAPRIL 2MG TAB    ','23.00'
'18711','TRAVOPROS 0.004% 2.5MLOP','624.00'
'18712','TRAZODONE 100MG TAB     ','48.00'
'18715','TRAZODONE 50MG TAB      ','9.00'
'18719','TRIAMCI AC/ORA 0.1% 5GCR','258.00'
'18738','TRIAMCINOLON AC 20G INH ','907.00'
'18745','TRIAMCINOLONE AC 40MG VL','114.00'
'18746','TRIAMTERE/HCTZ 37.5/25  ','9.00'
'18747','TRIAMTEREN/HCTZ 50/25   ','9.00'
'18749','TRIAMTEREN/HCTZ 75/50   ','23.00'
'18767','TRIHEXYPHENIDYL 2MG TAB ','6.00'
'18782','TRIMETHOPRIM 100MG TAB  ','21.00'
'18802','TROPICAMIDE 0.5% 15ML OP','206.00'
'18828','URSODIOL 300MG CAP      ','28.00'
'18832','VALACYCLOVIR 500MG TAB  ','37.00'
'18837','VALPROATE SOD 250MG/5ML ','37.00'
'18838','VALGANCICLOVIR 450MG TAB','387.00'
'18840','VALPROATE SOD 500MG VL  ','148.00'
'18842','VALPROIC ACID 250MG CAP ','25.00'
'18849','VALSARTAN 80MG          ','24.00'
'18867','VANCOMYCIN 250MG/5ML LIQ','26.00'
'18876','VECURONIUM 10MG VL      ','354.00'
'18877','VASOPRESSIN 20U/1ML VL  ','138.00'
'18885','VENLAFAXINE 25MG TAB    ','24.00'
'18891','VERAPAMIL 10MG/4ML VL   ','125.00'
'18892','VERAPAMIL 120MG SA      ','24.00'
'18896','VERAPAMIL 180MG SA      ','25.00'
'18901','VERAPAMIL 5MG/2ML VL    ','208.00'
'18902','VERAPAMIL 80MG TAB      ','9.00'
'18921','VITAMIN A/VIT D 60GM OI ','37.00'
'18934','VITAMIN B COMP/FA/C CAP ','18.00'
'18945','VITAMIN E 400IU CAP     ','6.00'
'18948','VITAMINS MULTI/MIN/CA/FE','6.00'
'18956','WARFARIN 1MG TAB        ','21.00'
'18960','WARFARIN 2MG TAB        ','21.00'
'18961','WARFARIN 2.5MG TAB      ','21.00'
'18964','WARFARIN 5MG TAB        ','21.00'
'18969','WARFARIN 7.5MG TAB      ','23.00'
'18984','ZAFIRLUKAST 20MG TAB    ','23.00'
'18986','CEFDINIR 125MG/5ML LIQ  ','15.00'
'18999','ZINC CHLORIDE 10MG VL   ','306.00'
'19088','ZINC OXIDE 30GM OI      ','28.00'
'19090','ZINC SULFATE 220MG CAP  ','6.00'
'19092','ZIPRASIDONE 20MG CAP    ','44.00'
'19111','ZOLPIDEM 5MG TAB        ','26.00'
'19121','INJ DUCT/GALCTOGRAM LT  ','29.00'
'19138','XR SURGICAL SPECIMEN    ','916.00'
'19457','SEMI PVT-GENERAL        ','1085.00'
'19472','LUMBAR PUNCTURE         ','1148.00'
'19476','OBS PER HOUR            ','86.00'
'19573','LUMBAR PUNCTURE         ','1148.00'
'19592','SEMI PVT-GENERAL        ','1182.00'
'19595','SEMI PVT-SPECIALTY      ','1182.00'
'20765','PHOSPHORUS BLD          ','202.00'
'23339','STAPLER CUT REG EX45B   ','4220.00'
'23341','TROCAR THORACIC KIT 20MM','693.00'
'25465','SEMI PVT-MED/SURG/GYN   ','1117.00'
'25474','INTERMED/MONITORED CARE ','2078.00'
'25523','CARDIOVERSION EXTERNAL  ','824.00'
'25693','CT LOWER EXTRM W/O C RT ','3521.00'
'25694','CT LOWER EXTRM W/CON RT ','3597.00'
'25697','CT LW EXTRM W&W/O CON RT','4037.00'
'25698','CT UP EXTREM W/O CONT RT','3293.00'
'25699','CT UP EXTREM W/CONT RT  ','3372.00'
'25700','CT UP EXTRM W&W/O CON RT','3765.00'
