Charge name,Charge procedure master #,Revenue ID,Associated Cost Centers & NAME,HOSPITAL BILLING DEFAULT TECH FEE SCHEDULE,Fee Schedule Year
HC IV PUSH EA SEQ DIFF SBST/DRUG,H2600009,260,"20 GI/ENDO/GEN MED
20 MEDICAL ONCOLOGY
20 PULMONARY CARE
20 LABOR & DELIVERY
20 EMERGENCY ROOM NURSING
20 ENDOSCOPY
20 INFUSION CENTER
25 MEDICAL/SURGICAL
25 INTENSIVE CARE
25 LABOR & DELIVERY
25 EMERGENCY ROOM
30 MEDICAL/SURGICAL
30 INTENSIVE CARE
30 EMERGENCY ROOM NURSING
45 MEDICAL/SURGICAL
45 EMERGENCY ROOM
55 MEDICAL/SURGICAL
55 SURGICAL SERVICES
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
80 CLINIC
20 4 SURGICAL
20 MED TELEMETRY STEP- DOWN
20 NEURO SURGICAL
20 SURG TELEMETRY STEP-DOWN
30 INFUSION CENTER
45 INFUSION CENTER
55 OUTPATIENT INFUSION
80 INFUSION CENTER
20 CLINICAL OBSERVATION UNIT
20 ORTHOPAEDICS
20 OBED
20 PEDIATRICS
80 MEDICAL/SURGICAL
20 MEDICAL OVERFLOW UNIT
25 INFUSION CENTER
20 AM ADMITTING
20 SURGICAL SERVICES
20 CARDIAC/VASCULAR HOLDING
20 PROCEDURES - CRITICAL CARE
20 CRITICAL CARE STEP DOWN
30 SMH CRITICAL CARE STEPDOWN
20 CLINICAL DECISION UNIT ER
20 WMC SHORT STAY UNIT
20 MOTHER/BABY NURSING",$151.00,2018
HC IV PUSH ADDL SAME SBST/DRUG,H2600010,260,"20 LABOR & DELIVERY
20 EMERGENCY ROOM NURSING
20 ENDOSCOPY
20 INFUSION CENTER
25 MEDICAL/SURGICAL
25 LABOR & DELIVERY
25 EMERGENCY ROOM
30 MEDICAL/SURGICAL
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 SURGICAL SERVICES
55 EMERGENCY ROOM NURSING
55 OUTPATIENT INFUSION
80 EMERGENCY ROOM NURSING
80 CLINIC
20 MED TELEMETRY STEP- DOWN
20 4 SURGICAL
20 NEURO SURGICAL
25 INFUSION CENTER
30 INFUSION CENTER
45 INFUSION CENTER
80 INFUSION CENTER
20 PEDIATRICS
20 PULMONARY CARE
20 MEDICAL ONCOLOGY
20 SURG TELEMETRY STEP-DOWN
20 CLINICAL OBSERVATION UNIT
20 ORTHOPAEDICS
20 GI/ENDO/GEN MED
80 MEDICAL/SURGICAL
55 MEDICAL/SURGICAL
45 MEDICAL/SURGICAL
20 RADIOLOGY - MAIN DEPT
20 OBED
25 INTENSIVE CARE
20 MOTHER/BABY NURSING
20 CRITICAL CARE STEP DOWN
20 CONGEST HEART FAILURE CLINIC
30 SMH CRITICAL CARE STEPDOWN
20 MEDICAL OVERFLOW UNIT
20 PROCEDURES - CRITICAL CARE
20 CLINICAL DECISION UNIT ER
20 WMC SHORT STAY UNIT",$177.00,2018
HC INJ/INF UNLISTED IV OR IA,H2600011,260,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
",$40.00,2018
HC RX 271,H2710007,271,"20 PHARMACY
20 PHARMACY-IV SOLUTIONS
30 PHARMACY
45 PHARMACY
45 PHARMACY- IV SOLUTIONS
25 PHARMACY
25 PHARMACY-IV SOLUTIONS
55 PHARMACY
80 PHARMACY
80 PHARMACY -IV SOLUTIONS
 




",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC PATIENT PROGRAMMER NEUROSTIMULATOR,H2710015,271,"20 SURGICAL SERVICES
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC CATH CRICOTHYROTOMY SET,H2720315,272,20 CARDIAC CATH LAB,CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC RX 272,H2720316,272,"20 PHARMACY
20 PHARMACY-IV SOLUTIONS
30 PHARMACY
45 PHARMACY
45 PHARMACY- IV SOLUTIONS
25 PHARMACY
25 PHARMACY-IV SOLUTIONS
55 PHARMACY
80 PHARMACY
80 PHARMACY -IV SOLUTIONS
 




",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC RX 272 UB2 270,H2720319,272,"20 PHARMACY
20 PHARMACY-IV SOLUTIONS
30 PHARMACY
45 PHARMACY
45 PHARMACY- IV SOLUTIONS
25 PHARMACY
25 PHARMACY-IV SOLUTIONS
55 PHARMACY
80 PHARMACY
80 PHARMACY -IV SOLUTIONS
 




",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC OR BILLABLE STERILE SUPPLY,H2720380,272,"20 SURGICAL SERVICES
20 CARDIAC CATH LAB",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC DRSG FOAM >16 <= 48 SQ IN W/O BRDR,H2720388,272,20 W.O.C. SERVICES/HBO,$92.00,2018
HC MILK DONOR/ML,H2720655,272,20 NEONATAL INTENSIVE CARE,$0.39,2018
HC PROLACTA +10/ML,H2720656,272,20 NEONATAL INTENSIVE CARE,$4.46,2018
HC PROLACTA +6/ML,H2720657,272,20 NEONATAL INTENSIVE CARE,$3.04,2018
HC PROLACTA +8/ML,H2720658,272,20 NEONATAL INTENSIVE CARE,$3.75,2018
HC PROLACTA +4/ML,H2720659,272,20 NEONATAL INTENSIVE CARE,$2.33,2018
HC PROBE NEUWAVE LK XT 20CM 15G,H2720701,272,20 CT SCAN - RADIOLOGY,"$5,700.00",2018
HC PROBE NEUWAVE LK 20CM 17G,H2720702,272,20 CT SCAN - RADIOLOGY,"$5,700.00",2018
HC PROBE NEUWAVE LK 15CM 17G,H2720703,272,20 CT SCAN - RADIOLOGY,"$5,700.00",2018
HC PROBE NEUWAVE LK XT 15CM 15G,H2720704,272,20 CT SCAN - RADIOLOGY,"$5,700.00",2018
HC PROBE NEUWAVE PR 20CM 17G,H2720705,272,20 CT SCAN - RADIOLOGY,"$5,700.00",2018
HC PROBE NEUWAVE PR XT 20CM 15G,H2720706,272,20 CT SCAN - RADIOLOGY,"$5,700.00",2018
HC PROBE NEUWAVE PR XT 15CM 15G,H2720707,272,20 CT SCAN - RADIOLOGY,"$5,700.00",2018
HC PROBE NEUWAVE PR 15CM 17G,H2720708,272,20 CT SCAN - RADIOLOGY,"$5,700.00",2018
HC ECMO CIRCUIT CHANGE,H2720718,272,20 PROCEDURES - CRITICAL CARE,"$43,821.39",2018
HC ECMO OXYGENATOR CHANGE,H2720719,272,20 PROCEDURES - CRITICAL CARE,"$5,841.00",2018
HC VALVE SPEAKING PASSY MUIR AQUA,H2740079,274,20 RESPIRATORY THERAPY,$124.00,2018
HC VALVE SPEAKING PASSY MUIR PURPLE,H2740088,274,"20 RESPIRATORY THERAPY
20 TRACH & PEG CLINIC",$124.00,2018
HC ORTHO SHOULDER PREFAB OTS,H2740093,274,"30 CENTRAL SERV & SUPPLIES
55 CENTRAL SERV & SUPPLIES",$43.00,2018
HC PACEMAKER DUAL CHAMBER RATE-RESPONSIVE,H2750048,275,"20 CARDIAC CATH LAB
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC DEVICE RECALL-PACEMKR-SINGLE,H2750072,275,20 CARDIAC CATH LAB,CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC PACEMAKER SINGLE CHAMBER RATE-RESPONSIVE,H2750082,275,"20 CARDIAC CATH LAB
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC DEVICE RECALL - BIV ICD,H2750105,278,20 CARDIAC CATH LAB,CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC CARDIOVERTER-DEFIB OTH THAN SGL OR DUAL CHAMB,H2750114,278,20 CARDIAC CATH LAB,CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC PACEMAKER DUAL CHAMBER NON RATE-RESPONSIVE (IMPLANTABLE),H2752138,275,20 CARDIAC CATH LAB,CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC PACEMAKER SINGLE CHAMBER NON RATE-RESPONSIVE (IMPLANTABLE),H2752139,275,"20 CARDIAC CATH LAB
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC PACEMAKER OTH/THN SINGLE OR DUAL CHAMBER (IMPLANTABLE),H2752140,275,"20 CARDIAC CATH LAB
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC ANTERIOR CHAMBER INTRAOCULAR LENS,H2760003,276,"20 SURGICAL SERVICES
25 SURGICAL SERVICES
30 SURGICAL SERVICES
45 SURGICAL SERVICES
55 SURGICAL SERVICES
80 SURGICAL SERVICES
20 SURGI CENTER",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC POSTERIOR CHAMBER INTRAOCULAR LENS,H2760004,276,"30 SURGICAL SERVICES
45 SURGICAL SERVICES
25 SURGICAL SERVICES
20 SURGI CENTER
55 SURGICAL SERVICES
80 SURGICAL SERVICES
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC CEMENT OSSEON BONE KIT,H2780410,278,"20 SURGICAL SERVICES
25 SURGICAL SERVICES
30 SURGICAL SERVICES
55 SURGICAL SERVICES
80 SURGICAL SERVICES",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC CATH GUIDE ENVOY DA 6F,H2780442,278,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC PORT POWERPORT MRI,H2780443,278,"20 SURGICAL SERVICES
20 SPECIAL PROCEDURES
25 SURGICAL SERVICES
30 SURGICAL SERVICES
55 SURGICAL SERVICES",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC DEVICE ALLIGATOR RETRIVAL,H2780444,278,20 SPECIAL PROCEDURES,CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC STENT BILIARY SUPERA,H2780445,278,"20 RESPIRATORY THERAPY
20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES
20 ENDOSCOPY",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC INTRO ACCUSTICK II .018 7.5CM,H2780446,278,"20 SURGICAL SERVICES
20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC ANCHOR/SCREW FOR OPPOS BONE-TO-BONE OR SOFT TIS-TO-BONE,H2780504,278,"20 SURGICAL SERVICES
25 SURGICAL SERVICES
30 SURGICAL SERVICES
45 SURGICAL SERVICES
55 SURGICAL SERVICES
80 SURGICAL SERVICES
20 SURGI CENTER
20 CARDIAC CATH LAB
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC CATH ATHR TRNSLUMINAL,H2780505,278,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC NEEDLE BRACHYTHERAPY,H2780515,278,"20 SURGICAL SERVICES
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC BRACHYTHERAPY NEEDLE,H2780516,278,20 SURGICAL SERVICES,CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC BRACHY SRC NONSTRAND HDR IR-192,H2780517,278,20 THERAPEUTIC  RADIOLOGY,$306.00,2018
HC DEVICE RECALL - DUAL ICD,H2780519,278,20 CARDIAC CATH LAB,CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
"HC CARDIOVERTER-DEFIBRILLATOR, DUAL CHAMBER",H2780553,278,"20 CARDIAC CATH LAB
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC DEVICE RECALL - SINGLE ICD,H2780576,278,"20 SURGICAL SERVICES
20 CARDIAC CATH LAB",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
"HC CARDIOVERTER-DEFIBRILLATOR, SINGLE CHAMBER",H2780585,278,"20 SURGICAL SERVICES
20 CARDIAC CATH LAB",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC CATH ATHR PTHWAY JTSTRM G3,H2780586,278,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC CATH BLN PTA ARMADA,H2780596,278,"20 SURGICAL SERVICES
20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
"HC CATHETER, TRANSLUMINAL ANGIOPLASTY, NON-LASER",H2780744,278,"20 SURGICAL SERVICES
20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES
25 SURGICAL SERVICES
25 WMH CATH LAB
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
"HC CATHETER, BALLOON DILATATION, NON-VASCULAR",H2780745,278,"20 SURGICAL SERVICES
20 CARDIAC CATH LAB
20 ENDOSCOPY
25 SURGICAL SERVICES
30 SURGICAL SERVICES
45 SURGICAL SERVICES
55 SURGICAL SERVICES
80 SURGICAL SERVICES
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
"HC CATHETER, BALLOON TISSUE DISSECTOR, NON-VASCULAR",H2780758,278,"20 SURGICAL SERVICES
20 CARDIAC CATH LAB
20 SURGI CENTER
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
"HC CATHETER, BRACHYTHERAPY SEED ADMINISTRATION",H2780760,278,"20 CARDIAC CATH LAB
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
"HC CATHETER, DRAINAGE",H2780761,278,"20 SURGICAL SERVICES
20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES
25 SURGICAL SERVICES
30 SURGICAL SERVICES
45 SURGICAL SERVICES
25 WMH CATH LAB
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC CATHETER DRNG,H2780769,278,20 CT SCAN - RADIOLOGY,$86.00,2018
HC CATH DRNG MPD,H2780778,278,"20 CT SCAN - RADIOLOGY
20 ULTRASOUND- RADIOLOGY
20 SPECIAL PROCEDURES",$242.00,2018
HC CATH EP ABLATE CELSIUS DS,H2780812,278,20 CARDIAC CATH LAB,CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
"HC CATH EP,DX/ABLATE, OTHER THAN 3D OR VECTOR MAP, OTHER THAN COOL-TIP",H2780825,278,20 CARDIAC CATH LAB,CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
"HC CATHETER, HEMODIALYSIS/PERITONEAL, LONG-TERM",H2780826,278,"20 SURGICAL SERVICES
20 SPECIAL PROCEDURES
25 SURGICAL SERVICES
20 SURGI CENTER
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC HICKMAN CATH SET,H2780836,278,"20 SURGICAL SERVICES
20 CENTRAL SERV & SUPPLIES
20 SPECIAL PROCEDURES
25 SURGICAL SERVICES
25 CENTRAL SERV & SUPPLIES
30 MEDICAL/SURGICAL
80 RADIOLOGY-MAIN DEPT",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC DOUBLE LUMEN PICCLINE,H2780843,278,80 RADIOLOGY-MAIN DEPT,$350.00,2018
"HC CATH INF INS PERIPH, CENT OR MIDLINE (OTH THAN HEMO)",H2780877,278,"20 SURGICAL SERVICES
20 CENTRAL SERV & SUPPLIES
20 SPECIAL PROCEDURES
25 SURGICAL SERVICES
30 MEDICAL/SURGICAL
80 SURGICAL SERVICES
30 SURGICAL SERVICES
55 SURGICAL SERVICES
30 RADIOLOGY DIAGNOSTIC

",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC CATH HEMO SHRT TRM,H2780878,278,20 SPECIAL PROCEDURES,CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
"HC CATHETER, HEMODIALYSIS/PERITONEAL, SHORT-TERM",H2780883,278,"20 SPECIAL PROCEDURES
20 SURGICAL SERVICES",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
HC IVUS SONI CATH 20,H2780884,278,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES","$2,969.00",2018
"HC CATHETER, INTRAVASCULAR ULTRASOUND",H2780891,278,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES
20 SURGICAL SERVICES
25 WMH CATH LAB
",CALL FOR ESTIMATE.  CHARGE IS GENERALLY SET BY A STANDARD MARK-UP PERCENTAGE ABOVE COST.  COST IS SET BY SUPPLIER AND SUBJECT TO FREQUENT CHANGE.  CHARGE IS ALSO VARIABLE BY PRESCRIBED DOSAGE AND QUANTITY AND/OR MANUFACTURER.,2018
