"Mnemonic","Description","Price"
"37236AN","Intravasc stent w/S&I,PTA a",23628
"37246AN","Angioplasty w/S&I init arte",9139
"37248AN","PTA W/S&I FIRST VEIN",9900
"AN34707","EVAR ILIO-ILIAC ENDOGRAFT",8209
"AN36140RT","INTRO NEEDLE RT EXTREM ARTE",901
"AN36246LT","SEL CATH PLC 2ND ORD ABD/PE",1078
"AN36246RT","SEL CATH PLC 2ND ORD ABD/PE",1078
"AN36247LT","SEL CATH PLC 3RD ORD ABD/PE",1709
"AN36247RT","SEL CATH PLC 3RD ORD ABD/PE",1709
"AN36901","AVF DIAG ANGIO INC ACCESS/S",3857
"AN36902","AVF PTA INC ACCESS/S&I",9601
"AN36903","AVF PTA + STENT W/ACCESS/S&",30146
"AN36904","AVF THROMBECT INC ACCESS/S&",9543
"AN36905","AVF THROMB + PTA W/ACCESS/S",15287
"AN36906","AVF THROM+PTA+STENT+ACCESS/",35832
"AN36907","AVF CENTRAL SEGMENT PTA W/S",8643
"AN36908","AVF  CENTRAL SEG PTA + STEN",29188
"AN36909-1","AVF EMBOLIZATION/OCCL INC S",19305
"AN37184","MECH THROMB/ART OR BYPASS/I",6994
"AN37185","MECH THROMART OR BYPASS/ADD",3306
"AN37186","SECONDARY THROMB EACH",4133
"AN37211","THROMBOLYSIS ART INITIAL DA",1799
"AN37213","THROMBOLYSIS A/V CONTIN TRM",3999
"AN37214","THROMBOLYSIS CESSATION",4118
"AN37220","PTA ILIAC/UNILAT/INTIAL VES",11748
"AN37221","PTA W/ STNT ILIAC/UNILAT/IN",15054
"AN37222","PTA ILIAC/EACH ADDITIONAL",8789
"AN37223","PTA W/STENT ILIAC/EACH ADD",7922
"AN37224","PTA FEMRL/POPLITEAL INIT VE",11653
"AN37225","FEM/POPL REVAS W/ATHER",24484
"AN37226","PTA W/STENT/FEMORAL/POPLITE",25503
"AN37228","PTA TBIAL/PERONEAL/INTIAL V",15002
"AN37229","TIB/PER REVASC W/ATHER",30006
"AN37232","PTA/TIBIAL/PERONEAL/EACH AD",8789
"AN37242","EMBOLIZATION ARTERIAL W/S&I",20117
"AN37620","IVC UMBRELLA DEVICE",7606
"CATARACTOR","CATARACT OR CHARGES",3814
4401243,"BALLOON EVERCROSS 8X20 EV3",1589.5
4401251,"BALLOON EVERCROSS 8X40 AB35",1589.5
4401261,"STENT EVERFLEX 7X100 EVD35-",9100
4401294,"STENT RESOLUTE ONYX 2.0X12",6210
6010114,"SURGICEL HEMOSTAT 2X3",478.688535
6010115,"SURGICEL HEMOSTAT 4X8",874.184805
6010154,"SPONGE ENDOKITTNER #9101",218.7
6010177,"DRESSING EAR GLASSCO ADULT",196.83
6010178,"DRESSING EAR GLASSCOT PEDS",184.68
6010331,"DRESSING PICO WOUND",3207.6
6010340,"DRESSING AQUACEL AG EXTRA",123.39297
6010345,"DRESSING XEROGEL XG-108",1822.5
6010355,"SURGICEL FIBRILLAR 4X4 1963",1819.445004
6010360,"GAUZE KITTNER ROBOTIC 15505",211.41
6020293,"GUIDEWIRE ULTRA-SELECT NITI",810
6020299,"GUIDEWIRE AMPLATZ #46-523",315.9
6020317,"STENT NEPH IE/8/22 #22-136",1209.654
6020345,"SET NEFF PERC ACCESS #NPAS-",938.5875
6030064,"SUTURE SILK BLACK 6-0 780G",141.70221
6030065,"SUTURE CHROMIC GUT 4-0 793G",236.08341
6030102,"SUTURE PROLENE 10-0 1771G",305.017245
6030114,"SUTURE ETHILON 10-0 9032G",232.682625
6030123,"SUTURE CHROMIC GUT 6-0 790G",238.5136125
6030134,"SUTURE PROLENE 4-0 PS-2 868",206.469
6030144,"SUTURE ETHIBOND 0 CT-1 CX21",154.89174375
6030147,"SUTURE ETHIBOND 2-0 M0-6 CX",198.89469
6030161,"SUTURE VICRYL 3-0 PS-2 VCP4",184.54878
6030162,"SUTURE VICRYL 8-0 J547G",219.5547525
6030163,"SUTURE VICRYL 6-0 S-14 J570",152.12356875
6030168,"SUTURE VICRYL O CT-2 VCP727",182.27025
6030171,"SUTURE EHIBOND 2-0 V-37 MX6",252.23562
6030267,"SUTURE VIC 7-0 TG160-8 J575",212.61123
6030283,"SUTURE ETHIBOND 5-0 V-37 MB",255.524625
6030289,"CLIP TITANIUM LARGE TI400",221.6989575
6030327,"SUTURE SILK BLK 4-0 G-3 783",142.07076
6030331,"SUTURE PLAIN GUT 6-0 770G",249.70842
6030397,"SUTURE PROLENE 6-0 8706H",160.855875
6030798,"SUTURE ENDOLOOP POLYSORB EL",273.1107375
6030821,"DERMABOND SKIN ADHESIVE",228.58524
6030826,"SUTURE PROLENE 7-0 8702H",202.662
6030827,"SUTURE VICRYL PLUS 1-0 VCP7",182.68497
6030830,"SUTURE PROLENE 7-0 8304H",167.5021275
6030843,"SUTURE PROLENE 5-0 8720H",161.61525
6030844,"SUTURE PROLENE 3-0 D6175",841.323375
6030873,"SUTURE PLAIN GUT 5-0 772G",163.1151675
6030877,"SUTURE NUROLON 0 C527D",175.273875
6030879,"SUTURE ETHILON O D5854",265.3155
6030880,"SUTURE VICRYL 1-0 D9077",330.9255
6030883,"SUTURE VICRYL 1-0 VCP753D",181.004625
6030885,"SUTURE VICRYL 3-0 VCP774D",179.56809
6030898,"SUTURE EPTFE CV-O GORE 0N07",311.85
6030900,"SUTURE PROLENE 7-0 8704H",196.26944625
6030921,"SUTURE V960G",187.21702125
6030922,"SUTURE 1735G",341.63775
6030924,"SUTURE 1740G",165.290625
6030941,"SUTURE D9348",287.8335
6030942,"SUTURE 8707H 6/0 PROLENE",187.29711
6030944,"SUTURE VICRYL 0 VCPP31D",180.28575
6030945,"SUTURE VICRYL 2/0 J726D",164.12058
6030955,"SUTURE NUROLON 4/0 C584D",251.99343
6030956,"SUTURE MERSILENE 5 D9212",924.09852375
6030968,"SUTURE VICRYL 5/0 J671G",182.72709
6030969,"SUTURE PLAIN 5/0 1775G",316.4265
6030971,"SUTURE SILK 1780G",148.8583575
6030972,"SUTURE VICRYL 6/0 J670G",185.83344
6030973,"SUTURE PROLENE 5/0 8721H",173.05525125
6030975,"PRINEO DERMABOND SKIN CLOSU",1540.570185
6030978,"SUTURE SILK 2D SH C012D",115.9646625
6030979,"SUTURE VICRYL 2 BP-1 D5961",1448.92688625
6030982,"SUTURE STRATA FIX 0 SXPDIB4",299.730375
6030987,"SUTURE VLOC 90 3/0 VLOCM080",440.01640125
6030988,"SUTURE STRATAFIX 3.0 SXPP1B",324.7695
6030990,"SUTURE VLOC 0 GS-21 VLOCN03",545.22315
6030991,"SUTURE VLOC L2145 VLOCL2145",368.803125
6030992,"SUTURE VLOC L0306 VLOCL0306",368.803125
6030993,"SUTURE VLOC VLOCL0346",368.803125
6030994,"SUTURE VLOC VLOCL2105",368.803125
6030999,"SUTURE VLOK V20 VLOCL0615",387.20025
6031001,"SUTURE VLOC GS21 0 VLOCL031",387.20025
6031003,"SUTURE 1713G PROLENE 10/0",220.79385
6050021,"CATHETER TIEMANN 16FR 5CC 1",126.200835
6050022,"CATHETER TIEMANN 18FR 5CC 1",125.76070125
6050023,"CATHETER TIEMANN 20FR 5CC 1",125.76070125
6050024,"CATHETER BIOPSY BRUSH 5 FR",952.317
6050026,"CATHETER COUNCILL TIP 16 FR",148.43908125
6050027,"CATHETER COUNCILL TIP 18 FR",147.166875
6050050,"CATHETER MALECOT 4 WING 26F",155.601
6050051,"CATHETER MALECOT 4 WING 28",155.054655
6050058,"CATHETER COUNCILL TIP 20 FR",147.69570375
6050070,"CATHETER WHISTLE 4FR 136404",153.9648
6050072,"CATHETER WHISTLE TIP 6 FR",96.7383
6050088,"CATHETER GROSHONG",2916
6050096,"CATHETER URET FLEXI TIP 6 F",150.0525
6050138,"CATHETER URET CONE TIP 8 FR",116.7615
6050159,"CATHETER HEMATURIA 24FR 3 W",240.1569
6050191,"TRAY SUPRAPUBLIC DRAINAGE 1",945.1485
6050207,"CATHETER HEMATURIA 22 FR 3",240.1569
6050213,"CATHETER BALLN DILATION 4X6",2897.667
6050229,"CATHETER EMBOLECTOMY 3 FR",792.36225
6050230,"CATHETER EMBOLECTOMY 4 FR",796.6755
6050251,"CATHETER TENCKNOFF 2 CUFF",657.315
6050297,"CATHETER OPEN-END URET ACCE",126.9675
6050317,"BASKET 3 WIRE GRASPER #0393",1667.952
6050335,"CATH LUBRI-FLEX URESNT 7 X",1385.1
6050342,"PROBE GOLD INJECTION 7FR",2552.229
6050362,"SET URETERAL DILATATION 240",1806.3405
6050363,"GLIDEWIRE UROLOGY #630-101",449.1126
6050382,"CATHETER TIEMANN 22FR 5CC 1",133.62033375
6050384,"CATHETER TIEMANN 12FR 5CC 1",125.77275
6050395,"GLIDEWIRE STIFF SHAFT STRAI",654.1803
6050396,"GLIDEWIRE STIFF SHAFT ANGLE",654.1803
6050409,"EXTRACTOR STONE NITINOL COO",2958.4035
6050414,"CATHETER URETRAL OPEN FINDE",126.9675
6050435,"STENT URO-PASS 7X22 5457022",1357.398
6050436,"STENT URO-PASS 7X24 5457024",1357.398
6050437,"STENT URO-PASS 7X26 5457026",1357.398
6050438,"STENT UROPASS 7X28 5457028",1357.398
6050440,"STENT POLARIS 8X24 190-152",1708.6545
6050441,"STENT URO-PASS 8X26 5458526",1708.6545
6050445,"STENT CONTOUR 6X26 180-223",1357.398
6050449,"INTRODUCER SUPRAPUBIC CATH",215.8569
6050451,"FORCEP GRASP UROL 320-401 M",2685.0285
6050453,"CATHETER RUTNER WEDGE 02620",150.0525
6050454,"FORCEP BIOPSY CUP 3FR 22013",4066
6050455,"ELECTRODE FULGURATING BE-30",1113.1425
6050456,"EVACUATOR UROVAC BLADDER",238.14
6050461,"INSTRUMENT DISP. BIOPSY MC1",354.78
6050466,"STENT CONTOUR 6x22 180-221",1357.398
6050467,"STENT CONTOUR 6x24 180-222",1357.398
6050468,"STENT CONTOUR 6X28 180-224",1385.1
6050470,"WIRE GUIDE .038 15CM 620-10",180.6705
6050471,"WIRE SENSOR DUAL-FLEX .035",517.4442
6050472,"BASKET ZERO-TIP 390-103 MIC",2174.85
6050473,"CATHETER FLEXI-TIP DUAL 10F",450.1575
6050480,"CONNECTOR URETERAL CATH GU-",243
6050487,"SHEATH NAVIGATOR URET 250-2",1475.496
6050504,"SLING MONARC PLUS SUBFASCIA",7497
6050525,"PROBE ULTRASOUND 3.8 840-71",5004.876
6050526,"PROBE ULTRASOUND 1.0 840-73",2730.9555
6050527,"STONE CATCHER W TUBING 840-",871.0092
6050529,"CATHETER URETERAL D LUMEN 1",846.855
6050530,"SHEATH NAVIGATOR URET 11X13",1475.496
6050533,"STENT CONTOUR VL 6FR 22/30",1357.398
6050539,"CATH OCCLUDER BALLOON 220-1",1737.936
6050540,"KIT NEPHROMAX BALLOON 210-1",3203.687
6050543,"WIRE GUIDE ZIP 0.18X150 PCN",657.558
6050557,"CATHETER TENCKNOFF CRVD",1343.235875
6050558,"SLING TRANSOBTURATOR CVRD",7497
6050559,"SLING URETHERAL ADV 850-211",7573.5
6050564,"IMPLANT SPACEOAR 10ML SO-21",16245
6050567,"CATHETER HEMATURIA 18 0132L",137.295
6070020,"NEEDLE TRUCUT BIOPSY 4 1/2i",330.48
6070114,"NEEDLE JAMSHIDI DISP DJ4011",676.4877
6070139,"NEEDLE EPIDURAL TUOHY 6IN",131.8275
6070215,"NEEDLE COLORADO MICRO N103A",688.7835
6070298,"POWERLOC PORT ACCESS 3/4 2""",147.015
6070299,"POWERLOC PORT ACCESS 1 20G""",147.015
6090067,"CATHETER INFUSION INSYTE 20",171.106
6090068,"CATHETER INFUSION INSYTE 22",171.106
6090069,"CATHETER INFUSION INSYTE 18",171.106
6090070,"CATHETER INFUSION INSYTE 20",171.106
6090071,"CATHETER INFUSION INSYTE 16",171.1471
6090072,"CATHETER INFUSION INSYTE 14",171.106
6090234,"T-U-R Y-SET 4 LEAD 15239-01",135.90747
6090312,"CATHETER IV INTROCAN 20GA",171.8028
6090313,"CATHETER IV INTROCAN 22GA",171.1986
6090347,"SET TUBING INFUSER 3-SPIKE",1674.421875
6100212,"SYSTEM TRAXI PANNICULUS S10",814.05
6110045,"DRAIN SUMP SILICONE",402.309828
6110053,"DRAIN CHEST SYSTEM S-1100A",503.708625
6110065,"DRAIN TLS",394.20675
6120011,"CAUTERY ACCU-TEMP",136.6389
6120045,"ELECTRODE MENISECTOMY",362.9205
6120079,"COD ACTIVE DAC",242.362125
6120087,"ELECTRODE STRAIGHT BLADE #K",2327.94
6120090,"ELECTRODE J HOOK #00215",472.9185
6120120,"ELECTRODE LOOP LLETZ 10X10",128.466
6120121,"ELECTRODE LOOP LLETZ 20X12",128.466
6120122,"ELECTRODE LOOP LLETZ 20X8 D",128.466
6120124,"ELECTORDE CUTTING LOOP 26 A",747.225
6120125,"ELECTRODE ROLLER BALL ACMI",807.003
6120132,"ELECTRODE CUTTING 22 4622.2",3886.81066666667
6120145,"ELECTRODE LOOP PROSTATE BIP",4255.2833
6120146,"ELECTRODE LOOP BLADDER SM T",4828.86
6120147,"ELECTRODE LOOP PROSTATE TUM",5037.3
6120148,"ELECTRODE LOOP 26FR 30A2220",1146.231
6120149,"ELECTRODE ROLLER 24/28 A222",950.383125
6120150,"ELECTRODE LOOP 24FR 30 A222",1146.231
6120153,"CANNULA VENOM 18X150 406-86",352.35
6120154,"CANNULA VENOM 20X150 406-66",352.35
6120155,"CANNULA VENOM 18X100 406-86",352.35
6120156,"CANNULA VENOM 20X100 406-66",352.35
6120157,"CANNULA RF STD CRVD 20X150",182.25
6120158,"CANNULA RF STD CRVD 18X150",182.25
6120159,"CANNULA RF STD CRVD 20X100",182.25
6120160,"CANNULA RF STD CRVD 18X100",182.25
6120161,"PAD GROUNDING RF STD/VENOM",145.8
6140023,"STAPLER LINEAR TA30 3.5 BLU",1088.26821
6140029,"STAPLER LINEAR TA60 3.5 BLU",1088.9559
6140030,"STAPLER TA 55-3.5 DLV",518.57415
6140031,"STAPLER TA 55-4.8",1092.767355
6140035,"STAPLER LINEAR TA90 3.5 BLU",1153.629135
6140039,"SURGICLIP PREMIUM MED 11.5",727.299
6140047,"STAPLER LINEAR TA55 BL 0176",2336.3235
6140049,"MULTIFIRE STAPLER GIA 80 TI",1686.861045
6140050,"MULTIFIRE STAPLE GIA 80 TIT",879.60897
6140051,"STAPLER LINEAR GIA60 3.8 BL",1144.7487
6140052,"STAPLER RELOAD GIA60 3.8 BL",601.64127
6140056,"NEEDLE SURGINEEDLE PNEUMO",172.485045
6140057,"NEEDLE SURGI NEEDLE 150MM L",172.53
6140061,"CLIP PREMIUM 13.0 #134048",634.14495
6140062,"CLIP PREMIUM 9.0 #134046",634.14495
6140069,"SURGIPORT 5MM TROCAR #17101",359.415225
6140084,"RELOADING UNIT-3.5#030-807",1973.2966875
6140088,"ENDOBABCOCK",880.312455
6140091,"STAPLE MULTIFIRE GIA 30-030",1744.87851
6140093,"SYSTEM SURGITIC LUBRICATING",248.32575
6140094,"ENDO CLIP APPLIER LARGE",1037.1483
6140122,"CLIP ENDO II ML",1037.1483
6140127,"STAPLER VERSATAC HERMIA 4.8",1662.646095
6140129,"ENDO-RETRACT II #176647",1240.735725
6140145,"TROCAR VERSAPORT 5-8MM #179",427.661775
6140152,"LAP BALLOON DISSECT OMSPDBS",3096.3446
6140154,"STAPLER ENDO GIA UNIVERSAL",1218.225825
6140188,"TROCAR VERSASTEP 5MM VS1010",603.13572
6140189,"TROCAR VERSASTEP 12 VS10101",717.959295
6140190,"NEEDLE VERSASTEP 14G S10000",186.80625
6140191,"TROCAR BLUNTPORT PLUS 17662",675.98955
6140193,"STAPLER CURVED EEA 21MM 111",3019.13447
6140194,"STAPLER CURVED EEA 25MM 111",3212.38075
6140195,"STAPLER CURVED EEA 28MM 111",3212.38075
6140198,"TROCAR BLADELESS 12MM B12LT",427.661775
6140202,"LIGASURE ELECTRODE&CORD LS3",8180.22807
6140203,"LIGASURE VESSEL SEAL LS1120",4374.28483333333
6140204,"GELPORT HAND ACCESS C8106 A",6612.5
6140205,"SCALPEL HARMONIC 23 ADE23P",5685.88869333333
6140206,"SCALPEL HARMONIC 14 ACEL4S",5992.72977333333
6140207,"STAPLER CONTOUR CRVD CS40B",1544.888295
6140211,"STAPLER ENDOPATH RELOAD BLU",2483.721225
6140213,"HOOK DISSECTING 10 DW105 ET",2823.409
6140214,"STAPLER RELOAD GIA45 2.0 30",2492.719515
6140215,"STAPLER RELOAD 2.5 45 WHITE",1987.1325
6140216,"STAPLER RELOAD 3.5 45 BLUE",1994.07501
6140218,"STAPLER RELOAD GIA60 2.5 30",2483.721225
6140223,"LIGASURE V LS1500 VALLEY LA",6209.40616666667
6140225,"SCISSORS METZ REPOSABLE P08",461.7
6140226,"RETRACTOR DURA HOOK 328-800",1006.298
6140229,"TROCAR VERSASTEP X-LONG 5MM",603.135315
6140230,"TROCAR VERSASTEP X-LONG 12M",717.95889
6140231,"TROCAR BLADED 5/11 179095P",427.661775
6140232,"STAPLER RELOAD TA45 3.5 BLU",640.247895
6140234,"SLEEVE VERSASTEP 12 VS10100",527.54085
6140235,"TROCAR VERSAPORT 10/15 1790",593.373195
6140243,"TROCAR VERSASTEP 11 VS10101",717.959295
6140244,"NEEDLE VERSASTEP LONG VS150",219.703185
6140248,"STAPLER SKIN PREMIUM 35W 59",218.7034425
6140250,"SCALPEL HARMONIC WAVE 185 E",6257.8308
6140252,"SCALPEL HARMONIC HAND 36 AC",5837.17177333334
6140254,"STAPLER CONTOUR CRVD CS40G",5782.92333333333
6140255,"RELOAD STAPLER CONTOUR CR40",3417.13416666667
6140258,"APPLIER CLIP 5MM 176630 USS",1973.297295
6140259,"LAP BALLOON UNI DISSECT PDP",3096.3446
6140266,"LIGASURE LF1537 VALLEY LAB",5091.026375
6140267,"TROCAR HASSON BALLOON C0R47",321.975
6140270,"PORT LAP SILS SILSPT12",3685.08
6140272,"GRASPER MINI-CLUTCH 255-0-2",3037.5
6140275,"TROCAR BLADELESS 5MM ONB5ST",286.43625
6140276,"TROCAR OPTICAL 12 ZTHREAD",321.975
6140280,"STAPLE TRI 60 PURPLE 60AMNT",2972.8346625
6140281,"STAPLE TRI 60 BLACK 60AXT",3293.42433333333
6140282,"STAPLE TRI 60 TAN GIA60AVM",2777.004
6140283,"STAPLE TRI 45 BLACK 45AXT",2654.5168125
6140284,"STAPLE TRI 45 PURPLE CRVD 4",2825.89803
6140285,"STAPLE TRI 45 PURPLE 45AMNT",2259.4838625
6140286,"STAPLE TRI 45 TAN 45AVM",2176.2928125
6140287,"STAPLE TRI 30 TAN CRVD 30CT",2246.535
6140288,"STAPLE TRI 30 GRAY CRVD 30C",6120.5625
6140289,"STAPLE TRI 30 TAN 30AVM",1904.42745
6140291,"HANDLE ENDO GIA ULTRA USTND",1360.198575
6140292,"STAPLE EGIA 45 ART CVRD EGI",2567.295
6140293,"CLIP LAPRA-TY SUTURE XC200",3138.93225
6140294,"GELPOINT PATH TRANSANAL ACC",6311.25
6140295,"CLIP LAPR 12MM LPW 848812 C",781.2237375
6140296,"SYSTEM CAPSURE FIXATION 011",2514.5
6140297,"SYSTEM CAPSURE FIX 15 01132",2673
6140299,"PORT ACCESS 5MM DA VINCI AS",1013.6745
6140300,"TROCAR BLADELESS 12MM DA VI",1063.7325
6140301,"STAPLER RELOAD 45 BL ENDOWR",2187
6140302,"STAPLER RELOAD 45 GR ENDOWR",2187
6140303,"STAPLER RELOAD 45 WH ENDOWR",2187
6140304,"SEALER VESSEL DA VINCI 4803",5741.75
6140305,"OBTURATOR BLADELESS 8MM 470",303.75
6140306,"OBTURATOR BLADELESS 8MM LON",364.5
6140308,"SEAL STAPLER CANNULA 12 470",243
6140309,"SHEATH ENDOWRIST STAPLER 41",243
6140310,"REDUCER CANNULA 12/8 470381",303.75
6140311,"TROCAR BLADELESS 8MM 470359",364.5
6140312,"SYSTEM INZII RETRIEVAL 10MM",425.25
6140313,"STAPLER CONTOUR CRVD CS40B",5782.92333333333
6140314,"RELOAD STAPLER CONTOUR CR40",3639.24833333333
6140315,"SYSTEM INZII RETRIEVAL 12/1",1215
6140321,"LAP BALLOON DISSECT SMSBTOV",6966.914
6140323,"STAPLER ENDOWRIST 30 WH 486",2075.625
6140324,"STAPLER ENDOWRIST 30 BL 486",2075.625
6140325,"STAPLER ENDOWRIST 30 GR 486",2075.625
6140326,"RETRIEVAL ANCHOR TRS-VATS-1",2029.536
6140327,"TROCAR AIRSEAL 8X120 IAS812",1026.189
6140329,"SPACEMAKER PLUS 10/12 SMBTT",4759.4563
6150296,"TUBE TRACH ENT 8229706 MEDT",4162.3
6150297,"TUBE TRACH ENT 8229707 MEDT",4162.3
6150317,"TUBE EMG TRACH 8.0 INTRA OP",3317
6160052,"IMMOBILIZER KNEE UNIVERSAL",215.49969
6160053,"IMMOBILIZER KNEE UNIVERSAL",247.661955
6160055,"IMMOBILIZER KNEE UNIV 7088-",264.30624
6160094,"SPLINT ROM SHORT",1162.269
6160319,"SHOE ORTHO WEDGE, LARGE  77",271.7955
6160440,"KNEE IMMBOLIZER",258.54957
6160673,"DEVICE SHOULDER ABD PAD II",514.971675
6160674,"DEVICE SHOULDER ABD PAD II",514.917
6170211,"CERVICAL COLLAR THERMOPLAST",673.5025
6200031,"BRUSH COLONOSCOPE CYTOLOGY",218.4813
6200037,"BRUSH UPPER GI CYTOLOGY 163",218.4813
6240038,"STOCKING SEQUENTIAL THIGH S",387.9495
6240039,"STOCKING SEQUENTIAL THIGH L",531.8865
6240040,"STOCKING SEQUENTIAL THIGH S",424.24155
6240041,"STOCKING SEQUENTIAL THIGH L",400.464
6240049,"STOCKING SCD FOOT REG 5065",731.472525
6240050,"STOCKING SCD FOOT LG 5075",731.472525
6250058,"TUBE BLAKEMORE ESOPHAGEAL N",3245.417
6250195,"KIT GASTROSTOMY",1123.875
6250351,"CUFF TOURNIQUET DISP 12 ZIM",223.79085
6250352,"CUF DISP DEPUY",251.57061
6250353,"CUFF DISP. DEPUY #2901-24",282.4389
6250355,"CUFF DISP 34 60-7075-106 ZI",329.10705
6250521,"SUPPORT MAMMARY FREDRICKS S",533.0605
6250522,"SUPPORT MAMMARY FREDRICKS M",533.0605
6250523,"SUPPORT MAMMARY FREDRICKS L",555.458
6250539,"LAVAGE GASTRIC SYSTEM CHAR",88.978095
6250598,"SUPPORT MAMMARY FREDRICKS X",524.394
6250613,"VACUUM DRESSING MED BLACK K",534.2598
6250614,"VACUUM DRESSING SM WHITE KC",126.603
6250615,"VACUUM CANISTER FOR WOUND K",377.14815
6250645,"VACUUM DRESSING ROUND KCI",534.2598
6250671,"SUPPORT POST SURGICAL 958 S",972.0515
6250676,"TRIPLE LUM CATH 13FR 15CM B",2345.0715
6250677,"TRAY TRIPLE LUM 13FR 20CM B",2545.5465
6250705,"TRAY TRIPLE LUMEN COOK 7FR/",1202.85
86900,"BB-TUBE TO HOLD (CREDIT)",-7
6250718,"TRAY TRIPLE LUMEN COOK 7FR/",1202.85
6250746,"CATHETER TROCAR 28FR 56-106",203.35212
6250747,"VACUUM DRESSING ABTHERA",3937.6
6260049,"CEMENT BONE FULL DOSE SIMPL",939.25
6260055,"RING FALOPE",1324.58333333333
6260058,"SET VACURETTE COLLECTION",169.19505
6260065,"STIMULATOR NERVE",565.64525
6260074,"MANIPULATOR UTERINE HARRIS",571.401166666667
6260082,"RETAINER VISCERA MCNEALY SM",359.805
6260094,"FILTER REDI FLOW",944.066666666667
6260113,"KIT SUSPENSION SHOULDER",534.65
6260187,"SNARE OVAL KDH",216.75
6260191,"CONNECTOR REPLACEMENT GROSH",375.7
6260194,"FILTER GREENFIELD VENA CAVA",6892.41
6260198,"PROBE LASER VACUUM KDH",172.94627
6260218,"SNARE MINI OVAL - WILTEK",195.653
6260222,"ADHESION BARRIER",4141.2541
6260223,"CHOLANGIOCATH LAPAROSCOPIC",1120.7709
6260229,"SET SM JOINT TUBING & CANNU",1175.7965
6260231,"BLADE GRAFT KNIFE DOUBLE",2522.97
6260240,"FILTER LASER 24001",1147.02028833333
6260241,"TRAP DIGIT",418.472
6260247,"DILATOR ESPHAGEAL BAL 8 MM",2707.063
6260248,"DILATOR ESOPHAGEAL BAL 10MM",2707.063
6260300,"FORCEP DISPOSABLE HOT BIOPS",251.06875
6260302,"BRUSH CYTOLOGY #1607",166.175
6260309,"SHUNT CAROTID BRENER 8FR-14",986.2125
6260313,"SHUNT CAROTID SUNDT 3 X 4",5626.1
6260314,"SHEATH SCANLON TUNNELER 16",763.827
6260315,"SHEATH SCANLON TUNNELER 18",786.658
6260324,"KNIFE GRAFT ACL #5052-11",2403.035
6260325,"PLEDGETS TEFLON VASCULAR #9",121.38
6260330,"FILTER GREENFIELD JUGULAR",6892.41
6260334,"RETAINER VISCERAL EXTRA LAR",375.7
6260335,"RETRACTOR IRIS FLEXIBLE #61",1001.385
6260369,"AUTOTRANSFUSION ONE SOURCE",1719.55
6260372,"SYSTEM BERKELEY COLLECTION",323.05865
6260382,"CURETTE PLASTIC KNIFE #OR12",173.3711
6260383,"CURRETTE PLASTIC KNIFE #OR1",173.3711
6260389,"SNARE CRESCENT DSISP M/R #3",195.653
6260390,"DILATOR BALLOON MAX FORCE 1",2707.063
6260391,"DILATOR BALLOON MAX FORCE 1",2707.063
6260392,"SYRINGE W/GAUGE INFLATION",438.3552
6260393,"TROCAR HUNT/REICH 5MM CANNU",427.452675
6260406,"TROCAR HUNT/REICH 8MM CANNU",540.43
6260412,"FORCEP UPPER ENDO DISP #153",206.99625
6260423,"ADAPTER QUINTON 5K4560",758.625
6260437,"VALVULOTOME EXPANDABLE 1000",14621.1
6260447,"ERASER HEMOSTATIC #22-1266",681.5198
6260460,"IRRIGATOR SUCTION LAP 00268",581.94485
6260469,"KNEE POSITIONING",335.24
6260481,"HEMOSEEL APR 2.0 ML",3550.7985
6260509,"TUNNELER ASH BLUNT #AST",433.5
6260510,"SYSTEM WATER BUG QUIET FLOO",346.64105
6260534,"SEALANT FLOSEAL HEMOSTATIC",2878.46408333333
6260539,"SEPRAFILM #430102",3694.7348
6260540,"CONSTAVAC #225-28-9165 STRY",1734.55391666667
6260542,"FORCEP BIOPSY PEDS 1579 MIC",480.4625
6260562,"SPLINT REUTER BIVALVE #1527",913.24
6260571,"EPIDURAL CATH BREVI-XL 19GA",956.7345
6260585,"SPLINT NASAL THERMA SM XOME",731.17
6260586,"SPLINT NASAL THERMA MED XOM",354.025
6260589,"CEMENT BONE DEPUY 5450-33",939.25
6260601,"CATHETER OPTIFLO HOMOSTASIS",436.4478
6260616,"KYPHX BONE BIOPSY DEVICE F0",1468.698
6260625,"CEMENT BONE KYPHX MIXER C01",2149.4375
6260631,"KYPHO EXPRESS TRAY 10/2 100",17581.2
6260634,"TUBE MONOKA 3MM SI-1810U FC",1396.83333333333
6260639,"LIGATOR BAND SPEEDBAND 4225",2023.758625
6260641,"CATH BALL DIL 18/20 5850 MI",3084.6415
6260642,"NET ROTH STD FOREIGN BODY 1",1358.3
6260643,"CLIP RESOLUTION 2261 MICRO",2278.8228
6260644,"PROBE APC FLEXIBLE 20132-15",3091.5775
6260645,"PROBE APC SIDEFLEX 20132-16",3178.2775
6260682,"CLIP ANASTOCLIP LG 4000-03",6313.5
6260683,"REMOVER ANASTOCLIP 4001-00",1936.3
6260684,"OVERTUBE 25CM OD711146 US E",2408.33333333333
6260697,"KIT GASTROSTOMY PULL 6820 M",1336.625
6260699,"SET ARTHRO PUMP TUBE 350-20",881.45
6260700,"TUBING OVERFLOW 350-600-8 S",578
6260702,"EVAC TONSIL WAND 70 EIC-587",3771.45
6260703,"REFLEX TURBINATE 45 EIC-484",3525.8
6260705,"FIBER GREEN LIGHT LASER",7962.5
6260710,"KIT SPINAL JACKSON OSI 5808",463.9895
