"SVCCD","Description","PRICE1","As of Date"
"7211960","D5W/SOD CHL.9% 500ML",120.75,"12/20/2018"
"7211970","ENOXAPARIN 10MG INJ ",32.75,"12/20/2018"
"7211971","AMPICILLIN/SUB 1.5GM",55.25,"12/20/2018"
"7211972","SUCCINYLCHN 20MG INJ",73.00,"12/20/2018"
"7211978","CALCIUM GLUC 10%10ML",44.00,"12/20/2018"
"7211979","CALCITONIN,SAL 400IU",6533.50,"12/20/2018"
"7211982","CEFAZOLIN 500MG INJ ",47.75,"12/20/2018"
"7211983","CEFTRIAXONE 250MGINJ",87.00,"12/20/2018"
"7211985","CEFTAZIDIM 500MG INJ",28.50,"12/20/2018"
"7211987","CAFFEINE CIT 5MG INJ",21.50,"12/20/2018"
"7211994","DIGOXIN 0.5MG INJ   ",19.25,"12/20/2018"
"7211995","PHENYTOIN NA 50MGINJ",19.25,"12/20/2018"
"7211996","HYDROMORPH UP TO 4MG",64.75,"12/20/2018"
"7211997","HYDROMORPH UP TO 4MG",64.75,"12/20/2018"
"7212003","HALOPERIDOL 5MG INJ ",96.50,"12/20/2018"
"7212006","HYDROCORTIS 100MGINJ",47.75,"12/20/2018"
"7212007","IRON SUCROSE 1MG INJ",2.30,"12/20/2018"
"7212012","KETOROLAC 15MG INJ  ",7.70,"12/20/2018"
"7212016","LORAZEPAM 2MG INJ   ",11.50,"12/20/2018"
"7212018","MIDAZOL  HCL 1MG INJ",0.40,"12/20/2018"
"7212023","ONDANSETRON 1MG INJ ",4.80,"12/20/2018"
"7212024","PIPER/TAZOB 1G/.125G",40.25,"12/20/2018"
"7212032","METOCLOPRAM 10MG INJ",47.75,"12/20/2018"
"7212036","SOD FERRIC 12.5MGINJ",85.00,"12/20/2018"
"7212037","METHYLPRED 40MG INJ ",45.75,"12/20/2018"
"7212039","FENTANY CIT 0.1MGINJ",45.75,"12/20/2018"
"7212050","VIT B12 CYAN 1000MCG",12.25,"12/20/2018"
"7212054","NORM SALIN 1000ML IV",229.50,"12/20/2018"
"7212055","NORM SAL STER500MLIV",98.25,"12/20/2018"
"7212056","D5W/SOD CHL.9% 500ML",229.50,"12/20/2018"
"7212062","DEX 5%/WATER 500ML  ",37.50,"12/20/2018"
"7212063","DEX 5%/WATER 250ML  ",45.75,"12/20/2018"
"7212064","DEX 5%/WATER 100ML  ",45.75,"12/20/2018"
"7212065","DEX 5%/WATER 50ML   ",32.75,"12/20/2018"
"7212073","BUDESON INH .25MG/2M",40.75,"12/20/2018"
"7212086","PROCHLORPERAZ 5MG PO",18.50,"12/20/2018"
"7212104","THIAMINE 100MG INJ  ",35.75,"12/20/2018"
"7212105","TERBUTALINE 1MG INJ ",303.75,"12/20/2018"
"7212111","HYDRALAZINE 20MG INJ",298.00,"12/20/2018"
"7212117","GLUCAGON 1MG INJ    ",761.50,"12/20/2018"
"7212119","DIPHENHYDRAM 50MGINJ",47.75,"12/20/2018"
"7212124","AMIODARONE 30MG INJ ",21.75,"12/20/2018"
"7212126","METHYLPRED 125MG INJ",45.75,"12/20/2018"
"7212127","OXYTOCIN UP TO 10UN ",20.25,"12/20/2018"
"7212129","NALBUPHINE 10MG INJ ",18.25,"12/20/2018"
"7212137","FLUCONAZOL 200MG INJ",32.00,"12/20/2018"
"7212142","DEX 5%/WATER 1000ML ",229.50,"12/20/2018"
"7212148","CEFEPIME 500MG INJ  ",48.50,"12/20/2018"
"7212150","NORM SALINE 250ML IV",45.50,"12/20/2018"
"7212155","MEROPENEM 100MG INJ ",17.25,"12/20/2018"
"7212160","ACYCLOVIR 5MG INJ   ",1.60,"12/20/2018"
"7212173","PENICI G POT .6MUINJ",110.25,"12/20/2018"
"7212193","TETANUS IG HUM 250U ",1170.50,"12/20/2018"
"7212201","ACTYLCYSTN INJ 100MG",18.50,"12/20/2018"
"7212210","ETHANOLAM OLE 100 MG",745.25,"12/20/2018"
"7212225","SINCALIDE INJ 5MCG  ",298.75,"12/20/2018"
"7212244","PROMETHAZI UPTO 50MG",45.75,"12/20/2018"
"7212247","AZITHROMYC 500MG IV ",251.00,"12/20/2018"
"7212249","CHLORPROM UP TO 50MG",94.00,"12/20/2018"
"7212258","MICAFUNGIN 1MG INJ  ",2.80,"12/20/2018"
"7212279","SUMATRIPTAN 6MG INJ ",44.75,"12/20/2018"
"7212304","EPO LT 10000/100 UNT",37.50,"12/20/2018"
"7212305","EPO GE 10000/100 UNT",13.00,"12/20/2018"
"7212332","PREDNISOLON 15MG/5ML",5.10,"12/20/2018"
"7212333","PARICALCITOL 1MCGINJ",61.50,"12/20/2018"
"7212334","PIPER/TAZOB 1G/.125G",40.25,"12/20/2018"
"7212343","LEVOFLOXAC 250MG INJ",81.00,"12/20/2018"
