"SVCCD","Description","PRICE1","As of Date"
"1610009","HE-NASAL BONES DR   ",356.00,"12/20/2018"
"1610012","HE-ORBITS 4V DR     ",489.00,"12/20/2018"
"1610013","HE-SINUSES LTD DR   ",238.00,"12/20/2018"
"1610014","HE-SINUSES 3VPLUS DR",755.00,"12/20/2018"
"1610016","HE-SKULL LIMITED DR ",333.00,"12/20/2018"
"1610017","HE-SKULL 4V PLUS DR ",395.00,"12/20/2018"
"1610026","SP-NECK SOFT TISS DR",347.00,"12/20/2018"
"1610027","CH-RIBS UNILAT DR   ",255.00,"12/20/2018"
"1610028","CH-RIB UNI PA CXR DR",369.00,"12/20/2018"
"1610029","CH-RIBS BILATERAL DR",408.00,"12/20/2018"
"1610030","CH-RIBS BI PA CXR DR",468.00,"12/20/2018"
"1610031","CH-STERNUM DR       ",362.00,"12/20/2018"
"1610032","CH-STRNOCLAV JNTS DR",371.00,"12/20/2018"
"1610033","SP-SPINE SNGL VW DR ",279.00,"12/20/2018"
"1610034","SP-CERV SP 2TO3VW DR",300.00,"12/20/2018"
"1610035","SP-CERV SP 4TO5VW DR",444.00,"12/20/2018"
"1610036","SP-CRV SPNE 6VPLS DR",569.00,"12/20/2018"
"1610037","SP-T SPINE 2 VIEW DR",371.00,"12/20/2018"
"1610038","SP-T SPINE 3 VIEW DR",234.66,"12/20/2018"
"1610039","SP-T SPNE 4PLUS V DR",234.66,"12/20/2018"
"1610040","SP-THORACOLMBR 2V DR",268.00,"12/20/2018"
"1610041","SP-ENTIRE SPNE 1V DR",165.00,"12/20/2018"
"1610042","SP-ENT SPN 2OR3 V DR",165.00,"12/20/2018"
"1610043","SP-ENT SPN 4OR5 V DR",330.00,"12/20/2018"
"1610045","SP-LS SPN 2 TO 3V DR",285.00,"12/20/2018"
"1610046","SP-LS SPNE 4VPLUS DR",656.00,"12/20/2018"
"1610047","SP-LS SPINE W BND DR",192.00,"12/20/2018"
"1610049","LE-PELVIS DR        ",276.00,"12/20/2018"
"1610051","SP-SI JOINTS 2V DR  ",141.00,"12/20/2018"
"1610053","SP-SCRM COCCYX 2V DR",228.00,"12/20/2018"
"1610056","UE-CLAVICLE DR      ",268.00,"12/20/2018"
"1610058","UE-SCAPULA DR       ",302.00,"12/20/2018"
"1610059","UE-SHOULDER 1V DR   ",261.00,"12/20/2018"
"1610060","UE-SHLDR 2VW PLUS DR",315.00,"12/20/2018"
"1610061","IR-ARTHROGM SHLDR DR",706.00,"12/20/2018"
"1610062","UE-AC JTS BILAT DR  ",626.00,"12/20/2018"
"1610064","UE-HUMERUS DR       ",189.00,"12/20/2018"
"1610065","UE-ELBOW 2V DR      ",251.00,"12/20/2018"
"1610066","UE-ELBOW 3V DR      ",261.00,"12/20/2018"
"1610067","UE-FOREARM 2V DR    ",327.00,"12/20/2018"
"1610069","UE-WRIST 2V DR      ",231.00,"12/20/2018"
"1610070","UE-WRIST 3V PLUS DR ",377.00,"12/20/2018"
"1610071","UE-HAND 2V DR       ",243.00,"12/20/2018"
"1610072","UE-HAND 3V DR       ",315.00,"12/20/2018"
"1610073","UE-FINGER S 2VPLS DR",315.00,"12/20/2018"
"1610074","LE-HIP UNILAT 1V DR ",150.00,"12/20/2018"
"1610075","LE-HIP PV UN2OR3V DR",193.00,"12/20/2018"
"1610076","LE-HIP PV UNMIN4V DR",289.00,"12/20/2018"
"1610077","LE-HIP PLV BI 2V DR ",315.00,"12/20/2018"
"1610078","LE-HIP PV BI3OR4V DR",315.00,"12/20/2018"
"1610079","LE-HIP PV BI MIN5VDR",629.00,"12/20/2018"
"1610081","LE-FEMUR 1V DR      ",174.00,"12/20/2018"
"1610082","LE-FEMUR 2V DR      ",189.00,"12/20/2018"
"1610083","LE-KNEE 1 TO 2V DR  ",165.00,"12/20/2018"
"1610084","LE-KNEE 3V DR       ",243.00,"12/20/2018"
"1610085","LE-KNEE 4V PLUS DR  ",315.00,"12/20/2018"
"1610087","LE-TIB FIB 2V DR    ",330.00,"12/20/2018"
"1610089","LE-ANKLE 2V DR      ",193.00,"12/20/2018"
"1610090","LE-ANKLE 3VPLUS DR  ",377.00,"12/20/2018"
"1610091","LE-FOOT 2V DR       ",200.00,"12/20/2018"
"1610092","LE-FOOT 3V PLUS DR  ",377.00,"12/20/2018"
"1610093","LE-CALCANEUS 2PLS DR",246.00,"12/20/2018"
"1610094","LE-TOE S 2VPLUS DR  ",210.00,"12/20/2018"
"1610095","CH-ABD SER PA CXR DR",453.00,"12/20/2018"
"1610097","FL-SMALL BOWEL DR   ",317.00,"12/20/2018"
"1610101","FL-IVP DR           ",860.00,"12/20/2018"
"1610114","FL-FLUORO 1 HOUR DR ",238.00,"12/20/2018"
"1610122","BONE AGE STUDY DR   ",178.00,"12/20/2018"
"1610125","BNE SRVY CMP METS DR",440.00,"12/20/2018"
"1610126","BONE SRVY INFANT DR ",305.00,"12/20/2018"
"1610132","UE-SHOULDER 2V BI DR",315.00,"12/20/2018"
"1610134","UE-ELBOW 2VW BI DR  ",251.00,"12/20/2018"
"1610135","UE-ELBOW 3VW BI DR  ",261.00,"12/20/2018"
"1610136","UE-FOREARM 2VW BI DR",327.00,"12/20/2018"
"1610138","UE-WRIST 2VW BI DR  ",231.00,"12/20/2018"
"1610139","UE-WRIST 3VW BI DR  ",377.00,"12/20/2018"
"1610140","UE-HAND 2VWS BI DR  ",243.00,"12/20/2018"
"1610141","UE-HAND 3VWS BI DR  ",315.00,"12/20/2018"
"1610142","UE-FINGER 2 VW BI DR",315.00,"12/20/2018"
"1610144","LE-FEMUR 2VW BI DR  ",189.00,"12/20/2018"
"1610145","LE-KNEE1TO2V BI DR  ",165.00,"12/20/2018"
"1610146","LE-KNEE 3VWS BI DR  ",243.00,"12/20/2018"
"1610147","LE-KNEE 4VWPLS BI DR",315.00,"12/20/2018"
"1610148","LE-TIB FIB 2V BI DR ",330.00,"12/20/2018"
"1610150","LE-ANKLE 2VW BI DR  ",193.00,"12/20/2018"
"1610151","LE-ANKLE 3VWS BI DR ",377.00,"12/20/2018"
"1610152","LE-FOOT 2VWS BI DR  ",200.00,"12/20/2018"
"1610153","LE-FOOT 3VWPLS BI DR",377.00,"12/20/2018"
"1610154","LE-CALCNEUS 2V BI DR",246.00,"12/20/2018"
"1610163","CH-CHEST 1V DR      ",126.00,"12/20/2018"
"1610164","CH-CHEST 2V DR      ",227.00,"12/20/2018"
"1610165","CH-CHEST 3V DR      ",142.00,"12/20/2018"
"1610166","CH-CHEST 4V DR      ",386.00,"12/20/2018"
"1610167","CH-ABDOMEN 1 VIEW DR",278.00,"12/20/2018"
"1610168","CH-ABDOMEN 2 VWS DR ",434.00,"12/20/2018"
"1610169","CH-ABDOMEN 3VWS DR  ",434.00,"12/20/2018"
"1612104","HE-MANDIBLE 4VPLS CR",300.00,"12/20/2018"
"1612108","HE-FACIAL BNS LTD CR",288.00,"12/20/2018"
"1612109","HE-FACIAL BNES 3V CR",362.00,"12/20/2018"
"1612110","HE-NASAL BONES CR   ",356.00,"12/20/2018"
"1612115","HE-SINUSES 3VPLUS CR",755.00,"12/20/2018"
"1612117","HE-SKULL LIMITED CR ",333.00,"12/20/2018"
"1612118","HE-SKULL 4V PLUS CR ",395.00,"12/20/2018"
"1612126","SP-NECK SOFT TISS CR",347.00,"12/20/2018"
"1612134","CH-RIBS UNILAT CR   ",255.00,"12/20/2018"
"1612135","CH-RIB UNI PA CXR CR",369.00,"12/20/2018"
"1612136","CH-RIBS BILATERAL CR",408.00,"12/20/2018"
"1612137","CH-RIBS BI PA CXR CR",468.00,"12/20/2018"
"1612138","CH-STERNUM CR       ",362.00,"12/20/2018"
"1612141","SP-SPINE SNGL VW CR ",279.00,"12/20/2018"
"1612142","SP-CERV SP 2TO3VW CR",300.00,"12/20/2018"
"1612146","SP-T SPINE 2 VIEW CR",371.00,"12/20/2018"
"1612151","SP-LS SPN 2 TO 3V CR",285.00,"12/20/2018"
"1612152","SP-LS SPNE 4VPLUS CR",656.00,"12/20/2018"
"1612153","SP-LS SPINE W BND CR",192.00,"12/20/2018"
"1612155","SP-SI JOINTS 2V CR  ",141.00,"12/20/2018"
"1612157","SP-SCRM COCCYX 2V CR",228.00,"12/20/2018"
"1612160","IR-MYELO LUMBAR     ",2933.00,"12/20/2018"
"1612164","UE-CLAVICLE CR      ",268.00,"12/20/2018"
"1612165","UE-SCAPULA CR       ",302.00,"12/20/2018"
"1612166","UE-SHOULDER 1V CR   ",261.00,"12/20/2018"
"1612167","UE-SHLDR 2VW PLUS CR",315.00,"12/20/2018"
"1612169","UE-HUMERUS CR       ",189.00,"12/20/2018"
"1612170","UE-ELBOW 2V CR      ",251.00,"12/20/2018"
"1612171","UE-ELBOW 3V CR      ",261.00,"12/20/2018"
"1612172","UE-FOREARM 2V CR    ",327.00,"12/20/2018"
"1612174","UE-WRIST 2V CR      ",231.00,"12/20/2018"
"1612175","UE-WRIST 3V PLUS CR ",377.00,"12/20/2018"
"1612176","UE-HAND 2V CR       ",243.00,"12/20/2018"
"1612177","UE-HAND 3V CR       ",315.00,"12/20/2018"
"1612178","UE-FINGER S 2VPLS CR",315.00,"12/20/2018"
"1612179","LE-HIP UNILAT 1V CR ",150.00,"12/20/2018"
"1612184","LE-FEMUR 2V CR      ",189.00,"12/20/2018"
"1612185","LE-KNEE 1 TO 2V CR  ",165.00,"12/20/2018"
"1612186","LE-KNEE 3V CR       ",243.00,"12/20/2018"
"1612187","LE-KNEE 4V PLUS CR  ",315.00,"12/20/2018"
"1612189","LE-TIB FIB 2V CR    ",330.00,"12/20/2018"
"1612191","LE-ANKLE 2V CR      ",193.00,"12/20/2018"
"1612192","LE-ANKLE 3VPLUS CR  ",377.00,"12/20/2018"
"1612193","LE-FOOT 2V CR       ",200.00,"12/20/2018"
"1612194","LE-FOOT 3V PLUS CR  ",377.00,"12/20/2018"
"1612195","LE-CALCANEUS 2PLS CR",246.00,"12/20/2018"
"1612196","LE-TOE S 2VPLUS CR  ",210.00,"12/20/2018"
"1612197","CH-ABDOMEN 1 VIEW CR",278.00,"12/20/2018"
"1612198","CH-ABDOMEN 2 VWS CR ",434.00,"12/20/2018"
"1612199","CH-ABDOMEN 3VWS CR  ",434.00,"12/20/2018"
"1612200","CH-ABD SER PA CXR CR",453.00,"12/20/2018"
"1612203","FL-ESOPHAGUS        ",507.00,"12/20/2018"
"1612206","FL-GI SERIES        ",836.00,"12/20/2018"
"1612208","FL-GI W SM BOWEL    ",929.00,"12/20/2018"
"1612209","FL-GI SERIES AIR    ",774.00,"12/20/2018"
"1612212","FL-SMALL BOWEL CR   ",317.00,"12/20/2018"
"1612215","FL-BARIUM ENEMA     ",449.00,"12/20/2018"
"1612216","FL-BARIUM ENEMA AIR ",967.00,"12/20/2018"
"1612220","SU-CHOLE W GRAMS    ",401.00,"12/20/2018"
"1612226","FL-ENDO BIL PANC    ",580.00,"12/20/2018"
"1612232","FL-IVP CR           ",860.00,"12/20/2018"
"1612240","FL-UCG RETRO CR     ",488.00,"12/20/2018"
"1612252","FL-FLUORO 1 HOUR CR ",238.00,"12/20/2018"
"1612256","BONE AGE STUDY CR   ",178.00,"12/20/2018"
"1612257","BONE LENGTH STUDY CR",272.00,"12/20/2018"
"1612259","BNE SRVY CMP METS CR",440.00,"12/20/2018"
"1612269","TOMOGRAM ONE PLNE CR",710.00,"12/20/2018"
"1612279","IR-ARTHROGM SHLDR CR",706.00,"12/20/2018"
"1612280","IR-ARTHROGRAM ELBOW ",397.00,"12/20/2018"
"1612281","IR-ARTHROGRAM WRIST ",397.00,"12/20/2018"
"1612282","IR-ARTHROGRAM HIP CR",397.00,"12/20/2018"
"1612286","CH-CHEST 1V CR      ",126.00,"12/20/2018"
"1612288","CH-CHEST 2V CR      ",227.00,"12/20/2018"
"1612299","UE-CLAVICLE BILAT CR",268.00,"12/20/2018"
"1612302","UE-SHOULDER 2V BI CR",315.00,"12/20/2018"
"1612304","UE-ELBOW 2VW BI CR  ",251.00,"12/20/2018"
"1612305","UE-ELBOW 3VW BI CR  ",261.00,"12/20/2018"
"1612308","UE-WRIST 2VW BI CR  ",231.00,"12/20/2018"
"1612309","UE-WRIST 3VW BI CR  ",377.00,"12/20/2018"
"1612310","UE-HAND 2VWS BI CR  ",243.00,"12/20/2018"
"1612311","UE-HAND 3VWS BI CR  ",315.00,"12/20/2018"
"1612312","UE-FINGER 2 VW BI CR",315.00,"12/20/2018"
"1612314","LE-KNEE 1TO2V BI CR ",165.00,"12/20/2018"
"1612315","LE-KNEE 3VWS BI CR  ",243.00,"12/20/2018"
"1612316","LE-KNEE 4VWPLS BI CR",315.00,"12/20/2018"
"1612317","LE-TIB FIB 2V BI CR ",330.00,"12/20/2018"
"1612318","LE-ANKLE 2VW BI CR  ",193.00,"12/20/2018"
"1612320","LE-FOOT 2VWS BI CR  ",200.00,"12/20/2018"
"1612321","LE-FOOT 3VWPLS BI CR",377.00,"12/20/2018"
"1612342","FL-FLUORO CVAD ANY  ",439.00,"12/20/2018"
"1612348","LE-PELVIS CR        ",276.00,"12/20/2018"
"1612354","FL-FLUORO GUIDE SPIN",417.00,"12/20/2018"
"1612397","SP-CERV SP 4TO5VW CR",444.00,"12/20/2018"
"1612398","SP-CRV SPNE 6VPLS CR",569.00,"12/20/2018"
"1612451","SP-ENTIRE SPNE 1V CR",165.00,"12/20/2018"
"1612452","SP-ENT SPN 2OR3 V CR",165.00,"12/20/2018"
"1612456","LE-HIP PV UN2OR3V CR",193.00,"12/20/2018"
"1612458","LE-HIP PLV BI 2V CR ",315.00,"12/20/2018"
"1612459","LE-HIP PV BI3OR4V CR",315.00,"12/20/2018"
"1612460","LE-HIP PV BI MIN5VCR",629.00,"12/20/2018"
"1612461","LE-FEMUR 1V CR      ",174.00,"12/20/2018"
"1621503","US-ENCEPHALOGRAM    ",281.00,"12/20/2018"
"1621510","US-HEAD NECK SFT TIS",513.00,"12/20/2018"
"1621511","US-CHEST MEDIASTINUM",188.00,"12/20/2018"
"1621513","US-ABDOMEN COMP WO  ",889.00,"12/20/2018"
"1621514","US-ABDOMEN LTD WO   ",669.00,"12/20/2018"
"1621515","US-ABDOMEN RETROPER ",594.00,"12/20/2018"
"1621516","US-ABDOMEN RETRO LMT",479.00,"12/20/2018"
"1621517","US-KIDNEY TRANSPLANT",339.00,"12/20/2018"
"1621519","US-PELVIS PREG      ",946.00,"12/20/2018"
"1621521","US-PELVIS PREG LTD  ",150.00,"12/20/2018"
"1621522","US-PLV PREG FU ABD  ",369.00,"12/20/2018"
"1621524","US-FETAL BIO NONST  ",935.00,"12/20/2018"
"1621529","US-TRANSVAGINAL     ",1295.00,"12/20/2018"
"1621531","US-PELVIS NON OB    ",970.00,"12/20/2018"
"1621532","US-PELVIS NON OB FU ",240.00,"12/20/2018"
"1621533","US-SCROTUM          ",471.00,"12/20/2018"
"1621543","US-GUIDE NEEDLE PLAC",432.00,"12/20/2018"
"1621554","US-CAROTID DPLX SCAN",957.00,"12/20/2018"
"1621555","US-EXT VEINS DPLX WC",847.00,"12/20/2018"
"1621557","US-LW EXT DPX ART UN",464.00,"12/20/2018"
"1621560","US-EXT VEINS DPX LTD",455.00,"12/20/2018"
"1621561","US-ABD RETROPER DPLX",464.00,"12/20/2018"
"1621566","US-UP EXT DPX ART UN",456.00,"12/20/2018"
"1621567","US-DPLX SCAN ART CMP",534.00,"12/20/2018"
"1621569","US-DPLX IMT GFT ARTA",464.00,"12/20/2018"
"1621572","US-DPLX SCN AV ACCES",546.00,"12/20/2018"
"1621575","US-PELV PREG 14 WKS ",946.00,"12/20/2018"
"1621579","US-PLV PRG TRNSV    ",1295.00,"12/20/2018"
"1621581","US-VAS ACCSS SITES  ",581.00,"12/20/2018"
"1621596","US-ABDOMN AAA SCREEN",236.00,"12/20/2018"
"1621602","US-TTE 2D MM LTD WO ",470.00,"12/20/2018"
"1621607","US-TTE 2D W DOPP WO ",1111.00,"12/20/2018"
"1621608","US-TTE 2D W DOPP WWO",1681.00,"12/20/2018"
"1621613","US-TEE COMP WWO     ",2210.00,"12/20/2018"
"1621614","US-TEE COMP WO      ",1944.00,"12/20/2018"
"1621616","US-EXT COMP JNT UNI ",323.00,"12/20/2018"
"1621618","US-EXT LTD JNT UNI  ",162.00,"12/20/2018"
"1621623","US-ABD PARACEN W IMG",1594.00,"12/20/2018"
"1621625","US-THORACNTSIS W IMG",1723.00,"12/20/2018"
"1621626","US-THORCNT W TUB IMG",2390.00,"12/20/2018"
"1621627","US-BRST BX LOC CLP 1",3363.00,"12/20/2018"
"1621638","US-BREAST COMPLETE  ",471.00,"12/20/2018"
"1621639","US-BREAST LIMITED   ",471.00,"12/20/2018"
"1630001","CT-ABSC DRN CATH PLA",2225.00,"12/20/2018"
"1630007","CT-ABD PELVIS WO    ",2619.00,"12/20/2018"
"1630008","CT-ABD PELVIS W     ",3478.00,"12/20/2018"
"1630009","CT-ABD PELVIS WWO   ",3834.00,"12/20/2018"
"1630014","CTA-ABDOMEN PELVIS  ",3761.00,"12/20/2018"
"1631501","CT-PELVIS WO        ",749.00,"12/20/2018"
"1631502","CT-PELVIS W         ",1158.00,"12/20/2018"
"1631503","CT-PELVIS WWO       ",1290.00,"12/20/2018"
"1631508","CT-LOWER EXT WO BI  ",1127.00,"12/20/2018"
"1631509","CT-LOWER EXT W BI   ",1344.00,"12/20/2018"
"1631511","CTA-LOWER EXT BI    ",1852.00,"12/20/2018"
"1631513","CT-GUIDE NEEDLE BX  ",1874.00,"12/20/2018"
"1631515","CT-RAD TX TREAT PLAN",669.00,"12/20/2018"
"1631516","CT-LIMITED FOLLOW UP",368.00,"12/20/2018"
"1631517","CT-HEAD WO          ",1350.00,"12/20/2018"
"1631518","CT-HEAD W           ",1605.00,"12/20/2018"
"1631519","CT-HEAD WWO         ",1660.00,"12/20/2018"
"1631520","CT-ORBIT EAR WO     ",1073.00,"12/20/2018"
"1631521","CT-ORBIT EAR W      ",1287.00,"12/20/2018"
"1631522","CT-ORBIT EAR WWO    ",2083.00,"12/20/2018"
"1631523","CT-MAXILLOFACIAL WO ",1073.00,"12/20/2018"
"1631524","CT-MAXILLOFACIAL W  ",1287.00,"12/20/2018"
"1631525","CT-MAXILLOFACIAL WWO",1605.00,"12/20/2018"
"1631526","CT-NECK SOFT TIS WO ",1073.00,"12/20/2018"
"1631527","CT-NECK SOFT TIS W  ",1737.00,"12/20/2018"
"1631528","CT-NECK SOFT TIS WWO",2081.00,"12/20/2018"
"1631529","CTA-HEAD            ",1596.00,"12/20/2018"
"1631530","CTA-NECK            ",2081.00,"12/20/2018"
"1631531","CT-CHEST WO         ",1726.00,"12/20/2018"
"1631532","CT-CHEST W          ",1605.00,"12/20/2018"
"1631533","CT-CHEST WWO        ",2006.00,"12/20/2018"
"1631534","CTA-CHEST           ",2006.00,"12/20/2018"
"1631535","CT-CERV SPINE WO    ",1344.00,"12/20/2018"
"1631536","CT-CERV SPINE W     ",2006.00,"12/20/2018"
"1631537","CT-CERV SPINE WWO   ",1104.00,"12/20/2018"
"1631538","CT-THOR SPINE WO    ",1344.00,"12/20/2018"
"1631541","CT-LUMB SPINE WO    ",1605.00,"12/20/2018"
"1631542","CT-LUMB SPINE W     ",1726.00,"12/20/2018"
"1631544","CT-UPPER EXT WO     ",1482.00,"12/20/2018"
"1631545","CT-UPPER EXT W      ",1293.00,"12/20/2018"
"1631546","CT-UPPER EXT WWO    ",1438.00,"12/20/2018"
"1631547","CTA-UPPER EXT       ",1852.00,"12/20/2018"
"1631548","CT-LOWER EXT WO     ",1127.00,"12/20/2018"
"1631549","CT-LOWER EXT W      ",1344.00,"12/20/2018"
"1631550","CT-LOWER EXT WWO    ",1388.00,"12/20/2018"
"1631551","CTA-LOWER EXT       ",1852.00,"12/20/2018"
"1631552","CT-ABDOMEN WO       ",749.00,"12/20/2018"
"1631553","CT-ABDOMEN W        ",1158.00,"12/20/2018"
"1631554","CT-ABDOMEN WWO      ",1290.00,"12/20/2018"
"1631555","CTA-ABDOMEN         ",1925.00,"12/20/2018"
"1631556","CTA-ABD ART W RUNOFF",1852.00,"12/20/2018"
"1641000","MR-UPPER EXT WO     ",2724.00,"12/20/2018"
"1641002","MR-UPPER EXT WWO    ",1352.00,"12/20/2018"
"1641003","MR-UPPER JOINT WO   ",2212.00,"12/20/2018"
"1641004","MR-UPPER JOINT W    ",1073.00,"12/20/2018"
"1641005","MR-UPPER JOINT WWO  ",3268.00,"12/20/2018"
"1641007","MRA-NECK WO         ",2286.00,"12/20/2018"
"1641009","MRA-NECK WWO        ",1352.00,"12/20/2018"
"1641010","MR-CHEST WO         ",2286.00,"12/20/2018"
"1641012","MR-CHEST WWO        ",3268.00,"12/20/2018"
"1641014","MR-LOWER EXTR WO    ",2286.00,"12/20/2018"
"1641016","MR-LOWER EXTR WWO   ",2286.00,"12/20/2018"
"1641017","MR-LW JOINT WO      ",2700.00,"12/20/2018"
"1641019","MR-LW JOINT WWO     ",1352.00,"12/20/2018"
"1641020","MR-ABDOMEN WO       ",2286.00,"12/20/2018"
"1641022","MR-ABDOMEN WWO      ",3268.00,"12/20/2018"
"1641032","MRA-ABDOMEN WO      ",828.00,"12/20/2018"
"1641033","MRA-ABDOMEN WWO     ",2809.00,"12/20/2018"
"1641039","MR-BREAST BI WWO    ",1385.00,"12/20/2018"
"1641048","MR-ORBT FAC NCK WWO ",1352.00,"12/20/2018"
"1641049","MRA-HEAD WO         ",2286.00,"12/20/2018"
"1641052","MR-BRAIN WO         ",2286.00,"12/20/2018"
"1641054","MR-BRAIN WWO        ",5777.00,"12/20/2018"
"1641055","MR-CERV SPINE WO    ",2286.00,"12/20/2018"
"1641057","MR-THOR SPINE WO    ",2740.00,"12/20/2018"
"1641059","MR-LUMB SPINE WO    ",2976.00,"12/20/2018"
"1641061","MR-CERV SPINE WWO   ",3268.00,"12/20/2018"
"1641062","MR-THOR SPINE WWO   ",3268.00,"12/20/2018"
"1641063","MR-LUMB SPINE WWO   ",5078.00,"12/20/2018"
"1641065","MR-PELVIS WO        ",2286.00,"12/20/2018"
"1641067","MR-PELVIS WWO       ",2286.00,"12/20/2018"
"1651011","NM-THYROID MET BODY ",1480.00,"12/20/2018"
"1651030","NM-LYMPHATICS NODES ",1083.00,"12/20/2018"
"1651035","NM-LIVER W FLW SPECT",1204.00,"12/20/2018"
"1651036","NM-LIVER AND SPLEEN ",959.00,"12/20/2018"
"1651046","NM-GASTRIC EMPTYING ",668.00,"12/20/2018"
"1651052","NM-GI BLOOD LOSS    ",1437.00,"12/20/2018"
"1651059","NM-BONE SCAN BODY   ",996.00,"12/20/2018"
"1651060","NM-BONE SCAN 3 PHASE",494.00,"12/20/2018"
"1651073","NM-MYOCRD SPECT SNGL",3106.00,"12/20/2018"
"1651074","NM-MYOCRD SPECT MULT",3348.00,"12/20/2018"
"1651078","NM-GATED BLD POOL SN",1057.00,"12/20/2018"
"1651087","NM-LUNG PERF PARTICU",750.00,"12/20/2018"
"1651115","NM-KID VF PHRM SNGL ",887.00,"12/20/2018"
"1651116","NM-KID VF PHRM MULT ",1728.00,"12/20/2018"
"1651125","NM-TUMOR LOC BODY   ",924.00,"12/20/2018"
"1651127","NM-ABSCESS LOC LMTD ",805.00,"12/20/2018"
"1651128","NM-ABSCESS LOC BODY ",1057.00,"12/20/2018"
"1651137","NM-RX ORAL ADMIN    ",963.00,"12/20/2018"
"1651143","NM-HEPATOBILIARY SYS",855.00,"12/20/2018"
"1651144","NM-HEPATOBIL W PHARM",855.00,"12/20/2018"
"1651146","NM-LUNG VENT PERFUS ",1243.00,"12/20/2018"
"1651150","NM-THY UPT IMG W-BF ",1247.00,"12/20/2018"
"1651151","NM-THYROID IMG W-BF ",792.00,"12/20/2018"
"1651152","NM-PAR PLAN THY IMG ",694.00,"12/20/2018"
"1651153","NM-PARA PLN IMG SPEC",957.00,"12/20/2018"
"1691001","FL-NEDL GUIDE FLUORO",465.00,"12/20/2018"
"1691010","IR-ABD AORTA SERIAL ",3299.00,"12/20/2018"
"1691011","IR-AABF SERIAL      ",3299.00,"12/20/2018"
"1691021","IR-ANGIO EXTREM UNI ",3299.00,"12/20/2018"
"1691022","IR-ANGIO EXTREM BI  ",3299.00,"12/20/2018"
"1691039","IR-REMVLOBSTR VENOUS",287.19,"12/20/2018"
"1691079","IR-ABSC DRN CATH PLA",2225.00,"12/20/2018"
"1691080","IR-INJ W FLUR CV DEV",565.00,"12/20/2018"
"1691087","IR-VENOGRAM EXT UNI ",1068.00,"12/20/2018"
"1691090","IR-DRAIN TUBE CHANGE",546.00,"12/20/2018"
"1691097","IR-VENACAVAGRAM SUP ",1499.00,"12/20/2018"
"1691100","FL-FLUORO CVAD ANY  ",478.00,"12/20/2018"
"1691109","IR-INSERTION TIPS   ",10831.00,"12/20/2018"
"1691110","IR-REVISION TIPS    ",15580.00,"12/20/2018"
"1691119","IR-VENOUS MECH THROM",8285.00,"12/20/2018"
"1691124","IR-RM RENAL TUB W FL",905.00,"12/20/2018"
"1691127","IR-RMV TUN CVC WO SQ",1107.00,"12/20/2018"
"1691129","IR-EXAM G COLON TUBE",474.00,"12/20/2018"
"1691136","IR-PARV INJ L-S L1  ",1098.00,"12/20/2018"
"1691141","US-VAS ACCSS SITES  ",633.00,"12/20/2018"
"1691156","IR-ILIAC REVASC     ",7890.00,"12/20/2018"
"1691157","IR-ILIAC REVAS W SNT",13815.00,"12/20/2018"
"1691158","IR-FEM POP REVAS TLA",7888.00,"12/20/2018"
"1691160","IR-FEM POP REVAS SNT",13812.00,"12/20/2018"
"1691162","IR-TIB PER REVS W TL",8164.00,"12/20/2018"
"1691179","IR-INS ENDO VENA CAV",6243.00,"12/20/2018"
"1691192","IR-ARTHROGRAM SI JTS",2663.00,"12/20/2018"
"1691194","IR-THORACNTSIS W IMG",1986.00,"12/20/2018"
"1691195","IR-THORCNT W TUB IMG",2757.00,"12/20/2018"
"1691196","IR-RETRIEVAL CATHETE",4116.00,"12/20/2018"
"1691197","IR-TRNSCTH THROM ART",4066.00,"12/20/2018"
"1691200","IR-TRNCTH CES CTH RM",3240.00,"12/20/2018"
"1691243","IR-CTH FLUID PER RET",2472.00,"12/20/2018"
"1691245","IR-VASC EMB OCC VENO",13480.00,"12/20/2018"
"1691251","IR-CATH FLUID DRAIN ",517.00,"12/20/2018"
"1691257","IR-PERC VRT AUG THOR",9081.00,"12/20/2018"
"1691258","IR-PERC VRT AUG LUMB",9081.00,"12/20/2018"
"1691274","FL-INJ PERC CHOL EXT",1130.00,"12/20/2018"
"1691275","FL-INJ PERC CHOL NEW",6988.00,"12/20/2018"
"1691277","IR-PLC BIL DRCT INEX",6988.00,"12/20/2018"
"1691285","IR-INJ NEPH URT EXST",3710.00,"12/20/2018"
"1691286","IR-PLC NPHROSTMY CTH",3429.00,"12/20/2018"
"1691289","IR-EXCHG NPHSTMY CTH",3700.00,"12/20/2018"
"1691292","IR-PLC URTL ST NEW W",4047.00,"12/20/2018"
"1691701","IR-CAT DIAL DIAG ANG",2161.00,"12/20/2018"
"1691702","IR-CAT DIAL TRAN BAL",19180.00,"12/20/2018"
"1691703","IR-CAT DIAL TRAN STN",13742.00,"12/20/2018"
"1691704","IR-THRMBC DIAG ANGIO",5435.00,"12/20/2018"
"1691705","IR-THRMBC TRAN BAL  ",21291.00,"12/20/2018"
"1691706","IR-THRMBC TRAN STENT",15107.00,"12/20/2018"
"1691802","IR-TLUM BAL ANG 1STV",11118.00,"12/20/2018"
"1691902","IR-DI L-S INJ W IM  ",1760.00,"12/20/2018"
"1710902","SUCTION PROC-NASOTRA",86.00,"12/20/2018"
"1710903","ARTERIAL PUNCTURE   ",46.00,"12/20/2018"
"1710904","BLD GAS-PH,PO2,PCO2 ",128.00,"12/20/2018"
