"Type","Name","Per Day Charges"
"Orthotics and Prosthetics","TLSO FLEX TRNK SJ-SS PRE OTS","2593.4"
"Orthotics and Prosthetics","TLSO RIGID FRAME HYPEREX PRE","1145.2"
"Orthotics and Prosthetics","TLSO RIGID LINED CUST FAB TWO","5144"
"Orthotics and Prosthetics","TLSO RIGID PLASTIC CUST FAB","4834.7"
"Orthotics and Prosthetics","TOT CONT ACT AK/KNEE DISART S","1454.2"
"Orthotics and Prosthetics","TRUS SINGLE W/STANDARD PAD","256.4"
"Orthotics and Prosthetics","TRUSS ADD TO STD PAD SCROTAL","149.5"
"Orthotics and Prosthetics","UPP EXT FX ORTHOSIS HUMERAL","892.6"
"Orthotics and Prosthetics","VARUS/VALGUS STRAP PADDED/LI","153.8"
"Orthotics and Prosthetics","WHFO W/JOIONT(S) CUSTOM FAB","1078"
"Orthotics and Prosthetics","WHFO W/O JOINTS PRE OTS","595.6"
"Orthotics and Prosthetics","WHFO, NO JOINT, PREFABRICATED","595.6"
"Orthotics and Prosthetics","WHFO, RIGID W/O JOINTS","892.5"
"Orthotics and Prosthetics","WHO W NONTOR JNT(S) PREFAB","1261.5"
"Orthotics and Prosthetics","WHO W/NONTORSION JNT(S) CF","2353.4"
"Orthotics and Prosthetics","WHO W/O JOINTS CF","1054.8"
"Orthotics and Prosthetics","WRIST COCK-UP NON-MOLDED","166.6"
"Pharmacy","abacavir 300 mg Tab","35.16"
"Pharmacy","abacavir/dolutegravir/lamivudine 600 mg-50 mg-300 mg Tab","357.02"
"Pharmacy","abacavir-lamiVUDine 600 mg-300 mg Tab","162.76"
"Pharmacy","abiraterone 500 mg Tab","716.25"
"Pharmacy","acamprosate 333 mg Oral EC Tab","5.11"
"Pharmacy","acarbose 100 mg Tab","4.06"
"Pharmacy","acarbose 25 mg Tab","3.5"
"Pharmacy","acarbose 50 mg Tab","3.5"
"Pharmacy","acebutolol 200 mg Cap","3.53"
"Pharmacy","acebutolol 400 mg Cap","4.69"
"Pharmacy","acetaminophen 10 mg/mL Inj Sol 100 mL","3.5"
"Pharmacy","acetaminophen 120 mg Sup","3.5"
"Pharmacy","acetaminophen 160 mg/5 mL Oral Liquid (5mL UD)","3.5"
"Pharmacy","acetaminophen 160 mg/5 mL Oral Suspension (5mL UD)","3.5"
"Pharmacy","acetaminophen 325 mg Sup","3.5"
"Pharmacy","acetaminophen 325 mg Tab","3.5"
"Pharmacy","acetaminophen 325mg/10.15mL Oral Liquid (10.15mL UD)","3.5"
"Pharmacy","acetaminophen 325mg/10.15mL Oral Susp (10.15mL UD)","3.5"
"Pharmacy","acetaminophen 500 mg Tab","3.5"
"Pharmacy","acetaminophen 650 mg Sup","3.5"
"Pharmacy","acetaminophen 650 mg Tab ER","3.5"
"Pharmacy","acetaminophen 650mg/20.3mL Oral Liquid (20.3mL UD Liq)","3.5"
"Pharmacy","acetaminophen 650mg/20.3mL Oral Susp (20.3mL UD Liq)","3.5"
"Pharmacy","acetaminophen/aspirin/caffeine 250 mg-250 mg-65 mg Tab","3.5"
"Pharmacy","acetaminophen/butalbital/caffeine 300 mg-50 mg-40 mg Cap","10.28"
"Pharmacy","acetaminophen/butalbital/caffeine 325 mg-50 mg-40 mg Cap","16.85"
"Pharmacy","acetaminophen/butalbital/caffeine 325 mg-50 mg-40 mg Tab","5.91"
"Pharmacy","acetaminophen/butalbital/caffeine/codeine 300 mg-50 mg-40 mg-30 mg Cap","21.54"
"Pharmacy","acetaminophen/butalbital/caffeine/codeine 325 mg-50 mg-40 mg-30 mg Cap","5.25"
"Pharmacy","acetaminophen/caffeine/pyrilamine 500 mg-60 mg-15 mg Tab","3.5"
"Pharmacy","acetaminophen-codeine 120 mg-12 mg/5 mL Oral Liquid (12.5mL UD)","3.5"
"Pharmacy","acetaminophen-codeine 120 mg-12 mg/5 mL Oral Liquid (5mL UD)","3.5"
"Pharmacy","acetaminophen-codeine 300 mg-30 mg Tab","3.5"
"Pharmacy","acetaminophen-codeine 300 mg-60 mg Tab","3.5"
"Pharmacy","acetaminophen-dexbrompheniramine 500 mg-1 mg Tab","3.5"
"Pharmacy","acetaminophen-diphenhydrAMINE 500 mg-25 mg Tab","3.5"
"Pharmacy","acetaminophen-HYDROcodone 108 mg-2.5 mg/5 mL Oral Solution (5 mL UD)","4.96"
"Pharmacy","acetaminophen-HYDROcodone 167 mg-2.5 mg/5 mL Oral Elixir (5mL UD)","11.4"
"Pharmacy","acetaminophen-HYDROcodone 217 mg-5 mg/10 mL Oral Solution (10mL UD)","3.5"
"Pharmacy","acetaminophen-HYDROcodone 325 mg-10 mg Tab","4.24"
"Pharmacy","acetaminophen-HYDROcodone 325 mg-10 mg/15 mL Oral Sol (15mL UD)","3.5"
"Pharmacy","acetaminophen-HYDROcodone 325 mg-5 mg Tab","3.5"
"Pharmacy","acetaminophen-HYDROcodone 325 mg-7.5 mg Tab","3.5"
"Pharmacy","acetaminophen-HYDROcodone 325 mg-7.5 mg/15 mL Oral Soln(15mL UD)","3.5"
"Pharmacy","acetaminophen-HYDROcodone 333 mg-5 mg/10 mL Oral Elixir (10mL UD Liq)","3.5"
"Pharmacy","acetaminophen-oxyCODONE 325 mg-10 mg Tab","12.43"
"Pharmacy","acetaminophen-oxycodone 325 mg-2.5 mg Tab","19.5"
"Pharmacy","acetaminophen-oxyCODONE 325 mg-5 mg Tab","4.79"
"Pharmacy","acetaminophen-oxyCODONE 325 mg-7.5 mg Tab","9.5"
"Pharmacy","acetaminophen-oxyCODONE 325-5mg/5mL Oral Soln (5mL UD Liq)","3.5"
"Pharmacy","acetaminophen-pentazocine 650 mg-25 mg Tab","5.34"
"Pharmacy","acetaminophen-traMADol 325 mg-37.5 mg Tab","3.59"
"Pharmacy","acetaZOLAMIDE 125 mg Tab","7.63"
"Pharmacy","acetaZOLAMIDE 250 mg Tab","10.09"
"Pharmacy","acetaZOLAMIDE 500 mg ERCap","15.03"
"Pharmacy","acetaZOLAMIDE 500 mg Pow","168"
"Pharmacy","acetic acid 0.25% Topical Soln (1,000mL Bulk)","3.5"
"Pharmacy","acetic acid 0.25% Topical Soln (250mL Bulk)","3.5"
"Pharmacy","acetic acid 0.25% Topical Soln (500mL Bulk)","3.5"
"Pharmacy","acetic acid otic 2% Otic Soln (15mL Bulk)","9.33"
"Pharmacy","acetic acid-aluminum acetate 2%-0.79% Otic Soln (60mL Bulk)","4.2"
"Pharmacy","acetic acid-hydrocortisone 2%-1% Otic Soln (10mL Bulk)","79.02"
"Pharmacy","acetohydroxamic acid 250 mg Tab","65.63"
"Pharmacy","acetylcysteine 10% Inh Sol (10mL MDV per mL)","5.1"
"Pharmacy","acetylcysteine 10% Inh Sol (30mL MDV per mL)","3.5"
"Pharmacy","acetylcysteine 10% Inh Sol (4mL MDV per mL)","8.72"
"Pharmacy","acetylcysteine 20% Inh Sol (30mL UD)","3.5"
"Pharmacy","acetylcysteine 20% Inh Soln (10mL MDV per mL)","5.1"
"Pharmacy","acetylcysteine 20% Inh Soln (4mL MDV per mL)","13.09"
"Pharmacy","acetylcysteine 20% Inj Sol (30mL UD)","40.83"
"Pharmacy","acetylcysteine 600 mg Cap","3.5"
"Pharmacy","aclidinium 400 mcg/inh Powder {30 count} (1EA Bulk)","651.95"
"Pharmacy","acyclovir 200 mg Cap","3.5"
"Pharmacy","acyclovir 200 mg/5 mL Oral Susp (5mL UD Liq)","3.5"
"Pharmacy","acyclovir 400 mg Tab","13.11"
"Pharmacy","acyclovir 5% Ointment (15gm Bulk)","93.05"
"Pharmacy","acyclovir 5% Ointment (30gm Bulk)","93.05"
"Pharmacy","acyclovir 5% Ointment (5gm Bulk)","98.26"
"Pharmacy","acyclovir 5% Topical Cream (5gm Bulk)","669.06"
"Pharmacy","acyclovir 50 mg/mL IV Sol 10 mL","5.6"
"Pharmacy","acyclovir 50 mg/mL IV Sol 20 mL","5.25"
"Pharmacy","acyclovir 500 mg IV Powd. Inj.","18.9"
"Pharmacy","acyclovir 800 mg Tab","12.83"
"Pharmacy","adalimumab 40 mg/0.8 mL Kit (1EA Bulk)","10231.26"
"Pharmacy","adenosine 3mg/mL Solution IV (20mL MDV)","23"
"Pharmacy","Al hydroxide/Mg hydroxide/simethicone 200 mg-200 mg-20 mg Tab","3.5"
"Pharmacy","Al hydroxide/Mg hydroxide/simethicone 200 mg-200 mg-25 mg Tab Chew","3.5"
"Pharmacy","albendazole 200 mg Tab","927.4"
"Pharmacy","albumin human 25% IV Sol 50 mL","3.89"
"Pharmacy","albumin human 25% Solution IV (100mL IVPB)","3.88"
"Pharmacy","albumin human 5% Solution IV (500mL IVPB)","3.5"
"Pharmacy","albuterol 0.042% Inh Sol","3.5"
"Pharmacy","albuterol 0.083% Inh Sol","3.5"
"Pharmacy","albuterol 0.5% Inh Sol (20mL Bulk)","7"
"Pharmacy","albuterol 0.5% Inh Sol 0.5ml","3.5"
"Pharmacy","albuterol 2 mg Tab","24.68"
"Pharmacy","albuterol 2 mg/5 mL Oral Syrup (5mL UD Liq)","3.5"
"Pharmacy","albuterol 4 mg ER Tab","8.15"
"Pharmacy","albuterol 4 mg Tab","23.22"
"Pharmacy","albuterol 90 mcg/inh Powder (RespiClick)","214.58"
"Pharmacy","albuterol CFC free 90 mcg/inh Aer w/Adapt (18gm Bulk)","12.54"
"Pharmacy","albuterol CFC free 90 mcg/inh Inh Aer w/Adapt (6.7gm Bulk)","49.98"
"Pharmacy","albuterol CFC free 90 mcg/inh Inh Aer w/Adapt (8gm Bulk)","10.23"
"Pharmacy","albuterol-ipratropium 100 mcg-20 mcg/inh Aerosol (4gm Bulk)","391.14"
"Pharmacy","albuterol-ipratropium 103 mcg-18 mcg/inh Inh Aer w/Adapt (14.7gm Bulk)","57.23"
"Pharmacy","albuterol-ipratropium 2.5 mg-0.5 mg/3 mL Inh Soln (3mL UD)","3.5"
"Pharmacy","alclometasone Top 0.05% Cream (45gm Bulk)","7.58"
"Pharmacy","aldioxa-chloroxylenol  0.22%-0.5% Topical Powder (70.9gm Bulk)","3.5"
"Pharmacy","alendronate 10 mg Tab","10.24"
"Pharmacy","alendronate 35 mg Tab","71.68"
"Pharmacy","alendronate 40 mg Tab","23.1"
"Pharmacy","alendronate 5 mg Tab","10.24"
"Pharmacy","alendronate 70 mg Tab","71.71"
"Pharmacy","alfentanil 0.5 mg/mL IV Sol","18.41"
"Pharmacy","alfuzosin 10 mg ER Tab","14.76"
"Pharmacy","aliskiren 150 mg oral tablet","25.19"
"Pharmacy","aliskiren 300 mg oral tablet","24.12"
"Pharmacy","allantoin/camphor/phenol topical Ointment (10.5gm Bulk)","3.5"
"Pharmacy","allantoin/camphor/phenol topical Ointment (4.25gm Bulk)","3.5"
"Pharmacy","allantoin/camphor/phenol topical Ointment (7gm Bulk)","3.5"
"Pharmacy","allopurinol 100 mg Tab","3.5"
"Pharmacy","allopurinol 300 mg Tab","3.5"
"Pharmacy","aloe vera topical - Gel (240gm Bulk)","3.5"
"Pharmacy","aloe/collagen/lidocai/Na hyaluronate topical - Gel (85gm Bulk)","3.5"
"Pharmacy","alogliptin 12.5 mg Tab","27.3"
"Pharmacy","alogliptin 25 mg Tab","27.3"
"Pharmacy","alogliptin 6.25 mg Tab","27.3"
"Pharmacy","AlOH/diphenhyd/lidocaine/MgOH/simeth  3.15 g-0.2 g-1.6 g-3.15 g-0.315 g/237 mL Susp (5mL UD Liq RXD2)","3.5"
"Pharmacy","alosetron 0.5 mg Tab","91.08"
"Pharmacy","alpha lipoic acid 300mg cap","3.5"
"Pharmacy","alpha-lipoic acid 100 mg Cap","3.5"
"Pharmacy","alpha-lipoic acid 200 mg Cap","3.5"
"Pharmacy","alpha-lipoic acid 600 mg Cap","3.5"
"Pharmacy","ALPRAZolam 0.25 mg Tab","3.5"
"Pharmacy","ALPRAZolam 0.25 mg Tab ODT","5.31"
"Pharmacy","ALPRAZolam 0.5 mg Tab","3.5"
"Pharmacy","ALPRAZolam 0.5 mg Tab-ER","3.5"
"Pharmacy","ALPRAZolam 1 mg Tab","3.5"
"Pharmacy","ALPRAZolam 1 mg Tab ER","3.5"
"Pharmacy","ALPRAZolam 1 mg Tab ODT","8.83"
"Pharmacy","ALPRAZolam 2 mg Tab","3.5"
"Pharmacy","alteplase 2 mg IV Inj","606.28"
"Pharmacy","aluminum chloride hexahydrate 20% top Soln (60mL BUlk)","3.5"
"Pharmacy","aluminum hydroxide320mg/5mL Oral Susp (Extemp)","3.5"
"Pharmacy","aluminum hydroxide-magnesium carbonate 160 mg-105 mg Tab","3.5"
"Pharmacy","aluminum hydroxide-magnesium carbonate 95 mg-358 mg/15 mL Oral Susp (15mL UD Liq)","3.5"
"Pharmacy","aluminum sulfate-calcium acetate Topical Powder (1EA UD)","3.97"
"Pharmacy","alum-mag hydroxide 1200-1200mg/30mL Oral Susp (30mL UD)","3.5"
"Pharmacy","alum-mag hydroxide-simethicone 1200-1200-120mg/30mL Oral Susp (30mL UD Liq)","3.5"
"Pharmacy","alum-mag hydroxide-simethicone 2400-2400-240mg/30mL Oral Susp  (30mL UD)","3.5"
"Pharmacy","amantadine 100 mg Cap","6.78"
"Pharmacy","amantadine 100 mg Tab","6.24"
"Pharmacy","amantadine 100 mg/10 mL Oral Syrup (10mL UD Liq)","3.5"
"Pharmacy","ambrisentan 10 mg Tab","876.6"
"Pharmacy","amikacin 250 mg/mL IV Sol (2mL Vial)","23.61"
"Pharmacy","amikacin 250 mg/mL IV Sol (4mL Vial)","25.74"
"Pharmacy","aMILoride 5 mg Tab","3.5"
"Pharmacy","aMILoride-hydrochlorothiazide 5 mg-50 mg Tab","4.06"
"Pharmacy","Amino Acids 2.36%, 6.8% Dextrose, 3.5% Lipids, and Electrolytes (Perikabiven) IV emulsion (1,440 mL Bulk)","3.5"
"Pharmacy","Amino Acids 2.36%, 6.8% Dextrose, 3.5% Lipids, and Electrolytes (Perikabiven) IV emulsion (1,920 mL Bulk)","3.5"
"Pharmacy","Amino Acids 2.75% with 5% Dextrose and Electrolytes Sol 1000 mL","3.5"
"Pharmacy","Amino Acids 2.75% with 5% Dextrose and Electrolytes Sol 2000 mL","3.5"
"Pharmacy","Amino Acids 3% and Glycerin 3% with Electrolytes Sol","3.5"
"Pharmacy","Amino Acids 3.31% with 9.8% Dextrose, 3.9% Lipids, and Electrolytes (Kabiven) IV emulsion ( 2,053mL)","3.5"
"Pharmacy","Amino Acids 3.31% with 9.8% Dextrose, 3.9% Lipids, and Electrolytes (Kabiven) IV emulsion ( 2,566mL)","3.5"
"Pharmacy","Amino Acids 3.31% with 9.8% Dextrose, 3.9% Lipids, and Electrolytes (Kabiven) IV emulsion (1,026 mL Bulk)","3.5"
"Pharmacy","Amino Acids 3.31% with 9.8% Dextrose, 3.9% Lipids, and Electrolytes (Kabiven) IV emulsion (1,540 mL Bulk)","3.5"
"Pharmacy","Amino Acids 4.25% with 10% Dextrose and Electrolytes","3.5"
"Pharmacy","Amino Acids 4.25% with 10% Dextrose and Electrolytes (2,000mL)","3.5"
"Pharmacy","Amino Acids 4.25% with 10% Dextrose IV Sol (1,000 mL)","3.5"
"Pharmacy","Amino Acids 4.25% with 10% Dextrose IV Sol (2,000 mL)","3.5"
"Pharmacy","Amino Acids 4.25% with 25% Dextrose and Electrolytes Sol 1000 mL","3.5"
"Pharmacy","Amino Acids 4.25% with 5% Dextrose (Clinimix Sulfite-Free) IV Solution 1000mL","3.5"
"Pharmacy","Amino Acids 4.25% with 5% Dextrose (Clinimix Sulfite-Free) IV Solution 2000mL","3.5"
"Pharmacy","Amino Acids 4.25% with 5% Dextrose and Electrolytes Sol 1000 mL","3.5"
"Pharmacy","Amino Acids 4.25% with 5% Dextrose and Electrolytes Sol 2000 mL","3.5"
"Pharmacy","Amino Acids 5% with 15% Dextrose and Electrolytes Sol 1000 ml","3.5"
"Pharmacy","Amino Acids 5% with 15% Dextrose and Electrolytes Sol 2000ml","3.5"
"Pharmacy","Amino Acids 5% with 15% Dextrose IV Sol (1000mL)","3.5"
"Pharmacy","Amino Acids 5% with 15% Dextrose IV Sol (2000mL)","3.5"
"Pharmacy","Amino Acids 5% with 20% Dextrose and Electrolytes  Sol 1000mL","3.5"
"Pharmacy","Amino Acids 5% with 20% Dextrose and Electrolytes  Sol 2000mL","3.5"
"Pharmacy","Amino Acids 5% with 20% Dextrose IV Sol (1000mL)","3.5"
"Pharmacy","Amino Acids 5% with 20% Dextrose IV Sol (2000mL)","3.5"
"Pharmacy","Amino Acids 5% with 25% Dextrose and Electrolytes  IV Sol 1,000 mL","3.5"
"Pharmacy","Amino Acids 5% with 25% Dextrose and Electrolytes  IV Sol 2,000 mL","3.5"
"Pharmacy","amino acids 8.5% Parenteral Nutrition Solution (500mL Bulk)","3.5"
"Pharmacy","aminocaproic acid 500 mg Tab","86.53"
"Pharmacy","amiodarone 100 mg Tab","26"
"Pharmacy","amiodarone 150 mg/100 mL-D5% IV Sol","3.5"
"Pharmacy","amiodarone 200 mg Tab","3.5"
"Pharmacy","amiodarone 50 mg/mL Solution IV (3mL Vial)","5.08"
"Pharmacy","amitriptyline 10 mg Tab","3.5"
"Pharmacy","amitriptyline 100 mg Tab","8.89"
"Pharmacy","amitriptyline 25 mg Tab","3.5"
"Pharmacy","amitriptyline 50 mg Tab","4.08"
"Pharmacy","amitriptyline 75 mg Tab","6.68"
"Pharmacy","amLODIPine 10 mg Tab","8.31"
"Pharmacy","amLODIPine 2.5 mg Tab","6.05"
"Pharmacy","amLODIPine 5 mg Tab","5.75"
"Pharmacy","amLODIPine-valsartan 10 mg-160 mg Tab","21.68"
"Pharmacy","ammonium lactate 12% Topical Cream (140gm Bulk)","3.5"
"Pharmacy","ammonium lactate 12% Topical Lotion (225gm Bulk)","3.5"
"Pharmacy","ammonium lactate 12% Topical Lotion (400gm Bulk)","3.5"
"Pharmacy","ammonium lactate 5% Topical Lotion (240gm Bulk)","3.5"
"Pharmacy","amoxapine 100 mg Tab","5.84"
"Pharmacy","amoxapine 25 mg Tab","3.5"
"Pharmacy","amoxapine 50 mg Tab","3.5"
"Pharmacy","amoxicillin 200 mg/5 mL Oral Liquid (Extemp)","3.5"
"Pharmacy","amoxicillin 250 mg Cap","3.5"
"Pharmacy","amoxicillin 250 mg Tab Chew","3.5"
"Pharmacy","amoxicillin 250mg/5mL  Oral Liquid (Extemp)","3.5"
"Pharmacy","amoxicillin 400mg/5mL Oral Liquid (Extemp)","3.5"
"Pharmacy","amoxicillin 500 mg Cap","3.5"
"Pharmacy","amoxicillin 500 mg Tab","3.5"
"Pharmacy","amoxicillin 875 mg Tab","3.5"
"Pharmacy","amoxicillin-clavulanate 1000 mg-62.5 mg ER Tab","24.43"
"Pharmacy","amoxicillin-clavulanate 200 mg-28.5 mg/5 mL Oral Liquid (Extemp)","3.5"
"Pharmacy","amoxicillin-clavulanate 250 mg-125 mg Tab","20.71"
"Pharmacy","amoxicillin-clavulanate 250 mg-62.5 mg/5 mL Oral Liquid (Extemp)","5.07"
"Pharmacy","amoxicillin-clavulanate 400 mg-57 mg/5 mL Oral Liquid (Extemp)","3.5"
"Pharmacy","amoxicillin-clavulanate 500 mg-125 mg Tab","13.25"
"Pharmacy","amoxicillin-clavulanate 600 mg-42.9 mg/5 mL Oral Liquid (Extemp)","3.5"
"Pharmacy","amoxicillin-clavulanate 875 mg-125 mg Tab","17.68"
"Pharmacy","amphetamine-dextroamphetamine 10 mg Cap ER","21.46"
"Pharmacy","amphetamine-dextroamphetamine 10 mg Tab","6"
"Pharmacy","amphetamine-dextroamphetamine 15 mg Cap ER","21.46"
"Pharmacy","amphetamine-dextroamphetamine 15 mg Tab","6"
"Pharmacy","amphetamine-dextroamphetamine 20 mg Cap ER","24.67"
"Pharmacy","amphetamine-dextroamphetamine 20 mg Tab","6"
"Pharmacy","amphetamine-dextroamphetamine 25 mg Cap ER","21.46"
"Pharmacy","amphetamine-dextroamphetamine 30 mg Cap ER","24.67"
"Pharmacy","amphetamine-dextroamphetamine 30 mg Tab","6"
"Pharmacy","amphetamine-dextroamphetamine 5 mg Cap ER","24.67"
"Pharmacy","amphetamine-dextroamphetamine 5 mg Tab","6"
"Pharmacy","amphotericin B 50 mg Powder Injection (Vial)","159.6"
"Pharmacy","amphotericin B lipid complex 5 mg/mL Injectable Susp","21"
"Pharmacy","amphotericin B liposomal 50 mg IV Inj","1038"
"Pharmacy","ampicillin 0.5 gm Pow inj","10.33"
"Pharmacy","ampicillin 1 gm Pow inj","30.24"
"Pharmacy","ampicillin 1 gm Pow inj ADD-Vantage","62.7"
"Pharmacy","ampicillin 2 gm pow Inj","58.64"
"Pharmacy","ampicillin 2 gm Pow Inj ADD-Vantage","121.62"
"Pharmacy","ampicillin 250 mg Cap","3.5"
"Pharmacy","ampicillin 250 mg/5 mL Oral Liquid (Extemp)","3.5"
"Pharmacy","ampicillin 500 mg Cap","3.5"
"Pharmacy","ampicillin-sulbactam 1 gm-0.5 gm Pow ADDVantage","22.26"
"Pharmacy","ampicillin-sulbactam 1 gm-0.5 gm Powder Injection (Vial)","16.35"
"Pharmacy","ampicillin-sulbactam 2 gm-1 gm  Pow inj","51.1"
"Pharmacy","ampicillin-sulbactam 2 gm-1 gm Pow inj ADDV","38.22"
"Pharmacy","anagrelide 0.5 mg Cap","39.07"
"Pharmacy","anagrelide 1 mg Cap","84.24"
"Pharmacy","anakinra 100mg/0.67mL Solution Injection","876.34"
"Pharmacy","anastrozole 1 mg Tab","46.56"
"Pharmacy","anidulafungin 100 mg Powder injection (vial)","756"
"Pharmacy","anidulafungin 50mg Powder Injection (Vial)","378"
"Pharmacy","anticoagulant citrate dextrose solution (50mL Bulk)","3.5"
"Pharmacy","Antioxidant Multiple Vitamins and Minerals Cap (Ocuvite Lutein)","3.5"
"Pharmacy","antipyrine-benzocaine 54 mg-14 mg/mL Otic Sol (15mL Bulk)","3.5"
"Pharmacy","antipyrine-benzocaine 54 mg-14 mg/mL Otic Soln (10mL Bulk)","4.18"
"Pharmacy","APAP/dichloralphenazone/isometheptene 325 mg-100 mg-65 mg Cap","16.12"
"Pharmacy","apixaban 2.5 mg tab","29.33"
"Pharmacy","apixaban 5 mg Tab","29.33"
"Pharmacy","apraclonidine 0.5% Ophthalmic Solution (5mL Bulk)","60.74"
"Pharmacy","arformoterol 15 mcg/2 mL Inh Sol","33.98"
"Pharmacy","argatroban 100 mg/mL IV Sol 2.5 mL","714"
"Pharmacy","arginine 500 mg Cap","3.5"
"Pharmacy","arginine 500 mg Tab","3.5"
"Pharmacy","ARIPiprazole 1 mg/mL Oral Soln (Extemp)","33.31"
"Pharmacy","ARIPiprazole 10 mg Tab","112.26"
"Pharmacy","ARIPiprazole 15 mg Tab","112.26"
"Pharmacy","ARIPiprazole 2 mg tablet","112.26"
"Pharmacy","ARIPiprazole 20 mg Tab","158.75"
"Pharmacy","ARIPiprazole 30 mg Tab","158.75"
"Pharmacy","ARIPiprazole 5 mg Tab","112.26"
"Pharmacy","armodafinil 150 mg Tab","77.62"
"Pharmacy","armodafinil 200 mg Tab","76.61"
"Pharmacy","armodafinil 250 mg Tab","77.62"
"Pharmacy","armodafinil 50 mg Tab","25.79"
"Pharmacy","arnica topical ointment (30gm Bulk)","3.5"
"Pharmacy","ascorbic acid 250 mg Tab","3.5"
"Pharmacy","ascorbic acid 500 mg Tab","3.5"
"Pharmacy","ascorbic acid 500 mg Tab-Chew","3.5"
"Pharmacy","ascorbic acid 500 mg/5 mL Oral Liquid (5mL UD Liq)","3.5"
"Pharmacy","ascorbic acid 500 mg/mL Inj Sol (50mL UD Inj)","7.6"
"Pharmacy","ascorbic acid-carbonyl iron (as elemental iron) 125 mg-65 mg Tab","3.5"
"Pharmacy","ascorbic acid-carbonyl iron 250 mg-100 mg Tab","3.5"
"Pharmacy","ascorbic acid-iron polysaccharide 50 mg-150 mg oral capsule","4.45"
"Pharmacy","asenapine 10 mg Tab-SL","84.06"
"Pharmacy","asenapine 5 mg Tab-SL","84.06"
"Pharmacy","aspirin 300 mg Supp","5.1"
"Pharmacy","aspirin 325 mg EC Tab","3.5"
"Pharmacy","aspirin 600 mg Supp","5.28"
"Pharmacy","aspirin 81 mg Chew Tab","3.5"
"Pharmacy","aspirin 81 mg EC Tab","3.5"
"Pharmacy","aspirin buffered 325 mg Tab","3.5"
"Pharmacy","aspirin/butalbital/caffeine 325 mg-50 mg-40 mg Cap","5.95"
"Pharmacy","aspirin/butalbital/caffeine 325 mg-50 mg-40 mg Tab","3.5"
"Pharmacy","aspirin/butalbital/caffeine/codeine 325 mg-50 mg-40 mg-30 mg Cap","9.59"
"Pharmacy","aspirin-caffeine 400 mg-32 mg Tab","3.5"
"Pharmacy","aspirin-dipyridamole 25 mg-200 mg ERCap","29.24"
"Pharmacy","aspirin-oxyCODONE 325 mg-4.8355 mg Tab","4.14"
"Pharmacy","atazanavir 150 mg Cap","97.31"
"Pharmacy","atazanavir 200 mg Cap","97.31"
"Pharmacy","atazanavir 300 mg Cap","192.77"
"Pharmacy","atenolol 100 mg Tab","5.22"
"Pharmacy","atenolol 25 mg Tab","3.5"
"Pharmacy","atenolol 50 mg Tab","3.5"
"Pharmacy","atenolol-chlorthalidone 50 mg-25 mg Tab","5.27"
"Pharmacy","atomoxetine 10 mg Cap","50.53"
"Pharmacy","atomoxetine 100 mg Cap","59.24"
"Pharmacy","atomoxetine 25 mg Cap","50.53"
"Pharmacy","atomoxetine 40 mg Cap","54.9"
"Pharmacy","atomoxetine 60 mg Cap","54.9"
"Pharmacy","atomoxetine 80 mg Cap","59.24"
"Pharmacy","atorvastatin 10 mg Tab","3.5"
"Pharmacy","atorvastatin 20 mg Tab","3.5"
"Pharmacy","atorvastatin 40 mg Tab","3.5"
"Pharmacy","atorvastatin 80 mg Tab","20.21"
"Pharmacy","atovaquone 750 mg/5 mL Oral Susp (5mL UD)","22.97"
"Pharmacy","atropine 0.1 mg/mL Inj Sol (10mL Vial)","3.78"
"Pharmacy","atropine 0.1 mg/mL Inj Sol (5mL Vial)","6.97"
"Pharmacy","atropine 0.4 mg/mL Inj Sol (1mL Vial)","30.63"
"Pharmacy","atropine 1 mg/mL Inj Sol (1mL Vial)","48.13"
"Pharmacy","atropine 1% Opht Ointment (3.5gm Bulk)","19.27"
"Pharmacy","atropine 1% Opht Soln (15mL Bulk)","22.23"
"Pharmacy","atropine 1% Opht Soln (2mL Bulk)","53.81"
"Pharmacy","atropine 1% Opht Soln (5mL Bulk)","40.87"
"Pharmacy","atropine/hyoscyamine/PB/scopolamine 16.2 mg Tab","32.66"
"Pharmacy","atropine/hyoscyamine/PB/scopolamine 16.2 mg/5mL Oral Elixer  (Extemp)","9.47"
"Pharmacy","atropine-diphenoxylate 0.025 mg-2.5 mg Tab","3.5"
"Pharmacy","atropine-diphenoxylate 0.025-2.5mg/5mL Oral Liquid (5mL UD Liq)","4.9"
"Pharmacy","avibactam-cefTAZidime 0.5 g-2 g Powder Inj (vial)","1191.56"
"Pharmacy","azaTHIOprine 50 mg Tab","7.39"
"Pharmacy","azelastine 0.05% Opht Soln (6mL Bulk)","60.71"
"Pharmacy","azelastine 205.5 mcg/inh Nasal Spray (30mL Bulk)","16.24"
"Pharmacy","azelastine Nasal 137 mcg/inh Nasal Spray (30mL Bulk)","12.27"
"Pharmacy","azilsartan-chlorthalidone 40 mg-12.5 mg Tab","25.36"
