"Charge name","Charge procedure master #","Revenue ID","Associated Cost Centers & NAME","HOSPITAL BILLING DEFAULT TECH FEE SCHEDULE","Fee Schedule Year"
"HC INFECT AG NA INFLUENZA R/AMP 1ST 2 TYPES","H3060098","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$143.40","2018"
"HC INFECT AG NA INFLUENZA >2 TYPES EA ADDL","H3060099","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$50.00","2018"
"HC INFECT AG NA HEP B QUANT","H3060102","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$80.00","2018"
"HC INFECT AG NA HEP C AMP","H3060104","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$212.00","2018"
"HC HEPATITIS C NUCLEIC ACID QUANT","H3060105","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$212.00","2018"
"HC INFECT AG NA HERPES SIMPLEX AMP","H3060106","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$216.00","2018"
"HC INFECT AG NA HERPES SIMPLEX QUANT","H3060107","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$80.00","2018"
"HC INFECT AG NA HERPES VIRUS-6 AMP","H3060108","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$80.00","2018"
"HC INFECT AG NA HERPES VIRUS-6 QUANT","H3060109","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$80.00","2018"
"HC HIV-1 AMPLIFIED PROBE","H3060110","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$80.00","2018"
"HC INFECT AG NA HIV-1 QUANT","H3060111","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$447.00","2018"
"HC INFECT AG NA MYCOBACTERIA TB DIRECT","H3060113","0306","30 LABORATORY 45 LABORATORY","$146.00","2018"
"HC INFECT AG NA MYCOBACTERIA TB AMP","H3060114","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$112.00","2018"
"HC INFECT AG NA MYCOBACTERIA AVIUM-INTRACEL DIR","H3060115","0306","30 LABORATORY 45 LABORATORY","$146.00","2018"
"HC INFECT AG NA MYCOPLASMA PNEUMO AMP","H3060116","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$112.00","2018"
"HC INFECT AG NA NEISSERIA GONREA AMP","H3060118","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$212.00","2018"
"HC INFECT AG NA NOS AMP EA ORGANISM","H3060126","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$212.00","2018"
"HC INFECT AG NA NOS QUANT EA ORGANISM","H3060127","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$125.00","2018"
"HC INFECT AG NA MULTIPLE ORGANISMS AMP","H3060129","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$386.00","2018"
"HC INFECT AG IA OPTC OBS INFLUENZA","H3060132","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY 80 WAR MULTISPEC - COM PHY FACILITY 80 WAR FAM MED - HANCOCK FACILITY","$76.00","2018"
"HC INFECT AG IA OPTC OBS STREP GRP A","H3060137","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY 80 HANCOCK MEDICAL PRACTICE PB 80 WAR INT MED -BSIM FACILITY 80 WAR MULTISPEC - COM PHY FACILITY 80 WAR FAM MED - HANCOCK FACILITY","$75.00","2018"
"HC STREP PNEUMONIAE ANTIGEN, URINE","H3060138","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$126.00","2018"
"HC INFECT AG DRUG SUSCEPT PHENO PREDICT","H3060139","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$817.00","2018"
"HC INFECT AG GENOTYPE NA HIV-1 REVR TRN/PRT","H3060140","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,426.00","2018"
"HC INFECT AG GENOTYPE NA HEP C VIRUS","H3060141","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,475.00","2018"
"HC INFECT AG EIA HIV-1 ANT W/HIV-1&2 AB SGL","H3060145","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$59.00","2018"
"HC INFECT AG IA OPTC OBS CSF STREPTOCOC PNEUM","H3060146","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$75.00","2018"
"HC INFECT AG NA MYCOBACTERIA AVIUM-INTRACEL PCR","H3060147","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$112.00","2018"
"HC INFECT AG NA RESP VIRUS 3-5 TARGETS","H3060148","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$712.00","2018"
"HC INFECT AG GENOTYPE NA DNA HEPATITIS B","H3060152","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,427.00","2018"
"HC CULT MYCOBACTERIC ID EA ISOLATION","H3060153","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$72.00","2018"
"HC IADNA TRICHOMONAS VAGINALIS AMP PROBE TECH","H3060154","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$198.00","2018"
"HC CULT TYPING GAS/HIGH PRES LIQ CHROMATOGRAPHY","H3060155","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$131.00","2018"
"HC IAADI ADENOVIRUS","H3060156","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$131.00","2018"
"HC IAADI CRYPTOSPORIDIUM","H3060157","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$79.00","2018"
"HC IAADI RESPIRATORY SYNCTIAL VIRUS","H3060158","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$131.00","2018"
"HC IAADI GIARDIA","H3060159","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$82.00","2018"
"HC INFECT AG NA HPV HIGH-RISK TYPES","H3060161","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$206.00","2018"
"HC INFECT AG NA HPV TYPES 16 & 18","H3060162","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$211.00","2018"
"HC INFECT AG NA GARDNER VAG QUANT","H3060163","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$103.00","2018"
"HC INFECT AG IF CHLAMYDIA TRACHOMATIS","H3060165","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$28.00","2018"
"HC INFECT AG NA ZIKA VIRUS AMP","H3060167","0306","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$63.35","2018"
"HC URINALYSIS AUTO W/MICRO","H3070001","0307","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$55.00","2018"
"HC URINALYSIS W/O MICRO NONAUTO","H3070002","0307","25 LABORATORY 25 EMERGENCY ROOM 80 LABORATORY 80 SURGICAL SERVICES PRACTICE PB 80 COMM PHYS OF WAR PB 80 WAR INT MED -BSIM FACILITY 80 WAR MULTISPEC - COM PHY FACILITY 80 WAR FAM MED - HANCOCK FACILITY 80 WAR MULTISPEC - SURG SER FACILITY","$27.00","2018"
"HC URINALYSIS AUTO W/O MICRO","H3070003","0307","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY  80 WAR INT MED -BSIM FACILITY 80 WAR MULTISPEC - COM PHY FACILITY 80 WAR FAM MED - HANCOCK FACILITY","$27.00","2018"
"HC URINALYSIS QUAL/SEMIQUANT EXCPT IA","H3070004","0307","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$26.00","2018"
"HC URINALYSIS MICROSCOPIC ONLY","H3070005","0307","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$46.00","2018"
"HC URINE PREGNANCY VISUAL COMPARE","H3070006","0307","25 LABORATORY 20 LABORATORY 20 POINT OF CARE LAB SERVICES 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 SURGICAL SERVICES PRACTICE PB 80 HANCOCK MEDICAL PRACTICE PB 80 BERKLEY SPRINGS INTERNAL MED PB 80 COMM PHYS OF WAR PB 80 LABORATORY 80 WAR MULTISPEC - COM PHY FACILITY 80 WAR FAM MED - HANCOCK FACILITY 80 WAR MULTISPEC - SURG SER FACILITY","$75.00","2018"
"HC URINE VOLUME MEASURE EA","H3070007","0307","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$24.00","2018"
"HC CELL COUNT BODY FLUID EXCEPT BLOOD","H3090004","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$31.00","2018"
"HC CELL COUNT BODY FLUID EXCEPT BLOOD W/DIF","H3090005","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$75.00","2018"
"HC LEUKOCYTE ASSESS FECAL QUAL/SEMIQUANT","H3090006","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$94.00","2018"
"HC CRYSTAL ID BF EXCEPT URINE","H3090007","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$101.00","2018"
"HC NASAL SMEAR FOR EOSINOPHILS","H3090010","0309","30 LABORATORY 45 LABORATORY 55 LABORATORY","$50.00","2018"
"HC SPUTUM AERO TECH","H3090011","0309","20 RESPIRATORY THERAPY 30 RESPIRATORY THERAPY 45 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY 80 RESPIRATORY CARE 20 TRACH & PEG CLINIC 25 RESPIRATORY THERAPY","$89.00","2018"
"HC SWEAT COLLECTION BY IONTOPHORESIS","H3090012","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$305.00","2018"
"HC SEMEN ANALY VOL/COUNT/MOT AND DIFF","H3090014","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$211.00","2018"
"HC SEMEN ANALY SPERM DETECTION","H3090015","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$109.00","2018"
"HC SPERM ANTIBODIES","H3090016","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$68.00","2018"
"HC IMMUNOFLUORESCENT EA AB EA ADDL STAIN","H3090018","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$67.23","2018"
"HC BRCA1&2 SEQ & FULL DUP/DEL","H3090019","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$2,549.00","2018"
"HC CALR GENE COM VARIANTS","H3090022","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$521.00","2018"
"HC KIT GENE TARGETED SEQ ANALYS","H3090023","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$307.61","2018"
"HC KIT GENE ANALYS D816 VARIANT","H3090024","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$381.18","2018"
"HC KRAS GENE ADDL VARIANTS","H3090025","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$203.00","2018"
"HC NRAS GENE VARIANTS EXON 2&3","H3090026","0309","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$462.00","2018"
"HC WET MOUNT VAG CERV OR SKIN","H3090048","0309","80 WAR MULTISPEC - SURG SER FACILITY","$29.00","2018"
"HC BCR/ABL1 MAJOR BREAKPNT QUAL/QUANT","H3100008","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$274.00","2018"
"HC BRAF GENE ANALY V600 VARIANTS","H3100010","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$332.00","2018"
"HC BRCA1&2 SEQ & COM DUP/DEL","H3100011","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$14,216.00","2018"
"HC F2 GENE ANALY 20210G >A VARIANTS","H3100018","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$326.00","2018"
"HC F5 COAGULATION FACTOR V ANAL LEIDEN VARIANTS","H3100019","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$471.00","2018"
"HC FANCC GENE ANALY COMMON VAR","H3100020","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$246.00","2018"
"HC GBA GLUCOSIDASE/BETA/ACID ANAL COMM VAR","H3100021","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$615.00","2018"
"HC HEXA GENE ANALY COMMON VAR","H3100022","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$835.00","2018"
"HC IGH@ REARRANGE ABN CLONAL POP AMPLIFIED","H3100023","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,100.00","2018"
"HC IGK@GENE REARRANGE DETECT ABN CLONAL POP","H3100024","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$2,261.00","2018"
"HC COMP ANALY STR MARKERS PAT&COMP SPEC","H3100025","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$562.00","2018"
"HC JAK2 GENE ANALY P.VAL617PHE VARIANT","H3100027","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$215.00","2018"
"HC KRAS GENE ANALY VAR EXON 2","H3100028","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$811.00","2018"
"HC MLH1 GENE ANALY FULL SEQ ANALY","H3100031","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$9,542.00","2018"
"HC MLH1 GENE DUP/DELETE VAR","H3100032","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,067.00","2018"
"HC MSH2 GENE ANALY FULL SEQ ANALY","H3100033","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$8,487.00","2018"
"HC MSH6 GENE DUP/DELETE VAR","H3100036","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,108.00","2018"
"HC MICROSATELLITE INSTABILITY","H3100037","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,389.00","2018"
"HC NPM1 NUCLEOPHOSMIN GENE ANAL EXON 12 VAR","H3100039","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$257.00","2018"
"HC PMS2 GENE ANALY FULL SEQ","H3100040","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$2,891.00","2018"
"HC SERPINA1 GENE ANALY COMMON VAR","H3100043","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$493.00","2018"
"HC VKORC1 GENE ANALYS COMMON VARIANTS","H3100046","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$148.00","2018"
"HC HLA I TYPING LOW RES COMP","H3100048","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$3,612.00","2018"
"HC HLA I LOW RES ONE ANTIGEN EQUIV EA","H3100049","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$709.00","2018"
"HC HLA II TYPING LOW RES ONE LOCUS EA","H3100050","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$572.00","2018"
"HC HLA I TYPING HIGH RES 1 ALLELE GRP EA","H3100052","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$560.00","2018"
"HC MOLECULAR PATHOLOGY PROC LEVEL 1","H3100053","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$196.00","2018"
"HC MOLECULAR PATHOLOGY PROC LEVEL 2","H3100054","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$196.00","2018"
"HC MOLECULAR PATHOLOGY PROC LEVEL 4","H3100055","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,172.00","2018"
"HC MOLECULAR PATHOLOGY PROC LEVEL 5","H3100056","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,628.00","2018"
"HC MOLECULAR PATHOLOGY PROC LEVEL 9","H3100057","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,201.00","2018"
"HC CFTR GENE ANALY INTRON 8 POLY-T ANALY","H3100061","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$318.00","2018"
"HC FMR1 ANALY EVAL TO DETECT ABN ALLELES","H3100062","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$644.00","2018"
"HC IGH@ VAR REGION SOMATIC MUTATION ANALY","H3100064","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$506.55","2018"
"HC HLA II TYPING HIGH RES ONE LOCUS EA","H3100068","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$259.00","2018"
"HC MOLECULAR PATHOLOGY PROC LEVEL 7","H3100069","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$704.00","2018"
"HC CFTR GENE ANALY FULL GENE SEQ","H3100070","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$15,102.00","2018"
"HC MSH6 GENE ANALY FULL SEQ ANALY","H3100072","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$483.00","2018"
"HC PMS2 GENE DUP/DELET VAR","H3100073","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$2,910.00","2018"
"HC MOLECULAR PATHOLOGY PROC LEVEL 6","H3100074","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$2,078.00","2018"
"HC FMR1 GENE ANALY CHARACTERIZ OF ALLELES","H3100076","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$151.00","2018"
"HC TRB@ REARRANGEMENT ANAL AMPLIFIC METHD","H3100079","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$678.00","2018"
"HC FLT3 GENE ANALY TANDEM DUP VARIANTS","H3100080","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$401.00","2018"
"HC HLA II HIGH RES 1 ALLELE GRP EA","H3100082","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$228.00","2018"
"HC CFTR GENE ANALY COMMON VARIANTS","H3100083","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$2,097.00","2018"
"HC CYP2C19 GENE ANALY COMMON VARIANTS","H3100084","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,542.00","2018"
"HC CYTOGENOM MICROARRAY COPY NMBR&SNP VARIANTS","H3100085","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$90.00","2018"
"HC IKBKAP GENE ANALY COMMON VAR","H3100087","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$274.00","2018"
"HC MSH2 GENE DUP/DELETE VAR","H3100092","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,067.00","2018"
"HC PML/RARALPHA COM BREAKPOINTS QUAL/QUANT","H3100094","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$411.00","2018"
"HC TRG@ GENE REARRANGEMENT ANALY","H3100096","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$222.00","2018"
"HC HLA I TYPING LOW RES ONE LOCUS EA","H3100098","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$560.00","2018"
"HC MOLECULAR PATHOLOGY PROC LEVEL 8","H3100102","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$7,055.00","2018"
"HC BRCA1&2 UNCOM DUP/DEL VAR","H3100105","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$2,022.00","2018"
"HC HFE HEMOCHROMATOSIS GENE ANAL COMMON VAR","H3100106","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$396.00","2018"
"HC MTHFR GENE ANALY COMMON VARIANTS","H3100108","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$106.00","2018"
"HC BCR/ABL1 MINOR BREAKPNT QUAL/QUANT","H3100110","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$274.00","2018"
"HC CYTOGENOM  MICROARRAY COPY NMBR VAR","H3100111","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,955.00","2018"
"HC HBA1/HBA2 ANALY FOR COMMON DELET/VAR","H3100112","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$2,075.00","2018"
"HC MOLECULAR PATHOLOGY PROC LEVEL 3","H3100114","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$598.00","2018"
"HC APC GENE FULL SEQ","H3100115","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$1,116.00","2018"
"HC EGFR GENE COM VARIANTS","H3100119","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$906.00","2018"
"HC PTEN GENE FULL SEQ","H3100129","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$4,958.00","2018"
"HC PTEN GENE DUP/DELET VARIANT","H3100131","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$7,190.00","2018"
"HC PMP22 GENE DUP/DELET","H3100132","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$883.00","2018"
"HC PMP22 GENE FULL SEQ","H3100133","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$391.00","2018"
"HC SNP ID RFLP SIMPLE RH VAR","H3100139","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$574.00","2018"
"HC MGMT METHYLATION ANALYSIS","H3100150","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$350.00","2018"
"HC CYTOPATHOLOGY CERVICAL/VAGINAL AUTO THIN LYR PREP W/SCR MANUAL RESCR PHYS","H3100151","0310","20 LABORATORY 25 LABORATORY 30 LABORATORY 45 LABORATORY 55 LABORATORY 80 LABORATORY","$167.00","2018"
