Procedure Master #,Procedure Name,Revenue ID,2019 Inova Other,2019 Inova-IFMC,,,
H2720696,HC PROBE ABLATION SPINESTAR 11G 10/15 LONG,272,"4,493.00",,,,
H2720698,HC CATH BLN SIZING PTS-X 20MMX3CMX80CM,272,346,,,,
H2720699,HC CATH BLN SIZING PTS-X 25MMX3CMX80CM,272,346,,,,
H2720700,HC CIRCUIT ANGIOVAC BUBBLE TRAP 2,272,"2,109.00",,,,
H2720709,HC ANTENNA EMPRINT PQ W/THRM 15CM,272,"4,493.00",,,,
H2720710,HC SYS AMPLATZER TORQVUE DEL 8FX80CM 180DEG,272,955,,,,
H2720711,HC FORCEPS FLX STD CUP 5.2FX60CM,272,858,,,,
H9990017,HC ICU RN ADDITIONAL SERVICES,999,"1,764.00",,,,
H2720713,HC OSTEOTOME VERTECOR SHORT,272,"1,205.00",,,,
H2720715,HC PROBE ABLATION CERTUS LK 17GA 20CM,272,"2,611.00",,,,
H2720716,HC NEEDLE MATCH-GROUND INTRO DIAMOND TIP 10GA 9IN,272,163,,,,
H2720717,HC NEEDLE TROFLEX CURVED 11GA,272,711,,,,
H2720720,HC DEVICE NOBLESTITCH EL KWIKNOT,272,"2,142.00",,,,
H2720721,HC DEVICE NOBLESTITCH EL PRIMUM,272,"2,410.00",,,,
H2720722,HC DEVICE NOBLESTITCH EL SECUNDUM,272,"2,410.00",,,,
H2720723,HC BASKET ZEROTIP RTRVL 1.9FX20CM,272,261,,,,
H2782879,HC CATH SEPARATOR 3MAX,272,"4,203.00",,,,
H2784553,HC CATH DX LANGSTON MPA2 6FX100CM,272,303,,,,
H2789241,HC CATH DX ANGIO MONGOOSE 3.3FX60CM PIG,272,328,,,,
H2789243,HC CATH DX ANGIO MONGOOSE 3.3FX40CM PIG,272,328,,,,
H2789511,HC BASKET SEGURA 4 WIRE 3F 16MM,272,256,,,,
H2710018,HC KIT PLEURX STARTER W/4 1000ML BTL,274,96,,,,
H2710020,HC KIT PLEURX DRNG W/1000ML BTL,274,80,,,,
H2740001,HC SLING ARM ELEVATOR,274,12,,,,
H2740002,HC SLING ARM,274,8,,,,
H2740006,HC COLLAR CERVICAL FLEX FOAM,274,39,,,,
H2740008,HC COLLAR CERVICAL SEMI-RIGID (PHILI),274,168,,,,
H2740009,HC COLLAR CERVICAL SEMI-RIGID (MIAMI J),274,122,,,,
H2740010,HC COLLAR CERVICAL SEMI-RIGID (ASPEN),274,168,,,,
H2740012,HC PROC HALO CERVICAL INTO VEST,274,"3,629.00",,,,
H2740013,HC PROC HALO ADD'L RINGS/PINS MRI,274,"1,914.00",,,,
H2740014,HC PROC HALO ADD'L RPLC LINER/MAT,274,314,,,,
H2740015,HC CORSET LS W/ELAS SM-XL,274,224,,,,
H2740016,HC CORSET LS W/ELAS XXL,274,224,,,,
H2740017,HC ORTHO HIP FLEX (FREJKA) W/FIT,274,180,,,,
H2740018,HC ORTHO HIP FLEX PAVLIK PREFB W/FIT&ADJ,274,225,,,,
H2740019,HC ORTHO HIP STATIC PREFAB W/FT&ADJ,274,364,,,,
H2740020,HC ORTHO HIP ABD W/FT&ADJ,274,"1,595.00",,,,
H2740025,HC ORTHO ANKL/FOOT PREFB W/FIT&ADJ,274,329,,,,
H2740026,HC ORTHO ANKL/FOOT W/JNT PREFB W/FIT&ADJ,274,682,,,,
H2740027,HC ORTHO ANKL/FOOT FX W/FT&ADJ,274,951,,,,
H2740032,HC ORTHO ELBOW W/O JNT CSTM W/FIT&ADJ,274,383,,,,
H2740033,HC ORTHO ELBOW W/LOCK W/FT&ADJ,274,662,,,,
H2740034,HC ORTHO ELBOW W/LOCK W/FT&ADJ,274,437,,,,
H2740036,HC ORTHO EWH RGD W/O JNT CSTM W/FIT&ADJ,274,917,,,,
H2740037,HC ORTHO EWHF RIGD W/O JNT CSTM W,274,"1,675.00",,,,
H2740039,HC ORTHO WHF RIGD W/O JNT CSTM W/FIT&ADJ,274,490,,,,
H2740040,HC ORTHO WRST/HND W/JNT CSTM W/FIT&ADJ,274,"1,296.00",,,,
H2740041,HC ORTHO WRST/HND W/O JNT CSTM W/FIT&ADJ,274,576,,,,
H2740044,HC ORTHO HND/FNGR W/O JNT CSTM W/FIT&ADJ,274,354,,,,
H2740046,HC ORTHO HND W/O JNT W/FIT&ADJ,274,354,,,,
H2740047,HC ORTHO HND/FNGR W/JNT CSTM W/FIT&ADJ,274,422,,,,
H2740051,HC ORTHO FNGR W/O JNT CSTM W/FIT&ADJ,274,279,,,,
H2740052,HC ORTHO UPPER EX FX HMRL W/FT&ADJ,274,433,,,,
H2740053,HC ORTHO ANY STRAP REPLACEMENT,274,157,,,,
H2740057,HC PROST SOCK MLT PLY BLW KNEE EA,274,31,,,,
H2740058,HC PROST SOCK MLT PLY ABV KNEE EA,274,35,,,,
H2740059,HC PROST SOCK MLT PLY UPR LIMB EA,274,33,,,,
H2740060,HC PROST SHRINKR BLW KNEE EACH,274,63,,,,
H2740061,HC PROST SHRINKR ABV KNEE EACH,274,100,,,,
H2740062,HC PROST SHRINKR UPR LIMB EACH,274,88,,,,
H2740063,HC PROST SOCK SGL PLY BLW KNEE EA,274,12,,,,
H2740064,HC PROST SOCK SGL PLY ABV KNEE EA,274,15,,,,
H2740065,HC PROST SOCK SGL PLY UPR LIMB EA,274,19,,,,
H2740079,HC VALVE SPEAKING PASSY MUIR AQUA,274,112,,,,
H2740088,HC VALVE SPEAKING PASSY MUIR PURPLE,274,107,,,,
H2740091,HC ORTHO KNEE IMMOBILIZER PREFAB OTS,274,132,,,,
H2740092,HC ORTHO ANKL/FOOT GAUNT PREFB OTS,274,132,,,,
H2740093,HC ORTHO SHOULDER PREFAB OTS,274,93,,,,
H2740094,HC ORTHO SHOULDER CANVAS PREFAB OTS,274,141,,,,
H2740095,HC ORTHO SHOULDER PREFB OTS - SLING & SWATHE,274,185,,,,
H2740096,HC ORTHO SHOULDER PREFB OTS,274,184,,,,
H2740097,HC ORTHO ELBOW RGD W/O JNT PREFB OTS,274,142,,,,
H2740098,HC ORTHO WHF W/O JNT PREFB W/FIT&ADJ,274,328,,,,
H2740099,HC ORTHO WHF W/O JNT PREFB OTS,274,328,,,,
H2740100,HC ORTHO WRST/HND COCK-UP PREFB OTS,274,91,,,,
H2740101,HC ORTHO HND/FNGR GLV PREFB OTS,274,158,,,,
H2740102,HC ORTHO HND METCRPL FX PREFB W/FIT&ADJ,274,138,,,,
H2740103,HC ORTHO HND METCRPL FX PREFB OTS,274,138,,,,
H2740104,HC ORTHO HND/FNGR W/O JNT PREFB W/FIT&ADJ,274,128,,,,
H2740105,HC ORTHO HND/FNGR W/O JNT PREFB OTS,274,128,,,,
H2740106,HC ORTHO FNGR PIP/DIP W/JNT PREFB OTS,274,69,,,,
H2740107,HC ORTHO FNGR PIP/DIP W/O JNT PREFB OTS,274,46,,,,
H2740108,HC ORTHO ANKLE STIRRUP RIGID OTS,274,140,,,,
H2740109,HC SPLINT FOOT DROP PREFB OTS,274,112,,,,
H2740110,HC TLSO PREFAB W/FT& ADJ,274,"1,443.00",,,,
H2740111,HC TLSO PREFAB OTS,274,"1,443.00",,,,
H2740112,HC ORTHO KNEE ADJ JOINT/PREFAB FT&ADJ,274,419,,,,
H2740113,HC ORTHO KNEE ADJ JOINT/PREFAB OTS,274,419,,,,
H2740115,HC SPLINT FOOT DROP W/FIT&ADJ,274,113,,,,
H2740116,HC SPLINT FOOT DROP OTS,274,113,,,,
H2740133,HC BRACE VISTA CT04 CERV-THORACIC 4 POST,274,352,,,,
H2740134,HC ORTHO W/H FOREARM EXTN LG LT PREFAB OTS,274,9,,,,
H2740135,HC ORTHO W/H FOREARM EXTN LG RT PREFAB OTS,274,9,,,,
H2740136,HC ORTHO W/H FOREARM EXTN SM LT PREFAB OTS,274,9,,,,
H2740137,HC ORTHO W/H FOREARM EXTN SM RT PREFAB OTS,274,9,,,,
H2740138,HC ORTHO W/H FOREARM EXTN XL LT PREFAB OTS,274,9,,,,
H2740139,HC ORTHO W/H FOREARM EXTN XL RT PREFAB OTS,274,9,,,,
H2740140,HC ORTHO W/H FOREARM EXTN MED RT PREFAB OTS,274,9,,,,
H2740141,HC ORTHO W/H FOREARM EXTN MED LT PREFAB OTS,274,9,,,,
H2740142,HC SHOE DARBY POST OP OPEN F LG,274,10,,,,
H2740143,HC SHOE DARBY POST OP OPEN F MED,274,10,,,,
H2740144,HC SHOE DARBY POST OP OPEN M MED,274,10,,,,
H2740145,HC SHOE DARBY POST OP OPEN M LG,274,10,,,,
H2740146,HC SHOE DARBY POST OP OPEN M SM,274,10,,,,
H2740147,HC SHOE DARBY POST OP OPEN F SM,274,10,,,,
H2740148,HC SHOE CLASSIC POST OP MALE XL,274,5,,,,
H2740149,HC SLING KODEL KNEE TRCTN LG POLY,274,30,,,,
H2740150,HC SLING KODEL KNEE TRCTN SM POLY,274,19,,,,
H2740151,HC TUBE SHILEY XLT DSTL UNCUFF 5.0,274,159,,,,
H2740152,HC TUBE SHILEY XLT PROX UNCUFF 7.0,274,159,,,,
H2740153,HC TUBE SHILEY XLT DSTL UNCUFF 7.0,274,159,,,,
H2740154,HC ORTHO ANKL/FOOT CSTM FAB,274,624,,,,
H9990018,HC MEDSURG RN ADDITIONAL SERVICES,999,"1,462.00",,,,
H9990019,HC TECH ADDITIONAL SERVICES,999,832,,,,
H3090045,HC HRDTRY BRST CA-RLATD DO GNMC SEQ PNL 10> GENES,309,"2,590.00",,,,
H3100214,HC DYPD GENE COMMON VRNTS,310,540,,,,
H3100215,HC F9 FULL GENE SEQUENCE,310,"1,854.00",,,,
H2750120,HC PAC GEN BIV SYNCRA C2TR01,275,"20,652.00",,,,
H2750127,HC PACEMAKER CONSULTA CRT-P,275,"20,652.00",,,,
H2752126,HC PACEMAKER INGENIO SGL SSIR,275,"9,531.00",,,,
H2752127,HC PACEMAKER INGENIO DUAL DR,275,"10,209.00",,,,
H2752130,HC ICD QUADRA ASSURA CRT-D SYSTEM,275,"77,759.00",,,,
H2752131,HC PACEMAKER ADVISA MRI DUAL DR DEVICE,275,"13,794.00",,,,
H2752132,HC PACEMAKER EVIA HF-T CRT-P,275,"17,932.00",,,,
H2752133,HC PACEMAKER INVIVE IS1 CRT-P,275,"17,380.00",,,,
H2752135,HC PACEMAKER EVIA SGL LL SR-T,275,"7,122.00",,,,
H2752142,HC PACEMAKER INGENIO EL DUAL DR,275,"9,076.00",,,,
H2752143,HC PACEMAKER ASSURITY DUAL DR RF,275,"8,967.00",,,,
H2752144,HC PACEMAKER ENDURITY DUAL DR INDUCTIVE,275,"8,967.00",,,,
H2752145,HC PACEMAKER ASSURITY SGL SR RF,275,"8,415.00",,,,
H2752146,HC PACEMAKER ENDURITY SGL SR INDUCTIVE,275,"8,415.00",,,,
H2752147,HC PACEMAKER ALLURE QUADRA RF CRT-P,275,"16,956.00",,,,
H2752148,HC PACEMAKER ALLURE RF CRT-P,275,"15,025.00",,,,
H2752149,HC PACEMAKER ENTOVIS MR DUAL DR-T LL HM,275,"13,109.00",,,,
H2752150,HC PACEMAKER ENTOVIS MR DUAL DR-T CELL HM,275,"13,109.00",,,,
H2752151,HC PACEMAKER ENTOVIS MR SGL SR-T LL HM,275,"11,242.00",,,,
H2752152,HC PACEMAKER ENTOVIS MR SGL SR-T CELL HM,275,"11,242.00",,,,
H2752153,HC PACEMAKER INVIVE CRT-P IS1 DDDR,275,"14,743.00",,,,
H2752154,HC PACEMAKER ADVISA MRI SR DEVICE,275,"9,684.00",,,,
H2752157,HC PACEMAKER ELUNA PROMRI DUAL DR-T IS-1,275,"13,059.00",,,,
H2752158,HC PACEMAKER ELUNA PROMRI SR-T,275,"10,666.00",,,,
H2752159,HC PACEMAKER ETRINSA 8 HFT CRT-P,275,"16,520.00",,,,
H2752160,HC PACEMAKER VERITY ADX XL DR M/S,275,"6,883.00",,,,
H2752161,HC PACING SYSTEM MICRA TRNSCATH,275,"25,518.00",,,,
H2752162,HC CRT-P QUADRA  ALLURE MP RF,275,"18,703.00",,,,
H2752163,HC CRT-P QUADRA  ALLURE W/MERLIN,275,"18,703.00",,,,
H2752164,HC PACEMAKER ACCOLADE MRI DR-EL,275,"12,040.00",,,,
H2752165,HC PACEMAKER ACCOLADE MRI DR,275,"11,254.00",,,,
H2752166,HC PACEMAKER ACCOLADE MRI VR,275,"10,456.00",,,,
H2752167,HC PACEMAKER ASSURITY MERLIN KIT MRI DR RF,275,"8,506.00",,,,
H2752168,HC PACEMAKER ASSURITY MERLIN KIT MRI SR RF,275,"8,113.00",,,,
H2752169,HC PACEMAKER EDORA 8 DR-T,275,"14,745.00",,,,
H2752170,HC PACEMAKER EDORA 8 SR-T,275,"12,974.00",,,,
H2752171,HC PACEMAKER SOLARA BIPOLAR CRT-P,275,"14,893.00",,,,
H2752172,HC PACEMAKER SOLARA QUADRIPOLAR CRT-P,275,"14,893.00",,,,
H2752173,HC PACEMAKER AZURE S DR MRI SURESCAN,275,"9,085.00",,,,
H2752174,HC PACEMAKER AZURE S SR MRI SURESCAN,275,"7,787.00",,,,
H2752175,HC PACEMAKER AZURE XT DR MRI SURESCAN,275,"9,085.00",,,,
H2752176,HC PACEMAKER AZURE XT SR MRI SURESCAN,275,"7,787.00",,,,
H2782564,HC PACEMAKER ESTELLA DUAL DR,275,"8,537.00",,,,
H2782565,HC PACEMAKER ESTELLA LL SR-T,275,"7,122.00",,,,
H2782574,HC PACEMAKER EVIA LL DUAL DR-T,275,"8,537.00",,,,
H2782575,HC PACEMAKER EVIA CEL DUAL DR-T,275,"8,537.00",,,,
H2782774,HC ICD INTUA CRT-P,275,"14,800.00",,,,
H2782911,HC PACEMAKER ACCENT SR NON RF SGL,275,"8,415.00",,,,
H2782912,HC PACEMAKER ACCENT SR RF SGL,275,"8,415.00",,,,
H2782913,HC PACEMAKER ACCENT DR RF DUAL,275,"11,008.00",,,,
H2782914,HC PACEMAKER ACCENT DR PULSE RF DUAL,275,"8,967.00",,,,
H2782922,HC PACEMAKER ADAPTA DR DUAL,275,"9,380.00",,,,
H2782923,HC PACEMAKER ADAPTA DR DUAL 3.2 HEADER,275,"9,931.00",,,,
H2782924,HC PACEMAKER ADAPTA DR DUAL 5.6 HEADER,275,"9,931.00",,,,
H2782925,HC PACEMAKER ADAPTA L DUAL,275,"9,931.00",,,,
H2782926,HC PACEMAKER ADAPTA DUAL,275,"9,931.00",,,,
H2782927,HC PACEMAKER ADAPTA IS-1 HEADER,275,"8,276.00",,,,
H2782928,HC PACEMAKER ADAPTA SR 3.2 HEADER,275,"8,276.00",,,,
H2782929,HC PACEMAKER ADAPTA 5.6 HEADER,275,"8,276.00",,,,
H2782946,HC PACEMAKER ALTRUA SR,275,"8,607.00",,,,
H2782947,HC PACEMAKER ALTRUA MODEL S602 DUAL,275,"9,270.00",,,,
H2782948,HC PACEMAKER ALTRUA MODEL S603 DUAL,275,"9,270.00",,,,
H2782949,HC PACEMAKER ALTRUA MODEL S606 DUAL,275,"9,270.00",,,,
H2783043,HC PACEMAKER ANTHEM RF,275,"15,025.00",,,,
H2783372,HC PACEMAKER CONTAK RENEWAL TR H120,275,"17,380.00",,,,
H2783373,HC PACEMAKER CONTAK RENEWAL TR H125,275,"17,380.00",,,,
H2783480,HC PACEMAKER CYLOS DUAL  DR,275,"11,586.00",,,,
H2783888,HC PACEMAKER ENRHYTHM DUAL,275,"11,586.00",,,,
H2783930,HC PACEMAKER EVIA DUAL DR,275,"11,586.00",,,,
H2783931,HC PACEMAKER EVIA SR,275,"10,759.00",,,,
H2784375,HC PACEMAKER INSIGNIA ENTRA DDDR DUAL,275,"11,586.00",,,,
H2784376,HC PACEMAKER INSYNC III,275,"19,310.00",,,,
H2784890,HC PACEMAKER MICRONY II SR+,275,"10,759.00",,,,
H2785616,HC PACEMAKER PHILOS II DR DUAL,275,"11,586.00",,,,
H2786304,HC PACEMAKER REVO W/SURESCAN DUAL,275,"11,586.00",,,,
H2786475,HC PACEMAKER SENSIA DUAL,275,"7,254.00",,,,
H2786476,HC PACEMAKER SENSIA,275,"6,056.00",,,,
H2787180,HC PACEMAKER VERSA DDDR DUAL,275,"7,254.00",,,,
H2787525,HC PACEMAKER ZEPHYR SR,275,"6,056.00",,,,
H2787526,HC PACEMAKER ZEPHYR XL SR,275,"8,607.00",,,,
H2787527,HC PACEMAKER ZEPHYR DR DUAL,275,"7,254.00",,,,
H2787528,HC PACEMAKER ZEPHYR XL DR DUAL,275,"10,373.00",,,,
H2788216,HC PACEMAKER ACCOLADE DUAL DR EL,275,"9,865.00",,,,
H2788217,HC PACEMAKER ACCOLADE DUAL DR,275,"9,041.00",,,,
H2788218,HC PACEMAKER ACCOLADE SR,275,"8,231.00",,,,
H2788232,HC CRT-P VALITUDE,275,"14,743.00",,,,
H2788233,HC CRT-P VALITUDE X4,275,"14,743.00",,,,
H2720198,HC CEMENT DEL SYST PRECISION 11G W/CMNT,278,"2,034.00",,,,
H2720615,HC TRAY BIOPSY SYST ONCONTROL 11GA 152MM,278,358,,,,
H2720616,HC TRAY BIOPSY SYST ONCONTROL 11GA 102MM,278,358,,,,
H2720631,HC DEVICE EMBO PIPELINE FLEX 4.00X20MM,278,"18,453.00",,,,
H2720632,HC DEVICE EMBO PIPELINE FLEX 4.50X20MM,278,"18,453.00",,,,
H2720695,HC KIT NRG RF TRANSSEPTAL ACCESS W/GW,278,"2,403.00",,,,
H2720697,HC SYSTEM SUTURE CARDIAC NOBLESTITCH,278,"12,978.00",,,,
H2750113,HC ICD PROTECTA CRT-D,278,"56,051.00",,,,
H2750128,HC ICD UNIFY QUADRA CRT-D,278,"60,601.00",,,,
H2750129,HC ICD ENERGEN RF HE DF4 CRT-D,278,"48,199.00",,,,
H2752124,HC ICD MAXIMO II CRT-D,278,"42,282.00",,,,
H2752128,HC ICD UNIFY ASSURA CRT-D,278,"51,039.00",,,,
H2752129,HC ICD QUADRA ASSURA CRT-D,278,"60,794.00",,,,
H2752134,HC ICD VIVA QUAD XT DF1 CRT-D,278,"52,414.00",,,,
H2752136,HC ICD LUMAX 740 HF-T CRT-D,278,"42,710.00",,,,
H2752137,HC ICD ILESTO LL HF-T CRT-D,278,"34,482.00",,,,
H2752141,HC ICD QUADRA 40 W/DF-4 CONN CRT-D,278,"48,575.00",,,,
H2752155,HC ICD VIVA XT DF4 CRT-D,278,"49,466.00",,,,
H2752156,HC ICD VIVA XT IS1 CRT-D,278,"49,466.00",,,,
H2780001,HC TUBE FEEDING MIC GJ ENDO 16X15CM,278,700,,,,
H2780002,HC TUBE FEEDING MIC GJ ENDO 16X22CM,278,700,,,,
H2780003,HC TUBE FEEDING MIC GJ ENDO 16X30CM,278,700,,,,
H2780004,HC JEJUNAL LOW PROFILE TUBE 1.2,278,"1,060.00",,,,
H2780005,HC JEJUNAL LOW PROFILE TUBE 1.5,278,"1,060.00",,,,
H2780088,HC EMBO LC BEAD 100-700 MICRON,278,"5,090.00",,,,
H2780297,HC COIL GDC 10 3D 3X4,278,"3,443.00",,,,
H2780298,HC COIL GDC 10 3D 3X6,278,"3,475.00",,,,
H2780299,HC COIL GDC 10 3D 4X6,278,"3,475.00",,,,
H2780300,HC COIL GDC 10 3D 4X8,278,"3,505.00",,,,
H2780301,HC COIL GDC 10 3D 5X8,278,"3,505.00",,,,
H2780302,HC COIL GDC 10 3D 5X10,278,"3,539.00",,,,
H2780303,HC COIL GDC 10 3D 6X10,278,"3,539.00",,,,
H2780304,HC COIL GDC 10 3D 6X15,278,"3,615.00",,,,
H2780305,HC COIL GDC 10 3D 7X12,278,"3,569.00",,,,
H2780306,HC COIL GDC 10 3D 7X15,278,"3,615.00",,,,
H2780307,HC COIL GDC 10 3D 10X30,278,"3,695.00",,,,
H2780309,HC COIL 360 GDC-10 SR 2X4,278,"4,321.00",,,,
H2780310,HC COIL 360 GDC-10 SR 3X6,278,"4,447.00",,,,
H2780311,HC COIL 360 GDC-10 SR 4X8,278,"4,506.00",,,,
H2780312,HC COIL 360 GDC-10 SR 5X9,278,"4,523.00",,,,
H2780313,HC COIL 360 GDC-10 SR 6X11,278,"4,555.00",,,,
H2780314,HC COIL 360 GDC-10 SR 7X15,278,"4,601.00",,,,
H2780316,HC COIL 360 GDC-10 SR 13X22,278,"4,666.00",,,,
H2780317,HC COIL 360 GDC-10 SR 14X23,278,"4,679.00",,,,
H2780355,HC COIL EMBO AZUR PUSH .018 2MMX2CM,278,457,,,,
H2780356,HC COIL EMBO AZUR PUSH .018 3MMX2CM,278,457,,,,
H2780357,HC COIL EMBO AZUR PUSH .018 4MMX2CM,278,457,,,,
H2780358,HC COIL EMBO AZUR PUSH .018 3MMX4CM,278,610,,,,
H2780359,HC COIL EMBO AZUR PUSH .018 4MMX4CM,278,610,,,,
H2780360,HC COIL EMBO AZUR PUSH .018 5MMX4CM,278,610,,,,
H2780361,HC COIL EMBO AZUR PUSH .035 4MMX4CM,278,745,,,,
H2780362,HC COIL EMBO AZUR PUSH .018 4MMX6CM,278,762,,,,
H2780363,HC COIL EMBO AZUR PUSH .018 5MMX6CM,278,762,,,,
H2780364,HC COIL EMBO AZUR PUSH .018 6MMX6CM,278,762,,,,
H2780365,HC COIL EMBO AZUR DETACH .018 4MMX10CM,278,"2,585.00",,,,
H2780366,HC COIL EMBO AZUR DETACH .018 6MMX10CM,278,"2,585.00",,,,
H2780367,HC COIL EMBO AZUR DETACH .018 8MMX10CM,278,"2,585.00",,,,
H2780368,HC COIL EMBO AZUR DETACH .018 10MMX10CM,278,"2,585.00",,,,
H2780369,HC COIL EMBO AZUR PUSH .035 4MMX6CM,278,899,,,,
H2780370,HC COIL EMBO AZUR PUSH .035 5MMX6CM,278,899,,,,
H2780371,HC COIL EMBO AZUR PUSH .018 5MMX10CM,278,913,,,,
H2780372,HC COIL EMBO AZUR PUSH .018 6MMX10CM,278,913,,,,
H2780373,HC COIL EMBO AZUR PUSH .018 8MMX10CM,278,913,,,,
H2780374,HC COIL EMBO AZUR DETACH .018 8MMX15CM,278,"2,768.00",,,,
H2780375,HC COIL EMBO AZUR DETACH .018 10MMX15CM,278,"2,768.00",,,,
H2780376,HC COIL EMBO AZUR DETACH .018 15MMX15CM,278,"2,768.00",,,,
H2780377,HC COIL EMBO AZUR DETACH .018  8MMX20CM,278,"2,917.00",,,,
H2780378,HC COIL EMBO AZUR DETACH .018 10MMX20CM,278,"2,917.00",,,,
H2780379,HC COIL EMBO AZUR DETACH .018 15MMX20CM,278,"2,917.00",,,,
H2780380,HC COIL EMBO AZUR DETACH .018 20MMX20CM,278,"2,917.00",,,,
H2780381,HC COIL EMBO AZUR PUSH .035 5MMX10CM,278,"1,051.00",,,,
H2780382,HC COIL EMBO AZUR PUSH .035 6MMX10CM,278,"1,051.00",,,,
H2780383,HC COIL EMBO AZUR PUSH .035 8MMX10CM,278,"1,051.00",,,,
H2780384,HC COIL EMBO AZUR PUSH .018 6MMX14CM,278,"1,064.00",,,,
H2780385,HC COIL EMBO AZUR PUSH .018 8MMX14CM,278,"1,064.00",,,,
H2780386,HC COIL EMBO AZUR PUSH .018 10MMX14CM,278,"1,064.00",,,,
H2780387,HC COIL EMBO AZUR PUSH .035 8MMX14CM,278,"1,202.00",,,,
H2780388,HC COIL EMBO AZUR PUSH .035 10MMX14CM,278,"1,202.00",,,,
H2780389,HC COIL EMBO AZUR PUSH .035 15MMX14CM,278,"1,202.00",,,,
H2780390,HC COIL EMBO HYDROFRAME 10 3X6,278,"6,503.00",,,,
H2780391,HC COIL EMBO HYDROFRAME 10 4X5,278,"6,474.00",,,,
H2780392,HC COIL EMBO HYDROFRAME 10 4X8,278,"6,563.00",,,,
H2780393,HC COIL EMBO HYDROFRAME 10 5X10,278,"6,626.00",,,,
H2780394,HC COIL EMBO HYDROFRAME 10 5X15,278,"6,776.00",,,,
H2780395,HC COIL EMBO HYDROFRAME 10 6X12,278,"6,685.00",,,,
H2780396,HC COIL EMBO HYDROFRAME 10 6X19,278,"6,900.00",,,,
H2780397,HC COIL EMBO HYDROFRAME 10 7X15,278,"6,776.00",,,,
H2780398,HC COIL EMBO HYDROFRAME 10 7X28,278,"7,173.00",,,,
H2780399,HC COIL EMBO HYDROFRAME 10 8X17,278,"6,837.00",,,,
H2780400,HC COIL EMBO HYDROFRAME 10 8X33,278,"7,325.00",,,,
H2780401,HC COIL PRESIDIO18  8X30,278,"7,651.00",,,,
H2780402,HC COIL PRESIDIO18  9X33,278,"7,782.00",,,,
H2780403,HC COIL PRESIDIO18 10X34,278,"7,825.00",,,,
H2780404,HC COIL PRESIDIO18 11X37,278,"7,954.00",,,,
H2780405,HC COIL PRESIDIO18 12X40,278,"8,083.00",,,,
H2780406,HC COIL PRESIDIO18 13X43,278,"8,214.00",,,,
H2780407,HC COIL PRESIDIO18 18X46,278,"8,344.00",,,,
H2780410,HC CEMENT OSSEON BONE KIT,278,"7,067.00",,,,
H2780417,HC COIL EMBO HYDROSOFT 1.5X2,278,"3,364.00",,,,
H2780418,HC COIL EMBO HYDROSOFT 1.5X4,278,"3,721.00",,,,
H2780419,HC COIL EMBO HYDROSOFT 2.5X4,278,"5,061.00",,,,
H2780420,HC COIL EMBO HYDROSOFT 2.5X6,278,"4,093.00",,,,
H2780421,HC COIL EMBO HYDROSOFT 2X8,278,"4,451.00",,,,
H2780422,HC COIL EMBO HYDROSOFT 3X10,278,"4,809.00",,,,
H2780423,HC COIL EMBO HYDROSOFT 5X20,278,"5,295.00",,,,
H2780424,HC COIL EMBO HYDROSOFT 6X20,278,"5,295.00",,,,
H2780425,HC COIL EMBO HYDROSOFT 7X20,278,"5,295.00",,,,
H2780426,HC COIL EMBO HYDROSOFT 8X20,278,"5,295.00",,,,
H2780427,HC COIL EMBO HYDROSOFT 9-10X30,278,"5,582.00",,,,
H2780435,HC TRACH STANDARD (GRP),278,85,,,,
H2780438,HC COIL EMBO TARGET HELICAL ULTRA 1X1,278,"3,346.00",,,,
H2780439,HC COIL EMBO TARGET HELICAL ULTRA 1X3,278,"3,346.00",,,,
H2780440,HC COIL EMBO TARGET HELCAL ULTRA 1.5X2,278,"3,346.00",,,,
H2780441,HC COIL EMBO TARGET HELCAL ULTRA 1.5X1,278,"3,346.00",,,,
H2780442,HC CATH GUIDE ENVOY DA 6F,278,"1,679.00",,,,
H2780443,HC PORT POWERPORT MRI,278,"1,403.00",,,,
H2780444,HC DEVICE ALLIGATOR RETRIVAL,278,"7,048.00",,,,
H2780445,HC STENT BILIARY SUPERA,278,"4,497.00",,,,
H2780446,HC INTRO ACCUSTICK II .018 7.5CM,278,88,,,,
H2780489,HC ALLOGRAFT IMPLANT,278,602,,,,
H2780505,HC CATH ATHR TRNSLUMINAL,278,"9,690.00",,,,
H2780515,HC NEEDLE BRACHYTHERAPY,278,34,,,,
H2780517,HC BRACHY SRC NONSTRAND HDR IR-192,278,999,,,,
H2780552,HC ICD DUAL PROTECTA DR,278,"44,250.00",,,,
H2780584,HC ICD SGL PROTECTA VR,278,"36,877.00",,,,
H2780586,HC CATH ATHR PTHWAY JTSTRM G3,278,293,,,,
H2780589,HC CATH ATHR DIAMONDBACK 1.75MMX135CM,278,"9,428.00",,,,
H2780596,HC CATH BLN PTA ARMADA,278,888,,,,
H2780720,HC CATH BLN PTA Z-MED 14MMX3CMX10,278,"1,466.00",,,,
H2780721,HC CATH BLN PTA Z-MED 18MM 4X100CM,278,"1,466.00",,,,
H2780722,HC CATH BLN PTA Z-MED 20MMX4CMX10,278,"1,466.00",,,,
H2780723,HC CATH BLN PTA Z-MED 20MMX5CMX10,278,"1,814.00",,,,
H2780724,HC CATH BLN PTA Z-MED 22MMX4CMX10,278,"1,466.00",,,,
H2780725,HC CATH BLN PTA Z-MED 25MMX4CMX10,278,"1,466.00",,,,
