"PROC #","Procedure Description","IP Price","OP Price"
1711,LINEZOLID 600 MG TABLET,125,125,*
1712,LEVETIRACETAM 250 MG TABLET,3,3,*
1713,ACETAMINOPHEN 650 MG/20.3 ML ORAL SOLUTION,0,0,*
1714,ROPINIROLE 0.25 MG TABLET,3,3,*
1715,"IRON,CARBONYL 65 MG-VITAMIN C 125 MG TABLET,DELAYED RELEASE",3,3,*
1716,RISPERIDONE 1 MG/ML ORAL SOLUTION,1,1,*
1717,CALCITONIN (SALMON) 200 UNIT/ACTUATION NASAL SPRAY,46,46,*
1718,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,30,30,*
1719,FOMEPIZOLE 1 GRAM/ML INTRAVENOUS SOLUTION,"3,029","3,029",*
1720,CONJUGATED ESTROGENS 0.45 MG TABLET,8,8,*
1721,"CARBAMAZEPINE ER 200 MG TABLET,EXTENDED RELEASE,12 HR",3,3,*
1722,COLESEVELAM 625 MG TABLET,5,5,*
1723,INSULIN ASPART 100 UNITS/ML VIAL FOR PUMP REFILL,1,1,*
1724,TRIAMCINOLONE ACETONIDE 40 MG/ML SUSPENSION FOR INJECTION,120,120,*
1725,PHENYLEPHRINE 1 % NASAL SPRAY,9,9,*
1726,PIPERACILLIN-TAZOBACTAM 4.5 GRAM INTRAVENOUS SOLUTION,105,105,*
1727,PROPOFOL 10 MG/ML INTRAVENOUS EMULSION,143,143,*
1728,VANCOMYCIN 1.25 GRAM/250 ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS,157,157,*
1729,RSCH VTX-2337 (GOG-3003),0,0,*
1730,TRANDOLAPRIL 1 MG TABLET,5,5,*
1731,OSELTAMIVIR 75 MG CAPSULE,25,25,*
1732,GASTROGRAFIN PLUS SALINE FOR GASTROGRAFIN CHALLENGE,199,199,*
1733,CONJUGATED ESTROGENS 0.625 MG/GRAM VAGINAL CREAM,646,646,*
1734,AMINO ACIDS 4.25 % WITH LYTES AND CALCIUM IN D5W INTRAVENOUS SOLUTION,345,345,*
1735,CROTALIDAE POLYVAL IMMUNE FAB SOLUTION FOR INJECTION,"12,090","12,090",*
1736,BISMUTH SUBSALICYLATE 262 MG/15 ML ORAL SUSPENSION,1,1,*
1737,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,108,108,*
1738,HYDROCORTISONE 1 %-PRAMOXINE 1 % RECTAL FOAM,211,211,*
1739,VANCOMYCIN 1.75 GRAM/500 ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS,224,224,*
1740,MEROPENEM 1 GRAM INTRAVENOUS SOLUTION,327,327,*
1741,INSULIN REGULAR IV TREATMENT KIT,3,3,*
1742,INFLIXIMAB 100 MG INTRAVENOUS SOLUTION,"4,592","4,592",*
1743,TRANEXAMIC ACID 1 G IN NS 100 ML (LOADABLE MIXTURE),375,375,*
1744,MORPHINE 2 MG/ML INJECTION SYRINGE,20,20,*
1745,"LIPASE-PROTEASE-AMYLASE 6,000-19,000-30,000 UNIT CAPSULE,DELAYED REL",3,3,*
1746,"POLYMYXIN B SULFATE 10,000 UNIT-TRIMETHOPRIM 1 MG/ML EYE DROPS",28,28,*
1747,DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION,926,926,*
1748,UMECLIDINIUM 62.5 MCG/ACTUATION BLISTER POWDER FOR INHALATION,97,97,*
1749,KETAMINE 10 MG/ML INJECTION SOLUTION,8,8,*
1750,APIXABAN 5 MG TABLET,12,12,*
1751,PIPERACILLIN/TAZOBACTAM 3.375 GM IVPB NS LOADABLE MIXTURE,139,139,*
1752,CONJUGATED ESTROGENS 0.625 MG TABLET,8,8,*
1753,LOSARTAN 25 MG TABLET,3,3,*
1754,DIGOXIN IMMUNE FAB 40 MG INTRAVENOUS SOLUTION,"12,003","12,003",*
1755,CALCIUM POLYCARBOPHIL 625 MG TABLET,3,3,*
1756,EPTIFIBATIDE 0.75 MG/ML INTRAVENOUS SOLUTION,309,309,*
1757,VANCOMYCIN 500 MG/100 ML NS LOADABLE MIXTURE,70,70,*
1758,PRALIDOXIME 1 GRAM SOLUTION FOR INJECTION,810,810,*
1759,NITROGLYCERIN 400 MCG/SPRAY TRANSLINGUAL,286,286,*
1760,CEFTRIAXONE (ROCEPHIN) 500 MG IN 50 ML NS LOADABLE MIXTURE,69,69,*
1761,CEFDINIR 125 MG/5 ML ORAL SUSPENSION,18,18,*
1762,OSELTAMIVIR 6 MG/ML ORAL SUSPENSION,212,212,*
1763,TETRACAINE HCL (PF) 0.5 % EYE DROPS,66,66,*
1764,GLUCAGON (HUMAN RECOMBINANT) 1 MG/ML SOLUTION FOR INJECTION,992,992,*
1765,"LIPASE-PROTEASE-AMYLASE 12,000-38,000-60,000 UNIT CAPSULE,DELAYED REL",5,5,*
1766,"OXYBUTYNIN CHLORIDE ER 5 MG TABLET,EXTENDED RELEASE 24 HR",4,4,*
1767,BUDESONIDE 0.25 MG/2 ML SUSPENSION FOR NEBULIZATION,96,96,*
1768,LIDOCAINE 2 % MUCOSAL SOLUTION,3,3,*
1769,BISMUTH SUBSALICYLATE 262 MG CHEWABLE TABLET,5,5,*
1770,GELATIN ABSORBABLE 50 TOPICAL SPONGE,187,187,*
1771,BUDESONIDE 0.5 MG/2 ML SUSPENSION FOR NEBULIZATION,61,61,*
1772,RALOXIFENE 60 MG TABLET,11,11,*
1773,PROCAINAMIDE 500 MG/ML INJECTION SOLUTION,583,583,*
1774,IMIPENEM-CILASTATIN 250 MG INTRAVENOUS SOLUTION,68,68,*
1775,NITROGLYCERIN 2 % TRANSDERMAL OINTMENT,4,4,*
1776,GADOBUTROL 10 MMOL/10 ML (1 MMOL/ML) INTRAVENOUS SOLUTION,69,69,*
1777,"MORPHINE 30 MG/30 ML PED PCA (>6 MONTHS, >10KG)",141,141,*
1778,CIPROFLOXACIN 0.3 % EYE OINTMENT,358,358,*
1779,DORZOLAMIDE 22.3 MG-TIMOLOL 6.8 MG/ML EYE DROPS,153,153,*
1780,ENOXAPARIN 150 MG/ML SUBCUTANEOUS SYRINGE,204,204,*
1781,MONTELUKAST 10 MG TABLET,3,3,*
1782,MAGNESIUM SULFATE 20 GRAM/500 ML (4 %) IN WATER INTRAVENOUS SOLUTION,54,54,*
1783,MORPHINE 30 MG/30 ML PCA (COMFORT CARE OPIOID NAIVE),141,141,*
1784,CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERMAL PATCH,75,75,*
1785,NURSING MAR MESSAGE,0,0,*
1786,ZOLPIDEM 5 MG TABLET,3,3,*
1787,ZIPRASIDONE 40 MG CAPSULE,6,6,*
1788,PIPERACILLIN-TAZOBACTAM 2.25 GRAM INTRAVENOUS SOLUTION,62,62,*
1789,"METOPROLOL SUCCINATE ER 25 MG TABLET,EXTENDED RELEASE 24 HR",3,3,*
1790,"ERGOCALCIFEROL (VITAMIN D2) 50,000 UNIT CAPSULE",3,3,*
1791,TL201 MCI - THALLIUM INJECTION,741,741,*
1792,GELATIN ABSORBABLE 12 MM-7 MM TOPICAL SPONGE,59,59,*
1793,INSULIN LISPRO PROTAMINE-LISPRO 100 UNIT/ML (50-50) SUBCUTANEOUS SUSP,60,60,*
1794,NICOTINE (POLACRILEX) 4 MG BUCCAL MINI LOZENGE,5,5,*
1795,AZTREONAM 1 GRAM SOLUTION FOR INJECTION,333,333,*
1796,AZELASTINE 137 MCG (0.1 %) NASAL SPRAY AEROSOL,28,28,*
1797,PRAMIPEXOLE 0.25 MG TABLET,3,3,*
1798,IPRATROPIUM 20 MCG-ALBUTEROL 100 MCG/ACTUATION MIST FOR INHALATION,507,507,*
1799,"EPINEPHRINE 0.3 MG/0.3 ML INJECTION, AUTO-INJECTOR","1,083","1,083",*
1800,VITAMIN B COMPLEX AND VITAMIN C NO.20-FOLIC ACID 1 MG CAPSULE,3,3,*
1801,AZATHIOPRINE 12.5 MG PO TAB,5,5,*
1802,TRIAMCINOLONE ACETONIDE 10 MG/ML SUSPENSION FOR INJECTION,155,155,*
1803,HOLD METFORMIN (GLUCOPHAGE) MESSAGE - PATIENT HAS RECEIVED CONTRAST,0,0,*
1804,ESTRADIOL 0.01% (0.1 MG/GRAM) VAGINAL CREAM,492,492,*
1805,SCOPOLAMINE 1 MG OVER 3 DAYS TRANSDERMAL PATCH,37,37,*
1806,HYDROCODONE 10 MG-CHLORPHENIRAMINE 8 MG/5 ML ORAL SUSP EXTEND.REL 12HR,22,22,*
1807,VEDOLIZUMAB 300 MG INTRAVENOUS SOLUTION,"14,000","14,000",*
1808,BENZOCAINE 10 % MUCOSAL GEL,7,7,*
1809,ELECTROLYTE-R INTRAVENOUS SOLUTION,44,44,*
1810,IBUTILIDE FUMARATE 0.1 MG/ML INTRAVENOUS SOLUTION,388,388,*
1811,CELECOXIB 100 MG CAPSULE,10,10,*
1812,TBO-FILGRASTIM 300 MCG/0.5 ML SUBCUTANEOUS SYRINGE,"1,588","1,588",*
1813,LACTOBACILLUS RHAMNOSUS GG 10 BILLION CELL CAPSULE,3,3,*
1814,ONDANSETRON 4 MG DISINTEGRATING TABLET,3,3,*
1815,TOPIRAMATE 100 MG TABLET,3,3,*
1816,"DIVALPROEX 125 MG CAPSULE,DELAYED RELEASE SPRINKLE",3,3,*
1817,THROMBIN(HUMAN)-FIBRINOGEN-APROTININ SYN-CALCIUM 10 ML TOPICAL SYRINGE,"3,000.50","3,000.50",*
1818,RISPERIDONE 1 MG TABLET,3,3,*
1819,AZTREONAM 2 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) INTRAVENOUS PIGGYBACK,660,660,*
1820,ALTEPLASE 2 MG INTRA-CATHETER SOLUTION,978,978,*
1821,NAPHAZOLINE 0.025 %-PHENIRAMINE 0.3 % EYE DROPS,11,11,*
1822,COLESTIPOL 1 GRAM TABLET,3,3,*
1823,CONJ ESTROGEN-MEDROXYPROGESTERONE 0.625 MG-2.5 MG TABLET,10,10,*
1824,CHOLECALCIFEROL (VITAMIN D3) 400 UNIT TABLET,3,3,*
1825,BECLOMETHASONE DIPROPIONATE 40 MCG/ACTUATION AEROSOL INHALER,256,256,*
1826,LAMOTRIGINE 100 MG TABLET,3,3,*
1827,RAMIPRIL 5 MG CAPSULE,3,3,*
1828,BRIMONIDINE 0.15 % EYE DROPS,777,777,*
1829,ASPIRIN-ACETAMINOPHEN-CAFFEINE 250 MG-250 MG-65 MG TABLET,3,3,*
1830,PNEUMOCOCCAL 23 POLYVALENT VACCINE 25 MCG/0.5 ML INJECTION SOLUTION,190,190,*
1831,RISPERIDONE 0.5 MG TABLET,3,3,*
1832,PATIENT HAS A HOME MED(S) STORED IN THE PHARMACY/MED ROOM,0,0,*
1833,REPAGLINIDE 1 MG TABLET,3,3,*
1834,CONJUGATED ESTROGENS 25 MG SOLUTION FOR INJECTION,"1,556","1,556",*
1835,IRON SUCROSE 100 MG IRON/5 ML INTRAVENOUS SOLUTION,347,347,*
1836,CONJUGATED ESTROGENS 0.3 MG TABLET,8,8,*
1837,CARBOPROST TROMETHAMINE 250 MCG/ML INTRAMUSCULAR SOLUTION,"1,651","1,651",*
1838,PHYTONADIONE (VITAMIN K1) 5 MG TABLET,549,549,*
1839,"TOBRAMYCIN 0.3 %-DEXAMETHASONE 0.1 % EYE DROPS,SUSPENSION",526,526,*
1840,OMALIZUMAB 150 MG SUBCUTANEOUS SOLUTION,"4,370.50","4,370.50",*
1841,"WATER FOR IRRIGATION, STERILE SOLUTION 1000 ML BOTTLE (OR USE ONLY)",43,43,*
1842,DEXMEDETOMIDINE (PRECEDEX) 4 MCG/ML SYRINGE (ANESTHESIA),18,18,*
1843,ERTAPENEM 1 GRAM SOLUTION FOR INJECTION,815,815,*
1844,PIPERACILLIN-TAZOBACTAM 4.5 G IVPB NS LOADABLE MIXTURE,148,148,*
1845,SODIUM HYPOCHLORITE 0.25 % SOLUTION,15,15,*
1846,SODIUM HYPOCHLORITE 0.5 % SOLUTION,15,15,*
1847,"PAROXETINE ER 12.5 MG TABLET,EXTENDED RELEASE 24 HR",7,7,*
1848,ACTIVATED CHARCOAL 25 GRAM ORAL SUSPENSION,27,27,*
1849,ENOXAPARIN 30 MG/0.3 ML SUBCUTANEOUS SYRINGE,52,52,*
1850,ENOXAPARIN 60 MG/0.6 ML SUBCUTANEOUS SYRINGE,129,129,*
1851,ENOXAPARIN 80 MG/0.8 ML SUBCUTANEOUS SYRINGE,106,106,*
1852,ENOXAPARIN 100 MG/ML SUBCUTANEOUS SYRINGE,132,132,*
1853,ENOXAPARIN 40 MG/0.4 ML SUBCUTANEOUS SYRINGE,56,56,*
1854,"VIT A 1,000 UNIT-C 200 MG-E 60 UNIT-LUTEIN 2 MG AND MINERALS TABLET",3,3,*
1855,OCRELIZUMAB 30 MG/ML INTRAVENOUS SOLUTION,"40,462.50","40,462.50",*
1856,LAMOTRIGINE 5 MG CHEWABLE DISPERSIBLE TABLET,5,5,*
1857,ZIPRASIDONE 20 MG/ML (FINAL CONCENTRATION) INTRAMUSCULAR SOLUTION,421,421,*
1858,DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SOLUTION,5,5,*
1859,DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION,43,43,*
1860,LINEZOLID IN 5% DEXTROSE IN WATER 600 MG/300 ML INTRAVENOUS PIGGYBACK,511,511,*
1861,L.E.T(LIDOCAINE/EPI/TETRA) SOLUTION,22,22,*
1862,INSULIN PROTOCOL: ENDOTOOL-DIRECTED HYPOGLYCEMIA MANAGEMENT,0,0,*
1863,SODIUM BICARBONATE 4.2 % (0.5 MEQ/ML) INTRAVENOUS SYRINGE,125,125,*
1864,SODIUM BICARBONATE 8.4 % (1 MEQ/ML) INTRAVENOUS SYRINGE,65,65,*
1865,SODIUM CHLORIDE 0.9 % INJECTION SYRINGE,0,0,*
1866,OXYCODONE 10 MG TABLET,9,9,*
1867,MORPHINE 4 MG/ML INTRAVENOUS SYRINGE,25,25,*
1868,PHENOBARBITAL SODIUM 130 MG/ML INJECTION SOLUTION,522,522,*
1869,ABATACEPT (WITH MALTOSE) 250 MG INTRAVENOUS SOLUTION,"3,712.50","3,712.50",*
1870,LORAZEPAM 2 MG/ML INJECTION SYRINGE,48,48,*
1871,ENOXAPARIN 120 MG/0.8 ML SUBCUTANEOUS SYRINGE,162,162,*
1872,"PENICILLIN G BENZATHINE 1,200,000 UNIT/2 ML INTRAMUSCULAR SYRINGE",900,900,*
1873,"PENICILLIN G BENZATHINE AND PROCAINE 1,200,000 UNIT/2 ML IM SYRINGE",753,753,*
1874,TUBE FEEDING BOLUS (ADULT),0,0,*
1875,FIDAXOMICIN 200 MG TABLET,313,313,*
1876,LABETALOL 20 MG/4 ML (5 MG/ML) INTRAVENOUS SYRINGE,84,84,*
1877,INSULIN NPH ISOPHANE U-100 HUMAN 100 UNIT/ML SUBCUTANEOUS SUSPENSION,16,16,*
1878,ESCITALOPRAM 10 MG TABLET,3,3,*
1879,INSULIN ASPAR PROT-INSULIN ASPART 100 UNIT/ML (70-30) SUBCUTANEOUS PEN,33,33,*
1880,METAXALONE 800 MG TABLET,9,9,*
1881,EZETIMIBE 10 MG TABLET,12,12,*
1882,DUTASTERIDE 0.5 MG CAPSULE,11,11,*
1883,BENZOCAINE-MENTHOL 20 %-0.5 % TOPICAL AEROSOL,308,308,*
1884,BENZOCAINE 20 % MUCOSAL AEROSOL SPRAY,51,51,*
1885,ARIPIPRAZOLE 10 MG TABLET,31,31,*
1886,ARIPIPRAZOLE 15 MG TABLET,57,57,*
1887,HYDROMORPHONE IN NS 25 MG/25 ML IJ PCA (OPIOID TOLERANT),124,124,*
1888,"QUETIAPINE ER 150 MG TABLET,EXTENDED RELEASE 24 HR",28,28,*
1889,METHYLPREDNISOLONE SOD SUCC (PF) 125 MG/2 ML SOLUTION FOR INJECTION,92,92,*
1890,"METHYLPREDNISOLONE SOD SUCC (PF) 1,000 MG/8 ML INTRAVENOUS SOLUTION",213,213,*
1891,SODIUM THIOSULFATE 12.5 GRAM/50 ML (250 MG/ML) INTRAVENOUS SOLUTION,622,622,*
1892,INSULIN ASPART U-100  100 UNIT/ML SUBCUTANEOUS PEN,33,33,*
1893,FILGRASTIM 480 MCG/1.6 ML INJECTION SOLUTION,"3,134.50","3,134.50",*
1894,PROCAINAMIDE 100 MG/ML INJECTION SOLUTION,46,46,*
1895,RISPERIDONE 0.5 MG DISINTEGRATING TABLET,3,3,*
1896,MOXIFLOXACIN 0.5 % EYE DROPS,93,93,*
1897,MIDODRINE 2.5 MG TABLET,3,3,*
1898,MIDODRINE 5 MG TABLET,3,3,*
1899,ARIPIPRAZOLE 2 MG TABLET,55,55,*
1900,"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 INJECTION SOLUTION",32,32,*
1901,BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION SOLUTION,18,18,*
1902,BUPIVACAINE (PF) 0.5 % (5 MG/ML) INJECTION SOLUTION,19,19,*
1903,TOCILIZUMAB 80 MG/4 ML (20 MG/ML) INTRAVENOUS SOLUTION,"1,553","1,553",*
1904,NITROPRUSSIDE 50 MG/100 ML (0.5 MG/ML) IN 0.9% SODIUM CHLORIDE IV SOLN,808,808,*
1905,PHENOL 1.4 % MUCOSAL AEROSOL SPRAY,4,4,*
1906,PHENYLEPHRINE 0.25 % NASAL SPRAY,8,8,*
1907,BACITRACIN 500 UNIT/GRAM TOPICAL PACKET,5,5,*
1908,"NEOMYCIN-BACITRACN ZN-POLYMYXN 3.5 MG-400 UNIT-5,000 UNIT TOP OINT PKT",5,5,*
1909,ONABOTULINUMTOXINA 100 UNIT SOLUTION FOR INJECTION,"2,790","2,790",*
1910,DIPHENHYDRAMINE-ZINC ACETATE 2 %-0.1 % TOPICAL CREAM,3,3,*
1911,POTASSIUM CHLORIDE 2 MEQ/ML INTRAVENOUS SOLUTION,12,12,*
1912,FERROUS FUM-B12-C-STOMACH CONC 200 MG (66 MG)-10 MCG-250 MG CAPSULE,3,3,*
1913,CHOLESTYRAMINE-ASPARTAME 4 GRAM ORAL POWDER FOR SUSP IN A PACKET,3,3,*
1914,PH TEST 15 FEET,438,438,*
1915,ROSUVASTATIN 5 MG TABLET,14,14,*
1916,AMINOPHYLLINE 500 MG/20 ML INTRAVENOUS SOLUTION,171,171,*
1917,"BUPROPION HCL XL 150 MG 24 HR TABLET, EXTENDED RELEASE",3,3,*
1918,LEVETIRACETAM 500 MG/5 ML (5 ML) ORAL SOLUTION,6,6,*
1919,"MULTIVITAMIN,TX-IRON-MINERALS 27 MG-0.33 MG TABLET",3,3,*
1920,EMOLLIENT COMBINATION NO.108 LOTION,3,3,*
1921,FAT EMULSION 20 % IV BOLUS FROM BAG,0,0,*
1922,MEMANTINE 5 MG TABLET,11,11,*
1923,OLANZAPINE 10 MG INTRAMUSCULAR SOLUTION,336,336,*
1924,PATIENT HAS A HOME MED(S) FOR USE IN THE HOSPITAL,0,0,*
1925,ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION,934,934,*
1926,PHENYLEPHRINE 0.25 %-MINERAL OIL 14 %-PETROLATM 74.9 % RECTAL OINTMENT,12,12,*
1927,RACEPINEPHRINE 2.25 % SOLUTION FOR NEBULIZATION,18,18,*
1928,ALBUTEROL SULFATE CONCENTRATE 2.5 MG/0.5 ML SOLUTION FOR NEBULIZATION,5,5,*
1929,RIFAXIMIN 200 MG TABLET,28,28,*
1930,CALCIUM ACETATE 667 MG TABLET,3,3,*
1931,"DULOXETINE 20 MG CAPSULE,DELAYED RELEASE",3,3,*
1932,"DULOXETINE 30 MG CAPSULE,DELAYED RELEASE",4,4,*
1933,NALOXONE 0.4 MG/10 ML (PEDS ONLY) FOR NON-RESP ARREST OPIOID REVERSAL,"1,200.50","1,200.50",*
1934,CANDIDA ALBICANS SKIN TEST FDA STANDARD INTRADERMAL,25,25,*
1935,"MVI,ADULT NO.4 WITH VIT K 3300 UNIT-150 MCG/10 ML INTRAVENOUS SOLUTION",53,53,*
1936,BUPIVACAINE (PF) 0.125 % IN 0.9% SOD. CHLORIDE EPIDURAL PUMP RESERVOIR,145,145,*
1937,NORFLURANE-PENTAFLUOROPROPANE TOPICAL SPRAY,314,314,*
1938,FENTANYL-ROPIVACAINE-NACL (PF) 2 MCG/ML-0.125 % EPIDURAL SOLUTION,580,580,*
1939,OXYTOCIN 20 UNIT/1000 ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS,99,99,*
1940,GADOBUTROL 15 MMOL/15 ML (1 MMOL/ML) INTRAVENOUS SOLUTION,69,69,*
1941,LACOSAMIDE 200 MG TABLET,172,172,*
1942,SODIUM CHLORIDE 3 % FOR NEBULIZATION,5,5,*
1943,PHENOL 89 % TOPICAL SWAB,77,77,*
1944,EXENATIDE 5 MCG/DOSE (250 MCG/ML)1.2 ML SUBCUTANEOUS PEN INJECTOR,946,946,*
1945,IPRATROPIUM BROMIDE 17 MCG/ACTUATION HFA AEROSOL INHALER,586,586,*
1946,FENTANYL 12 MCG/HR TRANSDERMAL PATCH,168,168,*
1947,BUPRENORPHINE HCL 0.3 MG/ML INJECTION SOLUTION,127,127,*
1948,SILDENAFIL (ANTIHYPERTENSIVE) 20 MG TABLET,3,3,*
1949,PREGABALIN 25 MG CAPSULE,75,75,*
1950,PREGABALIN 75 MG CAPSULE,89,89,*
1951,GADOBUTROL 7.5 MMOL/7.5 ML (1 MMOL/ML) INTRAVENOUS SOLUTION,69,69,*
1952,MEGESTROL 10 MG PO TAB,3,3,*
1953,MEPERIDINE (PF) 25 MG/ML INJECTION SYRINGE,99,99,*
1954,CLINDAMYCIN 600 MG IN D5W LOADABLE MIXTURE,60,60,*
1955,MEPERIDINE (PF) 100 MG/ML INJECTION SYRINGE,95,95,*
1956,PANCURONIUM 1 MG/ML INTRAVENOUS SOLUTION,64,64,*
1957,PEGLOTICASE 8 MG/ML INTRAVENOUS SOLUTION,"51,057.50","51,057.50",*
1958,AMPICILLIN-SULBACTAM 3 GRAM INTRAVENOUS SOLUTION,83,83,*
1959,SODIUM CHLORIDE 0.9 % INTRAVENOUS PIGGYBACK,21,21,*
1960,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS PIGGYBACK,24,24,*
1961,"HEPARIN, PORCINE (PF) 100 UNIT/ML INTRAVENOUS SYRINGE",5,5,*
1962,"RANOLAZINE ER 500 MG TABLET,EXTENDED RELEASE,12 HR",9,9,*
1963,LUBIPROSTONE 24 MCG CAPSULE,10,10,*
1964,WHITE PETROLATUM-MINERAL OIL 83 %-15 % EYE OINTMENT,30,30,*
1965,INSULIN DETEMIR (U-100) 100 UNIT/ML (3 ML) SUBCUTANEOUS PEN,59,59,*
1966,LIDOCAINE (PF) 10 MG/ML (1 %) INJECTION SOLUTION,15,15,*
1967,LIDOCAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION,25,25,*
1968,LIDOCAINE (PF) 5 MG/ML (0.5 %) INJECTION SOLUTION,55,55,*
1969,LIDOCAINE (PF) 20 MG/ML (2 %) INTRAVENOUS SOLUTION,21,21,*
1970,LIDOCAINE (PF) 4 MG/ML (0.4 %) IN 5 % DEXTROSE INTRAVENOUS SOLUTION,74,74,*
1971,VARENICLINE 0.5 MG TABLET,10,10,*
1972,NICOTINE (POLACRILEX) 2 MG BUCCAL MINI LOZENGE,5,5,*
1973,MENTHOL 0.44 %-ZINC OXIDE 20.6 % TOPICAL OINTMENT,8,8,*
1974,FENOFIBRATE NANOCRYSTALLIZED 48 MG TABLET,3,3,*
1975,FENOFIBRATE NANOCRYSTALLIZED 145 MG TABLET,5,5,*
1976,LEVETIRACETAM 500 MG/5 ML INTRAVENOUS SOLUTION,29,29,*
1977,ZINC SULFATE 220 MG (50 MG) CAPSULE,3,3,*
1978,METHYL SALICYLATE-MENTHOL 30 %-10 % TOPICAL CREAM,9,9,*
1979,SODIUM HYPOCHLORITE 0.125 % SOLUTION,15,15,*
1980,SITAGLIPTIN 50 MG TABLET,8,8,*
1981,ONDANSETRON HCL (PF) 4 MG/2 ML INJECTION SOLUTION,10,10,*
1982,FERROUS GLUCONATE 324 MG (38 MG IRON) TABLET,3,3,*
1983,"CALCIUM CARBONATE 600 MG (1,500 MG)-VITAMIN D3 400 UNIT TABLET",3,3,*
1984,"CARVEDILOL PHOSPHATE ER 10 MG CAPSULE,EXT.RELEASE24HR MULTIPHASE",14,14,*
1985,METRONIDAZOLE 500 MG TABLET,3,3,*
1986,FAT EMULSION 20 % IV LIPID RESUSCITATION KIT,290,290,*
1987,GENTAMICIN 100 MG/100 ML IN SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,49,49,*
1988,SILVER NITRATE APPLICATORS 75 %-25 % TOPICAL STICK,55,55,*
1989,"HEPATITIS B IMMUNE GLOBULIN > 1,560 UNIT/5 ML INTRAMUSCULAR SOLUTION","3,540","3,540",*
1990,LIDOCAINE 2 % MUCOSAL JELLY IN APPLICATOR,10,10,*
1991,ZOLEDRONIC ACID 5 MG/100 ML IN MANNITOL 5 %-WATER INTRAVENOUS PIGGYBCK,"2,920.50","2,920.50",*
1992,PEG 3350-ELECTROLYTES 236 GRAM-22.74 GRAM-6.74 GRAM-5.86 GRAM SOLUTION,18,18,*
1993,"NEOMYCIN 1.75 MG-POLYMYXIN 10,000 UNIT-GRAMICIDIN 0.025MG/ML EYE DROPS",500,500,*
1994,OXYCODONE 20 MG/ML ORAL CONCENTRATE,59,59,*
1995,INSULIN U-100 REGULAR HUMAN 100 UNIT/ML INJECTION SOLUTION,9,9,*
1996,KIT PREPARATION OF TC 99M-SESTAMIBI COMBO NO.1 IV SOLUTION,703,703,*
1997,GENTAMICIN SULFATE (PEDIATRIC) (PF) 20 MG/2 ML INJECTION SOLUTION,22,22,*
1998,FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION,11,11,*
1999,AZTREONAM (AZACTAM) 1 G IN 50 ML NS LOADABLE MIXTURE,334,334,*
2000,HYDROMORPHONE 2 MG/ML INJECTION SOLUTION,14,14,*
2001,CHLOROPROCAINE (PF) 30 MG/ML (3 %) INJECTION SOLUTION,285,285,*
2002,NEBIVOLOL 5 MG TABLET,6,6,*
2003,FOSPHENYTOIN 100 MG PE/2 ML INJECTION SOLUTION,80,80,*
2004,ROCURONIUM 10 MG/ML IV SOLN 10 ML (FOR ANESTHESIA USE ONLY),62,62,*
2005,PAMIDRONATE 30 MG/10 ML (3 MG/ML) INTRAVENOUS SOLUTION,54,54,*
2006,"MEASLES,MUMPS,RUBELLA VACCINE LIVE(PF)1,000-12,500TCID50/0.5 ML SUBCUT",136,136,*
2007,PHENYTOIN 100 MG/4 ML ORAL SUSPENSION,3,3,*
2008,INSULIN PUMP (PT'S OWN) USING ASPART INSULIN (100 UNITS/ML),0,0,*
2009,MEPIVACAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION,54,54,*
2010,AMPICILLIN 1G/50ML NS LOADABLE MIXTURE,71,71,*
2011,AMPICILLIN 2 G/100 ML NS LOADABLE MIXTURE,81,81,*
2012,NICOTINE (POLACRILEX) 4 MG GUM,3,3,*
2013,CEFEPIME 2 GRAM/50 ML IN DEXTROSE 5 % INTRAVENOUS PIGGYBACK,239,239,*
2014,HYDROCORTISONE SOD SUCCINATE (PF) 100 MG/2 ML SOLUTION FOR INJECTION,110,110,*
2015,"HYALURONIDASE, HUMAN RECOMBINANT 150 UNIT/ML INJECTION SOLUTION",451,451,*
2016,MANNITOL 20 % INTRAVENOUS SOLUTION,160,160,*
2017,CEFTAZIDIME 1 GRAM SOLUTION FOR INJECTION,53,53,*
2018,NOREPINEPHRINE BITARTRATE 4 MG/250 ML (16 MCG/ML) IN DEXTROSE 5 % IV,120,120,*
